subject,trial_num,condition,signal_present,correct,rt
12,33,no_bias,1,1,0.49009999990463254
12,34,no_bias,1,0,1.1118999999761578
12,35,no_bias,0,1,0.4597999999523163
12,36,no_bias,1,1,0.32090000009536745
12,37,no_bias,1,1,0.377
12,38,no_bias,0,1,0.4011000000238419
12,39,no_bias,0,1,0.32889999997615815
12,40,no_bias,1,0,0.56
12,41,no_bias,1,0,0.45570000004768374
12,42,no_bias,1,0,0.32389999997615815
12,43,no_bias,0,1,0.3817000000476838
12,44,no_bias,1,0,0.3793000000715256
12,45,no_bias,0,1,0.4246999999284744
12,46,no_bias,1,0,0.35379999995231626
12,47,no_bias,0,1,0.36329999995231627
12,48,no_bias,0,1,0.327
12,49,bias,1,1,0.7063999999761581
12,50,bias,1,0,0.5756999999284744
12,51,bias,0,1,0.5148000000715256
12,52,bias,1,0,0.4712000000476837
12,53,bias,1,1,0.5617000000476837
12,54,bias,1,0,0.42
12,55,bias,1,0,0.37989999997615814
12,56,bias,0,0,0.364
12,57,bias,0,1,0.708
12,58,bias,1,1,0.37689999997615814
12,59,bias,0,1,0.4046999999284744
12,60,bias,1,1,0.5572000000476837
12,61,bias,0,1,0.6543999999761582
12,62,bias,1,0,0.5333999999761582
12,63,bias,1,1,0.4232000000476837
12,64,bias,0,1,0.31610000002384187
12,65,bias,0,0,0.42160000002384185
12,66,bias,0,0,0.5938999999761582
12,67,bias,1,0,0.6217000000476837
12,68,bias,0,0,0.5333000000715256
12,69,bias,0,1,1.0845999999046323
12,70,bias,1,0,0.2905
12,71,bias,0,0,0.4187000000476837
12,72,bias,0,0,0.7398999999761582
12,49,no_bias,0,1,2.1313000000715254
12,50,no_bias,0,1,0.346
12,51,no_bias,0,0,0.4566000000238419
12,52,no_bias,1,1,0.19530000007152556
12,53,no_bias,0,0,0.32969999992847443
12,54,no_bias,1,0,0.30579999995231627
12,55,no_bias,0,1,0.3112999999523163
12,56,no_bias,0,1,0.2583000000715256
12,57,no_bias,1,1,0.2858999999761581
12,59,no_bias,1,1,0.14739999997615813
12,60,no_bias,0,1,0.39839999997615816
12,61,no_bias,1,1,0.35269999992847445
12,63,no_bias,1,0,0.28489999997615817
12,64,no_bias,0,1,0.6663999999761582
12,65,no_bias,1,0,0.35579999995231626
12,66,no_bias,0,0,0.2731000000238419
12,67,no_bias,1,1,0.335
12,68,no_bias,0,1,0.29279999995231626
12,69,no_bias,0,1,0.27070000004768374
12,70,no_bias,1,0,0.3697999999523162
12,71,no_bias,1,1,0.3906000000238419
12,72,no_bias,1,1,0.13360000002384187
12,73,no_bias,0,0,0.18670000004768372
12,74,no_bias,0,0,0.4643000000715255
12,75,no_bias,0,0,0.3417999999523163
12,76,no_bias,0,0,0.6737999999523163
12,77,no_bias,1,0,0.7731999999284744
12,78,no_bias,1,1,0.4697999999523163
12,79,no_bias,1,1,0.3865
12,80,no_bias,1,1,0.3288000000715256
12,81,no_bias,1,1,0.3
12,82,no_bias,1,1,0.22189999997615817
12,83,no_bias,1,1,0.28189999997615817
12,84,no_bias,1,1,0.27589999997615816
12,85,no_bias,1,1,0.11860000002384186
12,86,no_bias,0,1,0.537
12,87,no_bias,0,1,0.30290000009536744
12,88,no_bias,0,0,0.4005
12,89,no_bias,0,0,0.32959999990463257
12,90,no_bias,0,1,0.24929999995231628
12,91,no_bias,0,0,0.4272000000476837
12,92,no_bias,1,1,0.28160000002384183
12,94,no_bias,1,1,0.1775
12,95,no_bias,1,0,0.49360000002384186
12,96,no_bias,0,0,0.251
12,73,bias,0,0,1.373
12,74,bias,0,0,0.21729999995231628
12,75,bias,1,1,0.4405
12,76,bias,0,0,0.285
12,77,bias,1,1,0.23609999990463257
12,78,bias,0,1,0.4017999999523163
12,79,bias,1,1,0.5058999999761581
12,80,bias,1,1,0.1845
12,82,bias,1,0,0.5608999999761581
12,83,bias,1,1,0.34080000007152556
12,84,bias,0,1,0.29490000009536743
12,85,bias,0,0,0.3425
12,86,bias,0,0,0.39520000004768374
12,87,bias,0,1,0.27239999997615816
12,88,bias,1,1,0.32639999997615815
12,89,bias,0,0,0.3305
12,90,bias,1,1,0.27939999997615816
12,91,bias,1,1,0.2679000000953674
12,92,bias,0,0,0.3309000000953674
12,93,bias,0,1,0.2963999999761581
12,94,bias,1,1,0.5248000000715256
12,95,bias,1,1,0.32570000004768374
12,96,bias,1,1,0.41160000002384184
12,97,bias,1,1,0.28069999992847444
12,98,bias,0,0,0.3702999999523162
12,100,bias,0,1,0.32589999997615815
12,101,bias,0,0,0.296
12,102,bias,0,0,0.2953999999761581
12,103,bias,1,1,0.30090000009536744
12,104,bias,1,1,0.2537999999523163
12,105,bias,1,1,0.3835
12,107,bias,1,1,0.28439999997615817
12,108,bias,1,1,0.3380999999046326
12,109,bias,1,1,0.35440000009536743
12,110,bias,0,1,0.4717000000476837
12,111,bias,0,1,0.15670000004768372
12,112,bias,0,0,0.31360000002384186
12,113,bias,0,1,0.2942000000476837
12,114,bias,1,1,0.34319999992847444
12,115,bias,1,1,0.297
12,116,bias,0,1,0.3702999999523162
12,117,bias,0,1,0.32420000004768373
12,118,bias,1,1,0.3015
12,119,bias,1,1,0.3181999999284744
12,120,bias,0,1,0.3377999999523163
12,97,no_bias,0,0,0.4657999999523163
12,98,no_bias,1,1,0.7045999999046326
12,99,no_bias,1,1,0.3572000000476837
12,100,no_bias,1,1,0.32839999997615815
12,101,no_bias,0,1,0.4751999999284745
12,102,no_bias,1,1,0.3831999999284744
12,103,no_bias,0,1,0.7956000000238419
12,104,no_bias,0,1,0.46939999997615817
12,105,no_bias,0,1,0.3351000000238419
12,106,no_bias,1,1,0.485
12,107,no_bias,1,1,0.3457000000476837
12,108,no_bias,1,1,0.5251000000238418
12,109,no_bias,1,1,0.3945
12,110,no_bias,0,1,0.34660000002384184
12,111,no_bias,1,1,0.27539999997615816
12,112,no_bias,0,1,0.4536000000238419
12,113,no_bias,0,1,0.3971999999284744
12,114,no_bias,1,1,0.30709999990463255
12,115,no_bias,0,1,0.6367999999523163
12,116,no_bias,0,0,0.408
12,117,no_bias,0,1,0.22430000007152556
12,118,no_bias,1,1,0.37560000002384186
12,119,no_bias,1,1,0.32919999992847443
12,120,no_bias,0,1,0.34860000002384184
12,121,bias,1,0,1.033899999976158
12,122,bias,1,1,0.7387000000476838
12,123,bias,0,1,0.5426999999284744
12,124,bias,0,0,0.8543000000715256
12,125,bias,1,0,0.3289000000953674
12,126,bias,0,1,0.10510000002384186
12,127,bias,1,1,0.26189999997615815
12,128,bias,1,1,0.2827000000476837
12,129,bias,1,0,0.12379999995231628
12,130,bias,1,1,0.13809999990463256
12,131,bias,0,0,0.3003999999761581
12,132,bias,1,0,0.2395
12,133,bias,1,1,0.33389999997615816
12,134,bias,0,0,0.4511999999284744
12,135,bias,0,1,0.2992000000476837
12,136,bias,0,1,0.41310000002384184
12,138,bias,0,1,0.46710000002384183
12,139,bias,1,1,0.1825
12,140,bias,1,0,0.6007000000476838
12,141,bias,0,1,0.38690000009536746
12,143,bias,0,0,0.5971000000238419
12,144,bias,1,0,1.182899999976158
12,121,no_bias,1,1,0.39220000004768374
12,122,no_bias,0,1,0.35469999992847445
12,123,no_bias,0,1,0.26439999997615815
12,124,no_bias,1,1,0.20560000002384185
12,125,no_bias,0,1,0.4848000000715256
12,126,no_bias,1,1,0.16889999997615815
12,127,no_bias,0,1,0.5285
12,128,no_bias,1,1,0.31739999997615814
12,129,no_bias,0,1,0.4198999999761581
12,130,no_bias,0,0,0.19839999997615815
12,131,no_bias,1,1,0.3482999999523163
12,132,no_bias,0,0,0.3391000000238419
12,133,no_bias,1,0,0.3542000000476837
12,134,no_bias,1,1,0.4582999999523163
12,135,no_bias,0,1,0.5028000000715256
12,136,no_bias,1,1,0.2261999999284744
12,137,no_bias,0,0,0.5318000000715256
12,138,no_bias,0,1,0.335
12,139,no_bias,1,1,0.3517999999523163
12,140,no_bias,0,1,0.4047000000476837
12,141,no_bias,0,0,0.4110999999046326
12,142,no_bias,1,1,0.3248000000715256
12,143,no_bias,1,1,0.3585
12,144,no_bias,1,1,0.26439999997615815
13,1,bias,0,0,3.4446000000238417
13,2,bias,0,0,1.6092999999523163
13,3,bias,1,1,1.325
13,4,bias,1,1,1.1365
13,5,bias,0,1,2.092
13,6,bias,1,1,1.171899999976158
13,7,bias,0,0,1.2037999999523166
13,8,bias,1,1,0.8785
13,9,bias,0,1,1.3944000000953674
13,10,bias,1,1,1.178
13,11,bias,0,1,1.3289000000953677
13,12,bias,0,1,1.354399999976158
13,13,bias,1,1,0.8836000000238419
13,14,bias,1,1,0.8857000000476837
13,15,bias,0,1,1.4911999999284744
13,16,bias,1,1,0.866
13,17,bias,0,1,1.163600000023842
13,18,bias,1,1,0.8721000000238418
13,19,bias,0,1,0.982399999976158
13,20,bias,0,1,0.8995
13,21,bias,1,1,0.8438999999761582
13,22,bias,1,1,0.8183999999761581
13,23,bias,0,1,0.981399999976158
13,24,bias,1,1,0.8223999999761581
13,1,no_bias,0,0,3.0716999999284744
13,2,no_bias,0,1,2.328100000023842
13,3,no_bias,1,1,1.6338000000715256
13,4,no_bias,1,1,0.8487000000476838
13,5,no_bias,0,1,1.1177999999523165
13,6,no_bias,1,1,0.8856999999284745
13,7,no_bias,1,1,0.7977999999523163
13,8,no_bias,0,1,0.9132999999523164
13,9,no_bias,1,1,0.7798999999761581
13,10,no_bias,0,1,1.4737999999523166
13,11,no_bias,0,1,0.9031999999284744
13,12,no_bias,1,1,0.8356000000238418
13,13,no_bias,0,1,0.8892999999523162
13,14,no_bias,0,1,0.925600000023842
13,15,no_bias,1,1,0.7817000000476837
13,16,no_bias,0,0,0.8035
13,17,no_bias,0,1,0.92
13,18,no_bias,1,1,0.6846000000238418
13,19,no_bias,1,1,0.7723999999761582
13,20,no_bias,0,1,0.9516999999284744
13,21,no_bias,1,1,0.8025
13,22,no_bias,1,1,0.7072999999523163
13,23,no_bias,0,1,1.0972999999523163
13,24,no_bias,1,1,0.6624000000953675
13,25,no_bias,0,1,1.747899999976158
13,26,no_bias,0,1,1.852899999976158
13,27,no_bias,1,1,1.221100000023842
13,28,no_bias,1,1,1.1055999999046326
13,29,no_bias,1,1,0.9942000000476836
13,30,no_bias,1,1,1.1196999999284745
13,31,no_bias,1,1,0.7662000000476837
13,32,no_bias,0,1,0.911100000023842
13,33,no_bias,1,1,0.9062000000476836
13,34,no_bias,1,1,1.3125
13,35,no_bias,0,1,0.941899999976158
13,36,no_bias,0,1,0.9264000000953674
13,37,no_bias,0,1,0.8585
13,38,no_bias,1,1,0.6972999999523163
13,39,no_bias,0,1,1.1395
13,40,no_bias,0,1,0.898
13,41,no_bias,1,1,1.1102000000476837
13,42,no_bias,0,1,1.0057000000476837
13,43,no_bias,1,1,0.984899999976158
13,44,no_bias,1,1,0.8843999999761581
13,45,no_bias,0,1,0.950399999976158
13,46,no_bias,0,1,0.8036000000238419
13,47,no_bias,1,1,0.9834000000953674
13,48,no_bias,0,1,0.967399999976158
13,49,no_bias,0,1,2.965100000023842
13,50,no_bias,1,1,1.5333999999761578
13,51,no_bias,1,1,1.046100000023842
13,52,no_bias,1,0,1.3212999999523165
13,53,no_bias,0,1,0.8796000000238419
13,54,no_bias,1,0,0.899
13,55,no_bias,1,0,0.8291000000238419
13,56,no_bias,1,1,2.285099999904633
13,57,no_bias,0,1,0.9172000000476837
13,58,no_bias,0,1,0.9276999999284744
13,59,no_bias,0,1,0.9227999999523164
13,60,no_bias,1,1,0.960600000023842
13,61,no_bias,0,1,0.931600000023842
13,62,no_bias,0,1,1.5577999999523164
13,63,no_bias,1,1,0.837
13,64,no_bias,0,1,1.1578000000715256
13,65,no_bias,1,1,1.4127000000476837
13,66,no_bias,1,1,1.1495999999046325
13,67,no_bias,1,0,0.936899999976158
13,68,no_bias,0,1,0.9617999999523164
13,69,no_bias,0,1,0.8017999999523163
13,70,no_bias,0,1,0.8287999999523162
13,71,no_bias,1,1,1.0315999999046326
13,72,no_bias,0,1,0.940399999976158
13,25,bias,1,1,1.5601999999284744
13,27,bias,1,0,1.072899999976158
13,28,bias,0,1,0.8031000000238419
13,29,bias,1,0,0.8555
13,30,bias,0,1,0.8501000000238419
13,31,bias,0,1,0.8698999999761582
13,32,bias,1,1,0.8212000000476837
13,33,bias,0,1,1.012899999976158
13,34,bias,1,1,0.9387000000476836
13,35,bias,0,1,0.916
13,36,bias,1,0,0.7906999999284744
13,37,bias,0,1,0.887
13,38,bias,0,1,0.7791000000238418
13,39,bias,1,1,1.526
13,40,bias,0,1,0.93
13,41,bias,1,1,0.8661999999284744
13,42,bias,0,1,0.971899999976158
13,43,bias,1,1,0.8253999999761581
13,44,bias,0,0,0.971399999976158
13,45,bias,1,1,0.7761000000238418
13,46,bias,0,1,1.381600000023842
13,47,bias,1,0,2.200900000095367
13,48,bias,0,1,0.9635
13,49,bias,1,1,1.169899999976158
13,50,bias,0,1,1.5307999999523163
13,51,bias,1,1,1.048
13,52,bias,1,1,0.8610999999046326
13,53,bias,1,1,0.8065999999046326
13,54,bias,0,1,0.9563000000715256
13,55,bias,1,1,0.8058999999761581
13,56,bias,1,1,0.8323999999761581
13,57,bias,0,1,0.914600000023842
13,58,bias,0,1,0.8118000000715255
13,59,bias,1,1,0.804
13,60,bias,1,1,0.7252000000476837
13,61,bias,1,1,0.7145
13,62,bias,0,1,0.8863999999761581
13,63,bias,1,1,0.8632999999523163
13,64,bias,0,1,0.861
13,65,bias,0,1,0.7878999999761581
13,66,bias,0,0,0.7312000000476837
13,67,bias,1,1,1.1045
13,68,bias,0,1,0.8233000000715256
13,69,bias,0,1,1.5465999999046325
13,70,bias,0,1,0.8573000000715256
13,71,bias,1,1,0.858
13,72,bias,0,1,0.914100000023842
13,73,no_bias,0,0,2.4815
13,74,no_bias,1,1,0.8782000000476837
13,75,no_bias,0,1,1.4191999999284743
13,76,no_bias,1,1,0.929100000023842
13,77,no_bias,0,1,0.9556999999284744
13,78,no_bias,0,1,0.8551000000238419
13,79,no_bias,0,1,0.8276000000238418
13,80,no_bias,0,1,0.8371000000238419
13,81,no_bias,0,1,0.7807000000476837
13,82,no_bias,0,1,0.8545
13,83,no_bias,1,1,0.922100000023842
13,84,no_bias,1,1,0.7670999999046326
13,85,no_bias,0,1,0.9065999999046326
13,86,no_bias,1,1,0.9616999999284744
13,87,no_bias,1,1,0.7941000000238418
13,88,no_bias,0,1,0.9069000000953674
13,89,no_bias,0,1,0.8118999999761581
13,90,no_bias,1,1,0.8767999999523163
13,91,no_bias,1,1,0.76
13,92,no_bias,1,1,0.7291999999284744
13,93,no_bias,1,1,0.7849000000953674
13,94,no_bias,1,1,0.7241999999284744
13,95,no_bias,1,1,0.6622999999523163
13,96,no_bias,0,1,1.231100000023842
13,73,bias,1,1,1.6367000000476837
13,74,bias,1,1,0.9160999999046324
13,75,bias,0,1,1.464
13,76,bias,0,1,0.8889000000953674
13,77,bias,0,1,0.7753000000715256
13,78,bias,0,1,0.8083999999761582
13,79,bias,0,1,0.8069000000953674
13,80,bias,0,1,0.8032000000476838
13,81,bias,1,1,0.6997000000476837
13,82,bias,1,1,0.8723000000715255
13,83,bias,0,1,1.0461999999284743
13,84,bias,1,1,0.5861000000238419
13,85,bias,1,1,0.5828999999761582
13,86,bias,1,1,0.7743999999761582
13,87,bias,0,1,0.9592000000476836
13,88,bias,0,1,0.8419000000953675
13,89,bias,1,0,0.7822000000476838
13,90,bias,0,1,0.8017999999523163
13,91,bias,1,1,0.8496000000238418
13,92,bias,1,1,0.7153999999761581
13,93,bias,1,1,0.7585
13,94,bias,0,1,1.021
13,95,bias,0,1,0.8472999999523163
13,96,bias,1,0,0.8343999999761581
13,97,bias,0,1,1.159
13,98,bias,0,0,1.3637000000476835
13,99,bias,1,1,0.844
13,100,bias,0,1,0.9132000000476836
13,101,bias,1,1,0.8562000000476837
13,102,bias,1,0,1.1197000000476836
13,103,bias,0,1,0.8892999999523162
13,104,bias,1,1,0.8751000000238418
13,105,bias,0,1,0.979899999976158
13,106,bias,1,1,0.8921999999284744
13,107,bias,0,1,0.910600000023842
13,108,bias,1,1,0.8358999999761582
13,109,bias,1,1,0.7588000000715256
13,110,bias,1,1,0.7406999999284745
13,111,bias,0,1,0.8944000000953675
13,112,bias,0,1,0.7392999999523163
13,113,bias,1,1,0.8501000000238419
13,114,bias,1,1,0.7311000000238419
13,115,bias,0,0,1.151
13,116,bias,0,1,1.2088000000715255
13,117,bias,0,1,0.8527999999523163
13,118,bias,1,1,0.9006999999284744
13,119,bias,1,1,0.7527999999523163
13,120,bias,0,0,0.7671999999284744
13,97,no_bias,0,0,1.8863999999761576
13,98,no_bias,1,1,1.0886999999284743
13,99,no_bias,0,1,0.9957999999523164
13,100,no_bias,0,1,0.8415
13,101,no_bias,1,1,0.9810999999046326
13,102,no_bias,0,1,0.8286000000238418
13,103,no_bias,0,1,0.7781000000238418
13,104,no_bias,0,1,0.7713000000715255
13,105,no_bias,0,1,0.8155999999046326
13,106,no_bias,0,1,0.8461999999284744
13,107,no_bias,0,0,1.888
13,108,no_bias,1,1,0.9300999999046324
13,109,no_bias,0,1,0.887
13,110,no_bias,0,1,1.327
13,111,no_bias,1,1,0.8306000000238418
13,112,no_bias,1,1,0.7592000000476837
13,113,no_bias,1,1,0.7558999999761581
13,114,no_bias,0,1,0.9081999999284744
13,115,no_bias,1,1,0.841
13,116,no_bias,1,1,0.7362000000476837
13,117,no_bias,1,1,0.7715999999046326
13,118,no_bias,1,1,0.7699000000953674
13,119,no_bias,1,1,0.8512999999523163
13,120,no_bias,1,0,0.949100000023842
13,121,bias,1,1,1.136
13,122,bias,0,0,0.8766000000238419
13,123,bias,0,1,0.9161999999284745
13,124,bias,1,1,0.8416000000238418
13,125,bias,1,1,0.7407999999523163
13,126,bias,0,1,0.925
13,127,bias,1,1,0.8925
13,128,bias,1,1,1.2336999999284743
13,129,bias,1,1,0.7776000000238419
13,130,bias,0,1,0.8852000000476837
13,131,bias,1,1,0.8001999999284745
13,132,bias,1,1,0.7218999999761582
13,133,bias,0,1,0.9078000000715256
13,134,bias,1,1,0.8617000000476838
13,135,bias,0,0,1.0878000000715256
13,136,bias,0,1,0.8808999999761581
13,137,bias,0,1,0.8352999999523163
13,138,bias,1,1,1.172899999976158
13,139,bias,0,1,0.970399999976158
13,140,bias,0,1,0.8736999999284745
13,141,bias,0,1,0.8636999999284745
13,142,bias,1,1,0.8278000000715255
13,143,bias,1,1,0.7093999999761581
13,144,bias,0,1,1.5233000000715256
13,121,no_bias,0,1,1.3492000000476836
13,122,no_bias,1,1,1.1962999999523165
13,123,no_bias,0,1,1.135600000023842
13,124,no_bias,1,1,0.8383000000715256
13,125,no_bias,0,1,1.0157000000476837
13,126,no_bias,1,1,0.8967000000476837
13,127,no_bias,0,1,0.922600000023842
13,128,no_bias,0,0,0.8367999999523162
13,129,no_bias,1,1,0.7395
13,130,no_bias,1,1,0.7741000000238418
13,131,no_bias,1,1,0.7651000000238418
13,132,no_bias,0,0,0.7455
13,133,no_bias,0,1,1.0202000000476836
13,134,no_bias,0,1,0.8532000000476837
13,135,no_bias,1,1,0.8484000000953674
13,136,no_bias,1,1,0.7702000000476837
13,137,no_bias,0,1,1.2168999999761578
13,138,no_bias,0,1,0.8278999999761582
13,139,no_bias,0,0,1.179
13,140,no_bias,1,1,0.8727000000476837
13,141,no_bias,1,1,0.7371000000238419
13,142,no_bias,1,0,0.939100000023842
13,143,no_bias,1,1,0.837
13,144,no_bias,0,1,0.946
14,1,no_bias,1,1,1.0215
14,2,no_bias,1,1,0.41819999992847445
14,3,no_bias,0,1,0.6631000000238418
14,4,no_bias,1,1,0.3042000000476837
14,5,no_bias,1,1,0.27430000007152555
14,6,no_bias,1,1,0.28230000007152556
14,7,no_bias,1,1,0.2501999999284744
14,8,no_bias,1,1,0.3135
14,9,no_bias,1,1,0.30339999997615813
14,10,no_bias,0,0,0.6828000000715255
14,11,no_bias,0,1,0.38770000004768373
14,12,no_bias,1,1,0.23839999997615816
14,13,no_bias,1,1,0.3147000000476837
14,14,no_bias,1,1,0.3276000000238419
14,15,no_bias,0,1,0.5091000000238418
14,16,no_bias,1,1,0.3153000000715256
14,17,no_bias,0,1,0.37989999997615814
14,18,no_bias,0,1,0.46239999997615816
14,19,no_bias,0,1,0.44870000004768373
14,20,no_bias,0,0,0.5092000000476837
14,21,no_bias,0,0,0.40339999997615816
14,22,no_bias,0,1,0.2704000000953674
14,23,no_bias,0,1,0.6933000000715256
14,24,no_bias,0,0,0.33989999997615816
14,25,no_bias,1,1,1.490899999976158
14,26,no_bias,1,1,0.33780000007152555
14,27,no_bias,0,1,0.49360000002384186
14,28,no_bias,1,1,0.2975
14,29,no_bias,1,1,0.6431000000238418
14,30,no_bias,1,1,0.37189999997615814
14,31,no_bias,0,1,0.7435
14,32,no_bias,1,1,0.387
14,33,no_bias,1,1,0.33780000007152555
14,34,no_bias,1,1,0.3395
14,35,no_bias,0,0,0.5902999999523163
14,36,no_bias,0,1,0.364
14,37,no_bias,1,1,0.258
14,38,no_bias,1,1,0.3057000000476837
14,39,no_bias,0,1,0.4837000000476837
14,40,no_bias,0,0,0.6898999999761581
14,41,no_bias,0,1,0.21560000002384183
14,42,no_bias,0,0,0.5811000000238419
14,43,no_bias,1,1,0.3976000000238419
14,44,no_bias,0,1,0.3555
14,45,no_bias,0,0,0.5853999999761581
14,46,no_bias,0,1,0.4848000000715256
14,47,no_bias,0,1,0.6533999999761582
14,48,no_bias,1,1,0.38870000004768374
14,1,bias,0,1,1.6131999999284743
14,2,bias,0,0,0.3142000000476837
14,3,bias,1,1,0.2935
14,4,bias,1,1,0.36939999997615813
14,5,bias,0,0,0.3901000000238419
14,6,bias,1,1,0.14839999997615813
14,9,bias,1,1,0.21189999997615816
14,10,bias,1,1,0.3082999999523163
14,11,bias,0,0,0.5293000000715256
14,12,bias,0,1,0.586
14,13,bias,1,1,0.629
14,14,bias,1,1,0.22220000004768373
14,15,bias,0,0,0.3397999999523163
14,16,bias,1,1,0.266
14,17,bias,0,0,0.304
14,18,bias,0,0,0.4222000000476837
14,19,bias,1,1,0.2883999999761581
14,20,bias,0,0,0.28730000007152556
14,21,bias,0,1,0.4512999999523163
14,22,bias,0,0,0.3407000000476837
14,23,bias,1,1,0.23239999997615815
14,24,bias,0,1,0.5697999999523163
14,49,no_bias,0,0,0.8478999999761582
14,50,no_bias,1,1,0.30960000002384186
14,51,no_bias,0,1,0.43839999997615814
14,52,no_bias,0,1,0.5197999999523163
14,53,no_bias,1,1,0.24729999995231627
14,54,no_bias,0,1,0.6118999999761582
14,55,no_bias,0,1,1.0002000000476836
14,56,no_bias,1,1,0.139
14,57,no_bias,0,1,0.3911000000238419
14,58,no_bias,1,1,0.45739999997615816
14,59,no_bias,0,1,0.448
14,60,no_bias,1,1,0.23489999997615815
14,61,no_bias,1,1,0.35710000002384185
14,62,no_bias,0,0,0.5707999999523163
14,63,no_bias,1,1,0.1687000000476837
14,64,no_bias,1,1,0.2787000000476837
14,65,no_bias,0,1,0.5060999999046326
14,66,no_bias,1,1,0.2915
14,67,no_bias,0,1,0.25839999997615815
14,68,no_bias,1,1,0.29579999995231626
14,69,no_bias,1,1,0.23730000007152555
14,70,no_bias,1,1,0.31910000002384187
14,71,no_bias,0,1,0.3071999999284744
14,72,no_bias,0,0,0.2105
14,73,no_bias,0,1,0.9172000000476837
14,74,no_bias,0,1,0.3508999999761581
14,75,no_bias,1,1,0.24
14,76,no_bias,0,1,0.5338000000715256
14,77,no_bias,1,1,0.256
14,78,no_bias,0,1,1.1228000000715257
14,79,no_bias,1,1,0.3946000000238419
14,80,no_bias,0,1,0.3571999999284744
14,81,no_bias,0,1,0.7132999999523163
14,82,no_bias,1,1,0.6958999999761581
14,83,no_bias,1,1,0.25620000004768373
14,84,no_bias,1,1,0.2521000000238418
14,85,no_bias,1,1,0.2802000000476837
14,86,no_bias,1,1,0.26970000004768374
14,87,no_bias,0,1,0.38060000002384187
14,88,no_bias,1,1,0.13610000002384187
14,89,no_bias,1,1,0.30509999990463255
14,90,no_bias,0,1,0.808
14,91,no_bias,0,0,0.4003000000715255
14,92,no_bias,0,0,0.38110000002384187
14,93,no_bias,0,1,0.6021000000238419
14,94,no_bias,0,0,0.44010000002384186
14,95,no_bias,1,1,0.45370000004768374
14,25,bias,0,0,0.34760000002384184
14,26,bias,0,0,0.2265
14,27,bias,0,0,0.20039999997615815
14,28,bias,0,0,0.28810000002384184
14,29,bias,1,1,0.7219000000953675
14,30,bias,1,1,0.6216000000238419
14,31,bias,0,0,0.41710000002384184
14,32,bias,0,1,0.36660000002384185
14,33,bias,1,1,0.5160999999046326
14,34,bias,1,1,0.30889999997615813
14,35,bias,1,1,0.2952000000476837
14,36,bias,1,1,0.148
14,37,bias,1,1,0.3082000000476837
14,38,bias,0,0,0.35660000002384185
14,39,bias,0,0,0.355
14,40,bias,1,1,0.2678000000715256
14,41,bias,0,0,0.402
14,42,bias,0,0,0.3182999999523163
14,43,bias,0,0,0.23659999990463257
14,45,bias,0,0,0.4575
14,46,bias,1,1,0.13119999992847442
14,47,bias,1,1,0.3132000000476837
14,48,bias,1,1,0.2922000000476837
14,96,no_bias,1,1,0.3147999999523163
14,97,no_bias,1,1,0.254
14,98,no_bias,1,1,0.26389999997615815
14,99,no_bias,1,1,0.20910000002384185
14,100,no_bias,1,1,0.2731000000238419
14,101,no_bias,0,0,0.34730000007152556
14,102,no_bias,0,1,0.3213000000715256
14,103,no_bias,0,1,0.2277000000476837
14,105,no_bias,1,1,0.2115
14,106,no_bias,1,1,0.26620000004768374
14,107,no_bias,0,0,0.5168999999761581
14,108,no_bias,0,0,0.395
14,109,no_bias,1,1,0.22980000007152557
14,110,no_bias,0,1,0.2927000000476837
14,111,no_bias,1,1,0.29929999995231626
14,112,no_bias,0,1,0.5588999999761581
14,113,no_bias,0,0,0.4020999999046326
14,116,no_bias,1,1,0.2805
14,117,no_bias,0,1,0.6017000000476838
14,118,no_bias,0,1,0.6947000000476837
14,119,no_bias,1,1,0.227
14,120,no_bias,0,0,0.3745
14,121,no_bias,1,1,0.2966999999284744
14,122,no_bias,0,1,0.2506000000238418
14,123,no_bias,0,1,0.5805
14,125,no_bias,0,1,0.28969999992847445
14,126,no_bias,0,1,0.39170000004768374
14,127,no_bias,0,1,0.3601999999284744
14,128,no_bias,0,0,0.323
14,129,no_bias,1,1,0.27389999997615816
14,130,no_bias,1,1,0.3176999999284744
14,131,no_bias,0,1,0.24879999995231628
14,132,no_bias,0,0,0.3302999999523163
14,133,no_bias,1,1,0.4193000000715256
14,135,no_bias,1,1,0.47
14,136,no_bias,0,1,0.4144000000953674
14,137,no_bias,0,1,0.32809999990463257
14,138,no_bias,0,1,0.385
14,139,no_bias,1,1,0.3365
14,140,no_bias,1,1,0.2707999999523163
14,141,no_bias,1,1,0.3081999999284744
14,142,no_bias,1,1,0.4297000000476837
14,143,no_bias,1,1,0.2632999999523163
14,49,bias,1,1,0.34969999992847445
14,50,bias,0,0,0.5483000000715256
14,51,bias,0,1,0.30689999997615813
14,52,bias,0,0,0.38539999997615815
14,53,bias,1,1,0.29279999995231626
14,54,bias,1,1,0.4357999999523163
14,55,bias,1,1,0.2887999999523163
14,56,bias,0,0,0.44489999997615814
14,58,bias,0,0,0.4615
14,59,bias,1,1,0.271
14,60,bias,0,0,0.4623000000715255
14,61,bias,1,1,0.3156999999284744
14,62,bias,0,0,0.3658999999761582
14,63,bias,1,1,0.47010000002384184
14,64,bias,0,0,0.6402000000476837
14,65,bias,1,1,0.265
14,66,bias,0,0,0.42510000002384185
14,67,bias,1,1,0.3086999999284744
14,68,bias,0,1,0.36939999997615813
14,69,bias,0,0,0.32039999997615815
