subject,trial_num,condition,signal_present,correct,rt
3,24,bias,0,1,0.3454000000953674
3,25,bias,1,0,2.276600000023842
3,26,bias,1,0,0.6808999999761581
3,27,bias,0,1,1.5373999999761578
3,28,bias,1,1,0.917899999976158
3,29,bias,1,1,0.549
3,30,bias,0,0,1.53804999999702
3,31,bias,0,1,1.193
3,32,bias,1,1,0.6498999999761581
3,33,bias,1,0,1.407399999976158
3,34,bias,0,0,0.4427999999523163
3,35,bias,0,1,1.9543000000715256
3,36,bias,0,1,0.6225
3,37,bias,1,0,0.999399999976158
3,38,bias,0,1,0.609
3,39,bias,1,0,2.472
3,40,bias,0,1,0.7251000000238419
3,41,bias,1,1,0.39620000004768374
3,42,bias,0,1,0.9834000000953674
3,43,bias,1,1,0.23860000002384185
3,44,bias,0,0,0.35880000007152557
3,45,bias,1,1,2.583024999991059
3,46,bias,0,1,0.980600000023842
3,47,bias,1,0,0.904399999976158
3,48,bias,0,1,1.5637000000476835
3,73,no_bias,0,0,0.2025
3,74,no_bias,0,0,0.29510000002384185
3,75,no_bias,1,1,0.4456000000238418
3,76,no_bias,1,1,0.17480000007152555
3,77,no_bias,0,0,1.6184624999910593
3,78,no_bias,1,1,0.9132000000476836
3,79,no_bias,0,0,2.7611875
3,80,no_bias,1,1,1.9686999999284744
3,82,no_bias,0,1,0.3762000000476837
3,83,no_bias,0,1,0.41929999995231626
3,84,no_bias,1,1,0.2747999999523163
3,85,no_bias,1,1,0.639
3,86,no_bias,0,1,0.7805
3,87,no_bias,1,1,0.636
3,89,no_bias,1,1,0.3246000000238419
3,91,no_bias,0,1,0.5951999999284744
3,92,no_bias,0,0,0.5245
3,94,no_bias,1,1,0.5013999999761581
3,95,no_bias,0,1,0.4642000000476837
3,49,bias,0,1,1.771899999976158
3,50,bias,0,1,0.8961000000238418
3,52,bias,1,1,0.5806000000238418
3,53,bias,1,1,0.4947000000476837
3,54,bias,0,0,0.35780000007152557
3,55,bias,1,1,1.0896000000238422
3,56,bias,0,1,0.524
3,57,bias,1,0,0.7847999999523163
3,58,bias,0,0,0.7673999999761582
3,60,bias,0,0,0.3832000000476838
3,62,bias,0,0,0.7407999999523163
3,63,bias,1,1,0.2582999999523163
3,64,bias,1,1,2.592399999976158
3,65,bias,0,0,2.6715
3,66,bias,1,1,1.777
3,67,bias,0,1,0.31110000002384186
3,68,bias,1,1,0.6428999999761581
3,69,bias,0,1,0.7717999999523163
3,70,bias,0,1,0.4306999999284744
3,71,bias,1,1,0.7428999999761582
3,72,bias,1,1,0.4428000000715256
3,97,no_bias,1,1,0.5682000000476837
3,98,no_bias,1,1,0.2863999999761581
3,99,no_bias,1,1,0.41110000002384184
3,100,no_bias,1,1,0.7457999999523163
3,101,no_bias,1,1,0.29510000002384185
3,102,no_bias,0,1,1.13
3,103,no_bias,0,0,0.43389999997615813
3,104,no_bias,0,0,0.3875
3,106,no_bias,0,1,1.381899999976158
3,107,no_bias,1,1,0.5382999999523163
3,108,no_bias,1,0,0.8226000000238418
3,109,no_bias,0,0,0.3687000000476837
3,110,no_bias,1,0,0.6830999999046325
3,111,no_bias,0,1,0.488
3,112,no_bias,0,1,1.2462000000476834
3,113,no_bias,1,0,0.5133000000715255
3,114,no_bias,0,0,0.37759999990463256
3,115,no_bias,0,1,0.40260000002384183
3,116,no_bias,0,1,0.39339999997615815
3,117,no_bias,0,1,0.55
3,118,no_bias,1,1,0.4417000000476837
3,119,no_bias,1,1,0.383
3,73,bias,1,0,0.9461999999284744
3,74,bias,0,1,1.7653000000715255
3,75,bias,1,1,0.935100000023842
3,77,bias,1,1,0.7322999999523163
3,78,bias,0,1,0.4205999999046326
3,79,bias,1,1,0.3527000000476837
3,80,bias,0,0,1.1401000000238422
3,81,bias,0,1,2.699600000023842
3,82,bias,1,1,0.6835
3,83,bias,1,0,0.8202999999523163
3,84,bias,1,1,0.34530000007152556
3,85,bias,1,1,0.32539999997615815
3,87,bias,0,1,1.565100000023842
3,89,bias,0,1,1.317600000023842
3,90,bias,0,1,0.4268999999761582
3,91,bias,0,1,0.2961999999284744
3,92,bias,0,1,0.34489999997615817
3,93,bias,0,1,0.33889999997615816
3,94,bias,1,1,0.4183000000715256
3,95,bias,1,1,1.6678000000715256
3,96,bias,0,1,2.4038000000715254
3,97,bias,0,0,1.3385999999940394
3,98,bias,1,1,1.235100000023842
3,99,bias,0,0,0.46560000002384183
3,100,bias,1,1,0.176
3,101,bias,0,1,1.5148000000715256
3,103,bias,0,0,1.8815
3,104,bias,1,1,0.21390000009536744
3,105,bias,1,1,1.1875
3,106,bias,0,1,0.3775
3,107,bias,0,1,0.6638999999761581
3,108,bias,0,1,0.2942000000476837
3,109,bias,0,1,0.6572000000476838
3,110,bias,1,1,0.2535
3,111,bias,0,1,0.9342999999523164
3,112,bias,1,0,1.1175
3,113,bias,0,1,1.9603000000715256
3,114,bias,1,1,1.9005
3,115,bias,1,0,2.906600000023842
3,116,bias,1,1,0.6723999999761582
3,117,bias,0,0,2.959700000047684
3,118,bias,1,1,0.9727999999523164
3,120,bias,1,1,0.8697999999523163
3,121,bias,1,1,0.3668999999761582
3,122,bias,0,1,0.7237000000476838
3,123,bias,1,1,0.584
3,124,bias,0,0,0.3291000000238419
3,125,bias,1,1,1.9745
3,127,bias,0,0,0.4545
3,128,bias,1,1,0.36560000002384185
3,129,bias,1,1,0.18010000002384186
3,131,bias,1,1,0.23860000002384185
3,132,bias,1,1,2.407
3,133,bias,1,1,2.355900000095367
3,134,bias,0,0,1.5577999999523164
3,135,bias,1,1,0.5190999999046325
3,136,bias,0,1,1.933
3,137,bias,0,0,0.4947000000476837
3,138,bias,0,1,0.32489999997615815
3,139,bias,1,1,0.5756000000238418
3,140,bias,0,0,0.43739999997615814
3,141,bias,0,1,2.564399999976158
3,142,bias,0,1,2.822400000095367
3,121,no_bias,1,1,1.0217999999523164
3,122,no_bias,1,0,3.346700000047684
3,123,no_bias,1,1,1.0064000000953677
3,124,no_bias,0,0,1.4333374999910593
3,125,no_bias,0,1,1.025
3,126,no_bias,1,1,1.0182999999523163
3,127,no_bias,1,0,0.6906000000238418
3,128,no_bias,0,0,0.3173000000715256
3,129,no_bias,1,1,0.12469999992847444
3,130,no_bias,0,0,0.8918999999761581
3,131,no_bias,0,0,0.3562000000476837
3,132,no_bias,1,1,0.29929999995231626
3,133,no_bias,0,0,0.345
3,134,no_bias,0,1,0.4782000000476837
3,135,no_bias,1,1,0.36210000002384185
3,136,no_bias,1,0,0.7825
3,137,no_bias,0,0,0.3888000000715256
3,138,no_bias,0,0,0.7372999999523163
3,139,no_bias,0,0,0.6212000000476837
3,140,no_bias,1,1,0.8423999999761581
3,141,no_bias,0,0,0.48279999995231626
3,142,no_bias,0,0,0.5066000000238419
3,143,no_bias,1,1,0.34930000007152556
6,2,no_bias,1,1,2.722339999992866
6,3,no_bias,1,1,2.5355750000015833
6,4,no_bias,1,1,2.677029999991646
6,5,no_bias,1,1,2.723570000001928
6,6,no_bias,0,1,2.502590000003809
6,7,no_bias,0,1,2.529300000009127
6,8,no_bias,0,1,2.3840500000079627
6,9,no_bias,1,1,2.4511300000012852
6,10,no_bias,0,1,2.6174450000107754
6,11,no_bias,0,1,2.1005799999984447
6,12,no_bias,0,1,2.417574999999488
6,13,no_bias,1,1,2.5126100000052247
6,14,no_bias,0,1,1.7395050000050103
6,15,no_bias,0,1,2.1160950000048615
6,16,no_bias,0,1,2.456269999995129
6,17,no_bias,1,0,3.102735000007786
6,18,no_bias,0,1,1.0383500000024215
6,19,no_bias,1,1,2.6020100000023376
6,20,no_bias,1,1,0.343974999996135
6,21,no_bias,0,1,1.2937499999969733
6,22,no_bias,1,0,2.3131949999951757
6,23,no_bias,1,1,1.0500050000119954
6,24,no_bias,0,1,0.8886999999959954
6,2,bias,1,1,1.307889999996405
6,3,bias,1,1,1.754914999997709
6,4,bias,1,1,0.923804999998305
6,5,bias,0,1,0.9027849999982864
6,6,bias,0,1,1.323344999996945
6,7,bias,1,1,1.1342599999918603
6,8,bias,0,1,0.8725399999967777
6,9,bias,0,1,1.415724999999162
6,10,bias,1,1,0.8136700000031851
6,11,bias,1,1,0.7213250000057742
6,12,bias,1,1,0.8427300000037067
6,13,bias,0,1,2.3455400000093505
6,15,bias,0,1,2.665964999992866
6,16,bias,0,1,0.8992949999957346
6,17,bias,1,1,0.7460250000003725
6,18,bias,0,1,1.2650449999929405
6,19,bias,1,1,1.24487499998929
6,20,bias,0,1,0.8526399999973364
6,21,bias,0,1,0.6546300000045449
6,22,bias,1,1,0.9084799999985844
6,23,bias,0,1,0.8603000000002794
6,24,bias,0,1,0.9596000000019558
6,26,no_bias,0,1,0.6548349999939092
6,27,no_bias,1,1,0.842894999993965
6,28,no_bias,1,1,0.3790749999894761
6,29,no_bias,0,1,0.6945850000046193
6,30,no_bias,1,1,0.5824850000063889
6,31,no_bias,1,1,0.15667499999096618
6,32,no_bias,1,0,0.8280550000052899
6,33,no_bias,0,1,0.8446399999954738
6,34,no_bias,0,1,0.7156499999980442
6,35,no_bias,0,1,0.7492849999982863
6,36,no_bias,1,1,0.6191699999906123
6,37,no_bias,0,1,0.917000000001397
6,38,no_bias,0,1,1.0150750000029802
6,39,no_bias,1,1,0.6680599999963306
6,40,no_bias,0,1,0.6905200000037439
6,41,no_bias,1,1,0.5839500000001863
6,42,no_bias,0,1,2.6543149999924935
6,43,no_bias,1,1,0.6559649999979883
6,44,no_bias,1,1,0.5417299999971874
6,45,no_bias,0,1,0.7731550000025891
6,46,no_bias,1,1,0.3854150000116788
6,47,no_bias,0,1,2.749739999999292
6,48,no_bias,0,1,1.5389500000020488
6,26,bias,0,1,1.8860349999889732
6,27,bias,1,1,1.4535550000001676
6,28,bias,1,1,0.9064599999985656
6,29,bias,0,1,0.6640050000133925
6,30,bias,1,1,0.9227799999937416
6,31,bias,1,1,0.6713949999976904
6,32,bias,1,1,0.6730549999917858
6,33,bias,0,1,0.6152150000128895
6,34,bias,0,1,0.9622999999988824
6,35,bias,1,1,0.6723999999957159
6,36,bias,0,1,0.6898650000076741
6,37,bias,0,1,0.5848600000026636
6,38,bias,0,1,1.0834100000066684
6,39,bias,1,1,0.8823399999965914
6,40,bias,0,1,0.7985350000089966
6,41,bias,1,1,0.7179449999965727
6,42,bias,1,1,1.352635000003036
6,43,bias,1,1,0.933765000008978
6,44,bias,1,1,0.9220100000090896
6,45,bias,0,1,0.6157050000037998
6,46,bias,0,1,0.7437199999983423
6,47,bias,0,1,1.2642950000008568
6,48,bias,1,0,2.624260000011418
6,49,bias,0,1,3.323569999992847
6,50,bias,1,1,0.9748849999890664
6,51,bias,0,1,0.9799849999980068
6,52,bias,0,1,0.640230000004638
6,53,bias,1,1,0.660550000000745
6,54,bias,0,1,0.8629049999872223
6,55,bias,0,1,1.406329999997746
6,56,bias,1,1,0.6880850000018254
6,57,bias,0,1,0.7670849999990315
6,58,bias,1,1,0.5779149999869987
6,59,bias,1,1,0.8021199999935925
6,60,bias,1,1,0.7454500000020489
6,61,bias,0,1,0.7125999999986962
6,62,bias,1,1,0.549249999997206
6,63,bias,0,1,0.6889799999911338
6,64,bias,1,1,1.135705000007525
6,65,bias,0,1,1.0027600000035015
6,66,bias,0,1,0.8971349999913946
6,67,bias,1,1,0.7255750000039115
6,68,bias,1,1,0.6679549999972806
6,69,bias,1,1,0.7446449999995529
6,70,bias,0,1,0.8513200000021607
6,71,bias,0,1,0.8492350000012666
6,72,bias,1,1,0.6143199999928475
6,74,bias,0,1,0.5493149999966845
6,75,bias,0,1,0.6598050000034272
6,76,bias,0,1,1.3598100000089035
6,77,bias,1,1,1.5697950000027197
6,78,bias,0,1,0.7416250000093132
6,79,bias,1,1,0.7092050000065938
6,80,bias,0,1,0.6426649999925866
6,81,bias,0,1,1.0383549999976531
6,82,bias,1,1,0.6722149999989196
6,83,bias,1,1,0.6351050000078976
6,84,bias,0,1,1.329219999998808
6,85,bias,1,1,0.5096799999875948
6,86,bias,0,1,0.5547150000054389
6,87,bias,0,0,0.24631000000238415
6,88,bias,1,1,0.7618349999971687
6,89,bias,1,1,1.9869550000010057
6,90,bias,0,1,2.031484999999404
6,91,bias,1,1,0.3687250000080094
6,92,bias,1,1,0.2104499999983236
6,93,bias,1,0,1.003745000009425
6,94,bias,0,1,0.8924250000128523
6,95,bias,1,1,0.6354299999950453
6,96,bias,0,1,0.6671300000017509
6,49,no_bias,1,1,3.3895699999993667
6,50,no_bias,0,1,0.5942950000017881
6,51,no_bias,1,1,0.9331150000067427
6,52,no_bias,1,1,0.8409600000008941
6,53,no_bias,1,1,1.098144999996759
6,55,no_bias,0,0,0.7366749999923632
6,56,no_bias,1,1,0.5090150000033901
6,57,no_bias,0,1,0.9560499999932944
6,58,no_bias,0,1,1.4091137500000186
6,59,no_bias,0,1,1.5645150000052528
6,60,no_bias,0,1,1.8549000000059608
6,61,no_bias,0,1,0.7068600000059232
6,62,no_bias,1,1,0.6415149999959394
6,63,no_bias,0,1,0.8881600000029429
6,64,no_bias,0,1,0.5620099999941885
6,65,no_bias,0,1,0.7407300000051037
6,66,no_bias,1,1,0.7837149999979883
6,67,no_bias,1,1,0.6966349999997765
6,68,no_bias,1,1,0.7216199999963865
6,69,no_bias,1,1,0.9572500000074504
6,70,no_bias,1,0,0.1599350000033155
6,71,no_bias,1,0,0.6027549999998882
6,72,no_bias,0,1,1.1545899999905378
6,73,no_bias,0,1,0.5528049999987706
6,74,no_bias,0,1,1.0504349999967966
6,75,no_bias,1,1,0.7402550000110641
6,76,no_bias,0,1,0.9269999999962748
6,77,no_bias,1,0,1.1570849999990314
6,78,no_bias,1,1,0.6294150000037625
6,79,no_bias,0,1,0.7127549999998882
6,80,no_bias,1,1,0.8882500000037253
6,81,no_bias,1,1,0.7621599999982863
6,82,no_bias,1,1,1.6576599999973551
6,83,no_bias,0,1,0.6045850000083447
6,84,no_bias,0,1,0.6637350000096485
6,85,no_bias,0,1,0.8117749999947846
6,86,no_bias,0,1,0.9736350000025704
6,87,no_bias,1,0,0.5650200000088662
6,88,no_bias,1,1,0.7795250000050291
6,89,no_bias,0,1,0.7586250000018626
6,90,no_bias,1,1,0.7753499999959022
6,91,no_bias,1,1,0.9839099999954924
6,92,no_bias,0,1,0.7681600000066683
6,93,no_bias,1,1,0.8423500000061467
6,94,no_bias,0,1,0.4799950000019744
6,95,no_bias,1,0,0.9930949999978764
6,96,no_bias,0,1,0.9009300000034272
6,97,bias,0,1,1.6752849999899044
6,98,bias,1,1,0.7302050000000745
6,99,bias,1,1,0.7488250000029802
6,100,bias,1,1,0.5365900000035763
