id,condition,angle,rt,accuracy,trial
10,allocentric,45,616,1,35
10,allocentric,-135,801,0,36
10,allocentric,180,1452,1,37
10,allocentric,135,1017,1,38
10,allocentric,-90,1067,0,39
10,allocentric,45,1531,1,40
10,allocentric,-135,2250,1,41
10,allocentric,-45,1584,1,42
10,allocentric,0,851,1,43
10,allocentric,135,970,1,44
10,allocentric,-45,1083,1,45
10,allocentric,-135,2217,1,46
10,allocentric,135,7219,1,47
10,allocentric,45,1366,1,48
10,allocentric,135,2550,1,49
10,allocentric,45,768,1,50
10,allocentric,-45,767,1,51
10,allocentric,180,951,1,52
10,allocentric,0,634,1,53
10,allocentric,45,801,1,54
10,allocentric,-135,1168,1,55
10,allocentric,135,1150,1,56
10,allocentric,135,1012,1,57
10,allocentric,-135,1050,1,58
10,allocentric,0,667,0,59
10,allocentric,45,964,1,60
10,allocentric,0,704,1,61
10,allocentric,-45,899,1,62
10,allocentric,90,752,1,63
10,allocentric,45,1300,1,64
10,allocentric,135,3748,1,65
10,allocentric,180,2132,1,66
10,allocentric,180,1415,1,67
10,allocentric,90,1602,1,68
10,allocentric,135,1629,1,69
10,allocentric,90,1132,1,70
10,allocentric,0,733,1,71
10,allocentric,135,969,1,72
10,allocentric,-90,835,1,73
10,allocentric,90,882,1,74
10,allocentric,90,1051,1,75
10,allocentric,45,600,1,76
10,allocentric,45,581,1,77
10,allocentric,-90,734,1,78
10,allocentric,90,1098,1,79
10,allocentric,-135,1147,1,80
10,allocentric,0,696,1,81
10,allocentric,135,1035,1,82
10,allocentric,180,1235,1,83
10,allocentric,-90,815,1,84
10,allocentric,180,1366,1,85
10,allocentric,45,736,1,86
10,allocentric,180,1133,1,87
10,allocentric,-90,927,1,88
10,allocentric,-90,931,1,89
10,allocentric,90,900,1,90
10,allocentric,0,603,1,91
10,allocentric,-90,968,1,92
10,allocentric,0,1719,1,93
10,allocentric,-135,1118,1,94
10,allocentric,-90,900,0,95
10,allocentric,0,768,1,96
10,allocentric,-135,1034,1,97
10,allocentric,45,1149,1,98
10,allocentric,0,633,1,99
10,allocentric,-135,1032,1,100
10,allocentric,-135,1334,1,101
10,allocentric,-45,619,1,102
10,allocentric,-90,903,1,103
10,allocentric,0,667,1,104
10,allocentric,180,1034,1,105
10,allocentric,-45,813,1,106
10,allocentric,-45,772,1,107
10,allocentric,135,1617,1,108
10,allocentric,180,1601,1,109
10,allocentric,135,1053,1,110
10,egocentric,0,832,1,0
10,egocentric,-45,665,1,1
10,egocentric,180,1200,1,2
10,egocentric,-135,1180,1,3
10,egocentric,0,916,1,4
10,egocentric,90,767,1,5
10,egocentric,45,1082,1,6
10,egocentric,45,971,1,7
10,egocentric,-90,1216,1,8
10,egocentric,135,1247,1,9
10,egocentric,-135,819,1,10
10,egocentric,-45,728,1,11
10,egocentric,-45,1234,1,12
10,egocentric,-45,518,1,13
10,egocentric,0,517,1,14
10,egocentric,-90,637,1,15
10,egocentric,45,798,1,16
10,egocentric,90,897,1,17
10,egocentric,45,564,1,18
10,egocentric,90,764,1,19
10,egocentric,90,1184,1,20
10,egocentric,180,849,0,21
10,egocentric,180,669,1,22
10,egocentric,-45,576,1,23
10,egocentric,135,968,1,24
10,egocentric,-135,1166,1,25
10,egocentric,135,953,1,26
10,egocentric,180,963,0,27
10,egocentric,90,999,1,28
10,egocentric,180,1347,1,29
10,egocentric,45,1234,1,30
10,egocentric,180,1314,1,31
10,egocentric,135,1015,0,32
10,egocentric,0,849,1,33
10,egocentric,-135,1128,1,34
10,egocentric,45,1032,1,35
10,egocentric,180,1816,1,36
10,egocentric,-45,1000,1,37
10,egocentric,0,548,1,38
10,egocentric,-135,732,1,39
10,egocentric,180,1364,1,40
10,egocentric,45,1045,1,41
10,egocentric,180,920,1,42
10,egocentric,45,779,1,43
10,egocentric,90,1100,1,44
10,egocentric,135,982,1,45
10,egocentric,135,800,1,46
10,egocentric,-135,885,1,47
10,egocentric,90,1018,1,48
10,egocentric,135,565,1,49
10,egocentric,45,801,1,50
10,egocentric,-90,1550,1,51
10,egocentric,-135,1767,1,52
10,egocentric,-90,883,1,53
10,egocentric,45,865,1,54
10,egocentric,-90,787,1,55
10,egocentric,90,869,1,56
10,egocentric,-135,1899,1,57
10,egocentric,45,797,1,58
10,egocentric,90,869,1,59
10,egocentric,135,850,1,60
10,egocentric,135,846,0,61
10,egocentric,0,683,1,62
10,egocentric,-45,467,1,63
10,egocentric,0,766,1,64
10,egocentric,0,649,1,65
10,egocentric,-45,683,1,66
10,egocentric,-135,1081,1,67
10,egocentric,45,780,1,68
10,egocentric,135,1265,1,69
10,egocentric,0,669,1,70
10,egocentric,0,850,1,71
10,egocentric,-135,1815,1,72
10,egocentric,180,1333,1,73
10,egocentric,90,685,1,74
10,egocentric,-45,951,1,75
10,egocentric,-45,900,1,76
10,egocentric,90,1167,1,77
10,egocentric,0,681,1,78
10,egocentric,-45,1000,1,79
10,egocentric,-135,716,1,80
10,egocentric,135,1616,1,81
10,egocentric,-90,1064,1,82
10,egocentric,0,599,1,83
10,egocentric,135,963,1,84
10,egocentric,45,814,1,85
10,egocentric,180,483,0,86
10,egocentric,90,869,1,87
10,egocentric,180,1035,0,88
10,egocentric,135,815,1,89
10,egocentric,-90,798,1,90
10,egocentric,-45,1058,1,91
10,egocentric,90,881,1,92
10,egocentric,-90,664,1,93
10,egocentric,90,746,1,94
10,egocentric,180,1084,1,95
10,egocentric,180,1218,1,96
10,egocentric,-90,699,1,97
10,egocentric,-90,1067,1,98
10,egocentric,45,913,1,99
10,egocentric,-135,846,1,100
10,egocentric,-90,687,1,101
10,egocentric,-90,1186,1,102
10,egocentric,0,650,1,103
10,egocentric,-90,682,1,104
10,egocentric,-135,635,1,105
10,egocentric,-135,1018,1,106
10,egocentric,-90,532,1,107
10,egocentric,135,598,1,108
10,egocentric,-45,798,1,109
10,egocentric,0,600,1,110
11,egocentric,-45,732,1,0
11,egocentric,0,637,1,1
11,egocentric,180,1038,1,2
11,egocentric,90,934,1,3
11,egocentric,90,927,1,4
11,egocentric,180,1267,1,5
11,egocentric,-45,863,1,6
11,egocentric,45,937,1,7
11,egocentric,0,728,1,8
11,egocentric,135,833,1,9
11,egocentric,180,1209,1,10
11,egocentric,135,912,1,11
11,egocentric,90,880,1,12
11,egocentric,-135,1107,1,13
11,egocentric,-135,1088,1,14
11,egocentric,-90,888,1,15
11,egocentric,-90,749,1,16
11,egocentric,-45,761,1,17
11,egocentric,45,724,1,18
11,egocentric,180,906,1,19
11,egocentric,0,1033,1,20
11,egocentric,135,854,1,21
11,egocentric,-135,1271,1,22
11,egocentric,-135,772,1,23
11,egocentric,90,716,1,24
11,egocentric,180,889,1,25
11,egocentric,-135,1051,1,26
11,egocentric,-45,846,1,27
11,egocentric,0,789,1,28
11,egocentric,135,838,1,29
11,egocentric,-90,784,1,30
11,egocentric,-90,799,1,31
11,egocentric,180,1199,1,32
11,egocentric,-90,732,1,33
11,egocentric,-45,763,1,34
11,egocentric,45,679,1,35
11,egocentric,135,772,1,36
11,egocentric,135,774,1,37
11,egocentric,45,628,1,38
11,egocentric,0,639,1,39
11,egocentric,135,797,1,40
11,egocentric,180,831,1,41
11,egocentric,-135,939,1,42
11,egocentric,180,603,1,43
11,egocentric,-45,609,1,44
11,egocentric,-135,714,1,45
11,egocentric,180,1085,1,46
11,egocentric,90,883,1,47
11,egocentric,180,829,1,48
11,egocentric,0,505,1,49
11,egocentric,135,900,1,50
11,egocentric,-45,695,1,51
11,egocentric,90,732,1,52
11,egocentric,45,746,1,53
11,egocentric,-135,796,1,54
11,egocentric,180,758,1,55
11,egocentric,90,580,1,56
11,egocentric,90,456,1,57
11,egocentric,-135,663,1,58
11,egocentric,135,540,1,59
11,egocentric,90,730,1,60
11,egocentric,135,688,1,61
11,egocentric,-90,1074,1,62
11,egocentric,90,754,1,63
11,egocentric,-90,603,1,64
11,egocentric,90,614,1,65
11,egocentric,90,682,1,66
11,egocentric,-45,556,1,67
11,egocentric,90,707,1,68
11,egocentric,135,1101,1,69
11,egocentric,45,681,1,70
11,egocentric,45,561,1,71
11,egocentric,-90,1224,1,72
11,egocentric,0,596,1,73
11,egocentric,-90,745,1,74
11,egocentric,180,998,1,75
11,egocentric,45,597,1,76
11,egocentric,-90,625,1,77
11,egocentric,180,979,1,78
11,egocentric,-135,545,1,79
11,egocentric,-135,971,1,80
11,egocentric,180,696,1,81
11,egocentric,0,538,1,82
11,egocentric,-90,538,1,83
11,egocentric,0,567,1,84
11,egocentric,-45,445,1,85
11,egocentric,-90,662,1,86
11,egocentric,135,697,1,87
11,egocentric,45,513,1,88
11,egocentric,45,432,1,89
11,egocentric,0,571,1,90
11,egocentric,135,680,1,91
11,egocentric,0,604,1,92
11,egocentric,45,563,1,93
11,egocentric,-135,528,1,94
11,egocentric,45,583,1,95
11,egocentric,0,431,1,96
11,egocentric,-90,541,1,97
11,egocentric,45,473,1,98
11,egocentric,0,502,1,99
11,egocentric,-135,687,1,100
11,egocentric,135,738,1,101
11,egocentric,-45,513,1,102
11,egocentric,90,507,1,103
11,egocentric,0,483,1,104
11,egocentric,-90,455,0,105
11,egocentric,45,655,1,106
11,egocentric,-45,586,1,107
11,egocentric,-45,429,1,108
11,egocentric,-135,1156,1,109
11,egocentric,-45,631,1,110
11,allocentric,135,1449,1,0
11,allocentric,0,1096,1,1
11,allocentric,-90,1292,1,2
11,allocentric,45,1107,1,3
11,allocentric,-90,1478,1,4
11,allocentric,135,1320,1,5
11,allocentric,90,1213,1,6
11,allocentric,0,841,1,7
11,allocentric,45,915,1,8
11,allocentric,90,1533,1,9
11,allocentric,90,1566,1,10
11,allocentric,0,1012,1,11
11,allocentric,90,970,1,12
11,allocentric,-135,2158,1,13
11,allocentric,-90,1230,1,14
11,allocentric,-45,994,1,15
11,allocentric,135,998,1,16
11,allocentric,-90,2080,1,17
11,allocentric,45,1298,1,18
11,allocentric,0,1144,1,19
11,allocentric,-135,1086,1,20
11,allocentric,0,880,1,21
11,allocentric,-90,1581,1,22
11,allocentric,45,830,1,23
11,allocentric,90,1348,1,24
11,allocentric,-135,1259,1,25
11,allocentric,180,2086,1,26
11,allocentric,135,1673,1,27
11,allocentric,135,1378,1,28
11,allocentric,180,1172,1,29
11,allocentric,-90,954,1,30
11,allocentric,-45,992,1,31
11,allocentric,0,746,1,32
11,allocentric,135,1281,1,33
11,allocentric,135,885,1,34
11,allocentric,180,664,1,35
11,allocentric,-45,1043,1,36
11,allocentric,-90,709,1,37
11,allocentric,90,1538,1,38
11,allocentric,90,705,1,39
11,allocentric,-45,1610,1,40
11,allocentric,0,998,1,41
11,allocentric,135,1000,1,42
11,allocentric,180,1584,1,43
11,allocentric,-135,742,1,44
11,allocentric,135,807,1,45
11,allocentric,180,1958,1,46
11,allocentric,-135,1692,1,47
11,allocentric,180,2125,1,48
11,allocentric,-135,1067,1,49
11,allocentric,135,1777,1,50
11,allocentric,-45,993,1,51
11,allocentric,-90,932,1,52
11,allocentric,0,562,1,53
11,allocentric,135,3678,1,54
11,allocentric,-45,2878,1,55
11,allocentric,90,984,1,56
11,allocentric,-90,913,1,57
11,allocentric,135,1205,1,58
11,allocentric,135,1434,1,59
11,allocentric,90,1333,1,60
11,allocentric,-135,1241,1,61
11,allocentric,90,1150,1,62
11,allocentric,180,1441,1,63
11,allocentric,-135,765,1,64
11,allocentric,180,1277,1,65
11,allocentric,90,910,1,66
11,allocentric,180,1299,1,67
11,allocentric,-45,2686,1,68
11,allocentric,0,1332,1,69
11,allocentric,45,1000,1,70
11,allocentric,0,729,1,71
11,allocentric,180,1116,1,72
11,allocentric,-90,987,1,73
11,allocentric,180,997,1,74
11,allocentric,0,647,1,75
11,allocentric,-90,849,1,76
11,allocentric,-90,849,1,77
11,allocentric,45,1270,1,78
11,allocentric,-135,825,1,79
11,allocentric,45,770,1,80
11,allocentric,45,1283,1,81
11,allocentric,135,1416,1,82
11,allocentric,90,897,1,83
11,allocentric,180,1398,0,84
11,allocentric,45,1172,1,85
11,allocentric,180,1365,1,86
11,allocentric,-45,683,1,87
11,allocentric,45,1247,1,88
11,allocentric,90,1146,1,89
11,allocentric,0,776,1,90
11,allocentric,45,1032,1,91
11,allocentric,45,649,1,92
11,allocentric,-45,680,1,93
11,allocentric,-45,583,1,94
11,allocentric,-45,1016,1,95
11,allocentric,180,1493,1,96
11,allocentric,-90,1390,1,97
11,allocentric,-135,998,1,98
11,allocentric,-90,1215,1,99
11,allocentric,45,995,1,100
11,allocentric,0,689,1,101
11,allocentric,0,575,1,102
11,allocentric,-135,841,1,103
11,allocentric,-45,772,1,104
11,allocentric,-135,863,1,105
11,allocentric,-135,996,1,106
11,allocentric,45,612,1,107
11,allocentric,-45,590,1,108
11,allocentric,-45,539,1,109
11,allocentric,90,796,1,110
12,egocentric,-45,845.005,1,0
12,egocentric,-45,913.65,1,1
12,egocentric,-45,722.555,1,2
12,egocentric,0,577.94,1,3
12,egocentric,0,826.65,1,4
12,egocentric,135,1410.15,1,5
12,egocentric,90,997.95,1,6
12,egocentric,45,780.795,1,7
12,egocentric,-135,1069.895,1,8
12,egocentric,0,865.29,1,9
12,egocentric,45,667.855,1,10
12,egocentric,-45,825.41,1,11
12,egocentric,0,1507.28,1,12
12,egocentric,-135,1021.69,1,13
12,egocentric,180,1081.11,1,14
12,egocentric,-45,2145.86,1,15
12,egocentric,0,678.985,1,16
12,egocentric,0,692.28,1,17
12,egocentric,90,1025.415,1,18
12,egocentric,45,707.905,1,19
12,egocentric,45,882.925,1,20
12,egocentric,45,680.9,1,21
12,egocentric,-135,976.3,1,22
12,egocentric,0,1831.05,1,23
12,egocentric,180,2066.395,1,24
12,egocentric,180,1283.85,1,25
12,egocentric,45,834.175,1,26
12,egocentric,-45,755.595,1,27
12,egocentric,0,774.65,1,28
12,egocentric,0,805.26,1,29
12,egocentric,-90,844.83,1,30
12,egocentric,-90,1273.775,1,31
12,egocentric,-135,1811.99,1,32
12,egocentric,90,902.36,1,33
12,egocentric,-135,1174.88,1,34
12,egocentric,180,1504.17,1,35
12,egocentric,90,1346.915,1,36
12,egocentric,135,1027.56,1,37
12,egocentric,-90,918.315,1,38
12,egocentric,90,901.06,1,39
12,egocentric,90,914.115,1,40
12,egocentric,135,1039.05,1,41
12,egocentric,135,871.765,1,42
12,egocentric,-90,972.44,1,43
12,egocentric,180,1234.875,1,44
12,egocentric,-135,1034.075,1,45
12,egocentric,135,1003.155,1,46
12,egocentric,-90,1082.83,1,47
12,egocentric,45,814.815,1,48
12,egocentric,90,1062.055,1,49
12,egocentric,135,1031.405,1,50
12,egocentric,90,822.15,1,51
12,egocentric,-45,1984.55,1,52
12,egocentric,90,1401.65,1,53
12,egocentric,90,784.385,1,54
12,egocentric,90,839.925,1,55
12,egocentric,135,814.795,1,56
12,egocentric,-90,881.74,1,57
12,egocentric,-135,1356.835,1,58
12,egocentric,180,1393.36,1,59
12,egocentric,0,673.645,1,60
12,egocentric,45,703.715,1,61
12,egocentric,45,647.645,1,62
12,egocentric,-135,870.02,1,63
12,egocentric,135,771.54,1,64
12,egocentric,-135,1358.21,1,65
12,egocentric,-135,1024.75,1,66
12,egocentric,-135,684,1,67
12,egocentric,180,868.46,1,68
12,egocentric,-90,859.38,1,69
12,egocentric,135,1019.635,1,70
12,egocentric,180,1292.415,1,71
12,egocentric,45,931.405,1,72
12,egocentric,0,755.745,1,73
12,egocentric,-135,1241.81,1,74
12,egocentric,0,832.18,1,75
12,egocentric,-90,831.67,1,76
12,egocentric,180,997.77,1,77
12,egocentric,-90,917.82,1,78
12,egocentric,-45,749.91,1,79
12,egocentric,180,1283.035,1,80
12,egocentric,45,1255.945,1,81
12,egocentric,-90,669.605,1,82
12,egocentric,45,670.835,1,83
12,egocentric,90,630.76,1,84
12,egocentric,180,1884.01,1,85
12,egocentric,135,1549.15,1,86
12,egocentric,135,1208.16,1,87
12,egocentric,45,724.74,1,88
12,egocentric,-45,796.355,1,89
12,egocentric,180,1475.23,1,90
12,egocentric,180,1093.165,1,91
12,egocentric,45,1414.395,1,92
12,egocentric,-45,1817.175,1,93
12,egocentric,0,1014.595,1,94
12,egocentric,-90,853.705,1,95
12,egocentric,90,865.43,1,96
12,egocentric,-135,2029.385,1,97
12,egocentric,-45,806.8,1,98
12,egocentric,180,1054.94,1,99
12,egocentric,135,2503.77,1,100
12,egocentric,135,1314.095,1,101
12,egocentric,-135,1915.67,1,102
12,egocentric,135,1612.825,1,103
12,egocentric,0,691.815,1,104
12,egocentric,90,750.74,1,105
12,egocentric,-90,998.58,1,106
12,egocentric,-45,847.505,1,107
12,egocentric,-90,1015.24,1,108
12,egocentric,-45,604,1,109
12,egocentric,-90,1266.085,1,110
12,allocentric,135,2216.615,1,0
12,allocentric,45,1267.34,1,1
12,allocentric,0,1208.565,1,2
12,allocentric,-90,1134.62,1,3
12,allocentric,-45,1123.69,1,4
12,allocentric,45,984.28,1,5
12,allocentric,-90,1374.53,1,6
12,allocentric,90,1268.525,1,7
12,allocentric,-90,1305.285,1,8
12,allocentric,135,1300.32,1,9
12,allocentric,0,1103.18,1,10
12,allocentric,-135,1337.96,1,11
12,allocentric,180,3200.075,1,12
12,allocentric,-90,1369.82,1,13
12,allocentric,90,1071.175,1,14
12,allocentric,90,1307.625,1,15
12,allocentric,-90,1123.42,1,16
12,allocentric,135,1124.325,1,17
12,allocentric,180,1353.315,1,18
12,allocentric,180,2805.18,1,19
12,allocentric,45,1306.575,1,20
12,allocentric,45,1010.085,1,21
12,allocentric,180,1339.565,1,22
12,allocentric,180,2739.495,1,23
12,allocentric,180,2120.775,1,24
12,allocentric,-90,1151.42,1,25
12,allocentric,-135,1203.04,1,26
12,allocentric,-90,1627.6,1,27
12,allocentric,135,1225.705,1,28
12,allocentric,0,1172.75,1,29
12,allocentric,-90,984.99,1,30
12,allocentric,0,1068.84,1,31
12,allocentric,45,1068.295,1,32
12,allocentric,-45,2277.61,1,33
12,allocentric,180,985.49,1,34
12,allocentric,90,1334.82,1,35
12,allocentric,0,1224.37,1,36
12,allocentric,0,911.83,1,37
12,allocentric,-90,1391.46,1,38
12,allocentric,0,1418.195,1,39
12,allocentric,-135,2375.6,1,40
12,allocentric,-45,1387.215,1,41
12,allocentric,45,1334.13,1,42
12,allocentric,-90,884.375,1,43
12,allocentric,45,1001.335,1,44
12,allocentric,-135,2300.025,1,45
12,allocentric,0,1927.035,1,46
12,allocentric,45,1069.845,1,47
12,allocentric,-135,1540.615,1,48
12,allocentric,-90,1428.33,1,49
12,allocentric,90,1662.735,1,50
12,allocentric,-135,1101.645,1,51
12,allocentric,-90,1328.505,1,52
12,allocentric,135,1289.835,1,53
12,allocentric,-45,1268.745,1,54
12,allocentric,135,2041.26,1,55
12,allocentric,-135,3000.85,1,56
12,allocentric,135,2408.845,1,57
12,allocentric,45,1218.545,1,58
12,allocentric,45,1090.735,1,59
12,allocentric,0,1642.68,1,60
12,allocentric,-135,1818.57,1,61
12,allocentric,-90,1968.425,1,62
12,allocentric,-135,3371.365,1,63
12,allocentric,180,2374.835,1,64
12,allocentric,180,1550.305,1,65
12,allocentric,90,1673.065,1,66
12,allocentric,90,1167.635,1,67
12,allocentric,135,2673.075,1,68
12,allocentric,-45,1676.825,1,69
12,allocentric,0,1056.46,1,70
12,allocentric,135,2983.765,1,71
12,allocentric,0,2620.265,1,72
12,allocentric,45,1368.82,1,73
12,allocentric,-45,1357.675,1,74
12,allocentric,45,1440.845,1,75
12,allocentric,-45,1504.695,0,76
12,allocentric,45,1325.42,1,77
12,allocentric,135,1468.785,0,78
12,allocentric,0,1933.79,1,79
12,allocentric,-45,1117.87,1,80
12,allocentric,-135,1540.965,1,81
12,allocentric,-45,1074.96,1,82
12,allocentric,-45,1402.24,0,83
12,allocentric,135,2124.06,1,84
12,allocentric,-135,1400.18,1,85
12,allocentric,90,2204.39,1,86
12,allocentric,90,1868.99,1,87
12,allocentric,-45,1724.315,1,88
12,allocentric,0,1509.735,1,89
12,allocentric,-45,1353.095,1,90
12,allocentric,-90,1660.79,1,91
12,allocentric,90,2367.71,1,92
12,allocentric,135,1676.115,1,93
12,allocentric,135,1857.42,1,94
12,allocentric,45,1387.175,1,95
12,allocentric,180,1723.29,1,96
12,allocentric,90,1361.135,1,97
12,allocentric,-45,1468.5,1,98
12,allocentric,-135,1274.61,1,99
12,allocentric,180,1452.28,1,100
12,allocentric,180,1375.44,1,101
12,allocentric,0,1456.475,1,102
12,allocentric,180,902.805,0,103
12,allocentric,90,2323.22,1,104
12,allocentric,90,2306.235,1,105
12,allocentric,-45,1567.545,1,106
12,allocentric,180,1818.56,1,107
12,allocentric,135,1789.985,1,108
12,allocentric,90,2034.57,1,109
12,allocentric,-135,3216.76,1,110
13,allocentric,0,1341.82,1,0
13,allocentric,45,5147.12,0,1
13,allocentric,0,4545.735,0,2
13,allocentric,-135,1564.405,0,3
13,allocentric,180,4436.99,1,4
13,allocentric,-90,2913.95,0,5
13,allocentric,135,2912.59,0,6
13,allocentric,-45,1979.775,0,7
13,allocentric,90,6061.91,1,8
13,allocentric,90,5294.035,1,9
13,allocentric,90,3237.575,0,10
13,allocentric,135,2523.185,0,11
13,allocentric,-45,2099.615,1,12
13,allocentric,180,4030.84,0,13
13,allocentric,-135,2179.79,1,14
13,allocentric,135,5213.275,1,15
13,allocentric,45,3133.47,0,16
13,allocentric,-45,1418.495,0,17
13,allocentric,180,1754.295,1,18
13,allocentric,-90,1862.375,0,19
13,allocentric,90,5745.79,0,20
13,allocentric,45,3066.47,1,21
13,allocentric,45,1713.17,1,22
13,allocentric,180,4167.03,0,23
13,allocentric,45,2472.98,0,24
13,allocentric,90,2345.385,0,25
13,allocentric,0,3116.535,0,26
13,allocentric,135,1940.75,1,27
13,allocentric,180,6766.035,1,28
13,allocentric,45,5108.665,0,29
13,allocentric,-90,6178.965,0,30
13,allocentric,-45,2525.15,0,31
13,allocentric,-90,2095.895,0,32
13,allocentric,135,2639.63,1,33
13,allocentric,-90,2814.625,0,34
13,allocentric,-90,1298.415,0,35
13,allocentric,45,4595.73,0,36
13,allocentric,-135,3308.485,0,37
13,allocentric,-135,1619.52,0,38
13,allocentric,-135,1313.63,0,39
13,allocentric,180,3352.285,1,40
13,allocentric,-135,1414.745,0,41
13,allocentric,-45,2556.865,1,42
13,allocentric,-135,1497.84,0,43
13,allocentric,90,5160.495,0,44
13,allocentric,90,6051.6,0,45
13,allocentric,135,3287.45,0,46
13,allocentric,0,4215.18,0,47
13,allocentric,180,2107.24,1,48
13,allocentric,45,3789.575,0,49
13,allocentric,90,2898.865,0,50
13,allocentric,-90,1429.05,0,51
13,allocentric,135,3015.295,0,52
13,allocentric,45,6514.625,0,53
13,allocentric,0,6449,0,54
13,allocentric,135,1841.175,1,55
13,allocentric,90,NA,0,56
13,allocentric,-90,1868.57,1,57
13,allocentric,-90,2198.185,0,58
13,allocentric,0,4381.855,0,59
13,allocentric,-90,1914.19,0,60
13,allocentric,180,1939.14,1,61
13,allocentric,135,3131.16,0,62
13,allocentric,-135,3652.77,0,63
13,allocentric,-45,3967.2,0,64
13,allocentric,45,2548.055,0,65
13,allocentric,180,2582.25,1,66
13,allocentric,-135,1591.83,0,67
13,allocentric,45,NA,0,68
13,allocentric,0,2385.625,0,69
13,allocentric,45,2863.38,0,70
13,allocentric,-90,2984.14,0,71
13,allocentric,-45,1561.96,0,72
13,allocentric,-45,5262.835,0,73
13,allocentric,90,1635.625,0,74
13,allocentric,0,4170.95,0,75
13,allocentric,90,4254.51,1,76
13,allocentric,135,3239.075,1,77
13,allocentric,135,3703.845,0,78
13,allocentric,-45,1688.54,0,79
13,allocentric,-45,2002.655,0,80
13,allocentric,45,1666.12,0,81
13,allocentric,0,1509.61,0,82
13,allocentric,-45,2045.345,0,83
13,allocentric,-135,1819.215,0,84
13,allocentric,-45,2320.795,0,85
13,allocentric,0,3933.14,1,86
13,allocentric,135,4095.4,0,87
13,allocentric,180,3164.8,0,88
13,allocentric,180,1800.875,1,89
13,allocentric,180,3120.125,1,90
13,allocentric,90,2014.935,0,91
13,allocentric,90,2055.97,0,92
13,allocentric,-135,1681.44,0,93
13,allocentric,135,2004.815,0,94
13,allocentric,-45,1815.855,0,95
13,allocentric,135,2713.015,0,96
13,allocentric,-90,1203.76,0,97
13,allocentric,0,2420.41,0,98
13,allocentric,180,2097.41,1,99
13,allocentric,0,2064.505,0,100
13,allocentric,-135,2704.455,0,101
13,allocentric,45,3885.73,0,102
13,allocentric,-90,1260.035,0,103
13,allocentric,0,1249.31,0,104
13,allocentric,-45,1668.355,0,105
13,allocentric,0,2221.42,0,106
13,allocentric,90,3751.005,0,107
13,allocentric,-90,2283.775,0,108
13,allocentric,180,1581.475,0,109
13,allocentric,-135,2349.64,1,110
13,egocentric,-135,3053.145,1,0
13,egocentric,-90,2405.045,1,1
13,egocentric,180,2891.525,1,2
13,egocentric,0,2366.885,1,3
13,egocentric,135,3175.88,1,4
13,egocentric,180,2706.755,1,5
13,egocentric,-90,3516.03,1,6
13,egocentric,90,1691.405,1,7
13,egocentric,90,2450.41,1,8
13,egocentric,45,3656.185,1,9
13,egocentric,-90,1373.045,1,10
13,egocentric,0,1206.285,1,11
13,egocentric,180,2559.125,1,12
13,egocentric,-45,1755.03,1,13
13,egocentric,135,2550.045,1,14
13,egocentric,0,1566.9,1,15
13,egocentric,45,1367.195,1,16
13,egocentric,0,1466.625,1,17
13,egocentric,135,2570.105,1,18
13,egocentric,-45,1932.56,1,19
13,egocentric,0,1409.35,1,20
13,egocentric,-135,7115.375,1,21
13,egocentric,-135,2748.325,1,22
13,egocentric,135,4350.61,0,23
13,egocentric,180,2566.245,1,24
13,egocentric,-90,2965.56,1,25
13,egocentric,-135,3118.215,1,26
13,egocentric,45,4969.615,1,27
13,egocentric,45,3456.845,1,28
13,egocentric,-135,2955.815,1,29
13,egocentric,135,3329.275,1,30
13,egocentric,-90,2160.29,1,31
13,egocentric,-90,2234.295,1,32
13,egocentric,-45,3216.09,1,33
13,egocentric,45,1853.41,1,34
13,egocentric,45,1792.13,1,35
13,egocentric,-135,1407.305,1,36
13,egocentric,-45,1021.595,1,37
13,egocentric,-90,1800.195,1,38
13,egocentric,-45,1260.135,1,39
13,egocentric,-45,1073.76,1,40
13,egocentric,90,1206.735,1,41
13,egocentric,-90,1920.14,1,42
13,egocentric,45,2666.31,1,43
13,egocentric,135,1752.695,1,44
13,egocentric,45,1689.835,1,45
13,egocentric,45,1439.595,1,46
13,egocentric,135,2609.325,1,47
13,egocentric,45,1401.11,1,48
13,egocentric,0,1906.59,1,49
13,egocentric,90,1915.965,1,50
13,egocentric,180,2095.44,1,51
13,egocentric,-135,1792.285,1,52
13,egocentric,180,1976.225,1,53
13,egocentric,180,3052.335,1,54
13,egocentric,90,1841.72,1,55
13,egocentric,90,1517.355,1,56
13,egocentric,-135,3651.61,1,57
13,egocentric,135,2050.025,1,58
13,egocentric,-135,5033.25,0,59
13,egocentric,180,2867.275,1,60
13,egocentric,90,2130.855,1,61
13,egocentric,90,1368.52,0,62
13,egocentric,90,2358.245,1,63
13,egocentric,180,2915.435,1,64
13,egocentric,135,2682.34,1,65
13,egocentric,180,3132,1,66
13,egocentric,180,2153.59,1,67
13,egocentric,-135,2951.695,1,68
13,egocentric,-45,1333.28,1,69
13,egocentric,45,2917.905,0,70
13,egocentric,180,2699.28,1,71
13,egocentric,135,2657.245,1,72
13,egocentric,135,2842.425,1,73
13,egocentric,90,1288.875,1,74
13,egocentric,-90,1387.105,1,75
13,egocentric,0,1383.6,1,76
13,egocentric,0,957.06,1,77
13,egocentric,135,1684.1,1,78
13,egocentric,0,999.885,1,79
13,egocentric,-90,1635.21,1,80
13,egocentric,-90,1334.125,1,81
