cue,direction,practice_block_loop.thisRepN,practice_block_loop.thisTrialN,practice_block_loop.thisN,practice_block_loop.thisIndex,main_blocks_loop.thisRepN,main_blocks_loop.thisTrialN,main_blocks_loop.thisN,main_blocks_loop.thisIndex,static_isi.started,static_isi.stopped,fixation_pre.started,fixation_pre.stopped,image.started,image.stopped,fixation_post.started,fixation_post.stopped,dots_background.started,dots_background.stopped,dots_stimulus.started,dots_stimulus.stopped,dots_keyboard_response.keys,dots_keyboard_response.started,dots_keyboard_response.stopped,feedback_text.started,feedback_text.stopped,dots_keyboard_response.rt,instruction_main_text.started,instruction_main_text.stopped,instruction_main_keyboard_response.keys,instruction_main_keyboard_response.rt,instruction_main_keyboard_response.started,instruction_main_keyboard_response.stopped,Pseudonym,date,expName,psychopyVersion,frameRate,
left,left,,,,,1,21,101,11,0.012703959946520627,1.0127039599465206,950.9560313000111,None,951.3101856000721,None,952.3101484000217,None,956.8134825000307,None,956.8134825000307,None,f,956.8134825000307,None,958.1451075000223,None,1.3095678000245243,,,,,,,VP2,2022_Mar_07_1302,rdk-discrimination,2021.2.3,59.998980037511906,
none,right,,,,,1,22,102,75,0.012603459879755974,1.012603459879756,959.6412668999983,None,959.7437847000547,None,960.7434535000939,None,964.1459764000028,None,964.1459764000028,None,j,964.1459764000028,None,965.4646803000942,None,1.2963033999549225,,,,,,,VP2,2022_Mar_07_1302,rdk-discrimination,2021.2.3,59.998980037511906,
left,right,,,,,1,23,103,35,0.012887459946796298,1.0128874599467963,966.9561781000812,None,967.7606201000744,None,968.7602227000752,None,973.2612324000802,None,973.2612324000802,None,j,973.2612324000802,None,974.3442087000003,None,1.0598394999979064,,,,,,,VP2,2022_Mar_07_1302,rdk-discrimination,2021.2.3,59.998980037511906,
right,right,,,,,1,24,104,25,0.012966659851372242,1.0129666598513722,975.8247853000648,None,977.0266422000714,None,978.0267338000704,None,982.5278769000433,None,982.5278769000433,None,j,982.5278769000433,None,983.3106677000178,None,0.7536068999907002,,,,,,,VP2,2022_Mar_07_1302,rdk-discrimination,2021.2.3,59.998980037511906,
left,right,,,,,1,25,105,34,0.012949259951710701,1.0129492599517107,984.7923926000949,None,985.9952898999909,None,986.9935488000046,None,991.9948517000303,None,991.9948517000303,None,f,991.9948517000303,None,993.1752500000875,None,1.1437109999824315,,,,,,,VP2,2022_Mar_07_1302,rdk-discrimination,2021.2.3,59.998980037511906,
none,right,,,,,1,26,106,73,0.01267535996157676,1.0126753599615768,994.6599634001032,None,995.4609215999953,None,996.4598309000721,None,1001.4608628000133,None,1001.4608628000133,None,f,1001.4608628000133,None,1002.793582900078,None,1.314995800028555,,,,,,,VP2,2022_Mar_07_1302,rdk-discrimination,2021.2.3,59.998980037511906,
right,right,,,,,1,27,107,27,0.012456859927624464,1.0124568599276245,1004.2760941000888,None,1004.6266480000922,None,1005.6263943000231,None,1009.0282440000447,None,1009.0282440000447,None,None,1009.0282440000447,None,1010.531541400007,None,,,,,,,,VP2,2022_Mar_07_1302,rdk-discrimination,2021.2.3,59.998980037511906,
left,left,,,,,1,28,108,0,0.014618760091252625,1.0146187600912526,1012.0205636000028,None,1012.3768730000593,None,1013.3765081000747,None,1017.3777150000678,None,1017.3777150000678,None,f,1017.3777150000678,None,1018.303136200062,None,0.8862245000200346,,,,,,,VP2,2022_Mar_07_1302,rdk-discrimination,2021.2.3,59.998980037511906,
none,right,,,,,1,29,109,71,0.012837259913794696,1.0128372599137947,1019.7907485000324,None,1019.8931487000082,None,1020.8931820000289,None,1025.8948965000454,None,1025.8948965000454,None,f,1025.8948965000454,None,1026.9734467000235,None,1.0459147000219673,,,,,,,VP2,2022_Mar_07_1302,rdk-discrimination,2021.2.3,59.998980037511906,
right,right,,,,,1,30,110,18,0.012750559952110052,1.01275055995211,1028.4549291000003,None,1028.8098680000985,None,1029.8099149001064,None,1033.2109179000836,None,1033.2109179000836,None,j,1033.2109179000836,None,1034.1724967000773,None,0.9263739000307396,,,,,,,VP2,2022_Mar_07_1302,rdk-discrimination,2021.2.3,59.998980037511906,
none,left,,,,,1,31,111,55,0.012886659940704703,1.0128866599407047,1035.6572638000362,None,1036.459654300008,None,1037.4596531999996,None,1040.8621909000212,None,1040.8621909000212,None,f,1040.8621909000212,None,1041.7130139000947,None,0.8322228000033647,,,,,,,VP2,2022_Mar_07_1302,rdk-discrimination,2021.2.3,59.998980037511906,
left,left,,,,,1,32,112,7,0.01244746008887887,1.0124474600888789,1043.2058276000898,None,1044.4094688000623,None,1045.4096093000844,None,1050.4112331999931,None,1050.4112331999931,None,f,1050.4112331999931,None,1051.3257562000072,None,0.8932118000229821,,,,,,,VP2,2022_Mar_07_1302,rdk-discrimination,2021.2.3,59.998980037511906,
none,left,,,,,1,33,113,47,0.012619260116480291,1.0126192601164803,1052.8057601000182,None,1053.6102488000179,None,1054.6094304000726,None,1059.1104898001067,None,1059.1104898001067,None,f,1059.1104898001067,None,1060.1443291000323,None,1.0173389998963103,,,,,,,VP2,2022_Mar_07_1302,rdk-discrimination,2021.2.3,59.998980037511906,
none,right,,,,,1,34,114,69,0.01270505995489657,1.0127050599548966,1061.6392520000227,None,1062.4428532000165,None,1063.4427644000389,None,1066.8447205000557,None,1066.8447205000557,None,j,1066.8447205000557,None,1068.044946600101,None,1.1791002999525517,,,,,,,VP2,2022_Mar_07_1302,rdk-discrimination,2021.2.3,59.998980037511906,
right,right,,,,,1,35,115,29,0.01253176003228873,1.0125317600322887,1069.5383861000882,None,1069.6425446000649,None,1070.64274270006,None,1074.6437663000543,None,1074.6437663000543,None,j,1074.6437663000543,None,1075.578720199992,None,0.9135582998860627,,,,,,,VP2,2022_Mar_07_1302,rdk-discrimination,2021.2.3,59.998980037511906,
none,right,,,,,1,36,116,67,0.012731460039503872,1.0127314600395039,1077.0714941000333,None,1078.276232500095,None,1079.2759460000088,None,1082.6779139999999,None,1082.6779139999999,None,j,1082.6779139999999,None,1083.6451877000509,None,0.9457466000458226,,,,,,,VP2,2022_Mar_07_1302,rdk-discrimination,2021.2.3,59.998980037511906,
none,left,,,,,1,37,117,43,0.012808259925805032,1.012808259925805,1085.138777300017,None,1085.2426018000115,None,1086.242607400054,None,1089.6435193000361,None,1089.6435193000361,None,f,1089.6435193000361,None,1090.7092783000553,None,1.0430532000027597,,,,,,,VP2,2022_Mar_07_1302,rdk-discrimination,2021.2.3,59.998980037511906,
right,right,,,,,1,38,118,28,0.012697060010395944,1.012697060010396,1092.1901663000463,None,1092.2924823000794,None,1093.2925023999996,None,1096.69385660009,None,1096.69385660009,None,f,1096.69385660009,None,1097.87179070001,None,1.1448927000164986,,,,,,,VP2,2022_Mar_07_1302,rdk-discrimination,2021.2.3,59.998980037511906,
none,right,,,,,1,39,119,72,0.012700960040092468,1.0127009600400925,1099.3550781999948,None,1099.7092335000634,None,1100.708972100052,None,1105.7101589000085,None,1105.7101589000085,None,j,1105.7101589000085,None,1106.8691823000554,None,1.1189962000353262,,,,,,,VP2,2022_Mar_07_1302,rdk-discrimination,2021.2.3,59.998980037511906,
right,right,,,,,1,40,120,19,0.012647359981201589,1.0126473599812016,1108.3565336000174,None,1109.561538000009,None,1110.5589315000689,None,1115.0608229000354,None,1115.0608229000354,None,j,1115.0608229000354,None,1115.7924026000546,None,0.7099997999612242,,,,,,,VP2,2022_Mar_07_1302,rdk-discrimination,2021.2.3,59.998980037511906,
none,left,,,,,1,41,121,54,0.012644559959881008,1.012644559959881,1117.2726801000535,None,1117.3762680999935,None,1118.3757393000415,None,1121.7782968000975,None,1121.7782968000975,None,f,1121.7782968000975,None,1122.677934700041,None,0.8781554999295622,,,,,,,VP2,2022_Mar_07_1302,rdk-discrimination,2021.2.3,59.998980037511906,
left,left,,,,,1,42,122,10,0.012482360005378723,1.0124823600053787,1124.1744791000383,None,1124.2766530000372,None,1125.2756780000636,None,1128.6790527000558,None,1128.6790527000558,None,f,1128.6790527000558,None,1129.5106251999969,None,0.8119433999527246,,,,,,,VP2,2022_Mar_07_1302,rdk-discrimination,2021.2.3,59.998980037511906,
left,left,,,,,1,43,123,3,0.012600659974850714,1.0126006599748507,1131.0042458000826,None,1131.808674900094,None,1132.8087243000045,None,1136.8098732000217,None,1136.8098732000217,None,f,1136.8098732000217,None,1137.6618040000321,None,0.8283114000223577,,,,,,,VP2,2022_Mar_07_1302,rdk-discrimination,2021.2.3,59.998980037511906,
right,right,,,,,1,44,124,16,0.012792960042133927,1.012792960042134,1139.1541464000475,None,1140.3587747000856,None,1141.3588452000404,None,1146.3605595000554,None,1146.3605595000554,None,f,1146.3605595000554,None,1147.5545328001026,None,1.160477300058119,,,,,,,VP2,2022_Mar_07_1302,rdk-discrimination,2021.2.3,59.998980037511906,
none,left,,,,,1,45,125,41,0.012872860068455338,1.0128728600684553,1149.0387418000028,None,1150.2427580000367,None,1151.2422481999965,None,1154.6434934000717,None,1154.6434934000717,None,f,1154.6434934000717,None,1155.4897204000736,None,0.8180900999577716,,,,,,,VP2,2022_Mar_07_1302,rdk-discrimination,2021.2.3,59.998980037511906,
left,left,,,,,1,46,126,13,0.012682660017162561,1.0126826600171626,1156.9708869000897,None,1157.32520140009,None,1158.3251915000146,None,1163.326311700046,None,1163.326311700046,None,f,1163.326311700046,None,1164.1264691000106,None,0.7826518999645486,,,,,,,VP2,2022_Mar_07_1302,rdk-discrimination,2021.2.3,59.998980037511906,
none,left,,,,,1,47,127,42,0.012740959879010916,1.012740959879011,1165.6206937000388,None,1166.4253900001058,None,1167.4255902000004,None,1171.9273029000033,None,1171.9273029000033,None,f,1171.9273029000033,None,1172.9278317000717,None,0.9818458999507129,,,,,,,VP2,2022_Mar_07_1302,rdk-discrimination,2021.2.3,59.998980037511906,
right,left,,,,,1,48,128,39,0.012266759993508458,1.0122667599935085,1174.4228054000996,None,1175.6251051001018,None,1176.6254568001023,None,1180.626336800051,None,1180.626336800051,None,f,1180.626336800051,None,1181.660744199995,None,1.0157129999715835,,,,,,,VP2,2022_Mar_07_1302,rdk-discrimination,2021.2.3,59.998980037511906,
none,right,,,,,1,49,129,74,0.012724059983156621,1.0127240599831566,1183.1543976000976,None,1183.2587678000564,None,1184.2584137000376,None,1189.2594721000642,None,1189.2594721000642,None,j,1189.2594721000642,None,1190.2772670000559,None,0.9949939999496564,,,,,,,VP2,2022_Mar_07_1302,rdk-discrimination,2021.2.3,59.998980037511906,
none,right,,,,,1,50,130,68,0.012950059957802296,1.0129500599578023,1191.7704652000684,None,1191.8751016000751,None,1192.8752009000164,None,1196.2768316000002,None,1196.2768316000002,None,j,1196.2768316000002,None,1197.3274091000203,None,1.0347373000113294,,,,,,,VP2,2022_Mar_07_1302,rdk-discrimination,2021.2.3,59.998980037511906,
left,left,,,,,1,51,131,15,0.012739859870634973,1.012739859870635,1198.8204819000093,None,1198.9248735000147,None,1199.9248806000687,None,1203.326877100044,None,1203.326877100044,None,f,1203.326877100044,None,1204.2108001000015,None,0.8625502000795677,,,,,,,VP2,2022_Mar_07_1302,rdk-discrimination,2021.2.3,59.998980037511906,
left,left,,,,,1,52,132,12,0.012704059947282076,1.012704059947282,1205.7056747000897,None,1206.0581453000195,None,1207.058193600038,None,1211.5600142000476,None,1211.5600142000476,None,f,1211.5600142000476,None,1212.6949090000708,None,1.1165929000126198,,,,,,,VP2,2022_Mar_07_1302,rdk-discrimination,2021.2.3,59.998980037511906,
none,right,,,,,1,53,133,70,0.012764760060235858,1.0127647600602359,1214.1893651999999,None,1214.9914570000255,None,1215.9915269000921,None,1220.992736699991,None,1220.992736699991,None,j,1220.992736699991,None,1222.1108302000212,None,1.0965244000544772,,,,,,,VP2,2022_Mar_07_1302,rdk-discrimination,2021.2.3,59.998980037511906,
right,right,,,,,1,54,134,31,0.012887659948319197,1.0128876599483192,1223.6060935000423,None,1223.9582664000336,None,1224.957984100096,None,1229.959086399991,None,1229.959086399991,None,j,1229.959086399991,None,1230.859271800029,None,0.8814312000758946,,,,,,,VP2,2022_Mar_07_1302,rdk-discrimination,2021.2.3,59.998980037511906,
none,left,,,,,1,55,135,53,0.012695159879513085,1.012695159879513,1232.355092800106,None,1232.457927600015,None,1233.4578603000846,None,1237.459584300057,None,1237.459584300057,None,f,1237.459584300057,None,1238.592973700026,None,1.1024763999739662,,,,,,,VP2,2022_Mar_07_1302,rdk-discrimination,2021.2.3,59.998980037511906,
right,right,,,,,1,56,136,30,0.012731460039503872,1.0127314600395039,1240.0894383999985,None,1241.291168200085,None,1242.2913249999983,None,1246.792314600083,None,1246.792314600083,None,f,1246.792314600083,None,1247.8194912000326,None,0.9979325999738649,,,,,,,VP2,2022_Mar_07_1302,rdk-discrimination,2021.2.3,59.998980037511906,
none,left,,,,,1,57,137,45,0.01268586004152894,1.012685860041529,1249.3055865000933,None,1249.6590041000163,None,1250.658221199992,None,1255.6595436000498,None,1255.6595436000498,None,f,1255.6595436000498,None,1256.5859712000238,None,0.8999222000129521,,,,,,,VP2,2022_Mar_07_1302,rdk-discrimination,2021.2.3,59.998980037511906,
right,right,,,,,1,58,138,24,0.012333759921602905,1.012333759921603,1258.0697898000944,None,1258.8766659999965,None,1259.8745696000988,None,1264.3770400000503,None,1264.3770400000503,None,f,1264.3770400000503,None,1265.3525445000269,None,0.9430547000374645,,,,,,,VP2,2022_Mar_07_1302,rdk-discrimination,2021.2.3,59.998980037511906,
none,left,,,,,1,59,139,57,0.01260275999084115,1.0126027599908412,1266.8389684000285,None,1268.041616100003,None,1269.0411365000764,None,1273.0420868000947,None,1273.0420868000947,None,f,1273.0420868000947,None,1274.0902723000618,None,1.0134858000092208,,,,,,,VP2,2022_Mar_07_1302,rdk-discrimination,2021.2.3,59.998980037511906,
left,left,,,,,1,60,140,6,0.012446459964849055,1.012446459964849,1275.5705783000449,None,1275.9245127000613,None,1276.9243774000788,None,1281.9265750000486,None,1281.9265750000486,None,f,1281.9265750000486,None,1282.725695900037,None,0.7771568999160081,,,,,,,VP2,2022_Mar_07_1302,rdk-discrimination,2021.2.3,59.998980037511906,
right,right,,,,,1,61,141,17,0.012689160066656768,1.0126891600666568,1284.2192280000309,None,1285.0242070000386,None,1286.0242954000132,None,1290.5258076000027,None,1290.5258076000027,None,j,1290.5258076000027,None,1291.6945663000224,None,1.1509258000878617,,,,,,,VP2,2022_Mar_07_1302,rdk-discrimination,2021.2.3,59.998980037511906,
none,left,,,,,1,62,142,49,0.012677659979090095,1.01267765997909,1293.18703130004,None,1294.3907058000332,None,1295.3909035000252,None,1299.3927547000349,None,1299.3927547000349,None,f,1299.3927547000349,None,1300.1411824000534,None,0.718548999982886,,,,,,,VP2,2022_Mar_07_1302,rdk-discrimination,2021.2.3,59.998980037511906,
none,right,,,,,1,63,143,79,0.012429559952579439,1.0124295599525794,1301.619856000063,None,1302.4242779000197,None,1303.4241663001012,None,1306.8258514000336,None,1306.8258514000336,None,j,1306.8258514000336,None,1307.7284371000715,None,0.8788243000162765,,,,,,,VP2,2022_Mar_07_1302,rdk-discrimination,2021.2.3,59.998980037511906,
none,right,,,,,1,64,144,64,0.012520460062660277,1.0125204600626603,1309.2199548000935,None,1310.424135700101,None,1311.4241864000214,None,1315.425500000012,None,1315.425500000012,None,f,1315.425500000012,None,1316.268683900009,None,0.8015828999923542,,,,,,,VP2,2022_Mar_07_1302,rdk-discrimination,2021.2.3,59.998980037511906,
left,left,,,,,1,65,145,14,0.012661059969104826,1.0126610599691048,1317.7531226000283,None,1318.1106367000611,None,1319.107243000064,None,1323.6089646000182,None,1323.6089646000182,None,f,1323.6089646000182,None,1324.4369707000442,None,0.8000151000451297,,,,,,,VP2,2022_Mar_07_1302,rdk-discrimination,2021.2.3,59.998980037511906,
none,left,,,,,1,66,146,46,0.012765160063281655,1.0127651600632817,1325.9189871000126,None,1327.1240063000005,None,1328.124164100038,None,1332.625485900091,None,1332.625485900091,None,j,1332.625485900091,None,1333.7891916000517,None,1.128664099960588,,,,,,,VP2,2022_Mar_07_1302,rdk-discrimination,2021.2.3,59.998980037511906,
right,right,,,,,1,67,147,21,0.012608059914782643,1.0126080599147826,1335.269282000023,None,1335.3764383000089,None,1336.3737007000018,None,1339.7764321001014,None,1339.7764321001014,None,j,1339.7764321001014,None,1340.7887719999999,None,0.9760773000307381,,,,,,,VP2,2022_Mar_07_1302,rdk-discrimination,2021.2.3,59.998980037511906,
right,left,,,,,1,68,148,36,0.012778160045854747,1.0127781600458547,1342.2714971000096,None,1343.4756103000836,None,1344.474034700077,None,1347.876172700082,None,1347.876172700082,None,f,1347.876172700082,None,1348.7106363000348,None,0.8096464000409469,,,,,,,VP2,2022_Mar_07_1302,rdk-discrimination,2021.2.3,59.998980037511906,
none,right,,,,,1,69,149,61,0.012058760039508343,1.0120587600395083,1350.2037203999935,None,1350.3069993000245,None,1351.3069683000213,None,1355.3084508000175,None,1355.3084508000175,None,f,1355.3084508000175,None,1356.1360091000097,None,0.7887442000210285,,,,,,,VP2,2022_Mar_07_1302,rdk-discrimination,2021.2.3,59.998980037511906,
left,left,,,,,1,70,150,4,0.012533959932625294,1.0125339599326253,1357.6189775000094,None,1357.9736404001014,None,1358.973740400048,None,1363.9752593000885,None,1363.9752593000885,None,f,1363.9752593000885,None,1364.80672220001,None,0.7931982999434695,,,,,,,VP2,2022_Mar_07_1302,rdk-discrimination,2021.2.3,59.998980037511906,
right,left,,,,,1,71,151,38,0.01270066003780812,1.0127006600378081,1366.2863365000812,None,1367.0901469000382,None,1368.0902085000416,None,1372.0914265000029,None,1372.0914265000029,None,j,1372.0914265000029,None,1373.3358718000818,None,1.2118442000355572,,,,,,,VP2,2022_Mar_07_1302,rdk-discrimination,2021.2.3,59.998980037511906,
none,left,,,,,1,72,152,58,0.012659459956921637,1.0126594599569216,1374.8213576000417,None,1375.173792900052,None,1376.1733812000602,None,1380.1757293000119,None,1380.1757293000119,None,f,1380.1757293000119,None,1381.171342800022,None,0.9587712999200448,,,,,,,VP2,2022_Mar_07_1302,rdk-discrimination,2021.2.3,59.998980037511906,
right,right,,,,,1,73,153,20,0.012635859893634915,1.012635859893635,1382.6522567000939,None,1383.4589130000677,None,1384.4569629000034,None,1388.9600251000375,None,1388.9600251000375,None,j,1388.9600251000375,None,1390.0102926000254,None,1.0327809000154957,,,,,,,VP2,2022_Mar_07_1302,rdk-discrimination,2021.2.3,59.998980037511906,
none,left,,,,,1,74,154,40,0.012646160088479519,1.0126461600884795,1391.507566000102,None,1391.606673500035,None,1392.6067005000077,None,1396.6083308000816,None,1396.6083308000816,None,f,1396.6083308000816,None,1397.473210700089,None,0.8346907000523061,,,,,,,VP2,2022_Mar_07_1302,rdk-discrimination,2021.2.3,59.998980037511906,
none,right,,,,,1,75,155,65,0.01282366004306823,1.0128236600430682,1398.9525001000147,None,1399.7567261999939,None,1400.7567212000722,None,1404.7599232000066,None,1404.7599232000066,None,j,1404.7599232000066,None,1405.7775051000062,None,0.9950299999909475,,,,,,,VP2,2022_Mar_07_1302,rdk-discrimination,2021.2.3,59.998980037511906,
left,right,,,,,1,76,156,33,0.012505860067903996,1.012505860067904,1407.2709813000401,None,1407.6236902000383,None,1408.6231851000339,None,1413.1248006999958,None,1413.1248006999958,None,f,1413.1248006999958,None,1414.250201500021,None,1.09357310004998,,,,,,,VP2,2022_Mar_07_1302,rdk-discrimination,2021.2.3,59.998980037511906,
left,left,,,,,1,77,157,8,0.012866159901022911,1.012866159901023,1415.7362794000655,None,1416.54264530004,None,1417.540180800017,None,1422.0486683000345,None,1422.0486683000345,None,f,1422.0486683000345,None,1422.8735184000107,None,0.7934713000431657,,,,,,,VP2,2022_Mar_07_1302,rdk-discrimination,2021.2.3,59.998980037511906,
none,left,,,,,1,78,158,50,0.012354059959761798,1.0123540599597618,1424.3525688000955,None,1424.4571005000034,None,1425.4563726000488,None,1429.9582294001011,None,1429.9582294001011,None,f,1429.9582294001011,None,1430.9234855000395,None,0.943966899998486,,,,,,,VP2,2022_Mar_07_1302,rdk-discrimination,2021.2.3,59.998980037511906,
none,right,,,,,1,79,159,66,0.012960860040038824,1.0129608600400388,1432.4028943000594,None,1433.206633200054,None,1434.2063805999933,None,1438.2081931000575,None,1438.2081931000575,None,j,1438.2081931000575,None,1439.0063875000924,None,0.7788621999789029,,,,,,,VP2,2022_Mar_07_1302,rdk-discrimination,2021.2.3,59.998980037511906,
