ID,condition,correct,RT
024,congruent,Y,0.566
024,incongruent,Y,0.885
024,incongruent,Y,0.806
024,incongruent,Y,0.845
024,congruent,Y,0.628
024,neutral,Y,0.765
024,neutral,Y,0.726
024,incongruent,Y,0.723
024,incongruent,Y,0.712
024,congruent,Y,0.751
024,neutral,Y,0.795
024,incongruent,N,1.035
024,congruent,Y,0.594
024,congruent,N,0.56
024,neutral,Y,0.845
024,congruent,Y,0.823
024,neutral,Y,0.672
024,congruent,Y,1.009
024,congruent,Y,0.608
024,neutral,Y,0.632
024,congruent,Y,0.678
024,neutral,Y,0.744
024,neutral,Y,0.623
024,neutral,Y,0.97
024,incongruent,Y,0.821
024,neutral,Y,0.795
024,incongruent,Y,0.777
024,neutral,Y,0.841
024,congruent,N,0
024,congruent,N,0
024,congruent,Y,0.735
024,incongruent,N,0.686
024,congruent,Y,0.716
024,incongruent,Y,0.873
024,incongruent,Y,0.997
024,neutral,Y,1.076
024,incongruent,Y,0.575
024,neutral,Y,0.686
024,neutral,Y,0.617
024,neutral,Y,0.797
024,neutral,Y,0.903
024,incongruent,Y,0.803
024,congruent,Y,0.712
024,congruent,Y,0.773
024,incongruent,Y,1.009
024,congruent,Y,0.808
024,neutral,N,0
024,congruent,Y,0.807
024,congruent,N,0
024,neutral,Y,0.934
024,incongruent,Y,0.936
024,congruent,Y,0.56
025,congruent,Y,0.877
025,neutral,Y,0.501
025,congruent,Y,0.448
025,congruent,Y,0.634
025,congruent,Y,0.755
025,incongruent,Y,0.552
025,congruent,Y,0.611
025,incongruent,Y,1.039
025,neutral,Y,0.908
025,neutral,Y,0.642
025,neutral,Y,0.598
025,neutral,Y,0.817
025,congruent,Y,0.851
025,congruent,Y,0.618
025,neutral,Y,0.624
025,neutral,Y,0.821
025,congruent,Y,0.702
025,neutral,Y,0.691
025,incongruent,Y,0.624
025,neutral,Y,0.608
025,incongruent,Y,0.617
025,congruent,N,0.661
025,neutral,Y,0.718
025,neutral,Y,0.999
025,neutral,Y,0.647
025,congruent,Y,0.596
025,congruent,Y,0.71
025,incongruent,Y,0.652
025,congruent,Y,0.662
025,congruent,Y,0.61
025,incongruent,Y,0.572
025,neutral,Y,0.648
025,congruent,Y,0.605
025,incongruent,Y,0.806
025,incongruent,Y,0.56
025,congruent,Y,0.629
025,incongruent,Y,0.563
025,congruent,Y,0.683
025,neutral,Y,0.585
025,incongruent,Y,0.809
025,incongruent,Y,0.605
025,incongruent,Y,0.846
025,congruent,Y,0.684
025,neutral,Y,0.688
025,incongruent,N,0.737
025,congruent,Y,0.977
025,congruent,Y,0.786
025,incongruent,Y,1.088
025,neutral,Y,1.232
025,congruent,Y,0.832
025,congruent,Y,0.703
025,congruent,Y,0.82
025,neutral,Y,0.759
025,congruent,Y,0.633
025,congruent,Y,0.639
025,neutral,Y,0.62
025,incongruent,Y,0.608
025,congruent,Y,0.534
025,incongruent,Y,0.719
025,congruent,N,0.488
025,congruent,Y,0.714
025,neutral,Y,0.755
025,incongruent,Y,0.748
025,incongruent,Y,1.105
025,neutral,N,0.925
025,neutral,Y,0.802
025,congruent,Y,0.671
025,congruent,Y,0.862
025,neutral,Y,0.858
025,neutral,Y,0.817
025,neutral,Y,0.636
025,neutral,Y,0.587
025,incongruent,Y,0.654
025,incongruent,Y,0.731
025,incongruent,Y,0.82
025,incongruent,Y,0.56
025,congruent,Y,0.763
025,neutral,Y,0.655
025,congruent,Y,0.869
025,neutral,Y,0.687
025,incongruent,Y,0.916
025,neutral,Y,0.628
025,neutral,Y,0.712
025,incongruent,Y,0.96
025,neutral,Y,0.818
025,congruent,Y,0.65
025,incongruent,Y,0.644
025,congruent,Y,0.675
025,incongruent,Y,1.163
025,congruent,Y,0.926
025,congruent,Y,0.632
025,incongruent,Y,0.758
025,neutral,Y,0.722
025,incongruent,Y,0.965
025,neutral,N,0.807
025,incongruent,Y,1.111
025,incongruent,Y,0.834
025,neutral,Y,0.67
025,neutral,Y,0.792
025,neutral,Y,0.632
025,congruent,Y,0.675
025,neutral,Y,0.883
025,incongruent,Y,0.685
025,congruent,Y,0.651
025,incongruent,Y,0.713
025,neutral,Y,0.682
025,incongruent,Y,1.158
025,neutral,Y,0.649
025,congruent,Y,0.858
025,congruent,Y,0.872
025,congruent,Y,0.891
025,congruent,Y,0.764
025,neutral,Y,0.713
025,incongruent,Y,0.982
025,neutral,Y,0.771
025,neutral,Y,0.65
025,congruent,Y,0.703
025,incongruent,Y,0.977
025,neutral,Y,0.809
026,congruent,Y,0.898
026,incongruent,N,0.664
026,incongruent,Y,1.07
026,neutral,Y,0.701
026,congruent,Y,0.687
026,neutral,Y,0.756
026,neutral,Y,0.721
026,neutral,Y,0.728
026,congruent,Y,0.734
026,neutral,Y,0.808
026,incongruent,N,0.772
026,incongruent,Y,0.852
026,neutral,Y,0.748
026,neutral,Y,0.702
026,incongruent,Y,0.921
026,neutral,Y,0.728
026,incongruent,Y,1.154
026,incongruent,Y,0.937
026,neutral,Y,0.886
026,incongruent,Y,1.063
026,neutral,Y,0.862
026,congruent,Y,0.713
026,incongruent,Y,1.266
026,congruent,Y,0.798
026,incongruent,Y,0.807
026,neutral,Y,0.751
026,congruent,Y,0.67
026,incongruent,Y,0.904
026,incongruent,Y,0.69
026,incongruent,Y,0.722
026,incongruent,Y,0.986
026,incongruent,Y,1.06
026,neutral,Y,0.77
026,congruent,Y,0.724
026,neutral,Y,0.766
026,neutral,Y,0.654
026,congruent,Y,0.818
026,congruent,Y,0.637
026,neutral,Y,0.769
026,congruent,Y,0.932
026,neutral,Y,1.057
026,neutral,Y,0.887
026,congruent,Y,0.731
026,neutral,Y,0.768
026,neutral,Y,0.718
026,congruent,Y,0.657
026,incongruent,N,0.899
026,incongruent,Y,0.982
026,congruent,Y,0.804
026,neutral,Y,0.793
026,neutral,Y,0.747
026,congruent,Y,0.968
026,congruent,Y,0.665
026,congruent,Y,0.639
026,incongruent,N,0.648
026,congruent,Y,0.842
026,neutral,Y,0.816
026,congruent,Y,0.758
026,incongruent,Y,1.024
026,neutral,Y,0.708
026,neutral,Y,0.799
026,congruent,Y,0.847
026,congruent,Y,0.726
026,neutral,Y,0.749
026,congruent,Y,0.84
026,incongruent,Y,0.911
026,neutral,Y,0.957
026,congruent,Y,0.871
026,neutral,Y,1.119
026,congruent,Y,0.825
026,congruent,Y,0.75
026,incongruent,Y,0.857
026,neutral,Y,0.795
026,congruent,Y,0.741
026,congruent,Y,0.876
026,neutral,Y,0.766
026,incongruent,Y,0.803
026,incongruent,Y,1.049
026,neutral,Y,0.89
026,incongruent,N,1.069
026,congruent,Y,0.812
026,incongruent,N,0.697
026,congruent,Y,0.801
026,neutral,Y,0.858
026,neutral,Y,1.164
026,incongruent,Y,1.065
026,incongruent,Y,0.999
026,incongruent,Y,1.028
026,incongruent,Y,0.87
026,incongruent,Y,1.417
026,neutral,Y,1.173
026,congruent,Y,1.139
026,neutral,Y,0.8
026,congruent,Y,0.748
026,neutral,Y,0.818
026,neutral,Y,1.422
026,neutral,Y,0.753
026,incongruent,Y,1.152
026,congruent,Y,1.038
026,congruent,Y,0.862
026,incongruent,Y,0.985
026,congruent,Y,0.663
026,incongruent,Y,0.791
026,neutral,Y,1.227
026,incongruent,Y,1.013
026,neutral,Y,1.341
026,neutral,Y,0.923
026,neutral,Y,1.074
026,congruent,Y,0.866
026,congruent,Y,0.707
026,incongruent,Y,0.905
026,neutral,Y,1.188
026,incongruent,Y,0.896
026,congruent,Y,0.825
026,congruent,Y,0.736
026,congruent,Y,0.983
026,congruent,N,0.984
026,congruent,Y,0.755
026,congruent,Y,0.559
027,congruent,Y,0.562
027,congruent,Y,0.731
027,incongruent,Y,0.917
027,congruent,Y,0.887
027,neutral,Y,0.684
027,congruent,Y,0.618
027,incongruent,Y,0.724
027,congruent,Y,0.621
027,neutral,Y,0.63
027,congruent,Y,0.576
027,neutral,Y,0.58
027,incongruent,Y,0.687
027,incongruent,Y,0.711
027,neutral,Y,0.657
027,neutral,Y,0.793
027,incongruent,Y,0.745
027,neutral,Y,0.719
027,incongruent,Y,0.821
027,congruent,Y,0.695
027,congruent,Y,0.73
027,neutral,Y,0.652
027,incongruent,Y,0.703
027,incongruent,Y,0.936
027,incongruent,Y,0.693
027,incongruent,Y,0.562
027,congruent,Y,0.591
027,neutral,Y,0.77
027,congruent,Y,0.678
027,congruent,Y,0.771
027,incongruent,Y,0.78
027,neutral,Y,0.978
027,congruent,Y,0.675
027,neutral,Y,0.786
027,incongruent,N,0.913
027,incongruent,Y,1.229
027,neutral,Y,0.801
027,incongruent,Y,0.868
027,neutral,Y,0.961
027,neutral,Y,0.915
027,neutral,Y,0.581
027,congruent,Y,0.76
027,congruent,Y,0.64
027,congruent,Y,0.726
027,neutral,Y,0.695
027,neutral,Y,0.718
027,neutral,Y,0.889
027,neutral,Y,0.819
027,neutral,Y,0.636
027,congruent,Y,0.712
027,incongruent,Y,0.739
027,congruent,Y,0.85
027,congruent,Y,0.722
027,congruent,Y,0.558
027,incongruent,Y,0.696
027,congruent,Y,0.738
027,incongruent,Y,0.723
027,incongruent,Y,0.815
027,neutral,Y,0.713
027,congruent,Y,0.792
027,congruent,Y,0.766
027,congruent,Y,0.807
027,incongruent,Y,1.131
027,congruent,Y,0.719
027,neutral,Y,0.965
027,incongruent,Y,0.884
027,congruent,Y,1.052
027,neutral,Y,0.989
027,incongruent,Y,1.095
027,neutral,Y,0.846
027,congruent,Y,0.704
027,neutral,Y,0.69
027,congruent,Y,0.849
027,neutral,Y,0.646
027,neutral,Y,0.723
027,congruent,Y,0.647
027,neutral,Y,0.813
027,neutral,Y,0.929
027,neutral,Y,0.848
027,congruent,Y,0.793
027,neutral,Y,0.602
027,incongruent,Y,0.842
027,neutral,Y,0.651
027,incongruent,Y,0.975
027,congruent,Y,0.903
027,incongruent,Y,1.269
027,neutral,Y,0.646
027,congruent,Y,0.832
027,neutral,Y,1.092
027,neutral,Y,0.738
027,incongruent,Y,0.785
027,incongruent,Y,0.689
027,incongruent,N,0
027,incongruent,Y,0.66
027,incongruent,Y,0.894
027,congruent,Y,0.713
027,neutral,Y,0.784
027,incongruent,N,0.94
027,neutral,Y,0.729
027,congruent,Y,0.866
027,congruent,Y,0.787
027,neutral,Y,0.771
027,congruent,Y,0.817
027,incongruent,Y,1.063
027,neutral,Y,0.799
027,congruent,Y,0.94
027,incongruent,N,0.719
027,neutral,Y,0.792
027,incongruent,Y,0.699
027,congruent,Y,0.598
027,neutral,Y,0.772
027,incongruent,N,1.079
027,incongruent,Y,0.807
027,congruent,Y,1.065
027,congruent,Y,0.841
027,congruent,Y,0.788
027,neutral,Y,0.785
027,incongruent,Y,1.086
027,neutral,Y,1.33
027,congruent,Y,0.795
028,incongruent,Y,0.868
028,neutral,Y,0.796
028,incongruent,Y,1.104
028,neutral,N,0.729
028,neutral,Y,0.524
028,congruent,Y,0.9
028,congruent,Y,0.669
028,neutral,Y,0.881
028,congruent,Y,0.759
028,incongruent,Y,0.83
028,neutral,Y,0.723
028,incongruent,Y,0.984
028,neutral,Y,0.8
028,incongruent,N,0.974
028,congruent,Y,0.907
028,incongruent,Y,0.697
028,neutral,Y,0.652
028,incongruent,Y,0.639
028,incongruent,Y,0.721
028,congruent,Y,0.751
028,incongruent,Y,1.049
028,neutral,Y,1.281
028,congruent,Y,0.817
028,neutral,Y,0.934
028,congruent,Y,1.387
028,congruent,Y,0.706
028,incongruent,Y,0.924
028,neutral,Y,0.778
028,neutral,Y,0.898
028,congruent,Y,0.626
028,congruent,Y,1.01
028,congruent,Y,0.821
028,congruent,Y,0.592
028,incongruent,Y,0.636
028,incongruent,Y,0.865
028,incongruent,Y,0.552
028,incongruent,Y,0.821
028,neutral,Y,0.772
028,congruent,Y,1.09
028,neutral,N,0.806
028,neutral,Y,0.814
028,incongruent,Y,1.057
028,congruent,N,0.931
028,neutral,Y,0.813
028,incongruent,Y,0.926
028,neutral,Y,0.815
028,neutral,Y,0.924
028,neutral,Y,1.285
028,congruent,Y,0.987
028,neutral,Y,0.831
028,congruent,Y,0.785
028,incongruent,Y,1.05
028,congruent,Y,1.434
028,neutral,Y,0.881
028,neutral,Y,1.035
028,congruent,Y,0.771
028,incongruent,Y,1.006
028,congruent,Y,0.798
028,congruent,Y,0.944
028,neutral,Y,0.933
028,incongruent,N,0.925
028,congruent,Y,0.681
028,incongruent,Y,1.119
028,neutral,Y,1.03
028,congruent,Y,0.899
028,congruent,Y,0.893
028,incongruent,Y,1.216
028,congruent,Y,0.865
028,congruent,Y,0.747
028,congruent,Y,1.01
028,neutral,Y,0.952
028,incongruent,Y,1.158
028,congruent,Y,0.847
028,incongruent,Y,1.249
028,neutral,Y,1.249
028,incongruent,Y,1.248
028,neutral,Y,0.972
028,neutral,Y,0.663
028,incongruent,Y,1.169
028,congruent,Y,1.093
028,neutral,Y,1.02
028,congruent,Y,0.867
028,incongruent,Y,1.326
028,congruent,Y,0.908
028,neutral,Y,1.145
028,congruent,Y,0.734
028,incongruent,N,1.732
028,incongruent,Y,1.116
028,neutral,Y,0.832
028,neutral,Y,0.811
028,neutral,Y,1.306
028,neutral,Y,1.092
028,congruent,Y,1.016
028,incongruent,Y,1.047
028,congruent,N,0
028,neutral,Y,0.959
028,neutral,Y,1.071
028,neutral,N,1.007
028,neutral,Y,1.049
028,congruent,Y,1.028
028,incongruent,Y,1.415
028,incongruent,N,1.006
028,neutral,N,1.742
028,neutral,Y,1.126
028,congruent,Y,1.102
028,congruent,Y,1.146
028,neutral,Y,1.007
028,incongruent,Y,1.311
028,incongruent,Y,0.76
028,incongruent,Y,1.377
028,neutral,Y,1.071
028,congruent,Y,0.82
028,incongruent,Y,0.891
028,congruent,Y,0.88
028,congruent,Y,0.834
028,congruent,Y,1.326
028,neutral,Y,1.242
028,incongruent,Y,1.256
028,congruent,Y,1.131
