ID,condition,correct,RT
015,congruent,Y,0.931
015,congruent,Y,0.598
015,incongruent,Y,0.687
015,incongruent,Y,0.664
015,neutral,Y,0.603
015,neutral,Y,0.604
015,incongruent,Y,0.701
015,neutral,Y,0.595
015,congruent,Y,0.671
015,congruent,Y,0.64
015,congruent,Y,0.674
015,neutral,Y,0.718
015,neutral,Y,0.734
015,congruent,Y,0.553
015,incongruent,N,0.949
015,congruent,Y,0.646
015,congruent,Y,0.772
015,neutral,Y,0.644
015,neutral,Y,0.58
015,neutral,Y,0.717
015,congruent,Y,0.653
015,congruent,Y,0.586
015,neutral,Y,0.574
015,neutral,Y,0.751
015,incongruent,Y,0.607
015,incongruent,Y,0.744
015,incongruent,Y,0.761
015,congruent,Y,0.679
015,congruent,Y,0.634
015,incongruent,Y,0.803
015,congruent,Y,0.687
015,congruent,Y,0.651
015,neutral,Y,0.612
015,incongruent,Y,0.814
015,incongruent,Y,0.581
015,neutral,Y,0.597
015,neutral,Y,0.82
015,congruent,Y,0.654
015,neutral,Y,0.636
015,congruent,Y,0.627
016,neutral,Y,1.019
016,incongruent,Y,1.133
016,incongruent,Y,0.675
016,congruent,Y,0.743
016,congruent,Y,0.709
016,neutral,Y,0.693
016,incongruent,Y,0.998
016,congruent,Y,1.025
016,congruent,Y,0.668
016,incongruent,Y,1.093
016,incongruent,N,0.883
016,neutral,Y,1.03
016,congruent,Y,0.636
016,neutral,Y,0.545
016,congruent,Y,0.638
016,congruent,Y,0.739
016,congruent,Y,0.716
016,congruent,Y,0.647
016,congruent,Y,0.806
016,congruent,Y,0.799
016,neutral,Y,0.901
016,neutral,Y,0.795
016,neutral,Y,0.836
016,incongruent,Y,0.723
016,neutral,Y,0.649
016,congruent,N,0.711
016,neutral,Y,0.716
016,incongruent,Y,1.127
016,neutral,Y,0.786
016,congruent,Y,0.758
016,congruent,Y,0.793
016,congruent,Y,0.67
016,congruent,Y,0.834
016,neutral,Y,0.624
016,incongruent,Y,0.904
016,neutral,Y,0.821
016,neutral,N,0.654
016,congruent,Y,0.855
016,neutral,Y,0.714
016,incongruent,Y,0.866
016,neutral,Y,0.834
016,congruent,Y,0.726
016,neutral,Y,0.801
016,incongruent,Y,0.939
016,neutral,Y,0.842
016,congruent,Y,0.751
016,neutral,Y,0.897
016,congruent,Y,0.619
016,congruent,Y,0.698
016,incongruent,Y,1.157
016,incongruent,Y,0.997
016,neutral,Y,0.658
016,congruent,Y,1.056
016,incongruent,Y,0.829
016,neutral,Y,0.762
016,congruent,Y,0.686
016,congruent,Y,0.618
016,neutral,Y,1.036
016,incongruent,Y,0.905
016,neutral,Y,0.823
016,neutral,Y,0.879
016,congruent,Y,0.675
016,incongruent,Y,0.894
016,congruent,Y,0.905
016,neutral,Y,0.776
016,neutral,Y,0.66
016,incongruent,Y,1.134
016,congruent,Y,0.685
016,incongruent,Y,0.924
016,neutral,Y,0.861
016,neutral,Y,0.681
016,neutral,Y,0.785
016,neutral,Y,1.129
016,incongruent,Y,0.67
016,incongruent,N,0.766
016,congruent,Y,0.779
016,neutral,Y,0.896
016,incongruent,Y,0.697
016,neutral,Y,0.549
016,congruent,Y,0.724
016,incongruent,Y,1.041
016,incongruent,Y,0.46
016,neutral,Y,0.546
016,congruent,N,0
016,congruent,N,0
016,incongruent,Y,0.896
016,incongruent,N,0.707
016,incongruent,Y,1.034
016,neutral,N,0
016,congruent,Y,0.647
016,congruent,Y,0.72
016,neutral,Y,0.636
016,incongruent,Y,0.635
016,incongruent,Y,0.804
016,congruent,Y,0.735
016,incongruent,Y,0.906
016,incongruent,N,0
016,neutral,Y,0.704
016,incongruent,N,0.969
016,incongruent,N,0.941
016,incongruent,Y,1.139
016,incongruent,Y,0.998
016,incongruent,Y,0.644
016,neutral,Y,0.8
016,congruent,Y,0.805
016,neutral,Y,0.721
016,neutral,Y,0.565
016,congruent,Y,0.918
016,incongruent,Y,1.033
016,congruent,Y,0.687
016,congruent,Y,0.911
016,neutral,Y,1.095
016,congruent,Y,0.626
016,incongruent,Y,0.683
016,neutral,Y,0.727
016,neutral,Y,0.868
016,congruent,N,0
016,congruent,Y,0.651
016,neutral,Y,0.835
017,congruent,Y,0.558
017,congruent,Y,0.621
017,incongruent,Y,1.038
017,incongruent,N,0.862
017,congruent,Y,0.761
017,neutral,Y,0.873
017,congruent,Y,0.739
017,congruent,Y,0.737
017,congruent,Y,0.525
017,incongruent,Y,0.926
017,neutral,Y,0.808
017,incongruent,N,0
017,incongruent,N,0.966
017,congruent,Y,0.897
017,neutral,Y,0.475
017,neutral,Y,0.802
017,neutral,Y,0.666
017,neutral,Y,0.949
017,incongruent,Y,0.721
017,congruent,Y,0.675
017,neutral,Y,0.844
017,neutral,Y,0.753
017,incongruent,Y,0.787
017,incongruent,Y,0.644
017,congruent,Y,0.775
017,congruent,Y,0.687
017,incongruent,Y,0.766
017,congruent,Y,0.912
017,neutral,Y,0.731
017,congruent,Y,0.658
017,congruent,Y,0.541
017,neutral,Y,0.716
017,neutral,Y,0.688
017,incongruent,Y,0.822
017,incongruent,Y,0.658
017,congruent,Y,0.802
017,neutral,Y,0.834
017,neutral,Y,0.674
017,neutral,Y,0.72
017,congruent,Y,0.78
017,incongruent,Y,0.797
017,congruent,Y,0.731
017,congruent,Y,0.65
017,neutral,Y,0.76
017,neutral,Y,0.787
017,congruent,Y,0.621
017,neutral,Y,0.605
017,incongruent,N,0.805
017,congruent,Y,0.801
017,neutral,Y,0.795
017,incongruent,Y,0.898
017,incongruent,Y,1.027
017,incongruent,Y,0.831
017,incongruent,Y,0.824
017,neutral,Y,0.718
017,incongruent,Y,0.985
017,incongruent,Y,0.939
017,incongruent,Y,0.728
017,incongruent,Y,0.83
017,neutral,Y,0.839
017,congruent,Y,0.667
017,neutral,Y,0.701
017,congruent,Y,0.854
017,congruent,Y,0.673
017,neutral,Y,0.804
017,neutral,Y,0.698
017,neutral,Y,0.664
017,congruent,Y,0.686
017,congruent,Y,0.58
017,congruent,Y,0.599
017,congruent,Y,0.75
017,neutral,Y,0.709
017,congruent,Y,0.653
017,incongruent,Y,0.735
017,neutral,Y,0.656
017,incongruent,Y,0.782
017,congruent,Y,0.691
017,neutral,Y,0.715
017,incongruent,Y,1.246
017,congruent,Y,0.7
017,neutral,Y,0.684
017,incongruent,Y,0.763
017,congruent,Y,0.63
017,incongruent,Y,1.221
017,neutral,Y,0.7
017,incongruent,Y,1.039
017,congruent,Y,0.631
017,neutral,Y,0.761
017,congruent,Y,0.674
017,neutral,Y,0.755
017,incongruent,Y,0.732
017,congruent,Y,0.629
017,neutral,Y,0.754
017,neutral,Y,0.909
017,congruent,Y,0.777
017,neutral,Y,0.799
017,incongruent,Y,0.798
017,neutral,Y,0.704
017,neutral,Y,0.914
017,neutral,Y,0.694
017,neutral,Y,0.723
017,incongruent,Y,1.064
017,incongruent,Y,1.045
017,neutral,Y,0.676
017,neutral,Y,0.603
017,incongruent,Y,0.703
017,incongruent,Y,0.802
017,neutral,Y,0.669
017,congruent,Y,0.72
017,neutral,Y,0.778
017,congruent,Y,0.807
017,congruent,Y,0.611
017,congruent,Y,0.646
017,congruent,Y,0.74
017,incongruent,N,0
017,incongruent,Y,0.734
017,incongruent,Y,0.988
017,congruent,Y,0.599
017,congruent,Y,0.767
018,incongruent,Y,0.453
018,congruent,Y,0.557
018,congruent,Y,0.747
018,neutral,Y,0.714
018,congruent,Y,0.587
018,congruent,Y,0.556
018,congruent,Y,0.639
018,neutral,Y,0.695
018,neutral,Y,0.904
018,neutral,Y,0.588
018,congruent,Y,0.664
018,neutral,Y,0.723
018,neutral,Y,0.467
018,congruent,Y,0.557
018,congruent,N,0.601
018,incongruent,Y,0.688
018,neutral,Y,0.963
018,neutral,Y,0.585
018,neutral,Y,0.597
018,neutral,Y,0.831
018,congruent,Y,0.59
018,incongruent,Y,0.609
018,incongruent,Y,0.569
018,congruent,Y,0.559
018,neutral,Y,0.722
018,incongruent,Y,0.617
018,neutral,Y,0.563
018,congruent,Y,0.642
018,congruent,Y,0.591
018,congruent,Y,0.492
018,neutral,Y,0.591
018,congruent,Y,0.772
018,neutral,Y,0.67
018,incongruent,Y,0.569
018,neutral,Y,0.672
018,neutral,Y,0.745
018,neutral,Y,0.67
018,neutral,Y,0.647
018,incongruent,Y,0.858
018,incongruent,Y,0.675
018,incongruent,Y,0.544
018,congruent,Y,0.696
018,congruent,Y,0.58
018,neutral,Y,0.499
018,congruent,Y,0.761
018,incongruent,Y,0.597
018,incongruent,Y,0.424
018,incongruent,Y,0.813
018,incongruent,Y,0.542
018,congruent,Y,0.552
018,incongruent,Y,0.664
018,neutral,Y,0.648
018,congruent,Y,1.178
018,incongruent,N,0.775
018,neutral,Y,0.725
018,neutral,Y,0.555
018,congruent,Y,0.512
018,congruent,Y,0.406
018,neutral,Y,0.6
018,congruent,Y,0.671
018,incongruent,Y,0.633
018,incongruent,Y,0.607
018,neutral,Y,0.633
018,incongruent,N,0.572
018,incongruent,N,1.001
018,congruent,Y,0.676
018,incongruent,N,0.702
018,neutral,Y,0.633
018,incongruent,Y,0.605
018,neutral,Y,0.444
018,congruent,Y,0.655
018,congruent,Y,0.542
018,incongruent,Y,0.598
018,congruent,Y,0.814
018,neutral,Y,0.622
018,incongruent,Y,1.052
018,neutral,Y,0.685
018,neutral,Y,0.726
018,neutral,Y,0.935
018,neutral,Y,0.631
018,neutral,Y,0.673
018,congruent,Y,0.599
018,incongruent,Y,0.831
018,neutral,Y,0.753
018,congruent,Y,0.608
018,neutral,Y,0.622
018,incongruent,Y,0.677
018,congruent,Y,0.724
018,congruent,Y,0.64
018,congruent,Y,0.696
018,incongruent,Y,0.707
018,congruent,N,0.561
018,incongruent,Y,1.018
018,incongruent,N,0
018,congruent,Y,0.665
018,incongruent,N,0.608
018,incongruent,Y,1.086
018,neutral,Y,0.377
018,neutral,Y,0.516
018,congruent,Y,0.544
018,incongruent,Y,1.007
018,incongruent,Y,0.796
018,incongruent,Y,0.673
018,congruent,Y,0.447
018,congruent,Y,0.66
018,congruent,N,0
018,incongruent,Y,0.902
018,neutral,Y,0.473
018,incongruent,Y,0.875
018,neutral,Y,0.539
018,congruent,Y,0.954
018,incongruent,N,0.766
018,congruent,Y,0.617
018,congruent,Y,0.546
018,congruent,Y,0.56
018,neutral,Y,0.548
018,neutral,Y,0.8
018,neutral,Y,0.698
018,neutral,Y,0.863
019,neutral,N,0.852
019,congruent,Y,0.899
019,incongruent,Y,0.783
019,incongruent,Y,0.74
019,congruent,N,0.836
019,incongruent,Y,0.929
019,neutral,Y,0.928
019,incongruent,Y,0.701
019,congruent,Y,0.895
019,congruent,Y,0.801
019,neutral,Y,0.854
019,congruent,Y,0.883
019,neutral,Y,0.742
019,congruent,Y,0.731
019,incongruent,Y,0.891
019,incongruent,Y,0.781
019,neutral,Y,0.802
019,congruent,Y,1.049
019,congruent,Y,0.645
019,incongruent,Y,0.629
019,incongruent,Y,0.636
019,congruent,Y,0.744
019,incongruent,Y,0.72
019,neutral,Y,0.744
019,neutral,Y,0.732
019,congruent,Y,0.829
019,congruent,Y,0.645
019,congruent,Y,0.585
019,congruent,Y,0.746
019,neutral,Y,0.683
019,neutral,Y,0.584
019,neutral,Y,0.886
019,incongruent,Y,0.85
019,neutral,Y,0.674
019,neutral,Y,0.714
019,neutral,Y,0.86
019,neutral,Y,0.682
019,congruent,Y,0.892
019,incongruent,Y,0.964
019,incongruent,N,0.787
019,congruent,Y,0.633
019,neutral,Y,0.746
019,incongruent,Y,0.763
019,congruent,Y,0.557
019,congruent,Y,0.663
019,congruent,Y,0.637
019,incongruent,Y,0.654
019,neutral,Y,0.664
019,congruent,Y,0.653
019,congruent,Y,0.573
019,incongruent,N,0.802
019,incongruent,N,0
019,congruent,Y,0.715
019,neutral,Y,0.979
019,incongruent,Y,0.773
019,incongruent,Y,1.107
019,incongruent,Y,0.84
019,incongruent,Y,1.049
019,congruent,Y,0.793
019,neutral,Y,0.662
019,incongruent,Y,0.911
019,incongruent,Y,0.723
019,congruent,Y,0.659
019,congruent,Y,0.621
019,neutral,Y,0.64
019,congruent,Y,0.664
019,neutral,Y,0.765
019,neutral,Y,0.629
019,neutral,Y,0.656
019,congruent,Y,0.675
019,incongruent,Y,0.794
019,neutral,Y,0.638
019,neutral,Y,0.575
019,neutral,Y,0.606
019,incongruent,Y,0.745
019,congruent,Y,0.758
019,neutral,Y,0.767
019,neutral,Y,0.693
019,neutral,Y,0.664
019,neutral,Y,1.07
019,congruent,Y,0.644
019,congruent,Y,0.825
019,neutral,Y,0.738
019,incongruent,Y,1.039
019,neutral,Y,0.65
019,neutral,Y,0.629
019,incongruent,Y,0.885
019,congruent,Y,0.982
019,neutral,Y,0.824
019,congruent,Y,0.674
019,congruent,Y,0.848
019,neutral,Y,0.759
019,congruent,Y,0.683
019,congruent,Y,0.645
019,neutral,Y,0.742
019,incongruent,Y,0.716
019,congruent,Y,0.622
019,neutral,Y,0.644
019,neutral,Y,0.744
019,neutral,Y,0.658
019,congruent,Y,0.677
019,neutral,Y,0.601
019,neutral,Y,0.735
019,incongruent,Y,0.642
019,neutral,Y,0.641
019,congruent,Y,0.732
019,incongruent,Y,1.081
019,incongruent,Y,0.63
019,congruent,Y,0.72
019,incongruent,Y,0.775
019,congruent,Y,0.672
019,incongruent,Y,0.696
019,incongruent,Y,0.777
019,congruent,Y,0.708
019,neutral,Y,0.675
019,congruent,Y,0.637
019,incongruent,Y,0.763
019,incongruent,Y,0.845
019,incongruent,Y,0.855
020,neutral,Y,1.093
020,neutral,Y,1.111
020,congruent,Y,0.848
020,congruent,Y,0.722
020,neutral,Y,0.927
020,incongruent,N,0.82
020,congruent,Y,1.215
020,neutral,Y,0.654
020,congruent,Y,0.798
020,neutral,Y,0.795
020,congruent,Y,0.7
020,incongruent,Y,1.033
020,congruent,Y,0.811
020,congruent,Y,0.842
020,incongruent,Y,1
020,congruent,Y,0.851
020,congruent,Y,0.665
020,neutral,N,0.799
020,incongruent,Y,1.188
020,congruent,Y,0.674
020,congruent,Y,0.81
020,incongruent,Y,1.063
020,congruent,Y,0.769
020,incongruent,Y,1.003
020,neutral,Y,0.797
020,neutral,Y,0.918
020,neutral,Y,0.739
020,incongruent,N,0.898
020,neutral,Y,0.777
020,neutral,Y,0.736
020,neutral,Y,1.028
020,congruent,Y,0.755
020,congruent,Y,0.896
020,incongruent,Y,1.097
020,neutral,Y,0.956
020,incongruent,N,0.93
020,congruent,Y,0.802
020,congruent,Y,0.728
020,neutral,Y,0.777
020,congruent,Y,0.809
020,neutral,Y,0.648
020,incongruent,Y,0.839
020,neutral,Y,1.058
020,congruent,Y,0.997
020,congruent,Y,0.88
020,incongruent,Y,0.944
020,incongruent,Y,1.018
020,neutral,Y,0.809
020,incongruent,Y,0.982
020,neutral,N,0.718
020,neutral,Y,0.712
020,congruent,Y,0.778
020,neutral,Y,0.872
020,congruent,Y,0.954
020,incongruent,Y,0.796
020,incongruent,Y,0.965
020,neutral,Y,0.756
020,neutral,Y,0.911
020,neutral,Y,1.031
020,incongruent,Y,0.957
020,incongruent,Y,0.901
020,congruent,Y,0.87
020,incongruent,Y,0.966
020,congruent,Y,0.77
020,neutral,Y,0.649
020,incongruent,N,1.022
020,congruent,Y,0.746
020,neutral,Y,0.774
020,incongruent,Y,0.96
020,neutral,Y,0.723
020,neutral,Y,0.767
020,congruent,Y,0.943
020,congruent,Y,0.719
020,congruent,Y,0.868
020,congruent,Y,0.954
020,congruent,Y,0.765
020,congruent,Y,0.897
020,neutral,Y,0.791
020,neutral,Y,0.895
020,neutral,Y,0.901
020,incongruent,Y,1.021
020,neutral,Y,0.765
020,neutral,Y,0.813
020,incongruent,Y,1.127
020,neutral,Y,0.801
020,incongruent,Y,0.903
020,congruent,Y,0.777
020,incongruent,N,0.85
020,incongruent,Y,0.914
020,neutral,Y,0.993
020,congruent,Y,1.113
020,incongruent,Y,0.891
020,incongruent,Y,0.96
020,incongruent,Y,0.931
020,congruent,Y,0.857
020,neutral,N,0.917
020,congruent,Y,1.165
020,neutral,Y,0.754
020,incongruent,Y,0.911
020,neutral,Y,0.717
020,congruent,Y,0.76
020,congruent,Y,0.917
020,incongruent,N,0.958
020,congruent,Y,0.747
020,congruent,Y,0.738
020,incongruent,Y,0.914
020,neutral,Y,0.755
020,congruent,Y,0.769
020,incongruent,Y,0.949
020,neutral,Y,0.866
020,incongruent,Y,0.942
020,congruent,Y,0.911
020,incongruent,Y,0.963
020,congruent,Y,0.924
020,incongruent,Y,0.933
020,incongruent,Y,0.872
020,neutral,Y,0.997
020,neutral,Y,1.18
020,congruent,Y,0.974
021,congruent,Y,1.229
021,neutral,Y,0.794
021,neutral,Y,0.62
021,neutral,Y,0.632
021,incongruent,Y,0.675
021,neutral,Y,0.719
021,neutral,Y,0.792
021,neutral,Y,0.763
021,neutral,Y,0.695
021,incongruent,Y,0.76
021,incongruent,Y,0.72
021,neutral,Y,0.904
021,incongruent,Y,0.676
021,incongruent,Y,0.767
021,neutral,Y,0.957
021,incongruent,Y,0.692
021,neutral,Y,0.834
021,congruent,Y,0.7
021,congruent,Y,0.624
021,incongruent,Y,0.843
021,congruent,Y,0.639
021,congruent,Y,0.75
021,congruent,Y,0.632
021,congruent,Y,0.721
021,neutral,Y,0.698
021,incongruent,Y,0.692
021,neutral,Y,0.716
021,congruent,Y,0.639
021,incongruent,Y,1.025
021,congruent,Y,0.872
021,incongruent,Y,0.645
021,incongruent,Y,0.751
021,congruent,Y,0.635
021,incongruent,Y,0.842
021,congruent,Y,0.618
021,congruent,Y,0.649
021,congruent,Y,0.659
021,neutral,Y,0.753
021,congruent,Y,0.664
021,congruent,Y,0.77
021,neutral,Y,0.832
021,congruent,Y,0.723
021,incongruent,Y,0.928
021,incongruent,Y,0.88
021,neutral,Y,0.804
021,incongruent,Y,0.94
021,neutral,Y,0.662
021,congruent,Y,0.658
021,neutral,Y,0.642
021,neutral,Y,0.686
021,congruent,Y,0.665
021,congruent,Y,0.622
021,incongruent,Y,0.78
021,neutral,Y,0.766
021,congruent,Y,0.59
021,congruent,Y,0.684
021,neutral,Y,0.728
021,incongruent,Y,0.791
021,incongruent,Y,0.72
021,congruent,Y,0.707
021,incongruent,Y,0.972
021,congruent,Y,0.694
021,incongruent,Y,1.158
021,neutral,Y,0.712
021,neutral,Y,0.704
021,incongruent,Y,0.674
021,congruent,Y,0.673
021,congruent,Y,0.821
021,incongruent,N,0.755
021,congruent,Y,0.82
021,neutral,Y,0.635
021,neutral,Y,0.86
021,neutral,Y,0.697
021,incongruent,Y,0.866
021,incongruent,Y,0.966
021,neutral,Y,0.697
021,incongruent,Y,0.883
021,incongruent,N,1.302
021,neutral,Y,0.769
021,incongruent,Y,0.709
021,congruent,Y,0.873
021,congruent,Y,0.665
021,incongruent,Y,0.742
021,incongruent,Y,0.688
021,incongruent,Y,0.902
021,congruent,Y,0.927
021,congruent,Y,0.805
021,neutral,Y,0.694
021,congruent,Y,1.084
021,congruent,Y,0.788
021,congruent,Y,0.918
021,neutral,Y,0.877
021,neutral,Y,0.956
021,congruent,Y,0.81
021,congruent,Y,0.838
021,neutral,Y,0.825
021,neutral,Y,0.961
021,congruent,Y,0.863
021,congruent,Y,0.721
021,neutral,Y,0.782
021,neutral,Y,0.943
021,congruent,Y,0.719
021,neutral,Y,0.78
021,neutral,Y,0.751
021,congruent,Y,0.594
021,incongruent,Y,1.537
021,incongruent,Y,0.706
021,neutral,Y,0.733
021,incongruent,Y,1.176
021,neutral,Y,0.827
021,congruent,Y,0.576
021,neutral,Y,0.772
021,neutral,Y,0.866
021,neutral,Y,0.737
021,neutral,Y,0.841
021,incongruent,Y,0.925
021,incongruent,Y,1.139
021,incongruent,N,1.277
021,congruent,Y,0.847
022,congruent,N,0.954
022,incongruent,Y,0.73
022,congruent,Y,0.786
022,neutral,Y,0.96
022,congruent,Y,0.649
022,incongruent,Y,1.088
022,neutral,Y,0.89
022,neutral,Y,1.035
022,neutral,Y,0.756
022,neutral,Y,0.632
022,congruent,Y,1.047
022,neutral,Y,0.711
022,neutral,Y,0.837
022,incongruent,N,1.195
022,incongruent,Y,0.909
022,neutral,Y,0.744
022,neutral,Y,0.948
022,congruent,Y,0.62
022,neutral,Y,0.764
022,incongruent,Y,1.03
022,congruent,Y,0.687
022,incongruent,Y,1.088
022,incongruent,Y,0.925
022,congruent,Y,0.721
022,congruent,Y,0.88
022,neutral,Y,0.74
022,neutral,Y,0.847
022,congruent,Y,0.823
022,neutral,Y,0.732
022,neutral,Y,0.87
022,neutral,Y,0.734
022,incongruent,Y,0.751
022,congruent,Y,0.601
022,incongruent,Y,1.238
022,neutral,Y,1.042
022,congruent,Y,0.75
022,congruent,Y,0.641
022,incongruent,N,0.767
022,incongruent,Y,0.836
022,incongruent,N,0
022,incongruent,Y,1.073
022,neutral,Y,0.832
022,incongruent,Y,0.869
022,congruent,Y,0.85
022,neutral,Y,0.916
022,congruent,Y,0.792
022,congruent,Y,0.598
022,congruent,Y,0.746
022,incongruent,Y,0.688
022,congruent,Y,0.766
022,congruent,Y,0.598
022,neutral,Y,0.944
022,incongruent,N,0
022,incongruent,Y,0.792
022,incongruent,Y,1.194
022,neutral,Y,0.951
022,neutral,Y,0.737
022,congruent,N,1.014
022,incongruent,N,1.158
022,neutral,Y,0.833
022,congruent,Y,0.675
022,incongruent,Y,1.088
022,congruent,Y,0.702
022,neutral,Y,0.836
022,neutral,Y,0.817
022,congruent,Y,0.664
022,incongruent,N,0.759
022,congruent,Y,0.802
022,congruent,Y,0.738
022,incongruent,Y,0.902
022,neutral,Y,0.844
022,neutral,Y,0.836
022,incongruent,N,0.97
022,incongruent,Y,1.116
022,incongruent,Y,0.785
022,neutral,Y,0.972
022,congruent,Y,0.719
022,congruent,Y,0.606
022,neutral,Y,0.8
022,incongruent,N,0.941
022,congruent,Y,0.665
022,congruent,Y,0.762
022,congruent,Y,1.281
022,neutral,Y,0.86
022,incongruent,Y,0.967
022,neutral,Y,0.561
022,neutral,Y,1.293
022,neutral,Y,0.664
022,congruent,Y,0.605
022,incongruent,Y,1.019
022,neutral,Y,0.733
022,congruent,Y,0.65
022,neutral,Y,0.739
022,congruent,Y,0.8
022,congruent,N,0.537
022,neutral,Y,0.736
022,incongruent,Y,0.609
022,neutral,N,0.758
022,congruent,Y,0.716
022,neutral,Y,0.702
022,congruent,Y,0.621
022,congruent,Y,0.755
022,neutral,Y,0.699
022,congruent,Y,0.694
022,incongruent,Y,0.809
022,incongruent,Y,0.537
022,neutral,Y,0.926
022,incongruent,Y,0.752
022,neutral,Y,0.759
022,incongruent,Y,0.763
022,incongruent,N,0
022,congruent,Y,0.821
022,congruent,N,1.071
022,neutral,N,0.92
022,congruent,Y,0.619
022,incongruent,Y,0.969
022,congruent,Y,0.646
022,incongruent,N,1.192
022,congruent,Y,0.732
023,neutral,Y,0.815
023,congruent,Y,0.681
023,congruent,Y,0.615
023,neutral,Y,0.684
023,congruent,Y,0.631
023,neutral,Y,0.612
023,incongruent,Y,0.546
023,incongruent,Y,0.758
023,neutral,Y,0.597
023,incongruent,Y,0.749
023,congruent,Y,0.673
023,neutral,Y,0.492
023,incongruent,Y,0.723
023,congruent,Y,0.642
023,congruent,Y,0.45
023,neutral,N,0.768
023,congruent,Y,0.58
023,congruent,Y,0.569
023,incongruent,Y,0.572
023,incongruent,Y,0.898
023,congruent,Y,0.684
023,neutral,Y,0.58
023,congruent,Y,0.721
023,neutral,Y,1.043
023,neutral,Y,0.758
023,incongruent,Y,0.675
023,neutral,Y,0.675
023,incongruent,Y,0.66
023,neutral,Y,0.744
023,neutral,Y,0.72
023,neutral,Y,0.732
023,congruent,Y,0.557
023,congruent,Y,0.588
023,neutral,Y,0.644
023,incongruent,Y,0.603
023,incongruent,N,0.555
023,congruent,Y,0.737
023,incongruent,Y,0.704
023,congruent,Y,0.653
023,incongruent,Y,0.645
023,incongruent,Y,0.589
023,congruent,Y,0.66
023,incongruent,Y,0.764
023,neutral,Y,0.716
023,neutral,Y,0.562
023,incongruent,Y,0.684
023,incongruent,Y,1.02
023,neutral,Y,0.654
023,neutral,Y,0.732
023,congruent,Y,0.725
023,congruent,Y,0.623
023,neutral,Y,0.657
023,congruent,Y,0.756
023,incongruent,N,0.852
023,congruent,Y,0.593
023,congruent,Y,0.717
023,congruent,Y,0.641
023,congruent,Y,0.575
023,incongruent,N,0.687
023,incongruent,N,0.921
023,congruent,Y,0.612
023,congruent,Y,0.53
023,congruent,Y,0.657
023,neutral,Y,0.67
023,congruent,Y,0.651
023,neutral,Y,0.58
023,neutral,Y,0.865
023,incongruent,Y,1.246
023,congruent,Y,0.708
023,congruent,Y,0.647
023,incongruent,N,0.73
023,congruent,Y,0.881
023,neutral,Y,0.8
023,neutral,Y,0.637
023,neutral,Y,0.688
023,neutral,Y,0.774
023,congruent,Y,0.688
023,congruent,Y,0.642
023,neutral,Y,0.548
023,neutral,Y,1.3
023,neutral,Y,0.696
023,congruent,Y,0.627
023,neutral,Y,0.668
023,incongruent,Y,0.665
023,incongruent,Y,0.643
023,incongruent,Y,0.65
023,neutral,Y,0.791
023,congruent,Y,0.615
023,neutral,Y,0.815
023,neutral,Y,0.66
023,incongruent,Y,0.811
023,neutral,Y,0.622
023,incongruent,Y,0.691
023,neutral,Y,0.675
023,incongruent,Y,0.673
023,incongruent,Y,1.112
023,incongruent,Y,0.852
023,congruent,Y,0.605
023,incongruent,Y,0.718
023,incongruent,Y,0.662
023,neutral,Y,0.688
023,congruent,Y,0.576
023,congruent,Y,0.565
023,congruent,Y,0.674
023,incongruent,Y,0.648
023,neutral,Y,0.584
023,congruent,Y,0.781
023,congruent,Y,0.656
023,congruent,Y,0.689
023,incongruent,Y,1.059
023,neutral,Y,0.955
023,incongruent,Y,0.853
023,neutral,Y,0.687
023,neutral,Y,0.677
023,neutral,Y,0.659
023,incongruent,Y,0.632
023,incongruent,Y,0.7
023,neutral,Y,0.659
023,congruent,Y,0.565
024,incongruent,Y,0.971
024,congruent,Y,0.675
024,congruent,Y,0.641
024,incongruent,Y,0.712
024,neutral,Y,0.682
024,incongruent,Y,0.501
024,neutral,Y,0.549
024,incongruent,Y,0.543
024,congruent,Y,0.597
024,congruent,Y,0.528
024,congruent,Y,0.572
024,incongruent,Y,0.384
024,neutral,N,0.808
024,incongruent,Y,0.811
024,neutral,Y,0.56
024,neutral,Y,0.667
024,congruent,Y,0.649
024,congruent,Y,0.754
024,neutral,Y,0.698
024,incongruent,Y,0.922
024,incongruent,Y,0.451
024,neutral,Y,0.71
024,incongruent,Y,0.881
024,incongruent,Y,0.651
024,neutral,N,0.88
024,neutral,Y,0.925
024,incongruent,Y,0.747
024,incongruent,Y,0.975
024,congruent,Y,0.854
024,congruent,Y,0.548
024,neutral,Y,0.967
024,congruent,Y,0.849
024,congruent,Y,0.642
024,incongruent,Y,0.608
024,congruent,Y,0.739
024,congruent,Y,0.495
024,incongruent,Y,1.068
024,congruent,Y,0.461
024,incongruent,Y,0.835
024,incongruent,N,0.783
024,congruent,Y,0.872
024,neutral,Y,0.636
024,neutral,Y,0.535
024,neutral,Y,1.03
024,neutral,Y,0.649
024,incongruent,Y,0.683
024,neutral,Y,0.745
024,neutral,Y,0.595
024,incongruent,Y,0.502
024,neutral,Y,0.722
024,neutral,Y,0.506
024,incongruent,Y,0.942
024,congruent,Y,0.506
024,neutral,Y,0.552
024,congruent,Y,0.646
024,neutral,Y,0.948
024,congruent,Y,0.857
024,congruent,Y,0.621
024,congruent,Y,0.686
024,incongruent,Y,0.723
024,congruent,Y,0.524
024,neutral,Y,0.839
024,neutral,Y,0.944
024,congruent,Y,0.704
024,neutral,Y,1.131
024,congruent,Y,0.71
024,neutral,Y,0.679
