cue,direction,practice_block_loop.thisRepN,practice_block_loop.thisTrialN,practice_block_loop.thisN,practice_block_loop.thisIndex,main_blocks_loop.thisRepN,main_blocks_loop.thisTrialN,main_blocks_loop.thisN,main_blocks_loop.thisIndex,static_isi.started,static_isi.stopped,fixation_pre.started,fixation_pre.stopped,image.started,image.stopped,fixation_post.started,fixation_post.stopped,dots_background.started,dots_background.stopped,dots_stimulus.started,dots_stimulus.stopped,dots_keyboard_response.keys,dots_keyboard_response.started,dots_keyboard_response.stopped,feedback_text.started,feedback_text.stopped,dots_keyboard_response.rt,instruction_main_text.started,instruction_main_text.stopped,instruction_main_keyboard_response.keys,instruction_main_keyboard_response.rt,instruction_main_keyboard_response.started,instruction_main_keyboard_response.stopped,Pseudonym,date,expName,psychopyVersion,frameRate,
right,right,,,,,0,17,17,27,0.014295529996161349,1.0142955299961613,254.64899729999888,None,254.7552391000063,None,255.75439790000382,None,260.76698440000473,None,260.76698440000473,None,j,260.76698440000473,None,261.06661340000574,None,0.2769638000027044,,,,,,,sb,2022_Mar_06_0746,rdk-discrimination,2021.2.3,60.11544570619985,
none,right,,,,,0,18,18,73,0.013755530002526939,1.013755530002527,262.54275969999435,None,262.64853449999646,None,263.6477328000037,None,268.66005010000663,None,268.66005010000663,None,j,268.66005010000663,None,268.9928755000001,None,0.3126429999974789,,,,,,,sb,2022_Mar_06_0746,rdk-discrimination,2021.2.3,60.11544570619985,
left,left,,,,,0,19,19,4,0.014236830014851876,1.0142368300148519,270.4685013999988,None,270.5747712000011,None,271.57410929999605,None,276.5865116000059,None,276.5865116000059,None,f,276.5865116000059,None,276.9526635000075,None,0.3447998999909032,,,,,,,sb,2022_Mar_06_0746,rdk-discrimination,2021.2.3,60.11544570619985,
left,left,,,,,0,20,20,2,0.014550430001690984,1.014550430001691,278.4271182999946,None,278.53438159999496,None,279.5336493000068,None,283.54698660000577,None,283.54698660000577,None,f,283.54698660000577,None,283.8298880000075,None,0.26180579999345355,,,,,,,sb,2022_Mar_06_0746,rdk-discrimination,2021.2.3,60.11544570619985,
none,left,,,,,0,21,21,51,0.014366129995323718,1.0143661299953237,285.30460879999737,None,286.51088410000375,None,287.5098306,None,291.52331720000075,None,291.52331720000075,None,f,291.52331720000075,None,291.873039099999,None,0.3340823000035016,,,,,,,sb,2022_Mar_06_0746,rdk-discrimination,2021.2.3,60.11544570619985,
right,right,,,,,0,22,22,24,0.013962729994091205,1.0139627299940912,293.3489247999969,None,294.1541967999947,None,295.1532600000064,None,299.6662351999985,None,299.6662351999985,None,j,299.6662351999985,None,300.0492916999938,None,0.35316459999012295,,,,,,,sb,2022_Mar_06_0746,rdk-discrimination,2021.2.3,60.11544570619985,
none,left,,,,,0,23,23,40,0.014227730003767647,1.0142277300037676,301.5246010999981,None,301.6308485000045,None,302.6302457999991,None,307.6425029999955,None,307.6425029999955,None,j,307.6425029999955,None,307.95867310000176,None,0.2983421999961138,,,,,,,sb,2022_Mar_06_0746,rdk-discrimination,2021.2.3,60.11544570619985,
right,left,,,,,0,24,24,37,0.014318930014269426,1.0143189300142694,309.43336130000534,None,310.24021950000315,None,311.2389874999935,None,316.2516908999969,None,316.2516908999969,None,j,316.2516908999969,None,316.551306399997,None,0.28029710000555497,,,,,,,sb,2022_Mar_06_0746,rdk-discrimination,2021.2.3,60.11544570619985,
right,right,,,,,0,25,25,23,0.014145330002065748,1.0141453300020657,318.02787259999604,None,318.83261300000595,None,319.8318347000022,None,324.34485730000597,None,324.34485730000597,None,j,324.34485730000597,None,324.6610753999994,None,0.29159039999649394,,,,,,,sb,2022_Mar_06_0746,rdk-discrimination,2021.2.3,60.11544570619985,
none,left,,,,,0,26,26,50,0.01494962998549454,1.0149496299854945,326.1350162000017,None,326.4927331999934,None,327.49187090000487,None,330.9057898000028,None,330.9057898000028,None,j,330.9057898000028,None,331.93787229999725,None,1.006282900008955,,,,,,,sb,2022_Mar_06_0746,rdk-discrimination,2021.2.3,60.11544570619985,
left,right,,,,,0,27,27,32,0.014521830002195202,1.0145218300021952,333.41235149999557,None,334.2192580999981,None,335.2184239000053,None,338.6322194999957,None,338.6322194999957,None,f,338.6322194999957,None,339.26505760000146,None,0.6147877999901539,,,,,,,sb,2022_Mar_06_0746,rdk-discrimination,2021.2.3,60.11544570619985,
right,right,,,,,0,28,28,16,0.014190030007739551,1.0141900300077396,340.7399038000003,None,341.0966262000002,None,342.0953922000044,None,346.10925910000515,None,346.10925910000515,None,f,346.10925910000515,None,346.5087229000055,None,0.3839602000080049,,,,,,,sb,2022_Mar_06_0746,rdk-discrimination,2021.2.3,60.11544570619985,
none,left,,,,,0,29,29,57,0.014560929994331673,1.0145609299943317,347.98341440000513,None,348.78991409999435,None,349.7890878000035,None,353.2030897000077,None,353.2030897000077,None,f,353.2030897000077,None,353.5356984999962,None,0.3165997000032803,,,,,,,sb,2022_Mar_06_0746,rdk-discrimination,2021.2.3,60.11544570619985,
right,left,,,,,0,30,30,36,0.013999829985550605,1.0139998299855506,355.01115639999625,None,355.1176962000027,None,356.116692399999,None,360.6297934000031,None,360.6297934000031,None,j,360.6297934000031,None,360.9794327999989,None,0.3336991999967722,,,,,,,sb,2022_Mar_06_0746,rdk-discrimination,2021.2.3,60.11544570619985,
none,left,,,,,0,31,31,46,0.014149729991913773,1.0141497299919138,362.4547179999936,None,363.6604699000018,None,364.6595059999963,None,369.1723822000058,None,369.1723822000058,None,f,369.1723822000058,None,369.53869630000554,None,0.3495034000079613,,,,,,,sb,2022_Mar_06_0746,rdk-discrimination,2021.2.3,60.11544570619985,
right,right,,,,,0,32,32,28,0.01458943000761792,1.014589430007618,371.01259030000074,None,371.3701570999983,None,372.36960580000596,None,375.78317100000277,None,375.78317100000277,None,j,375.78317100000277,None,376.1659071000031,None,0.35841670000809245,,,,,,,sb,2022_Mar_06_0746,rdk-discrimination,2021.2.3,60.11544570619985,
none,left,,,,,0,33,33,58,0.01455752998299431,1.0145575299829943,377.6421352000034,None,378.84719210000185,None,379.8461926000018,None,383.2602976000053,None,383.2602976000053,None,j,383.2602976000053,None,383.55968510000093,None,0.27370360000350047,,,,,,,sb,2022_Mar_06_0746,rdk-discrimination,2021.2.3,60.11544570619985,
right,right,,,,,0,34,34,19,0.01473622999037616,1.0147362299903762,385.0347003000061,None,386.240716100001,None,387.23973460000707,None,391.7524933999957,None,391.7524933999957,None,j,391.7524933999957,None,392.1188045000017,None,0.34946640000271145,,,,,,,sb,2022_Mar_06_0746,rdk-discrimination,2021.2.3,60.11544570619985,
none,right,,,,,0,35,35,71,0.014249029991333373,1.0142490299913334,393.5928920000006,None,393.95053180000104,None,394.9499410999997,None,399.46262079999724,None,399.46262079999724,None,f,399.46262079999724,None,399.81216600000334,None,0.3308630999963498,,,,,,,sb,2022_Mar_06_0746,rdk-discrimination,2021.2.3,60.11544570619985,
none,right,,,,,0,36,36,61,0.014886529999785125,1.0148865299997851,401.2871510999976,None,401.3937647999992,None,402.39316740000504,None,406.40656119999767,None,406.40656119999767,None,j,406.40656119999767,None,406.92250149999745,None,0.48716910000075586,,,,,,,sb,2022_Mar_06_0746,rdk-discrimination,2021.2.3,60.11544570619985,
left,right,,,,,0,37,37,33,0.014604429990868084,1.014604429990868,408.3983324000001,None,408.75454850000096,None,409.75348840000515,None,413.1673526999948,None,413.1673526999948,None,f,413.1673526999948,None,413.48360979999416,None,0.30047319999721367,,,,,,,sb,2022_Mar_06_0746,rdk-discrimination,2021.2.3,60.11544570619985,
none,right,,,,,0,38,38,79,0.013917130010668188,1.0139171300106682,414.95983449999767,None,415.06551440000476,None,416.0644339999999,None,419.4785441999993,None,419.4785441999993,None,j,419.4785441999993,None,420.01102629999514,None,0.5082958999992115,,,,,,,sb,2022_Mar_06_0746,rdk-discrimination,2021.2.3,60.11544570619985,
right,right,,,,,0,39,39,29,0.014957330015022308,1.0149573300150223,421.48609819999547,None,422.69202859999496,None,423.691184299998,None,427.10502230000566,None,427.10502230000566,None,j,427.10502230000566,None,427.5547765999945,None,0.41936909999640193,,,,,,,sb,2022_Mar_06_0746,rdk-discrimination,2021.2.3,60.11544570619985,
right,right,,,,,0,40,40,21,0.014057330001378432,1.0140573300013784,429.0312303999963,None,430.23581569999806,None,431.2348125999997,None,436.24758799999836,None,436.24758799999836,None,j,436.24758799999836,None,436.5635461000056,None,0.29207290000340436,,,,,,,sb,2022_Mar_06_0746,rdk-discrimination,2021.2.3,60.11544570619985,
right,right,,,,,0,41,41,25,0.013882629995350726,1.0138826299953507,438.0392159000039,None,438.3950552000024,None,439.3940391000069,None,444.406851599997,None,444.406851599997,None,j,444.406851599997,None,444.75624669999524,None,0.3209350999968592,,,,,,,sb,2022_Mar_06_0746,rdk-discrimination,2021.2.3,60.11544570619985,
right,right,,,,,0,42,42,22,0.014258530005463399,1.0142585300054634,446.23111710000376,None,447.4373290000076,None,448.4363009999943,None,453.4488917999988,None,453.4488917999988,None,j,453.4488917999988,None,453.8984649000049,None,0.42805779998889193,,,,,,,sb,2022_Mar_06_0746,rdk-discrimination,2021.2.3,60.11544570619985,
none,right,,,,,0,43,43,64,0.014393229997949675,1.0143932299979497,455.3746362999955,None,455.4801802000002,None,456.47936769999797,None,459.89312470000004,None,459.89312470000004,None,f,459.89312470000004,None,460.5263386000006,None,0.6089611999923363,,,,,,,sb,2022_Mar_06_0746,rdk-discrimination,2021.2.3,60.11544570619985,
none,right,,,,,0,44,44,67,0.01483832998201251,1.0148383299820125,461.99973759999557,None,463.2069671000063,None,464.2059508999955,None,467.61998380000296,None,467.61998380000296,None,j,467.61998380000296,None,468.01942890000646,None,0.37858239999332,,,,,,,sb,2022_Mar_06_0746,rdk-discrimination,2021.2.3,60.11544570619985,
none,right,,,,,0,45,45,66,0.01450503000523895,1.014505030005239,469.49239240000315,None,470.70014020000235,None,471.69923359999666,None,476.212194000007,None,476.212194000007,None,f,476.212194000007,None,476.5950825000036,None,0.35983450000640005,,,,,,,sb,2022_Mar_06_0746,rdk-discrimination,2021.2.3,60.11544570619985,
left,left,,,,,0,46,46,0,0.014604629992390983,1.014604629992391,478.07041729999764,None,478.1770289999986,None,479.1761041999998,None,484.18878880000557,None,484.18878880000557,None,f,484.18878880000557,None,484.688169800007,None,0.472265200005495,,,,,,,sb,2022_Mar_06_0746,rdk-discrimination,2021.2.3,60.11544570619985,
left,left,,,,,0,47,47,6,0.014225430000806227,1.0142254300008062,486.1635926000017,None,487.3694007000013,None,488.3683380000002,None,493.3807259000023,None,493.3807259000023,None,f,493.3807259000023,None,493.83006219999515,None,0.41872529999818653,,,,,,,sb,2022_Mar_06_0746,rdk-discrimination,2021.2.3,60.11544570619985,
right,right,,,,,0,48,48,30,0.014485829990007915,1.014485829990008,495.30630609999935,None,495.412021600001,None,496.4112771000073,None,500.9241902000067,None,500.9241902000067,None,j,500.9241902000067,None,501.27360240000417,None,0.32341480000468437,,,,,,,sb,2022_Mar_06_0746,rdk-discrimination,2021.2.3,60.11544570619985,
left,left,,,,,0,49,49,11,0.014473029994405806,1.0144730299944058,502.7486709999939,None,503.55501260000165,None,504.55411519999325,None,509.06709349999437,None,509.06709349999437,None,f,509.06709349999437,None,509.39988909999374,None,0.3124670999968657,,,,,,,sb,2022_Mar_06_0746,rdk-discrimination,2021.2.3,60.11544570619985,
none,right,,,,,0,50,50,63,0.01494362999801524,1.0149436299980152,510.8735860000015,None,512.0810330999957,None,513.0799628999957,None,517.5930068000016,None,517.5930068000016,None,f,517.5930068000016,None,517.9257693999971,None,0.30581920000258833,,,,,,,sb,2022_Mar_06_0746,rdk-discrimination,2021.2.3,60.11544570619985,
none,left,,,,,0,51,51,42,0.013778230000752956,1.013778230000753,519.4014196000062,None,519.7575369999977,None,520.7565306000033,None,525.7692583000025,None,525.7692583000025,None,j,525.7692583000025,None,526.1188356000057,None,0.33404020000307355,,,,,,,sb,2022_Mar_06_0746,rdk-discrimination,2021.2.3,60.11544570619985,
none,right,,,,,0,52,52,78,0.01501392999489326,1.0150139299948933,527.5919291000027,None,527.9505314999988,None,528.9494475999963,None,533.4622269999963,None,533.4622269999963,None,j,533.4622269999963,None,533.8118336000043,None,0.33355320000555366,,,,,,,sb,2022_Mar_06_0746,rdk-discrimination,2021.2.3,60.11544570619985,
left,left,,,,,0,53,53,9,0.014508530002785847,1.0145085300027858,535.2881148000015,None,536.493226000006,None,537.4921139000071,None,540.9058860000077,None,540.9058860000077,None,f,540.9058860000077,None,541.2722734999988,None,0.340187000008882,,,,,,,sb,2022_Mar_06_0746,rdk-discrimination,2021.2.3,60.11544570619985,
left,right,,,,,0,54,54,34,0.014400230007595383,1.0144002300075954,542.7480887999991,None,543.9530457999936,None,544.9520739,None,549.9646275999985,None,549.9646275999985,None,f,549.9646275999985,None,550.2976156999939,None,0.3047328000102425,,,,,,,sb,2022_Mar_06_0746,rdk-discrimination,2021.2.3,60.11544570619985,
right,left,,,,,0,55,55,39,0.013911729998653755,1.0139117299986538,551.7726469000045,None,551.8793757999956,None,552.8786971999943,None,557.8911130000051,None,557.8911130000051,None,j,557.8911130000051,None,558.3074171000044,None,0.3840438000042923,,,,,,,sb,2022_Mar_06_0746,rdk-discrimination,2021.2.3,60.11544570619985,
left,left,,,,,0,56,56,3,0.01405602999147959,1.0140560299914796,559.7835541999957,None,559.8893489000038,None,560.8882688000012,None,564.3022847999964,None,564.3022847999964,None,f,564.3022847999964,None,564.7682521999959,None,0.44882930000312626,,,,,,,sb,2022_Mar_06_0746,rdk-discrimination,2021.2.3,60.11544570619985,
none,left,,,,,0,57,57,45,0.014271029984229244,1.0142710299842292,566.2427423000045,None,567.0496929000074,None,568.0488160999957,None,573.0610870999953,None,573.0610870999953,None,j,573.0610870999953,None,573.4108552999969,None,0.32779280000249855,,,,,,,sb,2022_Mar_06_0746,rdk-discrimination,2021.2.3,60.11544570619985,
left,left,,,,,0,58,58,15,0.01415012999495957,1.0141501299949596,574.8863915999973,None,576.0916950999963,None,577.0907245999988,None,580.5049396999966,None,580.5049396999966,None,f,580.5049396999966,None,580.8877437000046,None,0.3573755999968853,,,,,,,sb,2022_Mar_06_0746,rdk-discrimination,2021.2.3,60.11544570619985,
none,right,,,,,0,59,59,75,0.01409242999216076,1.0140924299921608,582.3624375000072,None,582.4692787999957,None,583.4685042000056,None,587.9815189999936,None,587.9815189999936,None,f,587.9815189999936,None,588.7639458000049,None,0.754842499998631,,,,,,,sb,2022_Mar_06_0746,rdk-discrimination,2021.2.3,60.11544570619985,
none,right,,,,,0,60,60,77,0.014491830006591044,1.014491830006591,590.2390384000028,None,591.045318000004,None,592.0446820999932,None,595.458324399995,None,595.458324399995,None,j,595.458324399995,None,595.8080616999941,None,0.3215289999934612,,,,,,,sb,2022_Mar_06_0746,rdk-discrimination,2021.2.3,60.11544570619985,
left,left,,,,,0,61,61,10,0.013827530012349598,1.0138275300123496,597.2837392000074,None,597.390117899995,None,598.3890344999963,None,603.4016864000005,None,603.4016864000005,None,f,603.4016864000005,None,604.5503025999933,None,1.1241978000034578,,,,,,,sb,2022_Mar_06_0746,rdk-discrimination,2021.2.3,60.11544570619985,
none,right,,,,,0,62,62,65,0.014722129999427125,1.0147221299994271,606.0254147999949,None,606.8319842000055,None,607.8309066999936,None,611.8442047999997,None,611.8442047999997,None,f,611.8442047999997,None,612.1768747000024,None,0.30949990000226535,,,,,,,sb,2022_Mar_06_0746,rdk-discrimination,2021.2.3,60.11544570619985,
