trial,ID,cue,direction,response,rt,choice,correct,condition,mean_C,sd_C,trial_type
1241,MR,none,right,1,0.780542999971658,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
1242,MR,left,left,0,0.9942652999889106,left,1,valid,0.7345113326619624,0.2437698370620411,OK
1243,MR,right,right,1,0.7803195000160486,right,1,valid,0.7345113326619624,0.2437698370620411,OK
1244,MR,right,left,0,0.7330531000625342,left,1,invalid,0.7537437478937564,0.24844249026586113,OK
1245,MR,none,left,0,0.7153907000320032,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
1246,MR,none,left,0,0.7040198999457061,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
1247,MR,none,right,1,0.5504256000276655,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
1248,MR,right,right,1,0.6777233999455348,right,1,valid,0.7345113326619624,0.2437698370620411,OK
1249,MR,right,left,0,0.6233622999861836,left,1,invalid,0.7537437478937564,0.24844249026586113,OK
1250,MR,left,left,0,0.6429380000336096,left,1,valid,0.7345113326619624,0.2437698370620411,OK
1251,MR,none,left,0,1.0188163000857458,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
1252,MR,right,right,1,1.255007500061765,right,1,valid,0.7345113326619624,0.2437698370620411,OK
1253,MR,none,left,0,0.7930832999991253,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
1254,MR,left,right,1,0.5980892999796197,right,1,invalid,0.7537437478937564,0.24844249026586113,OK
1255,MR,none,right,1,0.9785943999886512,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
1256,MR,none,left,1,0.7301567000104114,right,0,neutral,0.7716613956494428,0.2299563121835134,OK
1257,MR,none,right,1,0.6115055000409484,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
1258,MR,right,right,1,1.1539020999334753,right,1,valid,0.7345113326619624,0.2437698370620411,OK
1259,MR,none,left,0,0.6951061999425292,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
1260,MR,right,right,1,0.5536571000702679,right,1,valid,0.7345113326619624,0.2437698370620411,OK
1261,MR,none,left,1,0.6050684000365436,right,0,neutral,0.7716613956494428,0.2299563121835134,OK
1262,MR,left,left,0,0.6733544999733567,left,1,valid,0.7345113326619624,0.2437698370620411,OK
1263,MR,right,right,1,0.5765589999500662,right,1,valid,0.7345113326619624,0.2437698370620411,OK
1264,PaB,right,right,0,0.942340100000365,left,0,valid,0.7345113326619624,0.2437698370620411,OK
1265,PaB,none,left,0,1.1313006000000314,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
1266,PaB,right,right,0,1.1759603999998944,left,0,valid,0.7345113326619624,0.2437698370620411,OK
1267,PaB,none,left,0,0.8850494999996954,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
1268,PaB,left,left,0,0.9896636999992552,left,1,valid,0.7345113326619624,0.2437698370620411,OK
1269,PaB,none,left,0,1.0385026000003563,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
1270,PaB,left,left,0,0.9400539000007484,left,1,valid,0.7345113326619624,0.2437698370620411,OK
1271,PaB,right,right,1,0.898705699999482,right,1,valid,0.7345113326619624,0.2437698370620411,OK
1272,PaB,none,right,0,0.8074446000000535,left,0,neutral,0.7716613956494428,0.2299563121835134,OK
1273,PaB,none,left,0,0.5968905000008817,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
1274,PaB,none,right,1,0.822939800000313,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
1275,PaB,none,left,0,0.7970628000002762,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
1276,PaB,none,right,1,0.7577298000005612,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
1277,PaB,left,left,0,0.9050233999996636,left,1,valid,0.7345113326619624,0.2437698370620411,OK
1278,PaB,none,left,0,0.7757211999996798,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
1279,PaB,none,left,1,0.7316899000006742,right,0,neutral,0.7716613956494428,0.2299563121835134,OK
1280,PaB,right,right,0,0.8127585000002,left,0,valid,0.7345113326619624,0.2437698370620411,OK
1281,PaB,none,right,0,0.6707561000002897,left,0,neutral,0.7716613956494428,0.2299563121835134,OK
1282,PaB,none,left,0,0.7365232000001924,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
1283,PaB,left,left,0,0.7218375000002197,left,1,valid,0.7345113326619624,0.2437698370620411,OK
1284,PaB,none,right,1,1.0400346999995236,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
1285,PaB,left,left,0,0.7179123999994772,left,1,valid,0.7345113326619624,0.2437698370620411,OK
1286,PaB,right,right,1,0.8907620999998471,right,1,valid,0.7345113326619624,0.2437698370620411,OK
1287,PaB,none,right,1,0.971315799999502,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
1288,PaB,none,right,1,1.0561498000006395,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
1289,PaB,left,left,1,0.95889680000073,right,0,valid,0.7345113326619624,0.2437698370620411,OK
1290,PaB,right,left,0,0.7608664999997927,left,1,invalid,0.7537437478937564,0.24844249026586113,OK
1291,PaB,none,left,0,0.8308436000006623,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
1292,PaB,none,left,1,0.8392810000004829,right,0,neutral,0.7716613956494428,0.2299563121835134,OK
1293,PaB,none,right,1,1.0299494000000775,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
1294,PaB,none,right,0,0.7679361999998946,left,0,neutral,0.7716613956494428,0.2299563121835134,OK
1295,PaB,none,left,0,0.8687246999998024,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
1296,PaB,none,right,1,1.1115882000003694,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
1297,PaB,left,right,1,1.0624735000001235,right,1,invalid,0.7537437478937564,0.24844249026586113,OK
1298,PaB,left,left,1,0.5997938999998951,right,0,valid,0.7345113326619624,0.2437698370620411,OK
1299,PaB,none,right,1,0.669761600000129,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
1300,PaB,left,left,0,0.7116931000000477,left,1,valid,0.7345113326619624,0.2437698370620411,OK
1301,PaB,right,left,0,0.7944186000004265,left,1,invalid,0.7537437478937564,0.24844249026586113,OK
1302,PaB,none,right,1,0.7917876000001343,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
1303,PaB,none,right,0,0.8401872000004005,left,0,neutral,0.7716613956494428,0.2299563121835134,OK
1304,PaB,none,left,0,0.7480923999992228,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
1305,PaB,none,right,0,0.8321117000004961,left,0,neutral,0.7716613956494428,0.2299563121835134,OK
1306,PaB,right,right,1,1.023906700000225,right,1,valid,0.7345113326619624,0.2437698370620411,OK
1307,PaB,left,left,0,0.6007870000003095,left,1,valid,0.7345113326619624,0.2437698370620411,OK
1308,PaB,left,left,0,1.109105399999862,left,1,valid,0.7345113326619624,0.2437698370620411,OK
1309,PaB,right,right,1,0.946907900000042,right,1,valid,0.7345113326619624,0.2437698370620411,OK
1310,PaB,none,right,1,1.0216201999992336,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
1311,PaB,left,right,1,0.694593299999724,right,1,invalid,0.7537437478937564,0.24844249026586113,OK
1312,PaB,none,right,1,0.6759579999998095,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
1313,PaB,left,left,1,0.7167404000001625,right,0,valid,0.7345113326619624,0.2437698370620411,OK
1314,PaB,right,right,1,0.7425272999998924,right,1,valid,0.7345113326619624,0.2437698370620411,OK
1315,PaB,right,right,1,0.8578489999999874,right,1,valid,0.7345113326619624,0.2437698370620411,OK
1316,PaB,left,right,1,0.744416700000329,right,1,invalid,0.7537437478937564,0.24844249026586113,OK
1317,PaB,none,left,1,0.8633201000002373,right,0,neutral,0.7716613956494428,0.2299563121835134,OK
1318,PaB,left,left,0,0.9278002999999444,left,1,valid,0.7345113326619624,0.2437698370620411,OK
1319,PaB,right,left,0,0.8719884000001912,left,1,invalid,0.7537437478937564,0.24844249026586113,OK
1320,PaB,none,right,1,1.1299022000002878,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
1321,PaB,right,right,0,0.8090214999992895,left,0,valid,0.7345113326619624,0.2437698370620411,OK
1322,PaB,right,right,0,0.8947158999999374,left,0,valid,0.7345113326619624,0.2437698370620411,OK
1323,PaB,none,left,0,0.8904915000002802,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
1324,PaB,left,right,1,0.9897412999998778,right,1,invalid,0.7537437478937564,0.24844249026586113,OK
1325,PaB,right,left,0,0.8010795999998663,left,1,invalid,0.7537437478937564,0.24844249026586113,OK
1326,PaB,none,left,0,0.936257299999852,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
1327,PaB,left,left,0,0.6520304000005126,left,1,valid,0.7345113326619624,0.2437698370620411,OK
1328,PaB,none,right,1,1.1443308999996589,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
1329,PaB,left,left,0,0.6703895000000557,left,1,valid,0.7345113326619624,0.2437698370620411,OK
1330,PaB,right,right,0,0.7470456999999442,left,0,valid,0.7345113326619624,0.2437698370620411,OK
1331,PaB,none,left,0,1.1158119000001534,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
1332,PaB,none,right,1,0.8634019999999509,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
1333,PaB,none,left,0,0.816453200000069,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
1334,PaB,right,right,1,1.0459525999995094,right,1,valid,0.7345113326619624,0.2437698370620411,OK
1335,PaB,right,right,1,1.0497450000002573,right,1,valid,0.7345113326619624,0.2437698370620411,OK
1336,PaB,right,right,1,1.294257100000323,right,1,valid,0.7345113326619624,0.2437698370620411,OK
1337,PaB,right,right,1,0.8007987000000867,right,1,valid,0.7345113326619624,0.2437698370620411,OK
1338,PaB,none,right,0,0.7443026000000827,left,0,neutral,0.7716613956494428,0.2299563121835134,OK
1339,PaB,left,left,0,0.6314410999993925,left,1,valid,0.7345113326619624,0.2437698370620411,OK
1340,PaB,none,left,0,1.308204700000715,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
1341,PaB,none,right,1,1.0166889000001902,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
1342,PaB,none,right,0,1.0173575000007986,left,0,neutral,0.7716613956494428,0.2299563121835134,OK
1343,PaB,none,left,0,0.9345494999997754,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
1344,PaB,none,left,0,1.1207042000005458,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
1345,PaB,left,right,1,0.9655290000000604,right,1,invalid,0.7537437478937564,0.24844249026586113,OK
1346,PaB,none,right,0,0.6975861000000805,left,0,neutral,0.7716613956494428,0.2299563121835134,OK
1347,PaB,none,left,0,0.5967084000003524,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
1348,PaB,none,left,0,0.7514604999996664,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
1349,PaB,none,right,1,0.9609760000003008,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
1350,PaB,left,left,0,0.8994818000001032,left,1,valid,0.7345113326619624,0.2437698370620411,OK
1351,PaB,none,left,0,0.630753200000072,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
1352,PaB,left,left,0,0.6962856999998621,left,1,valid,0.7345113326619624,0.2437698370620411,OK
1353,PaB,left,left,0,0.9249668000002202,left,1,valid,0.7345113326619624,0.2437698370620411,OK
1354,PaB,left,left,0,0.9353602000001048,left,1,valid,0.7345113326619624,0.2437698370620411,OK
1355,PaB,none,left,0,0.8877009999996517,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
1356,PaB,right,right,0,1.0357844000000114,left,0,valid,0.7345113326619624,0.2437698370620411,OK
1357,PaB,none,left,1,0.8320182999996177,right,0,neutral,0.7716613956494428,0.2299563121835134,OK
1358,PaB,left,left,0,0.7530376999993678,left,1,valid,0.7345113326619624,0.2437698370620411,OK
1359,PaB,none,right,1,0.8015294000006179,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
1360,PaB,right,right,1,0.8908989999999903,right,1,valid,0.7345113326619624,0.2437698370620411,OK
1361,PaB,right,right,1,0.6544510000003356,right,1,valid,0.7345113326619624,0.2437698370620411,OK
1362,PaB,none,left,1,0.9025183999992804,right,0,neutral,0.7716613956494428,0.2299563121835134,OK
1363,PaB,none,left,0,0.7824766000003365,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
1364,PaB,none,right,1,0.8217713000003641,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
1365,PaB,right,right,1,0.9945809000000736,right,1,valid,0.7345113326619624,0.2437698370620411,OK
1366,PaB,right,right,1,0.7592062000003352,right,1,valid,0.7345113326619624,0.2437698370620411,OK
1367,PaB,right,right,1,0.7829031999999643,right,1,valid,0.7345113326619624,0.2437698370620411,OK
1368,PaB,right,right,1,0.7316938000003574,right,1,valid,0.7345113326619624,0.2437698370620411,OK
1369,PaB,right,right,1,0.6443638999999166,right,1,valid,0.7345113326619624,0.2437698370620411,OK
1370,PaB,right,right,1,0.7208109000002878,right,1,valid,0.7345113326619624,0.2437698370620411,OK
1371,PaB,right,right,1,0.8364288000002489,right,1,valid,0.7345113326619624,0.2437698370620411,OK
1372,PaB,left,left,0,0.907560999999987,left,1,valid,0.7345113326619624,0.2437698370620411,OK
1373,PaB,none,right,1,1.0077793999998903,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
1374,PaB,left,left,1,0.9278457999998864,right,0,valid,0.7345113326619624,0.2437698370620411,OK
1375,PaB,left,left,0,0.6197768000001815,left,1,valid,0.7345113326619624,0.2437698370620411,OK
1376,PaB,left,left,0,0.6853266000007352,left,1,valid,0.7345113326619624,0.2437698370620411,OK
1377,PaB,none,right,1,0.7246954000002006,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
1378,PaB,none,right,1,0.7160953000002337,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
1379,PaB,right,left,0,0.6573967000003904,left,1,invalid,0.7537437478937564,0.24844249026586113,OK
1380,PaB,right,left,1,0.772740999999769,right,0,invalid,0.7537437478937564,0.24844249026586113,OK
1381,PaB,left,left,0,0.5091059999995196,left,1,valid,0.7345113326619624,0.2437698370620411,OK
1382,PaB,none,right,1,0.5636317999997118,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
1383,PaB,left,left,0,0.5874028999996881,left,1,valid,0.7345113326619624,0.2437698370620411,OK
1384,PaB,none,left,0,0.7374108000003616,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
1385,PaB,left,right,1,0.6279141000004529,right,1,invalid,0.7537437478937564,0.24844249026586113,OK
1386,PaB,none,right,1,0.604855000000498,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
1387,PaB,right,right,0,0.7217313999999533,left,0,valid,0.7345113326619624,0.2437698370620411,OK
1388,PaB,none,right,1,0.8284290999999939,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
1389,PaB,none,left,1,1.208213099999739,right,0,neutral,0.7716613956494428,0.2299563121835134,OK
1390,PaB,right,left,0,0.7404566000004706,left,1,invalid,0.7537437478937564,0.24844249026586113,OK
1391,PaB,none,right,1,0.6821529000008013,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
1392,PaB,none,right,1,0.6120957000002818,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
1393,PaB,none,right,1,0.8336340999994718,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
1394,PaB,left,left,0,1.2258151000005455,left,1,valid,0.7345113326619624,0.2437698370620411,OK
1395,PaB,left,right,1,0.6953856000000087,right,1,invalid,0.7537437478937564,0.24844249026586113,OK
1396,PaB,none,left,1,1.043965599999865,right,0,neutral,0.7716613956494428,0.2299563121835134,OK
1397,PaB,none,left,0,0.7167855999996391,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
1398,PaB,none,right,1,0.9934502999994947,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
1399,PaB,none,right,1,0.571831199999906,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
1400,PaB,left,left,0,0.799066400000811,left,1,valid,0.7345113326619624,0.2437698370620411,OK
1401,PaB,none,left,0,0.5763071000001219,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
1402,PaB,none,left,0,0.6956854000000021,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
1403,PaB,none,left,1,1.102054500000122,right,0,neutral,0.7716613956494428,0.2299563121835134,OK
1404,PaB,right,right,1,0.7953396000002613,right,1,valid,0.7345113326619624,0.2437698370620411,OK
1405,PaB,right,left,0,0.6983397000003606,left,1,invalid,0.7537437478937564,0.24844249026586113,OK
1406,PaB,left,right,1,0.931408399999782,right,1,invalid,0.7537437478937564,0.24844249026586113,OK
1407,PaB,right,right,1,0.6858032999998613,right,1,valid,0.7345113326619624,0.2437698370620411,OK
1408,PaB,none,right,1,0.8248616999999285,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
1409,PaB,right,right,1,0.7966073000006872,right,1,valid,0.7345113326619624,0.2437698370620411,OK
1410,PaB,none,right,1,0.7679741000001741,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
1411,PaB,none,left,0,0.906419900000401,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
1412,PaB,left,left,0,0.749076299999615,left,1,valid,0.7345113326619624,0.2437698370620411,OK
1413,PaB,right,right,1,0.7831446999998661,right,1,valid,0.7345113326619624,0.2437698370620411,OK
1414,PaB,right,right,1,0.6633019999999306,right,1,valid,0.7345113326619624,0.2437698370620411,OK
1415,PaB,none,left,1,0.7780935999999201,right,0,neutral,0.7716613956494428,0.2299563121835134,OK
1416,PaB,left,left,1,0.8957830999997896,right,0,valid,0.7345113326619624,0.2437698370620411,OK
1417,PaB,none,left,0,0.7076183999997738,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
1418,PaB,none,right,1,0.8008031999997911,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
1419,PaB,left,left,0,0.6826455000000351,left,1,valid,0.7345113326619624,0.2437698370620411,OK
1420,PaB,none,left,0,1.0946170999995957,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
1421,R,none,right,1,0.92853230000037,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
1422,R,right,right,0,0.822874800000136,left,0,valid,0.7345113326619624,0.2437698370620411,OK
1423,R,none,left,1,0.5777408000003561,right,0,neutral,0.7716613956494428,0.2299563121835134,OK
1424,R,none,right,0,0.9143222999991848,left,0,neutral,0.7716613956494428,0.2299563121835134,OK
1425,R,left,right,1,0.8968487999991339,right,1,invalid,0.7537437478937564,0.24844249026586113,OK
1426,R,none,right,1,1.1869195999997828,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
1427,R,none,right,1,0.721022400000038,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
1428,R,right,right,1,0.87749199999962,right,1,valid,0.7345113326619624,0.2437698370620411,OK
1429,R,none,right,0,0.9001407000005202,left,0,neutral,0.7716613956494428,0.2299563121835134,OK
1430,R,left,left,1,0.7927460000000792,right,0,valid,0.7345113326619624,0.2437698370620411,OK
1431,R,left,left,1,0.7885040000001027,right,0,valid,0.7345113326619624,0.2437698370620411,OK
1432,R,right,right,1,0.6283716999996614,right,1,valid,0.7345113326619624,0.2437698370620411,OK
1433,R,none,left,0,0.8306004999994911,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
1434,R,left,left,1,0.6372934999999416,right,0,valid,0.7345113326619624,0.2437698370620411,OK
1435,R,none,right,1,0.5252456999996866,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
1436,R,right,right,1,0.5358589999996184,right,1,valid,0.7345113326619624,0.2437698370620411,OK
1437,R,none,left,1,0.8206516000000192,right,0,neutral,0.7716613956494428,0.2299563121835134,OK
1438,R,none,right,1,0.7430637999996179,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
1439,R,none,right,1,0.6495185000003403,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
1440,R,none,right,1,0.7495800999995481,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
1441,R,left,left,1,0.649873899999875,right,0,valid,0.7345113326619624,0.2437698370620411,OK
1442,R,none,left,1,0.7460375000000568,right,0,neutral,0.7716613956494428,0.2299563121835134,OK
1443,R,left,left,1,0.5588435999998183,right,0,valid,0.7345113326619624,0.2437698370620411,OK
1444,R,none,right,1,0.5992138000001432,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
1445,R,none,left,1,0.5009094999995796,right,0,neutral,0.7716613956494428,0.2299563121835134,OK
1446,R,left,left,0,0.5521581000002698,left,1,valid,0.7345113326619624,0.2437698370620411,OK
1447,R,none,right,1,0.6247536000000764,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
1448,R,right,left,1,0.6008819999997286,right,0,invalid,0.7537437478937564,0.24844249026586113,OK
1449,R,none,right,1,0.741766699999971,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
1450,R,right,left,1,0.6756824000003689,right,0,invalid,0.7537437478937564,0.24844249026586113,OK
1451,R,none,left,0,0.5844829999996364,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
1452,R,left,left,1,0.7168064999996204,right,0,valid,0.7345113326619624,0.2437698370620411,OK
1453,R,left,left,1,0.7603107999993881,right,0,valid,0.7345113326619624,0.2437698370620411,OK
1454,R,none,right,1,0.2395966000003682,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
1455,R,right,right,1,0.3169834999998784,right,1,valid,0.7345113326619624,0.2437698370620411,OK
1456,R,none,left,0,0.296335299999555,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
1457,R,left,left,0,0.5952304000002187,left,1,valid,0.7345113326619624,0.2437698370620411,OK
1458,R,right,right,1,0.5251624000002266,right,1,valid,0.7345113326619624,0.2437698370620411,OK
1459,R,right,left,0,0.8834217000003264,left,1,invalid,0.7537437478937564,0.24844249026586113,OK
1460,R,left,left,1,0.5193300000000818,right,0,valid,0.7345113326619624,0.2437698370620411,OK
1461,R,none,right,1,0.6340413999996599,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
1462,R,none,left,0,0.5965506000002279,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
1463,R,none,left,0,0.5891316999995979,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
1464,R,right,right,1,0.679596599999968,right,1,valid,0.7345113326619624,0.2437698370620411,OK
1465,R,left,left,1,0.5231534000004103,right,0,valid,0.7345113326619624,0.2437698370620411,OK
1466,R,right,right,1,0.43377179999970394,right,1,valid,0.7345113326619624,0.2437698370620411,OK
1467,R,right,right,0,0.5786136000006081,left,0,valid,0.7345113326619624,0.2437698370620411,OK
1468,R,none,left,1,1.1846717999997054,right,0,neutral,0.7716613956494428,0.2299563121835134,OK
1469,R,none,left,0,0.8698281000006318,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
1470,R,left,left,1,0.7876485000006141,right,0,valid,0.7345113326619624,0.2437698370620411,OK
1471,R,left,left,1,0.8204236000001401,right,0,valid,0.7345113326619624,0.2437698370620411,OK
1472,R,right,right,1,0.7154381000000285,right,1,valid,0.7345113326619624,0.2437698370620411,OK
1473,R,left,left,1,0.6202591000001121,right,0,valid,0.7345113326619624,0.2437698370620411,OK
1474,R,none,left,0,0.8881149999997433,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
1475,R,none,left,1,0.6146054999999251,right,0,neutral,0.7716613956494428,0.2299563121835134,OK
1476,R,left,right,1,0.6786794999998165,right,1,invalid,0.7537437478937564,0.24844249026586113,OK
1477,R,none,left,0,0.9194648000002416,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
1478,R,none,left,1,1.041812899999968,right,0,neutral,0.7716613956494428,0.2299563121835134,OK
1479,R,none,right,1,0.6969333999995797,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
1480,R,none,left,0,1.0892045000000508,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
1481,R,none,right,1,0.7156756000003952,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
1482,R,right,right,0,0.8540203999991718,left,0,valid,0.7345113326619624,0.2437698370620411,OK
1483,R,none,left,0,0.6351353999998537,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
1484,R,left,left,0,0.9211083999998664,left,1,valid,0.7345113326619624,0.2437698370620411,OK
1485,R,right,right,1,0.6800604999998541,right,1,valid,0.7345113326619624,0.2437698370620411,OK
1486,R,left,right,0,0.8178976999997758,left,0,invalid,0.7537437478937564,0.24844249026586113,OK
1487,R,none,right,1,0.5679755000001023,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
1488,R,right,right,1,0.4285768999998254,right,1,valid,0.7345113326619624,0.2437698370620411,OK
1489,R,none,right,0,0.8123045000002094,left,0,neutral,0.7716613956494428,0.2299563121835134,OK
1490,R,none,left,0,0.8860934000003908,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
1491,R,left,right,0,0.7634797999999137,left,0,invalid,0.7537437478937564,0.24844249026586113,OK
1492,R,right,left,1,0.5846193000006679,right,0,invalid,0.7537437478937564,0.24844249026586113,OK
1493,R,none,right,1,0.7665698999999222,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
1494,R,right,right,1,0.6402730999998312,right,1,valid,0.7345113326619624,0.2437698370620411,OK
1495,R,none,left,1,0.5395090000001801,right,0,neutral,0.7716613956494428,0.2299563121835134,OK
1496,R,none,left,0,0.7016397000006691,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
1497,R,right,right,1,0.59517120000055,right,1,valid,0.7345113326619624,0.2437698370620411,OK
1498,R,left,left,1,0.9666262000000644,right,0,valid,0.7345113326619624,0.2437698370620411,OK
1499,R,right,right,1,0.8660072000002401,right,1,valid,0.7345113326619624,0.2437698370620411,OK
1500,R,none,right,1,0.7944254999993063,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
1501,R,left,right,1,0.714276499999869,right,1,invalid,0.7537437478937564,0.24844249026586113,OK
1502,R,right,right,1,0.7178884000004473,right,1,valid,0.7345113326619624,0.2437698370620411,OK
1503,R,none,right,1,0.5454012999998668,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
1504,R,none,right,1,0.6622924000002968,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
1505,R,left,right,1,0.5890993000002709,right,1,invalid,0.7537437478937564,0.24844249026586113,OK
1506,R,left,left,1,0.560936099999708,right,0,valid,0.7345113326619624,0.2437698370620411,OK
1507,R,none,left,1,0.8881250999993426,right,0,neutral,0.7716613956494428,0.2299563121835134,OK
1508,R,right,left,1,0.3340303999993921,right,0,invalid,0.7537437478937564,0.24844249026586113,OK
1509,R,none,left,0,0.6551231000003099,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
1510,R,right,right,1,0.5415549999997893,right,1,valid,0.7345113326619624,0.2437698370620411,OK
1511,R,left,left,1,0.5598604999995587,right,0,valid,0.7345113326619624,0.2437698370620411,OK
1512,R,right,right,1,0.4812627000001158,right,1,valid,0.7345113326619624,0.2437698370620411,OK
1513,R,none,left,1,0.71256429999994,right,0,neutral,0.7716613956494428,0.2299563121835134,OK
1514,R,none,left,0,1.0503662000000986,left,1,neutral,0.7716613956494428,0.2299563121835134,OK
1515,R,left,left,1,0.8764600000004066,right,0,valid,0.7345113326619624,0.2437698370620411,OK
1516,R,none,right,1,0.7330261999995855,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
1517,R,none,left,1,0.8682489000002533,right,0,neutral,0.7716613956494428,0.2299563121835134,OK
1518,R,none,right,0,0.6971886999999697,left,0,neutral,0.7716613956494428,0.2299563121835134,OK
1519,R,none,left,1,0.5146279999999024,right,0,neutral,0.7716613956494428,0.2299563121835134,OK
1520,R,none,right,1,0.838144000000284,right,1,neutral,0.7716613956494428,0.2299563121835134,OK
1521,R,left,left,0,1.1508353000008356,left,1,valid,0.7345113326619624,0.2437698370620411,OK
