cue,direction,practice_block_loop.thisRepN,practice_block_loop.thisTrialN,practice_block_loop.thisN,practice_block_loop.thisIndex,main_blocks_loop.thisRepN,main_blocks_loop.thisTrialN,main_blocks_loop.thisN,main_blocks_loop.thisIndex,static_isi.started,static_isi.stopped,fixation_pre.started,fixation_pre.stopped,image.started,image.stopped,fixation_post.started,fixation_post.stopped,dots_background.started,dots_background.stopped,dots_stimulus.started,dots_stimulus.stopped,dots_keyboard_response.keys,dots_keyboard_response.rt,dots_keyboard_response.started,dots_keyboard_response.stopped,feedback_text.started,feedback_text.stopped,instruction_main_text.started,instruction_main_text.stopped,instruction_main_keyboard_response.keys,instruction_main_keyboard_response.rt,instruction_main_keyboard_response.started,instruction_main_keyboard_response.stopped,Pseudonym,date,expName,psychopyVersion,frameRate,
right,right,,,,,1,15,95,17,0.011608149914536625,1.0116081499145366,1008.6879690999631,None,1008.7897144999588,None,1009.7904220999917,None,1013.7910320999799,None,1013.7910320999799,None,f,0.745914300030563,1013.7910320999799,None,1014.5710351999733,None,,,,,,,VPN02,2022_Mar_01_2208,rdk-discrimination,2021.2.3,60.03269378841237,
none,right,,,,,1,16,96,71,0.009392249980010092,1.00939224998001,1016.0544838999631,None,1017.2584511999739,None,1018.256704499945,None,1022.7583544999943,None,1022.7583544999943,None,j,0.4446714999503456,1022.7583544999943,None,1023.2405721999821,None,,,,,,,VPN02,2022_Mar_01_2208,rdk-discrimination,2021.2.3,60.03269378841237,
right,right,,,,,1,17,97,31,0.011812350014224648,1.0118123500142246,1024.720092899981,None,1025.5295920999488,None,1026.5231071999879,None,1031.0241013999912,None,1031.0241013999912,None,j,0.874007900012657,1031.0241013999912,None,1031.9269913999597,None,,,,,,,VPN02,2022_Mar_01_2208,rdk-discrimination,2021.2.3,60.03269378841237,
right,right,,,,,1,18,98,24,0.012294649903196841,1.0122946499031968,1033.4186401999905,None,1033.7765917999786,None,1034.7734466999536,None,1039.775212199951,None,1039.775212199951,None,f,0.5849750000052154,1039.775212199951,None,1040.380991299986,None,,,,,,,VPN02,2022_Mar_01_2208,rdk-discrimination,2021.2.3,60.03269378841237,
none,left,,,,,1,19,99,47,0.012179150013253093,1.012179150013253,1041.86903849995,None,1042.2250377999735,None,1043.2230254999595,None,1047.724044099974,None,1047.724044099974,None,j,0.7281223000027239,1047.724044099974,None,1048.477941799967,None,,,,,,,VPN02,2022_Mar_01_2208,rdk-discrimination,2021.2.3,60.03269378841237,
none,right,,,,,1,20,100,72,0.012179250014014542,1.0121792500140145,1049.9700273999479,None,1050.7767074999865,None,1051.7728060999652,None,1055.7753450999735,None,1055.7753450999735,None,f,0.7098590000532568,1055.7753450999735,None,1056.511621899961,None,,,,,,,VPN02,2022_Mar_01_2208,rdk-discrimination,2021.2.3,60.03269378841237,
none,left,,,,,1,21,101,43,0.012669550022110343,1.0126695500221103,1058.004739899945,None,1058.8063920999994,None,1059.8063412999618,None,1064.3075259999605,None,1064.3075259999605,None,j,0.963920500013046,1064.3075259999605,None,1065.301302799955,None,,,,,,,VPN02,2022_Mar_01_2208,rdk-discrimination,2021.2.3,60.03269378841237,
left,right,,,,,1,22,102,34,0.013056649942882359,1.0130566499428824,1066.7857318999595,None,1067.142747099977,None,1068.139191299968,None,1073.1406520999735,None,1073.1406520999735,None,f,0.44200640002964064,1073.1406520999735,None,1073.61144399998,None,,,,,,,VPN02,2022_Mar_01_2208,rdk-discrimination,2021.2.3,60.03269378841237,
none,left,,,,,1,23,103,41,0.012563150026835501,1.0125631500268355,1075.1022636999842,None,1075.4581957999617,None,1076.4562199999928,None,1079.8574005999835,None,1079.8574005999835,None,j,0.4892741999938153,1079.8574005999835,None,1080.3792038999964,None,,,,,,,VPN02,2022_Mar_01_2208,rdk-discrimination,2021.2.3,60.03269378841237,
right,right,,,,,1,24,104,26,0.012264149961993098,1.012264149961993,1081.8696722999448,None,1082.6749517999706,None,1083.6736774999881,None,1087.0737804999808,None,1087.0737804999808,None,j,0.36915980000048876,1087.0737804999808,None,1087.4737517999602,None,,,,,,,VPN02,2022_Mar_01_2208,rdk-discrimination,2021.2.3,60.03269378841237,
none,right,,,,,1,25,105,64,0.011738549976143986,1.011738549976144,1088.9707147999434,None,1089.7749383999617,None,1090.772782599961,None,1094.17377449997,None,1094.17377449997,None,j,0.628445600043051,1094.17377449997,None,1094.827646199963,None,,,,,,,VPN02,2022_Mar_01_2208,rdk-discrimination,2021.2.3,60.03269378841237,
right,right,,,,,1,26,106,30,0.011781949957367033,1.011781949957367,1096.3194077999797,None,1096.674564099987,None,1097.6726190999616,None,1102.6736522999709,None,1102.6736522999709,None,f,0.3532268000417389,1102.6736522999709,None,1103.0697342999629,None,,,,,,,VPN02,2022_Mar_01_2208,rdk-discrimination,2021.2.3,60.03269378841237,
none,left,,,,,1,27,107,49,0.011823150038253516,1.0118231500382535,1104.5534092999878,None,1104.6561485999846,None,1105.6558349999832,None,1110.1569683999987,None,1110.1569683999987,None,j,0.5284709999687038,1110.1569683999987,None,1110.7057911999873,None,,,,,,,VPN02,2022_Mar_01_2208,rdk-discrimination,2021.2.3,60.03269378841237,
none,right,,,,,1,28,108,62,0.012160649988800287,1.0121606499888003,1112.1868391999742,None,1112.989187899977,None,1113.9891019999632,None,1118.4902591999853,None,1118.4902591999853,None,j,1.0094236999866553,1118.4902591999853,None,1119.5436421999475,None,,,,,,,VPN02,2022_Mar_01_2208,rdk-discrimination,2021.2.3,60.03269378841237,
none,right,,,,,1,29,109,77,0.012605149997398257,1.0126051499973983,1121.03491269995,None,1122.24177839997,None,1123.2389526999905,None,1128.2400212999783,None,1128.2400212999783,None,f,0.611603900033515,1128.2400212999783,None,1128.8897149999975,None,,,,,,,VPN02,2022_Mar_01_2208,rdk-discrimination,2021.2.3,60.03269378841237,
right,right,,,,,1,30,110,28,0.012198450043797493,1.0121984500437975,1130.370285699959,None,1131.5782781999442,None,1132.572676599957,None,1136.5756451999769,None,1136.5756451999769,None,j,0.550582800002303,1136.5756451999769,None,1137.1713359999703,None,,,,,,,VPN02,2022_Mar_01_2208,rdk-discrimination,2021.2.3,60.03269378841237,
left,left,,,,,1,31,111,7,0.0066218500141985714,1.0066218500141986,1138.659173299966,None,1139.4757727999822,None,1140.4722678999533,None,1143.8732418,None,1143.8732418,None,f,1.364108599955216,1143.8732418,None,1145.2588012999622,None,,,,,,,VPN02,2022_Mar_01_2208,rdk-discrimination,2021.2.3,60.03269378841237,
right,left,,,,,1,32,112,38,0.012440849968697876,1.0124408499686979,1146.7520492999465,None,1147.9577935999841,None,1148.9562286999426,None,1152.356939499965,None,1152.356939499965,None,j,0.33189789997413754,1152.356939499965,None,1152.7210115999915,None,,,,,,,VPN02,2022_Mar_01_2208,rdk-discrimination,2021.2.3,60.03269378841237,
right,right,,,,,1,33,113,19,0.01235874998383224,1.0123587499838322,1154.203240999952,None,1155.0087078999495,None,1156.0055853999802,None,1160.5068048999528,None,1160.5068048999528,None,f,0.5044625999871641,1160.5068048999528,None,1161.0424791999976,None,,,,,,,VPN02,2022_Mar_01_2208,rdk-discrimination,2021.2.3,60.03269378841237,
none,right,,,,,1,34,114,68,0.012452750001102686,1.0124527500011027,1162.536810599966,None,1163.3408324999618,None,1164.3386881999904,None,1167.7401431999751,None,1167.7401431999751,None,j,0.4118558000191115,1167.7401431999751,None,1168.1914831999457,None,,,,,,,VPN02,2022_Mar_01_2208,rdk-discrimination,2021.2.3,60.03269378841237,
none,right,,,,,1,35,115,65,0.011476550018414855,1.0114765500184149,1169.6859287999687,None,1169.7885291999555,None,1170.7886065999628,None,1174.7896993999602,None,1174.7896993999602,None,f,0.5085455000516959,1174.7896993999602,None,1175.3352409999934,None,,,,,,,VPN02,2022_Mar_01_2208,rdk-discrimination,2021.2.3,60.03269378841237,
none,left,,,,,1,36,116,45,0.013005949964281172,1.0130059499642812,1176.8176285999944,None,1177.6254781999742,None,1178.6223722999566,None,1183.6235450999811,None,1183.6235450999811,None,j,0.41415690002031624,1183.6235450999811,None,1184.0585885999608,None,,,,,,,VPN02,2022_Mar_01_2208,rdk-discrimination,2021.2.3,60.03269378841237,
left,left,,,,,1,37,117,3,0.013021849968936294,1.0130218499689363,1185.55062309996,None,1185.6590477999998,None,1186.6553590999683,None,1190.656499499979,None,1190.656499499979,None,f,1.2777039000065997,1190.656499499979,None,1191.9776232999866,None,,,,,,,VPN02,2022_Mar_01_2208,rdk-discrimination,2021.2.3,60.03269378841237,
none,right,,,,,1,38,118,76,0.011622250021900982,1.011622250021901,1193.471468099975,None,1194.6738347999635,None,1195.6717334999703,None,1200.1730975999963,None,1200.1730975999963,None,j,0.3982436999795027,1200.1730975999963,None,1200.5882450999925,None,,,,,,,VPN02,2022_Mar_01_2208,rdk-discrimination,2021.2.3,60.03269378841237,
right,right,,,,,1,39,119,21,0.01177054998697713,1.0117705499869771,1202.0684092999436,None,1202.4242479999666,None,1203.4224046999589,None,1207.9255911999498,None,1207.9255911999498,None,j,0.6600049000116996,1207.9255911999498,None,1208.6159329999937,None,,,,,,,VPN02,2022_Mar_01_2208,rdk-discrimination,2021.2.3,60.03269378841237,
none,left,,,,,1,40,120,58,0.011750150006264448,1.0117501500062644,1210.1012294999673,None,1210.9049769999692,None,1211.9050376999658,None,1215.9060388999642,None,1215.9060388999642,None,f,0.4842359999893233,1215.9060388999642,None,1216.4091229999904,None,,,,,,,VPN02,2022_Mar_01_2208,rdk-discrimination,2021.2.3,60.03269378841237,
none,left,,,,,1,41,121,40,0.012085449998266995,1.012085449998267,1217.9024957999936,None,1219.105068099976,None,1220.1046844999655,None,1223.5065100999782,None,1223.5065100999782,None,j,1.0437758999760263,1223.5065100999782,None,1224.58544299996,None,,,,,,,VPN02,2022_Mar_01_2208,rdk-discrimination,2021.2.3,60.03269378841237,
right,right,,,,,1,42,122,20,0.011987850011792034,1.011987850011792,1226.068831099954,None,1226.1714576999657,None,1227.1715597999864,None,1231.672946799954,None,1231.672946799954,None,j,0.39055290003307164,1231.672946799954,None,1232.1042541999486,None,,,,,,,VPN02,2022_Mar_01_2208,rdk-discrimination,2021.2.3,60.03269378841237,
left,left,,,,,1,43,123,2,0.011653749970719218,1.0116537499707192,1233.5856633999501,None,1234.3938284999458,None,1235.3885494999704,None,1238.7919754999457,None,1238.7919754999457,None,f,0.567953200021293,1238.7919754999457,None,1239.390053799958,None,,,,,,,VPN02,2022_Mar_01_2208,rdk-discrimination,2021.2.3,60.03269378841237,
left,right,,,,,1,44,124,35,0.012633450038265437,1.0126334500382654,1240.8848489999655,None,1240.9885073999758,None,1241.9879432999878,None,1245.990035899973,None,1245.990035899973,None,j,0.5186555000254884,1245.990035899973,None,1246.5402373999823,None,,,,,,,VPN02,2022_Mar_01_2208,rdk-discrimination,2021.2.3,60.03269378841237,
left,left,,,,,1,45,125,14,0.01173204998485744,1.0117320499848574,1248.0341859999462,None,1248.3900858999696,None,1249.3882943999488,None,1254.392827499949,None,1254.392827499949,None,j,0.646554900042247,1254.392827499949,None,1255.069856899965,None,,,,,,,VPN02,2022_Mar_01_2208,rdk-discrimination,2021.2.3,60.03269378841237,
none,right,,,,,1,46,126,70,0.012396549980621785,1.0123965499806218,1256.553751999978,None,1257.3553595999838,None,1258.3546170999762,None,1262.8556891999906,None,1262.8556891999906,None,f,0.5090762000181712,1262.8556891999906,None,1263.392117899959,None,,,,,,,VPN02,2022_Mar_01_2208,rdk-discrimination,2021.2.3,60.03269378841237,
right,left,,,,,1,47,127,36,0.011921650031581521,1.0119216500315815,1264.8857176999445,None,1266.0903907999746,None,1267.0878760999767,None,1272.0890224999748,None,1272.0890224999748,None,j,0.36065000004600734,1272.0890224999748,None,1272.4752222999814,None,,,,,,,VPN02,2022_Mar_01_2208,rdk-discrimination,2021.2.3,60.03269378841237,
none,left,,,,,1,48,128,59,0.011938849987927824,1.0119388499879278,1273.9671596999979,None,1275.1713438999723,None,1276.1719504999928,None,1279.572141099954,None,1279.572141099954,None,f,0.3791535999625921,1279.572141099954,None,1279.9870667999494,None,,,,,,,VPN02,2022_Mar_01_2208,rdk-discrimination,2021.2.3,60.03269378841237,
left,left,,,,,1,49,129,1,0.011793549987487495,1.0117935499874875,1281.4679800999584,None,1282.6738236999954,None,1283.6711722999462,None,1287.6725589999696,None,1287.6725589999696,None,j,0.6689886000240222,1287.6725589999696,None,1288.384080399992,None,,,,,,,VPN02,2022_Mar_01_2208,rdk-discrimination,2021.2.3,60.03269378841237,
left,left,,,,,1,50,130,15,0.01162684999871999,1.01162684999872,1289.8680140999495,None,1290.674082499987,None,1291.6712040999555,None,1296.6725589999696,None,1296.6725589999696,None,f,0.39413000002969056,1296.6725589999696,None,1297.1089049999719,None,,,,,,,VPN02,2022_Mar_01_2208,rdk-discrimination,2021.2.3,60.03269378841237,
left,left,,,,,1,51,131,6,0.012779249984305352,1.0127792499843054,1298.6016447999864,None,1298.9579446999705,None,1299.954629499989,None,1303.9553397999844,None,1303.9553397999844,None,f,0.5168837999808602,1303.9553397999844,None,1304.4921071999706,None,,,,,,,VPN02,2022_Mar_01_2208,rdk-discrimination,2021.2.3,60.03269378841237,
left,left,,,,,1,52,132,0,0.012815949914511293,1.0128159499145113,1305.9855994999525,None,1306.3410236999625,None,1307.3380340999574,None,1311.838885699981,None,1311.838885699981,None,j,0.48101680004037917,1311.838885699981,None,1312.3572666999535,None,,,,,,,VPN02,2022_Mar_01_2208,rdk-discrimination,2021.2.3,60.03269378841237,
none,right,,,,,1,53,133,67,0.012052649981342256,1.0120526499813423,1313.850915399962,None,1313.9540723999962,None,1314.9543777999934,None,1319.4551951999892,None,1319.4551951999892,None,f,0.46863289998145774,1319.4551951999892,None,1319.9410500999657,None,,,,,,,VPN02,2022_Mar_01_2208,rdk-discrimination,2021.2.3,60.03269378841237,
right,right,,,,,1,54,134,23,0.011409849976189435,1.0114098499761894,1321.4346026999992,None,1322.6419001999893,None,1323.6377038999926,None,1328.1388548999676,None,1328.1388548999676,None,j,0.3785009999992326,1328.1388548999676,None,1328.5566626999644,None,,,,,,,VPN02,2022_Mar_01_2208,rdk-discrimination,2021.2.3,60.03269378841237,
none,left,,,,,1,55,135,56,0.012065750022884458,1.0120657500228845,1330.0504961999832,None,1331.2539799999795,None,1332.2541602999554,None,1337.2558188999537,None,1337.2558188999537,None,f,0.5641926000243984,1337.2558188999537,None,1337.8423843999626,None,,,,,,,VPN02,2022_Mar_01_2208,rdk-discrimination,2021.2.3,60.03269378841237,
left,left,,,,,1,56,136,11,0.012399650004226714,1.0123996500042267,1339.3336493999814,None,1339.437595699972,None,1340.4372301999829,None,1344.9382721999427,None,1344.9382721999427,None,j,0.6475723999901675,1344.9382721999427,None,1345.6177105999668,None,,,,,,,VPN02,2022_Mar_01_2208,rdk-discrimination,2021.2.3,60.03269378841237,
none,left,,,,,1,57,137,52,0.012373250036034733,1.0123732500360347,1347.1002494999557,None,1347.2038736999966,None,1348.2040134999552,None,1353.2057563999551,None,1353.2057563999551,None,j,0.753217899997253,1353.2057563999551,None,1353.9895965999458,None,,,,,,,VPN02,2022_Mar_01_2208,rdk-discrimination,2021.2.3,60.03269378841237,
none,right,,,,,1,58,138,75,0.012137150042690337,1.0121371500426903,1355.486090899969,None,1355.587241799978,None,1356.587294499972,None,1361.588340999966,None,1361.588340999966,None,f,0.40374359994893894,1361.588340999966,None,1362.022019899974,None,,,,,,,VPN02,2022_Mar_01_2208,rdk-discrimination,2021.2.3,60.03269378841237,
none,right,,,,,1,59,139,79,0.01190844998927787,1.0119084499892779,1363.5184348999755,None,1364.3217023999896,None,1365.3206346999505,None,1369.8238282999955,None,1369.8238282999955,None,j,0.4546101000159979,1369.8238282999955,None,1370.3266094999854,None,,,,,,,VPN02,2022_Mar_01_2208,rdk-discrimination,2021.2.3,60.03269378841237,
left,right,,,,,1,60,140,33,0.012276049994397908,1.012276049994398,1371.8168603999657,None,1371.9209144999622,None,1372.9204297999968,None,1377.4213735999656,None,1377.4213735999656,None,f,0.4314130999846384,1377.4213735999656,None,1377.8857468999922,None,,,,,,,VPN02,2022_Mar_01_2208,rdk-discrimination,2021.2.3,60.03269378841237,
none,left,,,,,1,61,141,46,0.01241054997080937,1.0124105499708094,1379.3675730999676,None,1380.1704303999431,None,1381.170656799979,None,1384.5735889999778,None,1384.5735889999778,None,j,0.5598532000440173,1384.5735889999778,None,1385.1583975999965,None,,,,,,,VPN02,2022_Mar_01_2208,rdk-discrimination,2021.2.3,60.03269378841237,
none,right,,,,,1,62,142,61,0.011845349974464625,1.0118453499744646,1386.650285599986,None,1387.8540257999557,None,1388.8536361999577,None,1392.8545759999542,None,1392.8545759999542,None,f,0.954917499970179,1392.8545759999542,None,1393.8394147999934,None,,,,,,,VPN02,2022_Mar_01_2208,rdk-discrimination,2021.2.3,60.03269378841237,
right,right,,,,,1,63,143,27,0.011951749969739467,1.0119517499697395,1395.33345549996,None,1396.1383617999963,None,1397.1368196999538,None,1400.5381613999489,None,1400.5381613999489,None,j,0.8116119999904186,1400.5381613999489,None,1401.3884569999645,None,,,,,,,VPN02,2022_Mar_01_2208,rdk-discrimination,2021.2.3,60.03269378841237,
none,left,,,,,1,64,144,55,0.011949550011195242,1.0119495500111952,1402.8842692999751,None,1404.0866213999689,None,1405.0869435999775,None,1409.087547699979,None,1409.087547699979,None,None,,1409.087547699979,None,1410.6752845999436,None,,,,,,,VPN02,2022_Mar_01_2208,rdk-discrimination,2021.2.3,60.03269378841237,
right,left,,,,,1,65,145,37,0.015302349987905473,1.0153023499879055,1412.0707859999966,None,1412.4250032999553,None,1413.4228774999501,None,1417.4346925999853,None,1417.4346925999853,None,f,0.4605333000072278,1417.4346925999853,None,1417.9298118999577,None,,,,,,,VPN02,2022_Mar_01_2208,rdk-discrimination,2021.2.3,60.03269378841237,
none,right,,,,,1,66,146,73,0.011875450029037893,1.011875450029038,1419.4134120999952,None,1419.5164698999724,None,1420.5166188000003,None,1424.5200479999767,None,1424.5200479999767,None,j,0.4632188000250608,1424.5200479999767,None,1425.0057488999446,None,,,,,,,VPN02,2022_Mar_01_2208,rdk-discrimination,2021.2.3,60.03269378841237,
none,right,,,,,1,67,147,63,0.012384150002617389,1.0123841500026174,1426.4960811999626,None,1427.2999994999846,None,1428.2998422999517,None,1433.3012349999626,None,1433.3012349999626,None,f,0.31582029996206984,1433.3012349999626,None,1433.643625399971,None,,,,,,,VPN02,2022_Mar_01_2208,rdk-discrimination,2021.2.3,60.03269378841237,
none,right,,,,,1,68,148,69,0.012680649990215898,1.012680649990216,1435.128224999993,None,1436.3348408999736,None,1437.3334247999592,None,1442.3383805999765,None,1442.3383805999765,None,j,0.27478289999999106,1442.3383805999765,None,1442.6486985999509,None,,,,,,,VPN02,2022_Mar_01_2208,rdk-discrimination,2021.2.3,60.03269378841237,
none,left,,,,,1,69,149,53,0.012736949953250587,1.0127369499532506,1444.1296618999913,None,1444.9331154999672,None,1445.9331416999921,None,1449.9363100999617,None,1449.9363100999617,None,j,0.8427669999655336,1449.9363100999617,None,1450.8128257999779,None,,,,,,,VPN02,2022_Mar_01_2208,rdk-discrimination,2021.2.3,60.03269378841237,
left,left,,,,,1,70,150,13,0.012533249973785132,1.0125332499737851,1452.2959217999596,None,1452.402929199976,None,1453.3998451999505,None,1457.9038870999939,None,1457.9038870999939,None,f,1.1346999000525102,1457.9038870999939,None,1459.0769765999867,None,,,,,,,VPN02,2022_Mar_01_2208,rdk-discrimination,2021.2.3,60.03269378841237,
none,right,,,,,1,71,151,66,0.012674850004259497,1.0126748500042595,1460.5630409999867,None,1461.7662618999602,None,1462.7664938999806,None,1467.2704049999593,None,1467.2704049999593,None,j,0.3455168000073172,1467.2704049999593,None,1467.6378119,None,,,,,,,VPN02,2022_Mar_01_2208,rdk-discrimination,2021.2.3,60.03269378841237,
right,right,,,,,1,72,152,25,0.012788149935659021,1.012788149935659,1469.1284987999825,None,1469.2349922999856,None,1470.2326646999572,None,1474.7340662999777,None,1474.7340662999777,None,j,1.3469505000393838,1474.7340662999777,None,1476.1039263999555,None,,,,,,,VPN02,2022_Mar_01_2208,rdk-discrimination,2021.2.3,60.03269378841237,
none,left,,,,,1,73,153,44,0.013611949980258942,1.013611949980259,1477.5957855999586,None,1477.9698282999452,None,1480.648187499959,None,1485.6513124999474,None,1485.6513124999474,None,f,0.3241283999523148,1485.6513124999474,None,1485.9878050999832,None,,,,,,,VPN02,2022_Mar_01_2208,rdk-discrimination,2021.2.3,60.03269378841237,
right,right,,,,,1,74,154,18,0.014010249986313283,1.0140102499863133,1487.4793224999448,None,1487.5834473999566,None,1488.5828982999665,None,1493.5846020999597,None,1493.5846020999597,None,j,1.0737885999842547,1493.5846020999597,None,1494.6834329999983,None,,,,,,,VPN02,2022_Mar_01_2208,rdk-discrimination,2021.2.3,60.03269378841237,
left,left,,,,,1,75,155,8,0.012575649947393686,1.0125756499473937,1496.1645973999985,None,1497.3664735999773,None,1498.3664307,None,1503.3676677999902,None,1503.3676677999902,None,f,0.4116428000270389,1503.3676677999902,None,1503.8014015999506,None,,,,,,,VPN02,2022_Mar_01_2208,rdk-discrimination,2021.2.3,60.03269378841237,
right,right,,,,,1,76,156,22,0.012773249996826053,1.012773249996826,1505.29556889995,None,1505.3999412999838,None,1506.416751199984,None,1511.419430299953,None,1511.419430299953,None,j,0.39381219999631867,1511.419430299953,None,1511.8363476999803,None,,,,,,,VPN02,2022_Mar_01_2208,rdk-discrimination,2021.2.3,60.03269378841237,
left,left,,,,,1,77,157,12,0.012977549980860204,1.0129775499808602,1513.33097239997,None,1513.4344507999485,None,1514.4343085999717,None,1518.9360751999775,None,1518.9360751999775,None,j,0.5113311000168324,1518.9360751999775,None,1519.4767101999605,None,,,,,,,VPN02,2022_Mar_01_2208,rdk-discrimination,2021.2.3,60.03269378841237,
none,right,,,,,1,78,158,60,0.012419149919878691,1.0124191499198787,1520.964102799946,None,1521.7676688999636,None,1522.767073099967,None,1526.7692683999776,None,1526.7692683999776,None,f,0.37970380001934245,1526.7692683999776,None,1527.1708688999643,None,,,,,,,VPN02,2022_Mar_01_2208,rdk-discrimination,2021.2.3,60.03269378841237,
left,left,,,,,1,79,159,5,0.012787749990820885,1.0127877499908209,1528.6639885999612,None,1529.869291699957,None,1530.8675689999945,None,1534.2717477999977,None,1534.2717477999977,None,f,0.6939192999852821,1534.2717477999977,None,1534.993988799979,None,,,,,,,VPN02,2022_Mar_01_2208,rdk-discrimination,2021.2.3,60.03269378841237,
