subj,session,block,trial,set_size,response_size_list,response_size_new_words,tested,response,rt,correct,response_category
14,3,5,19,8,4,4,3,164,6.097,1,correct
14,3,5,20,8,2,0,4,1166,4.949,1,correct
14,3,5,21,4,1,1,1,336,1.576,1,correct
14,3,5,22,8,0,0,8,756,-1,1,correct
14,3,5,23,8,6,0,8,464,2.046,1,correct
14,3,5,24,6,2,0,4,216,2.464,1,correct
14,3,5,25,6,1,1,5,587,1.91,1,correct
14,3,5,26,2,0,0,1,582,-1,1,correct
14,3,5,27,2,2,2,2,889,2.246,1,correct
14,3,5,28,8,2,2,1,891,8.883,1,correct
14,3,6,1,6,0,0,2,13,-1,0,intrusion
14,3,6,2,8,4,4,6,303,2.77,1,correct
14,3,6,3,2,0,0,2,770,-1,1,correct
14,3,6,4,4,2,0,3,596,2.84,1,correct
14,3,6,5,2,1,1,1,340,1.043,1,correct
14,3,6,6,2,2,0,2,845,1.129,1,correct
14,3,6,7,6,4,0,3,666,8.308,1,correct
14,3,6,8,4,1,1,2,158,1.56,1,correct
14,3,6,9,8,8,0,2,108,7.766,0,intrusion
14,3,6,10,4,4,0,1,28,2.313,1,correct
14,3,6,11,4,0,0,4,759,-1,0,intrusion
14,3,6,12,6,2,2,4,536,3.981,1,correct
14,3,6,13,8,0,0,4,13,-1,0,intrusion
14,3,6,14,8,8,4,5,214,11.962,0,intrusion
14,3,6,15,8,4,0,7,566,1.059,1,correct
14,3,6,16,8,6,0,1,846,3.182,1,correct
14,3,6,17,2,2,2,1,569,1.521,1,correct
14,3,6,18,4,4,4,2,365,2.146,1,correct
14,3,6,19,4,2,2,2,391,2.157,1,correct
14,3,6,20,8,6,4,4,1046,4.818,0,intrusion
14,3,6,21,6,1,1,6,757,1.313,1,correct
14,3,6,22,6,6,0,3,313,12.947,0,intrusion
14,3,6,23,6,6,4,2,122,4.441,0,intrusion
14,3,6,24,6,2,0,1,711,6.551,1,correct
14,3,6,25,8,2,0,5,672,11.543,0,intrusion
14,3,6,26,8,2,2,4,707,7.447,1,correct
14,3,6,27,8,1,1,7,478,2.42,1,correct
14,3,6,28,6,4,4,1,574,8.468,0,intrusion
14,3,7,1,8,2,0,3,891,11.485,1,correct
14,3,7,2,8,6,0,6,366,3.956,1,correct
14,3,7,3,8,0,0,5,877,-1,1,correct
14,3,7,4,4,1,1,4,1076,3.719,1,correct
14,3,7,5,2,1,1,1,1179,1.458,1,correct
14,3,7,6,6,1,1,1,935,2.201,1,correct
14,3,7,7,2,0,0,1,422,-1,1,correct
14,3,7,8,4,2,2,3,641,2.089,1,correct
14,3,7,9,6,6,0,3,326,14.294,1,correct
14,3,7,10,8,6,4,5,588,8.446,0,intrusion
14,3,7,11,2,2,2,2,688,1.968,1,correct
14,3,7,12,8,1,1,8,884,2.046,1,correct
14,3,7,13,2,2,0,2,698,1.962,1,correct
14,3,7,14,8,8,4,3,799,14.528,0,intrusion
14,3,7,15,6,2,2,1,872,10.187,0,intrusion
14,3,7,16,6,2,0,3,1157,5.803,1,correct
14,3,7,17,4,4,4,3,1039,1.824,1,correct
14,3,7,18,6,4,0,4,1054,1.083,0,intrusion
14,3,7,19,8,4,0,6,748,1.413,1,correct
14,3,7,20,8,4,4,2,34,11.029,1,correct
14,3,7,21,8,8,0,6,22,14.702,1,correct
14,3,7,22,4,2,0,4,179,1.014,1,correct
14,3,7,23,4,0,0,3,1047,-1,1,correct
14,3,7,24,8,2,2,3,781,6.095,0,intrusion
14,3,7,25,6,0,0,6,60,-1,1,correct
14,3,7,26,6,4,4,3,369,4.557,1,correct
14,3,7,27,4,4,0,2,304,1.851,1,correct
14,3,7,28,6,6,4,1,634,2.382,1,correct
14,3,8,1,4,2,2,1,533,1.071,1,correct
14,3,8,2,6,6,4,5,167,1.231,1,correct
14,3,8,3,2,2,0,1,236,1.23,1,correct
14,3,8,4,8,0,0,7,914,-1,1,correct
14,3,8,5,4,0,0,1,902,-1,1,correct
14,3,8,6,8,8,0,1,198,2.454,1,correct
14,3,8,7,2,0,0,2,291,-1,1,correct
14,3,8,8,8,2,2,6,1019,2.413,1,correct
14,3,8,9,8,4,4,7,244,1.347,1,correct
14,3,8,10,4,1,1,3,687,0.643,1,correct
14,3,8,11,8,6,0,4,1177,2.771,0,intrusion
14,3,8,12,4,2,0,1,785,1.433,1,correct
14,3,8,13,8,1,1,2,724,2.049,1,correct
14,3,8,14,8,4,0,5,177,1.627,1,correct
14,3,8,15,6,6,0,2,343,8.191,0,intrusion
14,3,8,16,6,2,2,5,380,0.787,1,correct
14,3,8,17,8,6,4,1,836,3.304,1,correct
14,3,8,18,6,0,0,2,351,-1,1,correct
14,3,8,19,2,1,1,2,881,1.653,1,correct
14,3,8,20,6,4,4,1,701,5.24,0,intrusion
14,3,8,21,8,8,4,4,900,6.566,1,correct
14,3,8,22,2,2,2,1,779,1.363,1,correct
14,3,8,23,4,4,0,4,457,1.533,1,correct
14,3,8,24,8,2,0,1,148,1.515,1,correct
14,3,8,25,6,2,0,6,18,2.536,1,correct
14,3,8,26,6,4,0,2,851,2.866,0,intrusion
14,3,8,27,4,4,4,1,658,0.976,1,correct
14,3,8,28,6,1,1,2,59,3.392,1,correct
15,1,1,1,8,0,0,3,1026,-1,0,new
15,1,1,2,2,2,2,1,717,1.079,1,correct
15,1,1,3,6,0,0,1,651,-1,1,correct
15,1,1,4,4,0,0,3,153,-1,1,correct
15,1,1,5,8,1,1,8,860,1.437,1,correct
15,1,1,6,8,4,0,8,1197,1.47,1,correct
15,1,1,7,8,8,4,3,649,3.453,1,correct
15,1,1,8,6,4,0,3,1040,1.728,1,correct
15,1,1,9,2,2,0,1,1074,1.03,1,correct
15,1,1,10,6,2,0,2,557,1.296,1,correct
15,1,1,11,8,4,4,3,259,14.939,1,correct
15,1,1,12,6,2,2,2,104,1.258,1,correct
15,1,1,13,8,6,0,5,796,13.166,1,correct
15,1,1,14,2,0,0,1,261,-1,1,correct
15,1,1,15,4,4,0,2,697,1.359,1,correct
15,1,1,16,8,2,2,7,878,1.906,1,correct
15,1,1,17,6,4,4,3,885,5.202,0,intrusion
15,1,1,18,4,2,0,4,978,1.26,1,correct
15,1,1,19,8,2,0,3,568,3.363,1,correct
15,1,1,20,6,6,0,4,108,2.314,1,correct
15,1,1,21,2,1,1,2,107,1.088,1,correct
15,1,1,22,6,1,1,5,29,0.918,1,correct
15,1,1,23,8,6,4,4,779,6.733,1,correct
15,1,1,24,6,6,4,3,872,2.044,1,correct
15,1,1,25,4,1,1,4,1057,1.081,1,correct
15,1,1,26,4,2,2,4,452,1.024,1,correct
15,1,1,27,4,4,4,2,429,0.882,1,correct
15,1,1,28,8,8,0,5,924,9.419,1,correct
15,1,2,1,8,2,0,6,246,2.155,1,correct
15,1,2,2,4,0,0,2,121,-1,1,correct
15,1,2,3,6,2,0,3,495,3.237,1,correct
15,1,2,4,8,2,2,3,759,4.089,1,correct
15,1,2,5,8,8,4,6,233,1.469,1,correct
15,1,2,6,8,1,1,6,737,2.014,1,correct
15,1,2,7,2,2,0,2,239,0.925,1,correct
15,1,2,8,6,6,4,5,938,1.99,1,correct
15,1,2,9,6,0,0,6,929,-1,1,correct
15,1,2,10,6,4,0,1,414,1.117,1,correct
15,1,2,11,6,4,4,1,1159,1.155,1,correct
15,1,2,12,2,0,0,2,295,-1,1,correct
15,1,2,13,6,1,1,4,229,1.665,1,correct
15,1,2,14,4,2,2,1,601,0.999,1,correct
15,1,2,15,8,6,4,2,590,6.332,1,correct
15,1,2,16,2,2,2,2,1112,1.035,1,correct
15,1,2,17,8,6,0,6,956,2.198,1,correct
15,1,2,18,8,0,0,7,419,-1,1,correct
15,1,2,19,2,1,1,1,210,0.99,1,correct
15,1,2,20,8,8,0,3,903,4.392,1,correct
15,1,2,21,6,6,0,1,330,14.576,1,correct
15,1,2,22,8,4,4,8,332,1.589,1,correct
15,1,2,23,8,4,0,3,1085,3.283,1,correct
15,1,2,24,4,4,0,3,234,1.364,1,correct
15,1,2,25,4,1,1,3,1181,0.968,1,correct
15,1,2,26,4,2,0,1,474,1.275,1,correct
15,1,2,27,6,2,2,6,447,1.267,1,correct
15,1,2,28,4,4,4,1,755,1.053,1,correct
15,1,3,1,4,2,2,2,1100,0.918,1,correct
15,1,3,2,2,2,0,2,137,1.047,1,correct
15,1,3,3,8,6,4,1,926,5.629,0,intrusion
15,1,3,4,2,0,0,2,31,-1,1,correct
15,1,3,5,8,6,0,8,790,2.736,1,correct
15,1,3,6,8,2,0,5,1070,23.492,0,intrusion
15,1,3,7,4,2,0,3,202,1.264,1,correct
15,1,3,8,8,4,0,6,1198,1.779,1,correct
15,1,3,9,6,6,4,4,605,1.876,1,correct
15,1,3,10,6,1,1,6,1140,1.005,1,correct
15,1,3,11,6,4,0,2,614,1.134,1,correct
15,1,3,12,6,6,0,6,954,1.247,1,correct
15,1,3,13,4,4,4,3,530,1.273,1,correct
15,1,3,14,8,2,2,4,668,4.442,1,correct
15,1,3,15,8,4,4,2,475,6.91,1,correct
15,1,3,16,4,0,0,1,1026,-1,1,correct
15,1,3,17,6,2,0,1,247,2.347,1,correct
15,1,3,18,8,1,1,3,457,0.887,1,correct
15,1,3,19,6,2,2,1,797,1.764,1,correct
15,1,3,20,8,8,4,4,1017,11.219,0,intrusion
15,1,3,21,8,8,0,1,752,3.621,0,intrusion
15,1,3,22,2,1,1,2,46,0.993,1,correct
15,1,3,23,2,2,2,2,883,0.833,1,correct
15,1,3,24,6,0,0,3,1079,-1,1,correct
15,1,3,25,4,1,1,2,631,1.279,1,correct
15,1,3,26,8,0,0,2,61,-1,0,intrusion
15,1,3,27,6,4,4,4,180,2.071,1,correct
15,1,3,28,4,4,0,1,578,0.918,1,correct
15,1,4,1,8,0,0,4,653,-1,0,intrusion
15,1,4,2,4,4,4,4,884,2.761,1,correct
15,1,4,3,6,4,4,6,528,1.812,1,correct
15,1,4,4,4,4,0,4,1019,1.804,1,correct
15,1,4,5,4,2,0,2,63,1.001,1,correct
15,1,4,6,8,4,0,4,852,1.983,1,correct
15,1,4,7,6,2,0,5,985,0.966,1,correct
15,1,4,8,8,2,2,6,453,1.999,1,correct
15,1,4,9,2,0,0,1,874,-1,1,correct
15,1,4,10,8,8,4,5,127,8.296,0,intrusion
15,1,4,11,6,1,1,3,1018,6.587,1,correct
15,1,4,12,6,4,0,5,592,1.246,1,correct
15,1,4,13,6,0,0,4,806,-1,1,correct
15,1,4,14,2,2,2,1,262,0.874,1,correct
15,1,4,15,2,1,1,1,1055,1.027,1,correct
15,1,4,16,8,1,1,5,1133,7.999,1,correct
15,1,4,17,4,2,2,3,214,1.494,1,correct
15,1,4,18,2,2,0,1,979,0.957,1,correct
15,1,4,19,8,6,0,3,1048,1.71,1,correct
15,1,4,20,8,6,4,7,503,1.613,1,correct
15,1,4,21,6,6,0,5,465,1.893,1,correct
15,1,4,22,4,1,1,1,57,0.95,1,correct
15,1,4,23,6,6,4,1,54,1.683,1,correct
15,1,4,24,4,0,0,4,659,-1,1,correct
15,1,4,25,8,2,0,4,188,10.28,1,correct
15,1,4,26,8,8,0,4,621,20.339,0,intrusion
15,1,4,27,6,2,2,5,126,2.072,1,correct
15,1,4,28,8,4,4,1,335,2.459,1,correct
15,1,5,1,8,6,0,7,946,2.332,1,correct
15,1,5,2,8,1,1,2,471,1.377,1,correct
15,1,5,3,6,0,0,2,830,-1,1,correct
15,1,5,4,8,0,0,8,826,-1,1,correct
15,1,5,5,8,4,0,2,1152,2.864,1,correct
15,1,5,6,2,2,0,2,263,1.002,1,correct
15,1,5,7,6,2,0,4,693,2.821,1,correct
15,1,5,8,6,4,0,6,636,1.701,1,correct
15,1,5,9,8,4,4,4,517,11.335,1,correct
15,1,5,10,2,2,2,1,879,1.129,1,correct
15,1,5,11,8,8,4,1,128,1.7,1,correct
15,1,5,12,6,6,0,3,645,1.447,1,correct
15,1,5,13,8,8,0,7,77,1.605,1,correct
15,1,5,14,4,0,0,1,997,-1,1,correct
15,1,5,15,6,2,2,3,50,1.612,1,correct
15,1,5,16,4,2,2,3,760,1.141,1,correct
15,1,5,17,8,2,0,2,8,2.876,1,correct
15,1,5,18,2,1,1,1,14,0.985,1,correct
15,1,5,19,4,4,0,4,314,2.077,1,correct
15,1,5,20,4,1,1,4,778,1.18,1,correct
15,1,5,21,8,6,4,6,975,7.55,1,correct
15,1,5,22,2,0,0,2,600,-1,1,correct
15,1,5,23,6,1,1,1,481,1.218,1,correct
15,1,5,24,8,2,2,5,1096,17.025,1,correct
15,1,5,25,6,6,4,2,551,2.598,1,correct
15,1,5,26,4,4,4,1,1123,1.519,1,correct
15,1,5,27,6,4,4,2,543,2.743,1,correct
15,1,5,28,4,2,0,1,1108,0.989,1,correct
15,1,6,1,2,2,2,2,359,1.164,1,correct
15,1,6,2,6,2,0,6,124,1.119,1,correct
15,1,6,3,8,2,2,8,850,9.129,0,intrusion
15,1,6,4,8,4,0,7,971,1.714,1,correct
15,1,6,5,6,0,0,5,722,-1,1,correct
15,1,6,6,8,4,4,5,557,2.707,1,correct
15,1,6,7,6,6,0,2,654,1.069,1,correct
15,1,6,8,2,2,0,1,891,0.98,1,correct
15,1,6,9,4,1,1,3,537,1.291,1,correct
15,1,6,10,8,2,0,1,402,1.218,1,correct
15,1,6,11,6,4,0,4,848,1.245,1,correct
15,1,6,12,8,6,0,2,233,5.168,1,correct
15,1,6,13,8,0,0,1,73,-1,0,new
15,1,6,14,8,1,1,1,329,0.962,1,correct
15,1,6,15,8,8,0,8,718,8.573,0,intrusion
15,1,6,16,2,1,1,2,383,1.081,1,correct
15,1,6,17,8,6,4,3,606,6.932,1,correct
15,1,6,18,2,0,0,1,712,-1,1,correct
15,1,6,19,4,4,0,3,721,1.55,1,correct
15,1,6,20,6,4,4,5,364,1.541,1,correct
15,1,6,21,8,8,4,7,169,6.887,0,intrusion
15,1,6,22,6,6,4,6,427,1.515,1,correct
15,1,6,23,4,4,4,3,942,1.614,1,correct
15,1,6,24,6,1,1,2,281,1.567,1,correct
15,1,6,25,4,2,2,4,580,1.256,1,correct
15,1,6,26,4,0,0,4,604,-1,1,correct
15,1,6,27,4,2,0,2,969,1.428,1,correct
15,1,6,28,6,2,2,4,1137,2.015,1,correct
15,1,7,1,2,2,2,1,443,1.215,1,correct
15,1,7,2,6,4,4,2,231,1.891,1,correct
15,1,7,3,8,4,4,6,890,3.331,1,correct
15,1,7,4,4,4,0,1,15,1.15,1,correct
15,1,7,5,2,2,0,2,344,1.573,1,correct
15,1,7,6,4,4,4,4,898,1.337,1,correct
15,1,7,7,2,1,1,1,301,0.843,1,correct
15,1,7,8,4,0,0,3,734,-1,1,correct
15,1,7,9,8,0,0,5,467,-1,1,correct
15,1,7,10,8,1,1,4,869,3.537,1,correct
15,1,7,11,6,2,0,2,69,1.413,1,correct
15,1,7,12,4,2,0,4,815,1.143,1,correct
15,1,7,13,8,6,4,8,522,1.328,1,correct
15,1,7,14,6,1,1,1,1118,1.413,1,correct
15,1,7,15,6,6,0,6,979,2.118,1,correct
15,1,7,16,8,2,0,8,1129,1.502,1,correct
15,1,7,17,4,2,2,2,147,1.629,1,correct
15,1,7,18,8,2,2,2,416,2.256,1,correct
15,1,7,19,4,1,1,1,464,0.842,1,correct
15,1,7,20,8,8,0,6,459,4.454,0,intrusion
15,1,7,21,6,0,0,1,703,-1,1,correct
15,1,7,22,6,6,4,6,462,1.734,1,correct
15,1,7,23,6,4,0,3,1086,6.419,1,correct
15,1,7,24,8,8,4,8,388,2.693,1,correct
15,1,7,25,8,4,0,5,1061,5.494,1,correct
15,1,7,26,8,6,0,4,510,6.418,1,correct
15,1,7,27,6,2,2,1,320,1.859,1,correct
15,1,7,28,2,0,0,2,841,-1,1,correct
15,2,1,1,8,6,0,6,1107,17.805,1,correct
15,2,1,2,6,4,4,1,939,2.121,1,correct
15,2,1,3,6,6,4,6,498,2.32,1,correct
15,2,1,4,8,6,4,4,790,5.754,0,new
15,2,1,5,8,2,0,8,686,2.337,1,correct
15,2,1,6,8,0,0,5,988,-1,1,correct
15,2,1,7,4,1,1,1,683,1.076,1,correct
15,2,1,8,4,2,2,4,188,1.378,1,correct
15,2,1,9,6,2,2,1,872,1.433,1,correct
15,2,1,10,2,2,0,1,566,0.814,1,correct
15,2,1,11,8,2,2,4,191,2.429,1,correct
15,2,1,12,8,8,0,4,1062,11.501,0,intrusion
15,2,1,13,4,4,0,2,521,0.836,1,correct
15,2,1,14,8,4,4,2,589,2.164,1,correct
15,2,1,15,4,0,0,1,446,-1,1,correct
15,2,1,16,4,2,0,4,812,1.222,1,correct
15,2,1,17,6,2,0,3,43,1.958,1,correct
15,2,1,18,2,2,2,1,1078,1.017,1,correct
15,2,1,19,6,6,0,6,530,1.357,1,correct
15,2,1,20,6,0,0,4,81,-1,1,correct
15,2,1,21,8,4,0,6,927,1.5,1,correct
15,2,1,22,8,8,4,8,379,1.481,1,correct
15,2,1,23,2,1,1,1,547,1.182,1,correct
15,2,1,24,6,1,1,4,315,1.072,1,correct
15,2,1,25,2,0,0,1,456,-1,1,correct
15,2,1,26,6,4,0,6,914,0.919,1,correct
15,2,1,27,8,1,1,4,438,3.179,1,correct
15,2,1,28,4,4,4,1,67,6.77,0,intrusion
15,2,2,1,4,4,4,2,1041,1.206,1,correct
15,2,2,2,6,2,0,6,1032,1.412,1,correct
15,2,2,3,6,6,4,1,475,1.601,1,correct
15,2,2,4,8,4,4,5,964,13.29,1,correct
15,2,2,5,2,0,0,2,1128,-1,1,correct
15,2,2,6,2,2,0,2,970,1.041,1,correct
15,2,2,7,8,0,0,1,1152,-1,1,correct
15,2,2,8,8,8,0,3,27,2.038,1,correct
15,2,2,9,8,2,2,7,534,10.005,1,correct
15,2,2,10,4,2,0,3,396,1.647,1,correct
15,2,2,11,2,2,2,2,435,1.407,1,correct
15,2,2,12,6,1,1,1,483,2.14,1,correct
15,2,2,13,6,2,2,2,419,1.308,1,correct
15,2,2,14,8,4,0,7,856,1.571,1,correct
15,2,2,15,6,6,0,2,690,2.085,1,correct
15,2,2,16,6,0,0,5,903,-1,1,correct
15,2,2,17,4,1,1,4,1171,1.109,1,correct
15,2,2,18,8,1,1,5,1125,2.908,1,correct
15,2,2,19,4,4,0,4,403,0.986,1,correct
15,2,2,20,8,6,0,8,1090,5.556,1,correct
15,2,2,21,6,4,0,4,197,1.852,1,correct
15,2,2,22,8,8,4,3,1157,1.892,1,correct
15,2,2,23,8,2,0,4,622,9.777,1,correct
15,2,2,24,2,1,1,2,157,1.052,1,correct
15,2,2,25,4,0,0,3,1080,-1,1,correct
15,2,2,26,6,4,4,6,739,1.675,1,correct
15,2,2,27,4,2,2,2,722,0.891,1,correct
15,2,2,28,8,6,4,8,217,1.899,1,correct
15,2,3,1,6,1,1,3,116,0.877,1,correct
15,2,3,2,6,2,2,4,787,1.453,1,correct
15,2,3,3,6,2,0,5,770,1.164,1,correct
15,2,3,4,8,2,2,2,372,4.118,1,correct
15,2,3,5,8,0,0,6,1133,-1,1,correct
15,2,3,6,8,4,0,3,183,4.55,1,correct
15,2,3,7,2,2,2,2,46,0.758,1,correct
15,2,3,8,6,4,4,5,50,1.842,1,correct
15,2,3,9,2,0,0,2,886,-1,1,correct
15,2,3,10,6,0,0,1,984,-1,1,correct
15,2,3,11,8,8,0,6,87,6.761,1,correct
15,2,3,12,2,1,1,2,789,0.95,1,correct
15,2,3,13,6,6,4,5,401,2.579,1,correct
15,2,3,14,8,6,0,5,470,12.9,1,correct
15,2,3,15,4,1,1,3,97,2.448,1,correct
15,2,3,16,6,6,0,3,245,1.309,1,correct
15,2,3,17,4,4,0,3,28,1.277,1,correct
15,2,3,18,6,4,0,2,391,1.134,1,correct
15,2,3,19,8,2,0,1,394,3.885,1,correct
15,2,3,20,8,8,4,1,37,2.164,1,correct
15,2,3,21,8,4,4,1,184,2.772,1,correct
15,2,3,22,4,4,4,4,211,2.467,1,correct
15,2,3,23,4,2,0,2,835,1.007,1,correct
15,2,3,24,2,2,0,1,854,0.974,1,correct
15,2,3,25,4,0,0,2,1130,-1,1,correct
15,2,3,26,8,6,4,6,898,10.085,0,intrusion
15,2,3,27,4,2,2,3,849,1.037,1,correct
15,2,3,28,8,1,1,1,655,1.415,1,correct
15,2,4,1,8,4,4,8,356,2.148,1,correct
15,2,4,2,4,2,0,1,83,0.983,1,correct
15,2,4,3,8,2,2,1,685,2.329,1,correct
15,2,4,4,4,0,0,4,697,-1,1,correct
15,2,4,5,8,8,4,7,261,1.753,1,correct
15,2,4,6,8,4,0,4,994,3.281,1,correct
15,2,4,7,6,4,0,1,364,1.445,1,correct
15,2,4,8,6,0,0,6,439,-1,1,correct
15,2,4,9,2,2,0,2,870,0.774,1,correct
15,2,4,10,2,0,0,1,889,-1,1,correct
15,2,4,11,2,1,1,1,907,0.828,1,correct
15,2,4,12,8,6,4,7,967,2.049,1,correct
15,2,4,13,6,6,4,2,199,1.647,1,correct
15,2,4,14,8,6,0,3,159,0.876,1,correct
15,2,4,15,4,1,1,2,527,1.174,1,correct
15,2,4,16,6,1,1,2,349,1.191,1,correct
15,2,4,17,4,2,2,1,425,1.23,1,correct
15,2,4,18,6,6,0,5,749,1.831,1,correct
15,2,4,19,6,2,2,3,1059,1.013,1,correct
15,2,4,20,8,1,1,3,11,1.773,1,correct
15,2,4,21,8,0,0,7,1044,-1,1,correct
15,2,4,22,8,2,0,7,634,4.414,1,correct
15,2,4,23,2,2,2,1,536,1.195,1,correct
15,2,4,24,8,8,0,2,689,14.055,0,intrusion
15,2,4,25,6,2,0,1,53,1.112,1,correct
15,2,4,26,6,4,4,2,1111,1.074,1,correct
15,2,4,27,4,4,0,1,531,1.242,1,correct
15,2,4,28,4,4,4,3,941,1.244,1,correct
15,2,5,1,2,1,1,2,1102,0.816,1,correct
15,2,5,2,6,0,0,2,279,-1,1,correct
15,2,5,3,8,1,1,8,288,0.943,1,correct
15,2,5,4,8,8,0,1,945,5.604,1,correct
15,2,5,5,4,4,4,1,412,1.247,1,correct
15,2,5,6,4,0,0,4,792,-1,1,correct
15,2,5,7,8,4,4,6,6,2.749,1,correct
15,2,5,8,6,4,4,4,601,0.995,1,correct
15,2,5,9,4,4,0,1,450,1.024,1,correct
15,2,5,10,6,4,0,3,859,0.816,1,correct
15,2,5,11,4,2,0,2,109,1.568,1,correct
15,2,5,12,4,2,2,3,672,1.667,1,correct
15,2,5,13,2,0,0,2,952,-1,1,correct
15,2,5,14,6,6,4,4,1002,2.062,1,correct
15,2,5,15,2,2,2,2,830,1.484,1,correct
15,2,5,16,2,2,0,2,336,0.782,1,correct
15,2,5,17,8,6,0,4,22,3.164,1,correct
15,2,5,18,8,6,4,2,220,3.765,1,correct
15,2,5,19,4,1,1,3,154,1.054,1,correct
15,2,5,20,8,8,4,2,695,6.122,1,correct
15,2,5,21,8,2,2,5,1067,5.781,1,correct
15,2,5,22,6,2,0,4,581,2.063,1,correct
15,2,5,23,6,2,2,5,359,2.152,1,correct
15,2,5,24,8,4,0,1,411,2.868,1,correct
15,2,5,25,6,1,1,5,1019,2.147,1,correct
15,2,5,26,8,2,0,2,654,1.918,1,correct
15,2,5,27,8,0,0,8,535,-1,1,correct
15,2,5,28,6,6,0,4,140,3.205,1,correct
15,2,6,1,8,4,0,8,667,2.376,1,correct
15,2,6,2,6,1,1,6,731,1.299,1,correct
15,2,6,3,4,2,0,4,1163,2.08,1,correct
15,2,6,4,8,8,4,6,379,4.246,1,correct
15,2,6,5,8,4,4,3,1153,31.31,0,intrusion
15,2,6,6,8,1,1,6,917,2.633,1,correct
15,2,6,7,2,2,2,1,96,1.841,1,correct
15,2,6,8,2,0,0,1,51,-1,1,correct
15,2,6,9,6,0,0,3,548,-1,1,correct
15,2,6,10,6,4,4,3,460,2.637,1,correct
15,2,6,11,6,6,0,1,603,1.843,1,correct
15,2,6,12,8,6,4,1,1120,6.423,1,correct
15,2,6,13,4,4,4,2,954,0.913,1,correct
15,2,6,14,6,6,4,3,1022,1.945,1,correct
15,2,6,15,4,2,2,2,114,1.944,1,correct
15,2,6,16,8,8,0,8,324,2.946,1,correct
15,2,6,17,4,4,0,4,36,1.583,1,correct
15,2,6,18,8,2,2,6,323,3.612,1,correct
15,2,6,19,6,2,0,2,649,2.365,1,correct
15,2,6,20,2,2,0,1,890,1.359,1,correct
15,2,6,21,4,1,1,4,361,1.1,1,correct
15,2,6,22,8,2,0,5,1100,1.72,1,correct
15,2,6,23,2,1,1,1,166,7.419,1,correct
15,2,6,24,6,4,0,5,162,1.152,1,correct
15,2,6,25,8,0,0,2,52,-1,0,intrusion
15,2,6,26,8,6,0,1,40,3.833,1,correct
15,2,6,27,6,2,2,6,904,1.414,1,correct
15,2,6,28,4,0,0,1,1045,-1,1,correct
15,2,7,1,6,0,0,6,393,-1,0,intrusion
15,2,7,2,8,4,0,2,1102,1.162,0,intrusion
15,2,7,3,4,4,0,2,397,1.967,1,correct
15,2,7,4,2,2,2,1,18,0.968,1,correct
15,2,7,5,6,4,0,5,1083,1.509,1,correct
15,2,7,6,6,2,0,4,338,1.288,1,correct
15,2,7,7,2,2,0,2,757,2.165,1,correct
15,2,7,8,6,6,4,3,289,3.38,1,correct
15,2,7,9,8,8,0,7,999,2.561,1,correct
15,2,7,10,8,2,2,8,891,2.162,1,correct
15,2,7,11,8,6,0,7,1092,1.909,1,correct
15,2,7,12,4,0,0,2,334,-1,1,correct
15,2,7,13,2,0,0,1,1063,-1,1,correct
15,2,7,14,6,4,4,2,648,1.586,1,correct
15,2,7,15,2,1,1,1,198,2.728,1,correct
15,2,7,16,6,6,0,4,522,3.101,0,intrusion
15,2,7,17,8,4,4,7,823,2.483,1,correct
15,2,7,18,4,1,1,1,135,2.268,1,correct
15,2,7,19,4,2,0,3,1188,1.165,1,correct
15,2,7,20,8,2,0,3,206,4.042,1,correct
15,2,7,21,4,4,4,3,287,1.622,1,correct
15,2,7,22,6,2,2,3,161,1.43,1,correct
15,2,7,23,4,2,2,4,1027,1.842,1,correct
15,2,7,24,8,8,4,4,232,3.914,1,correct
15,2,7,25,8,0,0,3,981,-1,0,intrusion
15,2,7,26,8,6,4,5,1198,3.21,1,correct
15,2,7,27,6,1,1,5,173,1.228,1,correct
15,2,7,28,8,1,1,2,921,2.293,1,correct
15,2,8,1,8,4,0,5,976,5.204,1,correct
15,2,8,2,4,4,0,3,251,1.174,1,correct
15,2,8,3,2,2,0,1,872,1.158,1,correct
15,2,8,4,2,1,1,2,27,2.045,1,correct
15,2,8,5,6,4,4,3,975,1.42,1,correct
15,2,8,6,8,1,1,7,1136,1.595,1,correct
15,2,8,7,4,0,0,3,1150,-1,1,correct
15,2,8,8,2,2,2,2,562,1.909,1,correct
15,2,8,9,8,4,4,4,993,5.885,1,correct
15,2,8,10,6,0,0,5,796,-1,1,correct
15,2,8,11,8,0,0,4,1191,-1,0,intrusion
15,2,8,12,6,6,0,2,693,1.711,1,correct
15,2,8,13,4,2,0,1,684,1.774,1,correct
15,2,8,14,8,2,2,3,1106,11.988,0,intrusion
15,2,8,15,4,1,1,2,833,1.637,1,correct
15,2,8,16,6,1,1,2,633,1.135,1,correct
15,2,8,17,6,2,2,1,312,1.545,1,correct
15,2,8,18,6,6,4,4,327,2.151,1,correct
15,2,8,19,4,4,4,4,62,1.954,1,correct
15,2,8,20,8,6,0,2,850,5.163,0,intrusion
15,2,8,21,8,2,0,6,1,1.873,1,correct
15,2,8,22,8,8,0,5,716,3.655,1,correct
15,2,8,23,4,2,2,1,228,0.771,1,correct
15,2,8,24,6,2,0,6,438,2.372,1,correct
15,2,8,25,8,6,4,3,100,7.6,1,correct
15,2,8,26,8,8,4,5,275,2.247,1,correct
15,2,8,27,2,0,0,2,1081,-1,1,correct
