subj,session,block,trial,set_size,response_size_list,response_size_new_words,tested,response,rt,correct,response_category
10,1,1,1,4,0,0,2,430,-1,1,correct
10,1,1,2,4,2,0,1,925,1.586,1,correct
10,1,1,3,2,1,1,1,533,1.399,1,correct
10,1,1,4,8,0,0,8,45,-1,0,new
10,1,1,5,6,4,0,1,477,2.301,1,correct
10,1,1,6,2,2,2,1,1105,2.424,1,correct
10,1,1,7,8,6,4,1,828,3.286,1,correct
10,1,1,8,6,6,0,6,193,3.213,1,correct
10,1,1,9,2,0,0,2,310,-1,1,correct
10,1,1,10,6,1,1,1,324,2.183,1,correct
10,1,1,11,4,1,1,2,985,1.897,1,correct
10,1,1,12,8,8,4,5,1076,4.244,1,correct
10,1,1,13,8,2,2,1,833,1.995,1,correct
10,1,1,14,8,4,4,4,317,6.445,0,intrusion
10,1,1,15,8,1,1,3,965,2.186,1,correct
10,1,1,16,8,2,0,8,634,4.348,1,correct
10,1,1,17,6,6,4,1,91,6.935,1,correct
10,1,1,18,8,8,0,4,286,8.323,0,intrusion
10,1,1,19,4,4,0,1,605,1.54,1,correct
10,1,1,20,2,2,0,1,194,1.025,1,correct
10,1,1,21,4,2,2,3,1182,1.497,1,correct
10,1,1,22,6,2,0,5,156,1.919,1,correct
10,1,1,23,6,0,0,2,539,-1,1,correct
10,1,1,24,6,4,4,6,209,2.488,1,correct
10,1,1,25,4,4,4,3,862,2.465,1,correct
10,1,1,26,8,6,0,6,876,5.92,0,intrusion
10,1,1,27,6,2,2,2,1068,3.658,0,intrusion
10,1,1,28,8,4,0,8,931,2.172,1,correct
10,1,2,1,8,4,4,7,1057,1.96,1,correct
10,1,2,2,8,6,4,5,947,1.957,1,correct
10,1,2,3,4,4,4,1,712,1.757,1,correct
10,1,2,4,6,2,2,4,676,2.042,1,correct
10,1,2,5,4,0,0,3,283,-1,1,correct
10,1,2,6,8,8,0,5,149,1.704,1,correct
10,1,2,7,8,0,0,5,1195,-1,0,intrusion
10,1,2,8,6,4,4,4,683,5.029,1,correct
10,1,2,9,8,1,1,7,340,2.251,1,correct
10,1,2,10,6,0,0,3,122,-1,1,correct
10,1,2,11,6,6,0,3,687,5.553,1,correct
10,1,2,12,8,2,0,4,357,3.363,1,correct
10,1,2,13,2,2,0,2,878,1.108,1,correct
10,1,2,14,6,2,0,6,339,1.332,1,correct
10,1,2,15,8,4,0,2,190,4.115,1,correct
10,1,2,16,6,6,4,4,1004,1.684,1,correct
10,1,2,17,2,2,2,2,598,1.173,1,correct
10,1,2,18,4,4,0,2,753,2.093,1,correct
10,1,2,19,2,0,0,1,970,-1,1,correct
10,1,2,20,4,1,1,4,147,1.688,1,correct
10,1,2,21,4,2,0,4,806,2.17,1,correct
10,1,2,22,2,1,1,2,824,1.514,1,correct
10,1,2,23,6,4,0,3,987,1.633,1,correct
10,1,2,24,8,6,0,1,1048,2.833,1,correct
10,1,2,25,8,8,4,7,583,2.661,1,correct
10,1,2,26,4,2,2,2,865,1.281,1,correct
10,1,2,27,6,1,1,6,81,1.064,1,correct
10,1,2,28,8,2,2,5,892,3.132,1,correct
10,1,3,1,4,1,1,1,296,2.014,1,correct
10,1,3,2,8,1,1,4,773,3.16,1,correct
10,1,3,3,2,1,1,1,254,1.738,1,correct
10,1,3,4,6,1,1,2,119,1.861,1,correct
10,1,3,5,4,4,4,4,602,3.325,1,correct
10,1,3,6,8,6,4,7,262,6.406,1,correct
10,1,3,7,4,4,0,4,293,4.208,1,correct
10,1,3,8,8,4,0,7,656,2.084,1,correct
10,1,3,9,2,0,0,2,898,-1,1,correct
10,1,3,10,6,4,0,4,549,2.053,1,correct
10,1,3,11,6,4,4,5,494,2.173,1,correct
10,1,3,12,8,2,2,4,648,3.051,1,correct
10,1,3,13,8,2,0,7,769,2.327,1,correct
10,1,3,14,4,2,2,1,198,5.523,0,intrusion
10,1,3,15,2,2,0,2,860,2.341,1,correct
10,1,3,16,6,0,0,5,1117,-1,0,new
10,1,3,17,2,2,2,1,538,1.745,1,correct
10,1,3,18,4,2,0,3,281,1.465,1,correct
10,1,3,19,6,6,4,2,745,4.56,1,correct
10,1,3,20,6,2,2,6,77,1.636,1,correct
10,1,3,21,6,2,0,4,1064,1.596,1,correct
10,1,3,22,8,8,4,2,1128,11.858,0,intrusion
10,1,3,23,8,0,0,1,332,-1,0,intrusion
10,1,3,24,6,6,0,5,696,2.303,1,correct
10,1,3,25,8,4,4,3,371,9.203,0,intrusion
10,1,3,26,4,0,0,4,11,-1,1,correct
10,1,3,27,8,8,0,2,624,6.041,1,correct
10,1,3,28,8,6,0,4,814,4.526,1,correct
10,1,4,1,2,0,0,1,530,-1,1,correct
10,1,4,2,8,0,0,2,1185,-1,1,correct
10,1,4,3,4,4,4,2,321,2.88,1,correct
10,1,4,4,4,4,0,3,1114,1.628,1,correct
10,1,4,5,8,4,0,5,31,5.953,0,intrusion
10,1,4,6,4,1,1,3,411,1.995,1,correct
10,1,4,7,8,1,1,1,434,2.221,1,correct
10,1,4,8,6,1,1,4,798,2.199,1,correct
10,1,4,9,2,2,2,2,1027,1.51,1,correct
10,1,4,10,8,8,4,1,691,5.033,1,correct
10,1,4,11,4,2,0,2,213,1.924,1,correct
10,1,4,12,4,2,2,4,354,1.807,1,correct
10,1,4,13,8,6,4,3,456,4.285,1,correct
10,1,4,14,4,0,0,1,322,-1,1,correct
10,1,4,15,8,6,0,8,319,2.48,1,correct
10,1,4,16,2,2,0,1,770,1.354,1,correct
10,1,4,17,6,4,4,1,46,3.96,1,correct
10,1,4,18,8,2,2,2,282,2.584,1,correct
10,1,4,19,6,6,0,2,599,3.401,1,correct
10,1,4,20,6,6,4,5,24,1.633,1,correct
10,1,4,21,6,2,0,1,729,4.031,0,intrusion
10,1,4,22,8,4,4,8,717,2.428,1,correct
10,1,4,23,6,2,2,3,417,3.873,1,correct
10,1,4,24,6,4,0,6,394,1.969,1,correct
10,1,4,25,8,8,0,8,893,2.263,1,correct
10,1,4,26,2,1,1,2,954,1.568,1,correct
10,1,4,27,8,2,0,1,113,3.499,0,intrusion
10,1,4,28,6,0,0,1,369,-1,1,correct
10,1,5,1,4,4,0,4,1060,1.704,1,correct
10,1,5,2,2,1,1,1,521,1.955,1,correct
10,1,5,3,8,2,2,8,975,2.768,1,correct
10,1,5,4,6,4,4,3,1166,3.772,1,correct
10,1,5,5,8,2,0,2,958,2.736,1,correct
10,1,5,6,6,0,0,4,1024,-1,1,correct
10,1,5,7,8,4,0,6,950,2.026,1,correct
10,1,5,8,2,2,2,1,581,1.886,1,correct
10,1,5,9,8,6,0,5,800,8.105,1,correct
10,1,5,10,4,4,4,3,946,1.811,1,correct
10,1,5,11,8,0,0,6,763,-1,1,correct
10,1,5,12,6,6,0,4,387,2.156,1,correct
10,1,5,13,8,8,4,6,621,6.438,0,intrusion
10,1,5,14,6,2,2,5,654,2.057,1,correct
10,1,5,15,6,4,0,5,166,1.695,1,correct
10,1,5,16,2,2,0,2,271,1.719,1,correct
10,1,5,17,4,0,0,2,883,-1,1,correct
10,1,5,18,8,6,4,4,638,5.132,1,correct
10,1,5,19,8,4,4,1,546,3.11,1,correct
10,1,5,20,4,2,0,4,1147,2.679,1,correct
10,1,5,21,8,1,1,8,280,1.936,1,correct
10,1,5,22,8,8,0,6,894,4.19,0,intrusion
10,1,5,23,4,1,1,1,955,1.87,1,correct
10,1,5,24,6,1,1,3,963,1.965,1,correct
10,1,5,25,4,2,2,4,146,1.491,1,correct
10,1,5,26,6,6,4,6,1066,1.401,1,correct
10,1,5,27,6,2,0,2,307,2,1,correct
10,1,5,28,2,0,0,1,392,-1,1,correct
10,1,6,1,6,2,2,1,240,2.318,1,correct
10,1,6,2,8,0,0,7,852,-1,1,correct
10,1,6,3,2,2,2,2,924,1.731,1,correct
10,1,6,4,4,1,1,3,28,1.968,1,correct
10,1,6,5,8,4,4,5,1032,6.362,1,correct
10,1,6,6,2,1,1,2,315,1.588,1,correct
10,1,6,7,8,2,0,5,537,2.147,1,correct
10,1,6,8,6,0,0,6,805,-1,1,correct
10,1,6,9,8,4,0,3,111,6.788,1,correct
10,1,6,10,8,8,4,4,654,5.778,1,correct
10,1,6,11,4,4,0,3,399,1.374,1,correct
10,1,6,12,2,2,0,1,65,1.573,1,correct
10,1,6,13,4,2,2,3,606,3.294,1,correct
10,1,6,14,6,1,1,5,186,1.426,1,correct
10,1,6,15,6,4,0,2,269,7.57,0,intrusion
10,1,6,16,6,6,4,3,116,3.462,1,correct
10,1,6,17,4,4,4,4,12,2.039,1,correct
10,1,6,18,6,2,0,3,604,3.13,1,correct
10,1,6,19,8,6,4,8,664,3.221,1,correct
10,1,6,20,8,6,0,7,387,1.867,1,correct
10,1,6,21,8,1,1,5,5,1.98,1,correct
10,1,6,22,8,2,2,7,1057,3.273,0,intrusion
10,1,6,23,4,2,0,2,1079,1.666,1,correct
10,1,6,24,6,4,4,2,423,3.621,1,correct
10,1,6,25,8,8,0,3,323,4.945,1,correct
10,1,6,26,6,6,0,1,348,3.148,1,correct
10,1,6,27,2,0,0,2,948,-1,1,correct
10,1,6,28,4,0,0,1,139,-1,1,correct
10,1,7,1,8,4,0,4,1173,2.971,1,correct
10,1,7,2,2,2,0,2,1058,1.81,1,correct
10,1,7,3,6,1,1,4,995,2.635,1,correct
10,1,7,4,8,1,1,2,1193,2.727,1,correct
10,1,7,5,6,6,4,6,624,2.849,1,correct
10,1,7,6,8,0,0,4,67,-1,0,intrusion
10,1,7,7,4,2,2,1,534,2.283,1,correct
10,1,7,8,4,4,4,1,830,2.11,1,correct
10,1,7,9,8,2,0,6,184,3.835,1,correct
10,1,7,10,6,0,0,2,453,-1,1,correct
10,1,7,11,2,0,0,2,25,-1,1,correct
10,1,7,12,8,4,4,6,974,2.202,1,correct
10,1,7,13,2,2,2,1,996,1.853,1,correct
10,1,7,14,8,8,4,3,456,5.632,1,correct
10,1,7,15,6,2,2,3,1129,2.029,1,correct
10,1,7,16,8,6,4,2,121,6.439,0,intrusion
10,1,7,17,8,6,0,2,223,7.005,0,intrusion
10,1,7,18,8,2,2,6,89,2.24,1,correct
10,1,7,19,6,4,0,5,812,1.803,1,correct
10,1,7,20,6,4,4,1,824,3.974,1,correct
10,1,7,21,6,6,0,5,1008,1.903,1,correct
10,1,7,22,6,2,0,1,700,2.822,1,correct
10,1,7,23,8,8,0,7,383,3.43,1,correct
10,1,7,24,2,1,1,1,1191,1.644,1,correct
10,1,7,25,4,4,0,1,1146,2.115,1,correct
10,1,7,26,4,1,1,2,158,1.887,1,correct
10,1,7,27,4,0,0,3,333,-1,1,correct
10,1,7,28,4,2,0,3,655,2.196,1,correct
10,2,1,1,8,6,4,2,237,6.673,1,correct
10,2,1,2,6,6,0,1,782,3.325,1,correct
10,2,1,3,4,2,2,2,1055,1.423,1,correct
10,2,1,4,6,4,4,3,1160,2.993,1,correct
10,2,1,5,6,2,2,3,321,2.101,1,correct
10,2,1,6,2,2,2,2,230,1.48,1,correct
10,2,1,7,6,6,4,2,953,3.774,1,correct
10,2,1,8,4,4,0,1,1150,2.115,1,correct
10,2,1,9,8,0,0,2,953,-1,0,new
10,2,1,10,4,1,1,2,116,1.839,1,correct
10,2,1,11,8,2,2,3,821,3.428,1,correct
10,2,1,12,8,8,0,1,1191,4.266,1,correct
10,2,1,13,8,8,4,4,14,4.82,1,correct
10,2,1,14,8,1,1,7,285,1.928,1,correct
10,2,1,15,8,4,0,5,412,3.881,1,correct
10,2,1,16,6,2,0,1,1116,2.408,1,correct
10,2,1,17,2,1,1,1,473,1.635,1,correct
10,2,1,18,8,2,0,1,1144,2.628,1,correct
10,2,1,19,6,1,1,3,687,1.785,1,correct
10,2,1,20,4,4,4,3,231,2.142,1,correct
10,2,1,21,6,0,0,3,1063,-1,1,correct
10,2,1,22,2,0,0,2,62,-1,1,correct
10,2,1,23,8,6,0,3,872,3.939,1,correct
10,2,1,24,6,4,0,2,573,3.14,1,correct
10,2,1,25,4,2,0,4,1125,2.178,1,correct
10,2,1,26,2,2,0,1,405,1.965,1,correct
10,2,1,27,8,4,4,8,1169,1.868,1,correct
10,2,1,28,4,0,0,4,880,-1,0,intrusion
10,2,2,1,6,6,4,4,981,1.722,1,correct
10,2,2,2,6,4,4,1,173,3.68,1,correct
10,2,2,3,4,2,2,4,770,1.462,1,correct
10,2,2,4,8,4,4,2,117,6.395,1,correct
10,2,2,5,6,2,0,4,1165,1.018,1,correct
10,2,2,6,2,2,2,1,562,1.676,1,correct
10,2,2,7,2,0,0,1,19,-1,1,correct
10,2,2,8,8,2,2,4,576,4.537,1,correct
10,2,2,9,6,1,1,6,1040,1.28,1,correct
10,2,2,10,8,6,0,1,597,9.808,1,correct
10,2,2,11,2,1,1,2,796,1.364,1,correct
10,2,2,12,8,2,0,3,656,3.21,0,intrusion
10,2,2,13,6,2,2,1,849,1.947,1,correct
10,2,2,14,4,2,0,2,1117,1.457,1,correct
10,2,2,15,4,0,0,2,377,-1,1,correct
10,2,2,16,4,4,4,1,441,2.046,1,correct
10,2,2,17,4,4,0,4,283,2.016,1,correct
10,2,2,18,8,4,0,6,165,1.942,1,correct
10,2,2,19,8,1,1,8,454,1.526,1,correct
10,2,2,20,6,0,0,4,74,-1,1,correct
10,2,2,21,2,2,0,2,1124,1.916,1,correct
10,2,2,22,8,8,0,8,477,1.944,1,correct
10,2,2,23,8,0,0,4,618,-1,0,new
10,2,2,24,4,1,1,3,312,2.121,1,correct
10,2,2,25,6,4,0,3,471,2.369,1,correct
10,2,2,26,8,6,4,7,472,2.97,1,correct
10,2,2,27,8,8,4,6,893,8.827,1,correct
10,2,2,28,6,6,0,6,797,2.541,1,correct
10,2,3,1,8,6,0,6,268,1.836,1,correct
10,2,3,2,4,4,4,4,714,1.965,1,correct
10,2,3,3,8,4,4,6,967,3.05,1,correct
10,2,3,4,8,2,2,8,415,1.903,1,correct
10,2,3,5,6,2,2,2,120,7.221,1,correct
10,2,3,6,6,6,0,5,1130,1.635,1,correct
10,2,3,7,8,4,0,7,381,2.062,1,correct
10,2,3,8,2,2,0,2,361,1.425,1,correct
10,2,3,9,8,6,4,3,870,5.497,0,intrusion
10,2,3,10,2,2,2,2,46,1.866,1,correct
10,2,3,11,4,2,2,3,529,1.776,1,correct
10,2,3,12,8,0,0,8,575,-1,1,correct
10,2,3,13,4,1,1,4,795,2.104,1,correct
10,2,3,14,6,2,0,6,1025,1.859,1,correct
10,2,3,15,6,6,4,1,15,4.531,1,correct
10,2,3,16,4,4,0,3,638,1.982,1,correct
10,2,3,17,2,0,0,1,652,-1,1,correct
10,2,3,18,6,1,1,4,1133,2.24,1,correct
10,2,3,19,4,2,0,1,886,1.92,1,correct
10,2,3,20,8,1,1,1,76,2.629,1,correct
10,2,3,21,8,8,0,2,598,3.302,1,correct
10,2,3,22,6,4,0,5,350,2.258,1,correct
10,2,3,23,6,4,4,6,1168,2.778,1,correct
10,2,3,24,4,0,0,3,692,-1,1,correct
10,2,3,25,6,0,0,6,439,-1,1,correct
10,2,3,26,8,2,0,6,10,3.236,1,correct
10,2,3,27,2,1,1,2,771,1.858,1,correct
10,2,3,28,8,8,4,2,300,4.715,1,correct
10,2,4,1,8,0,0,6,892,-1,1,correct
10,2,4,2,8,8,0,7,95,2.358,1,correct
10,2,4,3,8,2,0,5,749,1.984,0,intrusion
10,2,4,4,6,6,4,5,152,2.364,1,correct
10,2,4,5,2,2,2,1,2,1.836,1,correct
10,2,4,6,6,2,0,2,1081,3.693,1,correct
10,2,4,7,4,1,1,1,650,1.755,1,correct
10,2,4,8,6,0,0,1,252,-1,1,correct
10,2,4,9,4,4,4,2,743,2.297,1,correct
10,2,4,10,2,0,0,2,537,-1,1,correct
10,2,4,11,6,1,1,5,105,2.798,1,correct
10,2,4,12,8,4,0,1,98,3.038,1,correct
10,2,4,13,2,2,0,1,42,1.857,1,correct
10,2,4,14,8,1,1,5,958,2.376,1,correct
10,2,4,15,6,2,2,6,176,1.833,1,correct
10,2,4,16,4,4,0,2,452,7.3,1,correct
10,2,4,17,4,2,2,1,309,1.842,1,correct
10,2,4,18,4,0,0,1,197,-1,1,correct
10,2,4,19,4,2,0,3,286,1.778,1,correct
10,2,4,20,8,8,4,8,777,2.588,1,correct
10,2,4,21,8,6,4,4,788,6.413,0,intrusion
10,2,4,22,6,6,0,3,358,2.05,1,correct
10,2,4,23,2,1,1,1,697,1.521,1,correct
10,2,4,24,8,2,2,2,365,2.772,1,correct
10,2,4,25,6,4,4,2,570,4.273,1,correct
10,2,4,26,8,4,4,5,1118,9.557,0,intrusion
10,2,4,27,8,6,0,2,907,6.203,0,intrusion
10,2,4,28,6,4,0,4,7,2.257,1,correct
10,2,5,1,4,2,0,4,980,2.813,1,correct
10,2,5,2,4,4,0,1,827,1.331,1,correct
10,2,5,3,6,0,0,5,135,-1,1,correct
10,2,5,4,6,2,0,3,111,3.691,1,correct
10,2,5,5,2,2,2,2,906,1.749,1,correct
10,2,5,6,4,1,1,4,423,1.94,1,correct
10,2,5,7,8,8,0,4,1032,11.56,0,intrusion
10,2,5,8,8,6,4,1,1090,3.787,1,correct
10,2,5,9,4,2,2,2,167,1.739,1,correct
10,2,5,10,4,0,0,1,1008,-1,1,correct
10,2,5,11,8,2,0,8,1016,1.751,1,correct
10,2,5,12,8,4,4,1,270,3.572,1,correct
10,2,5,13,8,4,0,8,195,1.682,1,correct
10,2,5,14,2,0,0,2,217,-1,1,correct
10,2,5,15,6,4,4,5,545,2.384,1,correct
10,2,5,16,2,1,1,2,588,1.683,1,correct
10,2,5,17,8,8,4,5,960,12.053,0,intrusion
10,2,5,18,6,6,0,4,28,1.78,1,correct
10,2,5,19,8,6,0,7,484,1.663,1,correct
10,2,5,20,6,6,4,3,632,3.043,1,correct
10,2,5,21,2,2,0,1,1006,1.621,1,correct
10,2,5,22,4,4,4,1,876,2.832,1,correct
10,2,5,23,6,2,2,4,443,4.433,0,intrusion
10,2,5,24,8,0,0,1,721,-1,1,correct
10,2,5,25,6,4,0,6,943,3.334,1,correct
10,2,5,26,8,1,1,2,1095,2.094,1,correct
10,2,5,27,8,2,2,6,85,5.207,0,intrusion
10,2,5,28,6,1,1,2,376,2.479,1,correct
10,2,6,1,8,0,0,5,637,-1,1,correct
10,2,6,2,6,4,0,1,523,2.429,1,correct
10,2,6,3,6,0,0,2,705,-1,1,correct
10,2,6,4,8,6,0,5,71,2.189,1,correct
10,2,6,5,2,0,0,1,119,-1,1,correct
10,2,6,6,8,1,1,4,162,2.904,1,correct
10,2,6,7,6,6,4,6,344,3.546,1,correct
10,2,6,8,6,2,0,5,429,1.862,1,correct
10,2,6,9,8,8,4,7,1052,1.725,1,correct
10,2,6,10,4,4,0,3,684,2.053,1,correct
10,2,6,11,2,1,1,1,954,1.765,1,correct
10,2,6,12,8,6,4,8,385,2.444,1,correct
10,2,6,13,6,1,1,1,1151,1.972,1,correct
10,2,6,14,8,2,0,2,296,3.538,1,correct
10,2,6,15,2,2,0,2,464,2.161,1,correct
10,2,6,16,6,6,0,2,265,2.153,1,correct
10,2,6,17,8,4,4,3,784,6.368,1,correct
10,2,6,18,4,4,4,4,364,2.081,1,correct
10,2,6,19,4,0,0,2,1114,-1,1,correct
10,2,6,20,4,1,1,3,602,2.282,1,correct
10,2,6,21,8,2,2,1,378,2.662,1,correct
10,2,6,22,8,4,0,4,886,3.083,1,correct
10,2,6,23,8,8,0,6,816,3.312,0,intrusion
10,2,6,24,6,2,2,5,280,4.108,1,correct
10,2,6,25,4,2,0,2,69,1.811,1,correct
10,2,6,26,4,2,2,3,667,1.854,1,correct
10,2,6,27,2,2,2,1,475,1.683,1,correct
10,2,6,28,6,4,4,4,911,5.235,0,intrusion
10,2,7,1,8,8,4,1,322,2.809,1,correct
10,2,7,2,8,2,2,5,858,2.177,1,correct
10,2,7,3,4,4,4,3,1069,2.752,1,correct
10,2,7,4,4,1,1,2,902,2.112,1,correct
10,2,7,5,2,0,0,2,238,-1,1,correct
10,2,7,6,8,2,0,4,541,3.033,1,correct
10,2,7,7,4,0,0,3,324,-1,1,correct
10,2,7,8,6,2,0,3,310,6.649,1,correct
10,2,7,9,6,6,4,4,584,2.134,1,correct
10,2,7,10,2,2,0,2,171,2.285,1,correct
10,2,7,11,6,4,4,6,255,1.912,1,correct
10,2,7,12,6,1,1,3,165,1.902,1,correct
10,2,7,13,6,6,0,3,444,4.057,1,correct
10,2,7,14,8,4,4,7,347,2.479,1,correct
10,2,7,15,8,4,0,2,406,7.072,1,correct
10,2,7,16,2,2,2,2,758,1.704,1,correct
10,2,7,17,8,6,4,5,600,8.459,0,intrusion
10,2,7,18,4,4,0,4,814,1.908,1,correct
10,2,7,19,8,8,0,5,857,2.678,1,correct
10,2,7,20,6,4,0,4,240,1.989,1,correct
10,2,7,21,8,0,0,7,658,-1,1,correct
10,2,7,22,8,6,0,8,842,2.379,1,correct
10,2,7,23,6,0,0,1,1164,-1,1,correct
10,2,7,24,2,1,1,1,518,1.881,1,correct
10,2,7,25,8,1,1,6,908,1.898,1,correct
10,2,7,26,4,2,2,1,472,2.006,1,correct
10,2,7,27,4,2,0,3,1002,1.823,1,correct
10,2,7,28,6,2,2,6,109,1.956,1,correct
10,2,8,1,6,4,4,3,158,7.591,1,correct
10,2,8,2,4,2,2,4,1106,2.033,1,correct
10,2,8,3,4,2,0,1,173,0.859,1,correct
10,2,8,4,8,4,0,3,239,2.141,1,correct
10,2,8,5,6,6,4,6,551,1.256,1,correct
10,2,8,6,8,4,4,4,749,8.972,0,intrusion
10,2,8,7,2,2,2,1,294,1.691,1,correct
10,2,8,8,6,0,0,6,338,-1,1,correct
10,2,8,9,2,0,0,1,413,-1,1,correct
10,2,8,10,8,1,1,3,871,1.56,1,correct
10,2,8,11,4,1,1,1,995,1.645,1,correct
10,2,8,12,2,1,1,2,1015,1.115,1,correct
10,2,8,13,8,6,0,4,288,9.88,1,correct
10,2,8,14,4,4,0,2,996,2.128,1,correct
10,2,8,15,8,2,0,7,537,3.97,0,intrusion
10,2,8,16,4,0,0,4,748,-1,1,correct
10,2,8,17,6,6,0,2,630,2.612,1,correct
10,2,8,18,8,0,0,3,810,-1,1,correct
10,2,8,19,8,8,0,3,862,5.49,1,correct
10,2,8,20,6,4,0,5,478,2.014,1,correct
10,2,8,21,8,6,4,6,1087,2.677,1,correct
10,2,8,22,4,4,4,2,1144,3.448,1,correct
10,2,8,23,6,1,1,4,83,1.887,1,correct
10,2,8,24,6,2,2,3,12,2.637,1,correct
10,2,8,25,6,2,0,4,482,2.099,1,correct
10,2,8,26,8,2,2,7,1025,2.202,1,correct
10,2,8,27,2,2,0,1,36,1.736,1,correct
10,2,8,28,8,8,4,3,883,4.943,0,intrusion
10,3,1,1,8,6,0,6,687,1.895,1,correct
10,3,1,2,2,1,1,1,645,1.489,1,correct
10,3,1,3,8,8,4,5,1163,14.601,1,correct
10,3,1,4,4,2,2,4,525,1.817,1,correct
10,3,1,5,8,8,0,3,1089,15.803,0,intrusion
10,3,1,6,2,2,0,2,107,1.707,1,correct
10,3,1,7,4,0,0,3,530,-1,1,correct
10,3,1,8,8,2,2,3,754,2.519,1,correct
10,3,1,9,4,1,1,1,824,1.558,1,correct
10,3,1,10,6,2,0,1,105,1.469,1,correct
10,3,1,11,4,2,0,2,293,1.482,1,correct
10,3,1,12,6,1,1,6,848,1.486,1,correct
10,3,1,13,4,4,0,1,1100,1.591,1,correct
10,3,1,14,6,0,0,2,409,-1,0,new
10,3,1,15,6,4,4,6,220,1.247,1,correct
10,3,1,16,6,4,0,4,957,1.588,1,correct
10,3,1,17,8,0,0,4,152,-1,0,intrusion
10,3,1,18,8,4,4,3,224,6.645,1,correct
10,3,1,19,2,2,2,2,852,1.412,1,correct
10,3,1,20,6,6,4,5,732,3.005,1,correct
10,3,1,21,8,1,1,1,1191,1.658,1,correct
10,3,1,22,2,0,0,1,853,-1,1,correct
10,3,1,23,8,2,0,2,132,6.187,1,correct
10,3,1,24,6,6,0,6,125,2.149,1,correct
10,3,1,25,8,6,4,8,387,1.918,1,correct
10,3,1,26,8,4,0,5,320,6.402,0,intrusion
10,3,1,27,4,4,4,3,1025,3.241,0,intrusion
10,3,1,28,6,2,2,4,480,1.52,1,correct
10,3,2,1,2,2,0,1,1005,1.623,1,correct
10,3,2,2,6,2,2,1,835,8.752,1,correct
10,3,2,3,8,6,0,7,255,1.958,1,correct
10,3,2,4,6,2,0,6,421,1.174,1,correct
10,3,2,5,8,0,0,7,242,-1,1,correct
10,3,2,6,4,2,0,4,177,1.722,1,correct
10,3,2,7,2,0,0,2,740,-1,1,correct
10,3,2,8,8,6,4,3,181,8.463,0,intrusion
10,3,2,9,6,0,0,4,802,-1,1,correct
10,3,2,10,8,1,1,4,662,2.257,1,correct
10,3,2,11,4,1,1,3,137,1.632,1,correct
10,3,2,12,6,4,0,3,1031,1.951,0,intrusion
10,3,2,13,6,6,4,1,788,1.521,1,correct
10,3,2,14,4,4,4,1,571,1.53,1,correct
10,3,2,15,8,2,2,7,358,3.856,1,correct
10,3,2,16,6,1,1,3,346,2.295,1,correct
10,3,2,17,4,0,0,1,538,-1,1,correct
10,3,2,18,8,2,0,1,402,2.744,1,correct
10,3,2,19,8,8,0,7,897,1.819,1,correct
10,3,2,20,4,4,0,2,86,2.201,1,correct
10,3,2,21,6,6,0,4,830,1.383,1,correct
10,3,2,22,2,2,2,1,384,1.598,1,correct
10,3,2,23,8,8,4,2,843,6.135,1,correct
10,3,2,24,8,4,0,3,908,6.709,1,correct
10,3,2,25,6,4,4,5,455,1.334,1,correct
10,3,2,26,4,2,2,3,419,1.317,1,correct
10,3,2,27,8,4,4,5,40,2.062,1,correct
10,3,2,28,2,1,1,2,998,1.183,1,correct
10,3,3,1,6,2,0,2,403,2.261,1,correct
10,3,3,2,6,2,2,5,1026,1.55,1,correct
10,3,3,3,2,0,0,1,882,-1,1,correct
10,3,3,4,8,4,0,8,444,1.945,1,correct
10,3,3,5,8,2,0,5,1125,2.969,0,intrusion
10,3,3,6,4,2,2,1,398,2.321,1,correct
10,3,3,7,8,6,4,1,868,2.486,1,correct
10,3,3,8,8,8,4,1,752,2.152,1,correct
10,3,3,9,2,1,1,1,232,1.299,1,correct
10,3,3,10,2,2,2,2,474,1.552,1,correct
10,3,3,11,8,1,1,2,209,1.897,1,correct
10,3,3,12,8,2,2,6,928,2.192,1,correct
10,3,3,13,6,1,1,2,520,1.596,1,correct
10,3,3,14,6,6,4,2,108,4.778,1,correct
10,3,3,15,4,0,0,4,977,-1,1,correct
10,3,3,16,2,2,0,2,1099,1.644,1,correct
10,3,3,17,8,0,0,1,45,-1,0,new
10,3,3,18,4,4,0,3,1186,1.868,1,correct
10,3,3,19,8,8,0,2,952,3.866,1,correct
10,3,3,20,4,4,4,2,349,1.68,1,correct
10,3,3,21,6,6,0,5,916,1.623,1,correct
10,3,3,22,6,4,0,2,1016,2.738,0,intrusion
10,3,3,23,8,4,4,1,605,3.046,1,correct
10,3,3,24,4,2,0,1,1045,1.688,1,correct
10,3,3,25,6,4,4,3,290,7.571,0,intrusion
10,3,3,26,6,0,0,1,733,-1,1,correct
10,3,3,27,8,6,0,8,1067,2.2,1,correct
10,3,3,28,4,1,1,2,52,1.713,1,correct
10,3,4,1,8,0,0,6,110,-1,1,correct
10,3,4,2,6,2,0,4,447,1.88,1,correct
10,3,4,3,2,0,0,2,895,-1,1,correct
10,3,4,4,4,2,0,3,944,1.768,1,correct
10,3,4,5,8,8,0,1,46,4.701,1,correct
10,3,4,6,8,4,4,8,694,2.379,1,correct
10,3,4,7,6,1,1,4,981,1.622,1,correct
10,3,4,8,4,0,0,2,1097,-1,1,correct
10,3,4,9,8,2,2,4,994,5.288,1,correct
