subject,imagery,signal_present,correct,rt
9,1,1,1,0.6533999998569489
9,1,1,1,0.9981999998092652
9,1,0,1,0.7345
9,1,1,1,0.8274000000953674
9,1,1,1,0.7281999998092651
9,1,0,1,0.8665
9,1,1,1,0.7106000001430511
9,1,0,1,0.8785
9,1,1,1,0.4085
9,1,1,1,0.5908999998569489
9,1,0,1,0.6755
9,0,1,0,0.9785
9,0,1,1,0.9586000001430511
9,0,0,1,0.6389000000953674
9,0,0,1,0.38070000004768373
9,0,0,1,0.44539999985694884
9,0,1,0,0.6528999998569488
9,0,0,1,0.48389999985694887
9,0,0,1,0.4397999999523163
9,0,0,1,0.43560000014305117
9,0,0,1,0.3967999999523163
9,0,0,1,0.427
9,0,1,1,0.7289000000953675
9,0,1,1,0.5105999999046326
9,0,1,1,0.5577000000476837
9,0,1,0,0.408
9,0,1,1,0.6160999999046326
9,0,0,1,0.46569999980926513
9,0,1,1,1.084
9,0,1,1,0.7267999999523163
9,0,1,1,0.5750999999046326
9,0,0,1,0.6215
9,0,1,0,0.6594000000953675
9,0,0,1,0.447
9,0,0,1,0.7889000000953674
9,0,0,1,0.667
9,0,1,1,0.44189999985694883
9,0,0,1,0.45989999985694885
9,0,0,1,0.401
9,0,1,1,0.6767999999523163
9,0,0,1,0.5842000000476837
9,0,0,1,0.7807999999523163
9,0,1,1,0.9137999999523164
9,0,1,1,0.5167999999523163
9,0,0,0,0.7482000000476837
9,0,1,1,0.6497999999523163
9,0,0,0,0.5678999998569488
9,0,1,1,0.5205999999046326
9,0,0,1,0.5752999999523163
9,0,1,1,0.37440000009536745
9,0,0,1,0.5625
9,0,1,1,0.7851999998092651
9,0,1,1,0.7295
9,0,0,1,0.5900999999046326
9,0,0,1,0.5277000000476837
9,0,1,1,0.7471000001430511
9,0,0,1,0.5041999998092651
9,0,1,1,0.4600999999046326
9,0,1,1,0.48329999995231626
9,1,1,1,0.7332999999523163
9,1,1,1,0.388
9,1,0,1,2.1847999999523164
9,1,0,1,0.7347000000476838
9,1,1,1,0.9976000001430512
9,1,0,1,1.3542999999523164
9,1,0,1,0.40669999980926513
9,1,0,1,0.5770999999046326
9,1,0,1,0.6647999999523163
9,1,0,1,0.35490000009536743
9,1,0,1,0.5437999999523163
9,1,1,1,0.85
9,1,0,1,0.3653999998569489
9,1,1,1,0.8292000000476837
9,1,1,1,0.6723999998569489
9,1,0,1,0.6515
9,1,0,1,0.5442000000476838
9,1,1,1,0.8952000000476837
9,1,0,1,0.6681000001430512
9,1,1,1,0.8302000000476837
9,1,1,1,1.7513000001907348
9,1,1,1,0.5004000000953674
9,1,1,1,0.3625
9,1,1,1,0.8910999999046326
9,0,1,1,0.6585999999046326
9,0,0,1,0.8506999998092651
9,0,1,1,0.5822000000476837
9,0,0,1,0.8615
9,0,0,1,0.837
9,0,0,1,0.579
9,0,1,1,0.7497000000476837
9,0,0,1,0.4139000000953674
9,0,0,1,0.5415
9,0,1,1,0.8435999999046325
9,0,0,1,0.5865
9,0,1,1,0.573
9,0,0,1,1.2619000000953675
9,0,1,1,3.374800000190735
9,0,1,1,0.5801000001430512
9,0,1,0,0.6989000000953675
9,0,1,1,0.5977000000476838
9,0,0,1,0.6663000001907349
9,0,1,1,1.0300999999046325
9,0,1,1,0.6077000000476838
9,0,0,0,1.4630999999046326
9,0,0,1,0.7099000000953675
9,0,1,1,1.1655
9,0,0,1,1.3758999998569488
9,1,0,1,1.8784000000953671
9,1,1,0,1.4293999998569489
9,1,0,1,0.48329999995231626
9,1,0,1,0.565
9,1,0,1,0.33109999990463257
9,1,1,0,0.5035
9,1,1,0,0.6350999999046326
9,1,0,1,0.48229999995231626
9,1,1,0,0.38489999985694884
9,1,0,1,0.5442999999523163
9,1,0,1,0.5619000000953674
9,1,1,0,0.4312000000476837
9,1,0,1,0.3777000000476837
9,1,1,0,0.6726000001430511
9,1,1,0,0.5372999999523163
9,1,0,1,0.4697000000476837
9,1,1,0,0.6357999999523163
9,1,1,0,1.661800000190735
9,1,0,1,0.5846000001430511
9,1,1,0,0.4167000000476837
9,1,0,1,0.4845
9,1,1,0,0.3991999998092651
9,1,0,1,0.412
9,1,1,0,0.4902000000476837
10,1,1,1,4.104
10,1,1,1,0.602
10,1,0,1,0.3990000000002328
10,1,1,1,0.44999999999976725
10,1,1,1,1.924
10,1,0,1,0.38200000000023276
10,1,0,1,0.37099999999976724
10,1,0,1,0.5180000000002328
10,1,1,0,0.661
10,1,1,0,1.049
10,1,0,1,0.666
10,1,1,1,0.26799999999976715
10,1,0,1,0.481
10,1,1,0,1.313
10,1,1,1,0.396
10,1,0,1,0.651
10,1,0,1,0.3599999999997672
10,1,1,1,0.8010000000002329
10,1,0,1,4.216
10,1,0,1,1.433
10,1,1,1,0.824
10,1,0,1,0.6979999999997671
10,1,1,1,0.474
10,1,0,1,1.1520000000002328
10,0,1,1,0.707
10,0,0,1,0.674
10,0,1,1,39.739
10,0,0,1,2.8509999999997673
10,0,1,1,0.42500000000023275
10,0,0,1,0.6350000000002328
10,0,1,1,0.382
10,0,1,1,3.777
10,0,1,1,0.717
10,0,1,1,2.201
10,0,0,1,1.265
10,0,0,1,0.791
10,0,0,1,0.764
10,0,1,0,0.596
10,0,0,1,0.7770000000002328
10,0,1,1,0.5459999999997671
10,0,1,1,0.6079999999997672
10,0,0,1,0.787
10,0,0,1,0.44500000000023276
10,0,0,1,0.3910000000002328
10,0,0,1,0.5069999999997672
10,0,1,1,0.362
10,0,0,1,0.377
10,0,1,1,0.491
10,1,0,1,7.866
10,1,0,1,1.01
10,1,0,1,0.788
10,1,1,1,0.462
10,1,1,1,0.453
10,1,0,1,2.884
10,1,0,1,0.778
10,1,0,1,0.669
10,1,0,1,0.648
10,1,1,1,0.397
10,1,0,1,0.506
10,1,1,1,0.419
10,1,1,1,0.395
10,1,1,1,0.4080000000002328
10,1,0,1,0.091
10,1,1,0,0.7649999999997672
10,1,0,1,0.5070000000002328
10,1,1,1,0.42599999999976723
10,1,1,0,1.0969999999997673
10,1,1,1,0.4759999999997672
10,1,0,1,0.5100000000002328
10,1,1,1,0.20400000000023283
10,1,1,1,1.011
10,1,0,0,7.194999999999768
10,1,1,0,27.143
10,1,0,1,0.937
10,1,1,1,2.565
10,1,1,1,0.788
10,1,0,1,0.568
10,1,0,1,0.678
10,1,0,1,0.506
10,1,0,1,0.7
10,1,1,1,0.546
10,1,1,1,0.559
10,1,1,1,0.458
10,1,0,1,0.442
10,1,0,1,0.639
10,1,1,0,0.623
10,1,1,0,0.584
10,1,0,1,0.553
10,1,0,1,0.383
10,1,1,1,0.859
10,1,1,1,0.706
10,1,1,1,0.654
10,1,0,1,1.3780000000004657
10,1,1,0,6.143
10,1,0,1,0.734
10,1,0,1,0.465
10,1,1,0,1.954
10,1,1,0,1.242
10,1,0,1,0.73
10,1,0,1,0.47399999999953435
10,1,0,1,0.513
10,1,0,1,0.678
10,1,0,1,0.667
10,1,0,1,0.7430000000004656
10,1,0,1,1.0110000000004655
10,1,1,1,0.6909999999995343
10,1,0,1,2.0590000000004656
10,1,0,1,0.624
10,1,1,0,0.733
10,1,1,0,0.677
10,1,1,1,0.817
10,1,1,0,0.572
10,1,0,1,0.5269999999995343
10,1,0,1,1.162
10,1,1,1,0.102
10,1,1,1,0.51
10,1,1,1,0.6000000000004657
10,1,1,1,0.383
10,1,1,1,0.8459999999995343
10,1,0,1,0.346
10,0,1,1,0.8790000000004656
10,0,0,1,0.9690000000004656
10,0,0,1,0.017
10,0,0,1,0.4410000000004657
10,0,1,1,0.513
10,0,0,1,0.484
10,0,1,1,0.28900000000046566
10,0,1,1,0.158
10,0,0,0,0.94
10,0,0,1,1.555
10,0,0,1,0.886
10,0,1,1,0.589
10,0,0,1,1.9200000000004656
10,0,0,1,0.841
10,0,0,1,0.664
10,0,1,0,0.533
10,0,1,1,3.68
10,0,0,1,0.247
10,0,1,1,1.241
10,0,1,1,0.738
10,0,1,1,0.615
10,0,0,0,5.898000000000466
10,0,1,1,0.456
10,0,1,1,0.9919999999995345
10,0,1,0,1.221
10,0,0,1,0.42099999999953436
10,0,1,1,0.683
10,0,1,1,0.213
10,0,1,1,0.618
10,0,1,0,7.843
10,0,0,1,47.474
10,0,0,1,0.666
10,0,0,1,9.171
10,0,1,1,0.6999999999995343
10,0,1,1,0.372
10,0,1,1,0.64
10,0,0,1,1.506
10,0,0,1,0.7609999999995344
10,0,0,1,3.051
10,0,0,1,0.86
10,0,1,1,0.5439999999995343
10,0,1,0,19.306
10,0,1,1,0.657
10,0,0,1,0.803
10,0,1,0,1.1840000000004656
10,0,0,1,0.698
10,0,0,1,0.609
10,0,0,1,0.684
10,0,1,0,27.392
10,0,1,1,0.802
10,0,1,1,0.492
10,0,1,1,1.7219999999995343
10,0,0,1,0.846
10,0,1,1,0.46
10,0,1,1,0.457
10,0,0,1,22.665
10,0,0,1,0.822
10,0,0,1,0.668
10,0,0,1,0.979
10,0,0,1,0.667
10,0,1,0,0.704
10,0,1,0,0.61
10,0,0,1,0.963
10,0,1,0,0.783
10,0,0,1,0.4969999999995343
10,0,1,0,1.3330000000004656
10,0,1,0,6.009
10,0,1,1,0.946
10,0,0,0,0.957
10,0,0,1,1.826
10,0,0,1,3.1219999999995345
10,0,0,1,1.04
10,1,0,1,2.836
10,1,0,1,0.938
10,1,1,1,0.628
10,1,1,1,0.412
10,1,0,1,0.865
10,1,1,1,0.483
10,1,0,1,1.346
10,1,0,1,0.614
10,1,1,1,0.391
10,1,0,1,0.47599999999953435
10,1,1,1,0.357
10,1,1,1,0.482
10,1,0,1,0.873
10,1,1,1,0.384
10,1,1,1,0.421
10,1,0,1,3.576
10,1,1,1,0.211
10,1,0,1,0.455
10,1,0,1,0.448
10,1,1,1,0.318
10,1,0,1,0.4389999999995343
10,1,1,1,0.381
10,1,1,1,0.7129999999995343
10,1,0,1,0.514
10,1,1,1,0.352
10,1,0,1,0.4410000000004657
10,1,0,1,0.73
10,1,1,1,0.406
10,1,0,1,0.466
10,1,1,1,0.423
10,1,0,1,0.279
10,1,0,1,0.726
10,1,1,1,0.281
10,1,0,1,0.442
10,1,1,0,0.45399999999953433
10,1,0,1,0.551
10,1,1,1,0.4350000000004657
10,1,0,1,0.377
10,1,0,1,0.577
10,1,0,1,0.27800000000046565
10,1,1,1,0.273
10,1,1,0,0.1989999999995343
10,1,1,1,0.179
10,1,0,1,0.45500000000046564
10,1,1,1,0.176
10,1,0,1,0.279
10,1,1,1,0.258
10,1,1,0,2.674
10,0,1,1,0.616
10,0,1,1,0.329
10,0,0,1,0.449
10,0,1,0,0.844
10,0,0,1,0.409
10,0,0,1,0.482
10,0,1,1,0.219
10,0,0,1,0.455
10,0,0,1,0.498
10,0,0,1,0.513
10,0,1,1,0.678
10,0,1,0,0.929
10,0,0,1,2.161
10,0,1,0,0.906
10,0,1,1,0.696
10,0,1,1,0.351
10,0,0,1,0.52
10,0,0,0,0.448
10,0,0,1,0.5530000000004657
10,0,0,1,0.54
10,0,1,1,1.175
10,0,1,0,0.498
10,0,1,0,0.73
10,0,0,1,0.644
10,0,1,1,0.49
10,0,0,1,0.35999999999953436
10,0,1,0,0.509
10,0,0,1,0.405
10,0,0,1,0.46599999999953434
10,0,1,1,0.377
10,0,0,1,0.507
10,0,0,1,0.796
10,0,1,1,0.5229999999995344
10,0,1,1,1.308
10,0,1,0,0.402
10,0,0,1,1.1310000000004656
10,0,0,1,0.19299999999953432
10,0,0,1,0.601
10,0,1,1,0.681
10,0,1,1,0.3779999999995343
10,0,1,1,0.418
10,0,0,0,1.0729999999995343
10,0,1,1,0.587
10,0,0,0,3.0800000000004655
10,0,1,1,0.6
10,0,1,1,0.41
10,0,0,0,1.8970000000004656
10,0,0,1,0.544
11,0,0,1,2.1000000000004655
11,0,1,1,0.413
11,0,1,1,0.407
11,0,1,1,0.361
11,0,1,1,0.416
11,0,1,1,0.439
11,0,0,1,0.408
11,0,0,1,1.325
11,0,1,1,0.038
11,0,0,1,0.856
11,0,1,1,0.469
11,0,0,1,2.7910000000004658
11,0,0,1,0.743
11,0,0,0,0.051
11,0,1,1,1.04
11,0,0,0,0.394
11,0,0,1,0.544
11,0,1,1,0.128
11,0,1,1,0.11700000000046566
11,0,0,1,0.47
11,0,0,1,0.394
11,0,1,1,0.379
11,0,1,1,1.1580000000004658
11,0,0,0,0.515
11,1,1,1,2.2039999999995343
11,1,0,0,0.626
11,1,1,1,0.327
11,1,0,1,0.383
11,1,0,1,0.823
11,1,0,0,0.469
11,1,0,1,1.898
11,1,1,1,0.381
11,1,0,1,0.932
11,1,1,1,0.349
11,1,1,1,0.40800000000046566
11,1,0,1,0.421
11,1,0,1,0.488
11,1,1,1,0.737
11,1,1,1,0.301
11,1,0,1,0.6470000000004656
11,1,1,1,0.685
11,1,1,1,0.425
11,1,0,1,0.391
11,1,1,1,0.355
11,1,1,1,0.566
11,1,0,1,0.443
11,1,0,0,0.467
11,1,1,1,0.009
11,0,0,1,0.9959999999995345
11,0,1,1,0.738
11,0,0,0,0.301
11,0,1,1,0.318
11,0,1,1,0.055
11,0,1,1,0.356
11,0,1,0,1.029
11,0,1,1,0.32799999999953433
11,0,0,1,0.371
11,0,0,1,0.5789999999995343
11,0,1,1,0.556
11,0,0,0,0.39
11,0,0,1,0.463
11,0,1,1,0.387
11,0,0,1,0.426
11,0,0,1,0.608
11,0,0,0,0.6619999999995343
11,0,1,1,0.4429999999995343
11,0,1,1,0.42100000000046567
11,0,0,1,0.424
11,0,1,0,0.6109999999995344
11,0,1,1,0.39199999999953433
11,0,0,1,0.3789999999995343
11,0,0,1,1.399
11,0,0,0,2.443
11,0,1,1,0.198
11,0,1,1,0.463
11,0,0,1,0.384
11,0,1,1,0.557
11,0,0,1,1.1690000000004657
11,0,1,1,0.526
11,0,0,0,0.868
11,0,0,1,0.403
11,0,1,1,0.4950000000004657
11,0,1,1,0.433
11,0,0,1,0.386
11,0,1,1,0.337
11,0,1,0,0.203
11,0,0,0,0.55
11,0,1,0,0.174
11,0,0,0,0.898
11,0,1,1,0.362
11,0,0,1,0.459
11,0,1,1,0.833
11,0,0,0,0.428
11,0,0,1,0.617
11,0,0,0,0.413
11,0,1,1,0.365
11,0,0,1,3.409
11,0,0,0,0.674
11,0,0,0,0.30499999999953437
11,0,1,1,0.226
11,0,0,1,0.415
11,0,0,0,0.40800000000046566
11,0,0,0,0.8629999999995344
11,0,0,1,0.40099999999953434
11,0,1,1,0.785
11,0,0,0,0.477
11,0,1,1,0.366
11,0,1,1,0.3129999999995343
11,0,0,1,0.404
11,0,1,1,0.277
11,0,1,1,0.402
11,0,1,0,0.36100000000046567
11,0,0,0,0.4
11,0,1,1,0.5570000000004657
11,0,0,1,0.689
11,0,1,1,0.133
11,0,1,1,0.706
11,0,0,0,0.854
11,0,1,1,0.047
11,0,1,1,0.3209999999995343
11,0,0,0,0.508
11,0,1,1,0.659
11,0,1,1,0.505
11,0,1,1,0.709
11,0,1,0,0.41100000000046566
11,0,0,1,0.382
11,0,0,1,0.6320000000004656
11,0,1,1,0.377
11,0,0,1,1.1710000000004657
11,0,1,1,0.367
11,0,0,0,0.876
11,0,0,0,0.511
11,0,0,1,0.394
11,0,1,1,2.06
11,0,1,1,0.366
11,0,0,1,0.737
11,0,0,1,0.825
11,0,0,0,0.40000000000046565
11,0,1,1,0.41899999999953436
11,0,0,1,0.414
11,0,0,1,0.479
11,0,1,1,0.424
11,0,1,1,0.42299999999953436
11,0,1,1,0.447
11,1,1,1,0.75
11,1,0,1,0.738
11,1,1,1,0.395
11,1,0,0,0.425
11,1,1,1,0.331
11,1,0,1,0.749
11,1,0,1,0.519
11,1,1,1,0.365
11,1,1,1,0.369
11,1,1,1,0.365
11,1,0,0,0.38800000000046564
11,1,0,0,0.408
11,1,0,0,0.42
11,1,1,0,0.539
11,1,0,1,1.509
11,1,1,1,0.44800000000046564
11,1,0,1,0.461
11,1,0,0,0.44700000000046564
11,1,0,0,1.105
11,1,1,0,0.626
11,1,1,0,0.387
11,1,1,1,0.563
11,1,0,1,0.46
11,1,1,1,0.638
11,1,0,0,5.127
11,1,0,1,1.464
11,1,0,1,1.123
11,1,1,1,0.5410000000004657
11,1,1,0,1.178
11,1,0,1,0.816
11,1,1,1,0.576
11,1,1,1,0.446
11,1,1,1,0.355
11,1,0,1,0.66
11,1,1,1,0.411
11,1,1,1,0.39499999999953433
11,1,0,1,0.556
11,1,0,0,0.579
11,1,1,1,1.285
11,1,1,1,0.691
11,1,0,0,0.399
11,1,0,1,0.335
11,1,1,1,0.49299999999953437
11,1,1,1,0.398
11,1,0,1,0.33099999999953433
11,1,0,1,0.473
11,1,1,1,0.33499999999953434
11,1,0,1,0.125
11,1,0,0,1.389
11,1,1,1,0.41
11,1,1,1,0.889
11,1,1,1,0.57
11,1,0,1,0.617
11,1,0,1,0.39399999999953433
11,1,0,0,0.993
11,1,1,0,0.488
11,1,0,1,0.56
11,1,0,0,0.419
11,1,0,1,0.185
11,1,0,1,0.39999999999953434
11,1,0,0,0.412
11,1,0,0,0.348
11,1,1,1,0.294
11,1,1,1,0.588
11,1,1,0,0.381
11,1,1,1,0.317
11,1,1,0,0.6080000000004656
11,1,1,0,0.5060000000004656
11,1,1,1,0.389
11,1,0,0,0.315
11,1,1,1,0.337
11,1,0,0,0.413
11,1,0,1,1.0830000000004656
11,1,0,0,1.6869999999995344
11,1,1,1,0.39100000000046564
11,1,1,1,0.444
11,1,1,0,0.383
11,1,0,0,0.472
11,1,1,1,0.499
11,1,0,1,0.428
11,1,1,1,0.551
11,1,1,1,0.378
11,1,0,1,0.413
11,1,1,1,0.34699999999953435
11,1,0,0,0.426
11,1,1,1,0.179
11,1,1,0,0.11
11,1,0,0,0.515
11,1,0,1,0.991
11,1,0,0,0.535
11,1,1,1,0.502
11,1,0,1,0.41999999999953436
11,1,0,0,0.414
11,1,1,1,0.468
11,1,0,1,0.426
11,1,1,1,0.30299999999953436
11,0,1,1,0.625
11,0,0,1,0.451
11,0,1,1,0.3800000000004657
11,0,0,1,0.564
11,0,1,1,0.462
11,0,1,1,0.186
11,0,0,1,0.374
11,0,1,1,0.393
11,0,1,0,0.48500000000046567
11,0,0,0,0.406
11,0,0,0,0.379
11,0,1,1,0.357
11,0,1,1,0.38
11,0,0,0,0.5889999999995343
11,0,0,1,0.401
11,0,1,1,0.3130000000004657
11,0,0,1,0.4320000000004657
11,0,1,1,0.35
11,0,0,1,0.5300000000004657
11,0,1,1,0.34099999999953434
11,0,1,1,0.453
11,0,0,1,0.33099999999953433
11,0,0,0,0.38700000000046564
11,0,0,1,0.4969999999995343
11,1,1,1,1.4550000000004657
11,1,0,1,0.779
11,1,1,1,0.72
11,1,0,1,0.357
11,1,0,1,0.467
11,1,0,1,0.7310000000004656
11,1,1,1,0.413
11,1,0,1,0.518
11,1,0,0,0.458
11,1,1,1,0.41
11,1,1,1,0.4980000000004657
11,1,0,1,0.528
11,1,1,1,0.546
11,1,1,0,0.638
11,1,1,1,0.458
11,1,0,1,0.444
11,1,1,1,0.368
11,1,0,1,1.014
11,1,1,1,0.47299999999953435
11,1,0,1,0.457
11,1,0,1,0.7490000000004656
11,1,1,1,0.059
11,1,0,0,0.431
11,1,1,1,0.395
12,0,1,0,5.012699999928475
12,0,0,0,0.5132999999523162
12,0,0,1,0.34510000002384184
12,0,0,0,0.287
12,0,1,1,0.6840999999046325
12,0,1,1,0.5471000000238418
12,0,1,0,0.37360000002384186
12,0,0,1,0.37839999997615814
12,0,1,1,0.3315
12,0,0,1,0.5381000000238418
12,0,1,1,0.44939999997615815
12,0,0,1,0.6143999999761581
12,0,0,0,0.09620000004768371
12,0,0,0,0.39380000007152555
12,0,0,0,0.4567999999523163
12,0,0,0,0.3281000000238419
12,0,1,1,0.33489999997615816
12,0,1,0,0.8713000000715255
12,0,1,1,0.3287999999523163
12,0,1,1,0.1565
12,0,0,1,0.3143000000715256
12,0,1,1,0.3335
12,0,1,0,0.369
12,0,0,0,0.27889999997615816
12,1,0,0,1.4711999999284744
12,1,0,0,0.3142000000476837
12,1,0,1,0.33889999997615816
12,1,1,1,0.27689999997615816
12,1,0,0,0.13429999995231628
12,1,0,0,0.43490000009536744
12,1,1,1,0.2752000000476837
12,1,1,1,0.314
12,1,1,1,0.3361000000238419
12,1,0,0,0.06910000002384185
12,1,0,1,0.23489999997615818
12,1,0,0,0.3758000000715256
12,1,1,0,0.03119999992847442
12,1,0,0,0.2958999999761581
12,1,1,1,0.34139999997615816
12,1,1,1,0.3187999999523163
12,1,0,0,0.31560000002384186
12,1,1,1,0.1875
12,1,1,1,0.2686000000238419
12,1,1,1,0.3325
12,1,0,1,0.35619999992847445
12,1,0,1,0.3196999999284744
12,1,1,1,0.09419999992847444
12,1,1,1,0.32139999997615815
12,1,1,1,0.9297999999523164
12,1,0,0,0.3286000000238419
12,1,1,1,1.400899999976158
12,1,0,0,0.3766999999284744
12,1,1,1,0.31689999997615814
12,1,1,1,0.3771999999284744
12,1,1,1,0.3256000000238419
12,1,1,1,0.337
12,1,0,1,0.3712000000476837
12,1,0,1,0.5362999999523163
12,1,0,1,0.3258000000715256
12,1,1,1,0.15689999997615814
12,1,1,1,0.404
12,1,0,1,2.8715
12,1,0,0,0.40189999997615816
12,1,1,1,0.36729999995231627
12,1,0,0,0.6295
12,1,1,1,0.40439999997615816
12,1,0,1,0.6045999999046325
12,1,1,1,0.3465
12,1,0,1,0.3792000000476837
12,1,0,1,0.3846999999284744
12,1,0,0,0.3417000000476837
12,1,1,1,0.316
12,0,0,0,1.0605
12,0,1,1,0.34130000007152556
12,0,1,0,0.241
12,0,0,0,0.4566000000238419
12,0,0,1,0.5161000000238418
12,0,0,1,0.349
12,0,1,1,0.481
12,0,0,1,0.647
12,0,1,1,0.49009999990463254
12,0,1,0,1.1118999999761578
12,0,0,1,0.4597999999523163
12,0,1,1,0.32090000009536745
12,0,1,1,0.377
12,0,0,1,0.4011000000238419
12,0,0,1,0.32889999997615815
12,0,1,0,0.56
12,0,1,0,0.45570000004768374
12,0,1,0,0.32389999997615815
12,0,0,1,0.38170000004768373
12,0,1,0,0.3793000000715256
12,0,0,1,0.4246999999284744
12,0,1,0,0.35379999995231626
12,0,0,1,0.36329999995231627
12,0,0,1,0.327
12,1,1,1,0.7063999999761581
12,1,1,0,0.5756999999284744
12,1,0,1,0.5148000000715256
12,1,1,0,0.4712000000476837
12,1,1,1,0.5617000000476837
12,1,1,0,0.42
12,1,1,0,0.37989999997615814
12,1,0,0,0.364
12,1,0,1,0.708
12,1,1,1,0.37689999997615814
12,1,0,1,0.40469999992847444
12,1,1,1,0.5572000000476837
12,1,0,1,0.6543999999761582
12,1,1,0,0.5333999999761582
12,1,1,1,0.4232000000476837
12,1,0,1,0.31610000002384187
12,1,0,0,0.42160000002384185
12,1,0,0,0.5938999999761582
12,1,1,0,0.6217000000476837
12,1,0,0,0.5333000000715256
12,1,0,1,1.0845999999046325
12,1,1,0,0.2905
12,1,0,0,0.4187000000476837
12,1,0,0,0.7398999999761582
12,0,0,1,2.1313000000715254
12,0,0,1,0.346
12,0,0,0,0.4566000000238419
12,0,1,1,0.19530000007152556
12,0,0,0,0.32969999992847443
12,0,1,0,0.30579999995231627
12,0,0,1,0.3112999999523163
12,0,0,1,0.2583000000715256
12,0,1,1,0.2858999999761581
12,0,1,0,0.08860000002384186
12,0,1,1,0.14739999997615813
12,0,0,1,0.39839999997615816
12,0,1,1,0.35269999992847445
12,0,0,1,0.08030000007152557
12,0,1,0,0.28489999997615817
12,0,0,1,0.6663999999761582
12,0,1,0,0.35579999995231626
12,0,0,0,0.2731000000238419
12,0,1,1,0.335
12,0,0,1,0.29279999995231626
12,0,0,1,0.27070000004768374
12,0,1,0,0.36979999995231627
12,0,1,1,0.3906000000238419
12,0,1,1,0.13360000002384187
12,0,0,0,0.18670000004768372
12,0,0,0,0.46430000007152555
12,0,0,0,0.3417999999523163
12,0,0,0,0.6737999999523163
12,0,1,0,0.7731999999284744
12,0,1,1,0.4697999999523163
12,0,1,1,0.3865
12,0,1,1,0.3288000000715256
12,0,1,1,0.3
12,0,1,1,0.22189999997615817
12,0,1,1,0.28189999997615817
12,0,1,1,0.27589999997615816
12,0,1,1,0.11860000002384186
12,0,0,1,0.537
12,0,0,1,0.30290000009536744
12,0,0,0,0.4005
12,0,0,0,0.32959999990463257
12,0,0,1,0.24929999995231628
12,0,0,0,0.4272000000476837
12,0,1,1,0.28160000002384183
12,0,0,0,0.06569999992847443
12,0,1,1,0.1775
12,0,1,0,0.49360000002384186
12,0,0,0,0.251
12,1,0,0,1.373
12,1,0,0,0.21729999995231628
12,1,1,1,0.4405
12,1,0,0,0.285
12,1,1,1,0.23609999990463257
12,1,0,1,0.4017999999523163
12,1,1,1,0.5058999999761581
12,1,1,1,0.1845
12,1,0,1,0.013400000095367431
12,1,1,0,0.5608999999761581
12,1,1,1,0.34080000007152556
12,1,0,1,0.29490000009536743
12,1,0,0,0.3425
12,1,0,0,0.39520000004768374
12,1,0,1,0.27239999997615816
12,1,1,1,0.32639999997615815
12,1,0,0,0.3305
12,1,1,1,0.27939999997615816
12,1,1,1,0.2679000000953674
12,1,0,0,0.3309000000953674
12,1,0,1,0.2963999999761581
12,1,1,1,0.5248000000715256
12,1,1,1,0.32570000004768374
12,1,1,1,0.41160000002384184
12,1,1,1,0.28069999992847444
12,1,0,0,0.37029999995231627
12,1,1,1,0.09420000004768371
12,1,0,1,0.32589999997615815
12,1,0,0,0.296
12,1,0,0,0.2953999999761581
12,1,1,1,0.30090000009536744
12,1,1,1,0.2537999999523163
12,1,1,1,0.3835
12,1,0,0,0.025399999976158147
12,1,1,1,0.28439999997615817
12,1,1,1,0.3380999999046326
12,1,1,1,0.35440000009536743
12,1,0,1,0.4717000000476837
12,1,0,1,0.15670000004768372
12,1,0,0,0.31360000002384186
12,1,0,1,0.2942000000476837
12,1,1,1,0.34319999992847444
12,1,1,1,0.297
12,1,0,1,0.37029999995231627
12,1,0,1,0.32420000004768373
12,1,1,1,0.3015
12,1,1,1,0.3181999999284744
12,1,0,1,0.3377999999523163
12,0,0,0,0.4657999999523163
12,0,1,1,0.7045999999046326
12,0,1,1,0.3572000000476837
12,0,1,1,0.32839999997615815
12,0,0,1,0.47519999992847445
12,0,1,1,0.3831999999284744
12,0,0,1,0.7956000000238419
12,0,0,1,0.46939999997615817
12,0,0,1,0.3351000000238419
12,0,1,1,0.485
12,0,1,1,0.3457000000476837
12,0,1,1,0.5251000000238418
12,0,1,1,0.3945
12,0,0,1,0.34660000002384184
12,0,1,1,0.27539999997615816
12,0,0,1,0.4536000000238419
12,0,0,1,0.39719999992847443
12,0,1,1,0.30709999990463255
12,0,0,1,0.6367999999523163
12,0,0,0,0.408
12,0,0,1,0.22430000007152556
12,0,1,1,0.37560000002384186
12,0,1,1,0.32919999992847443
12,0,0,1,0.34860000002384184
12,1,1,0,1.033899999976158
12,1,1,1,0.7387000000476838
12,1,0,1,0.5426999999284744
12,1,0,0,0.8543000000715256
12,1,1,0,0.3289000000953674
12,1,0,1,0.10510000002384186
12,1,1,1,0.26189999997615815
12,1,1,1,0.2827000000476837
12,1,1,0,0.12379999995231629
12,1,1,1,0.13809999990463256
12,1,0,0,0.3003999999761581
12,1,1,0,0.2395
12,1,1,1,0.33389999997615816
12,1,0,0,0.4511999999284744
12,1,0,1,0.2992000000476837
12,1,0,1,0.41310000002384184
12,1,0,1,0.08159999990463257
12,1,0,1,0.46710000002384183
12,1,1,1,0.1825
12,1,1,0,0.6007000000476838
12,1,0,1,0.38690000009536746
12,1,0,0,4.987300000071525
12,1,0,0,0.5971000000238419
12,1,1,0,1.182899999976158
12,0,1,1,0.39220000004768374
12,0,0,1,0.35469999992847445
