subject,condition,signal_present,correct,rt,trial_num
12,no_bias,0,1,0.37839999997615814,8
12,no_bias,1,1,0.3315,9
12,no_bias,0,1,0.5381000000238418,10
12,no_bias,1,1,0.44939999997615815,11
12,no_bias,0,1,0.6143999999761581,12
12,no_bias,0,0,0.09620000004768373,13
12,no_bias,0,0,0.39380000007152555,14
12,no_bias,0,0,0.4567999999523163,15
12,no_bias,0,0,0.3281000000238419,16
12,no_bias,1,1,0.33489999997615816,17
12,no_bias,1,0,0.8713000000715255,18
12,no_bias,1,1,0.3287999999523163,19
12,no_bias,1,1,0.1565,20
12,no_bias,0,1,0.3143000000715256,21
12,no_bias,1,1,0.3335,22
12,no_bias,1,0,0.369,23
12,no_bias,0,0,0.27889999997615816,24
12,bias,0,0,1.4711999999284744,1
12,bias,0,0,0.3142000000476837,2
12,bias,0,1,0.33889999997615816,3
12,bias,1,1,0.27689999997615816,4
12,bias,0,0,0.13429999995231628,5
12,bias,0,0,0.43490000009536744,6
12,bias,1,1,0.2752000000476837,7
12,bias,1,1,0.314,8
12,bias,1,1,0.3361000000238419,9
12,bias,0,0,0.06910000002384185,10
12,bias,0,1,0.23489999997615815,11
12,bias,0,0,0.3758000000715256,12
12,bias,1,0,0.03119999992847442,13
12,bias,0,0,0.2958999999761581,14
12,bias,1,1,0.34139999997615816,15
12,bias,1,1,0.3187999999523163,16
12,bias,0,0,0.31560000002384186,17
12,bias,1,1,0.1875,18
12,bias,1,1,0.2686000000238419,19
12,bias,1,1,0.3325,20
12,bias,0,1,0.35619999992847445,21
12,bias,0,1,0.3196999999284744,22
12,bias,1,1,0.09419999992847444,23
12,bias,1,1,0.32139999997615815,24
12,bias,1,1,0.9297999999523164,25
12,bias,0,0,0.3286000000238419,26
12,bias,1,1,1.400899999976158,27
12,bias,0,0,0.3766999999284744,28
12,bias,1,1,0.31689999997615814,29
12,bias,1,1,0.3771999999284744,30
12,bias,1,1,0.3256000000238419,31
12,bias,1,1,0.337,32
12,bias,0,1,0.3712000000476837,33
12,bias,0,1,0.5362999999523163,34
12,bias,0,1,0.3258000000715256,35
12,bias,1,1,0.15689999997615814,36
12,bias,1,1,0.404,37
12,bias,0,1,2.8715,38
12,bias,0,0,0.40189999997615816,39
12,bias,1,1,0.3672999999523162,40
12,bias,0,0,0.6295,41
12,bias,1,1,0.40439999997615816,42
12,bias,0,1,0.6045999999046325,43
12,bias,1,1,0.3465,44
12,bias,0,1,0.3792000000476837,45
12,bias,0,1,0.3846999999284744,46
12,bias,0,0,0.3417000000476837,47
12,bias,1,1,0.316,48
12,no_bias,0,0,1.0605,25
12,no_bias,1,1,0.34130000007152556,26
12,no_bias,1,0,0.241,27
12,no_bias,0,0,0.4566000000238419,28
12,no_bias,0,1,0.5161000000238418,29
12,no_bias,0,1,0.349,30
12,no_bias,1,1,0.481,31
12,no_bias,0,1,0.647,32
12,no_bias,1,1,0.49009999990463254,33
12,no_bias,1,0,1.1118999999761578,34
12,no_bias,0,1,0.4597999999523163,35
12,no_bias,1,1,0.32090000009536745,36
12,no_bias,1,1,0.377,37
12,no_bias,0,1,0.4011000000238419,38
12,no_bias,0,1,0.32889999997615815,39
12,no_bias,1,0,0.56,40
12,no_bias,1,0,0.45570000004768374,41
12,no_bias,1,0,0.32389999997615815,42
12,no_bias,0,1,0.3817000000476838,43
12,no_bias,1,0,0.3793000000715256,44
12,no_bias,0,1,0.4246999999284744,45
12,no_bias,1,0,0.35379999995231626,46
12,no_bias,0,1,0.36329999995231627,47
12,no_bias,0,1,0.327,48
12,bias,1,1,0.7063999999761581,49
12,bias,1,0,0.5756999999284744,50
12,bias,0,1,0.5148000000715256,51
12,bias,1,0,0.4712000000476837,52
12,bias,1,1,0.5617000000476837,53
12,bias,1,0,0.42,54
12,bias,1,0,0.37989999997615814,55
12,bias,0,0,0.364,56
12,bias,0,1,0.708,57
12,bias,1,1,0.37689999997615814,58
12,bias,0,1,0.4046999999284744,59
12,bias,1,1,0.5572000000476837,60
12,bias,0,1,0.6543999999761582,61
12,bias,1,0,0.5333999999761582,62
12,bias,1,1,0.4232000000476837,63
12,bias,0,1,0.31610000002384187,64
12,bias,0,0,0.42160000002384185,65
12,bias,0,0,0.5938999999761582,66
12,bias,1,0,0.6217000000476837,67
12,bias,0,0,0.5333000000715256,68
12,bias,0,1,1.0845999999046323,69
12,bias,1,0,0.2905,70
12,bias,0,0,0.4187000000476837,71
12,bias,0,0,0.7398999999761582,72
12,no_bias,0,1,2.1313000000715254,49
12,no_bias,0,1,0.346,50
12,no_bias,0,0,0.4566000000238419,51
12,no_bias,1,1,0.19530000007152556,52
12,no_bias,0,0,0.32969999992847443,53
12,no_bias,1,0,0.30579999995231627,54
12,no_bias,0,1,0.3112999999523163,55
12,no_bias,0,1,0.2583000000715256,56
12,no_bias,1,1,0.2858999999761581,57
12,no_bias,1,0,0.08860000002384186,58
12,no_bias,1,1,0.14739999997615813,59
12,no_bias,0,1,0.39839999997615816,60
12,no_bias,1,1,0.35269999992847445,61
12,no_bias,0,1,0.08030000007152557,62
12,no_bias,1,0,0.28489999997615817,63
12,no_bias,0,1,0.6663999999761582,64
12,no_bias,1,0,0.35579999995231626,65
12,no_bias,0,0,0.2731000000238419,66
12,no_bias,1,1,0.335,67
12,no_bias,0,1,0.29279999995231626,68
12,no_bias,0,1,0.27070000004768374,69
12,no_bias,1,0,0.3697999999523162,70
12,no_bias,1,1,0.3906000000238419,71
12,no_bias,1,1,0.13360000002384187,72
12,no_bias,0,0,0.18670000004768372,73
12,no_bias,0,0,0.4643000000715255,74
12,no_bias,0,0,0.3417999999523163,75
12,no_bias,0,0,0.6737999999523163,76
12,no_bias,1,0,0.7731999999284744,77
12,no_bias,1,1,0.4697999999523163,78
12,no_bias,1,1,0.3865,79
12,no_bias,1,1,0.3288000000715256,80
12,no_bias,1,1,0.3,81
12,no_bias,1,1,0.22189999997615817,82
12,no_bias,1,1,0.28189999997615817,83
12,no_bias,1,1,0.27589999997615816,84
12,no_bias,1,1,0.11860000002384186,85
12,no_bias,0,1,0.537,86
12,no_bias,0,1,0.30290000009536744,87
12,no_bias,0,0,0.4005,88
12,no_bias,0,0,0.32959999990463257,89
12,no_bias,0,1,0.24929999995231628,90
12,no_bias,0,0,0.4272000000476837,91
12,no_bias,1,1,0.28160000002384183,92
12,no_bias,0,0,0.06569999992847443,93
12,no_bias,1,1,0.1775,94
12,no_bias,1,0,0.49360000002384186,95
12,no_bias,0,0,0.251,96
12,bias,0,0,1.373,73
12,bias,0,0,0.21729999995231628,74
12,bias,1,1,0.4405,75
12,bias,0,0,0.285,76
12,bias,1,1,0.23609999990463257,77
12,bias,0,1,0.4017999999523163,78
12,bias,1,1,0.5058999999761581,79
12,bias,1,1,0.1845,80
12,bias,0,1,0.01340000009536743,81
12,bias,1,0,0.5608999999761581,82
12,bias,1,1,0.34080000007152556,83
12,bias,0,1,0.29490000009536743,84
12,bias,0,0,0.3425,85
12,bias,0,0,0.39520000004768374,86
12,bias,0,1,0.27239999997615816,87
12,bias,1,1,0.32639999997615815,88
12,bias,0,0,0.3305,89
12,bias,1,1,0.27939999997615816,90
12,bias,1,1,0.2679000000953674,91
12,bias,0,0,0.3309000000953674,92
12,bias,0,1,0.2963999999761581,93
12,bias,1,1,0.5248000000715256,94
12,bias,1,1,0.32570000004768374,95
12,bias,1,1,0.41160000002384184,96
12,bias,1,1,0.28069999992847444,97
12,bias,0,0,0.3702999999523162,98
12,bias,1,1,0.09420000004768372,99
12,bias,0,1,0.32589999997615815,100
12,bias,0,0,0.296,101
12,bias,0,0,0.2953999999761581,102
12,bias,1,1,0.30090000009536744,103
12,bias,1,1,0.2537999999523163,104
12,bias,1,1,0.3835,105
12,bias,0,0,0.02539999997615814,106
12,bias,1,1,0.28439999997615817,107
12,bias,1,1,0.3380999999046326,108
12,bias,1,1,0.35440000009536743,109
12,bias,0,1,0.4717000000476837,110
12,bias,0,1,0.15670000004768372,111
12,bias,0,0,0.31360000002384186,112
12,bias,0,1,0.2942000000476837,113
12,bias,1,1,0.34319999992847444,114
12,bias,1,1,0.297,115
12,bias,0,1,0.3702999999523162,116
12,bias,0,1,0.32420000004768373,117
12,bias,1,1,0.3015,118
12,bias,1,1,0.3181999999284744,119
12,bias,0,1,0.3377999999523163,120
12,no_bias,0,0,0.4657999999523163,97
12,no_bias,1,1,0.7045999999046326,98
12,no_bias,1,1,0.3572000000476837,99
12,no_bias,1,1,0.32839999997615815,100
12,no_bias,0,1,0.4751999999284745,101
12,no_bias,1,1,0.3831999999284744,102
12,no_bias,0,1,0.7956000000238419,103
12,no_bias,0,1,0.46939999997615817,104
12,no_bias,0,1,0.3351000000238419,105
12,no_bias,1,1,0.485,106
12,no_bias,1,1,0.3457000000476837,107
12,no_bias,1,1,0.5251000000238418,108
12,no_bias,1,1,0.3945,109
12,no_bias,0,1,0.34660000002384184,110
12,no_bias,1,1,0.27539999997615816,111
12,no_bias,0,1,0.4536000000238419,112
12,no_bias,0,1,0.3971999999284744,113
12,no_bias,1,1,0.30709999990463255,114
12,no_bias,0,1,0.6367999999523163,115
12,no_bias,0,0,0.408,116
12,no_bias,0,1,0.22430000007152556,117
12,no_bias,1,1,0.37560000002384186,118
12,no_bias,1,1,0.32919999992847443,119
12,no_bias,0,1,0.34860000002384184,120
12,bias,1,0,1.033899999976158,121
12,bias,1,1,0.7387000000476838,122
12,bias,0,1,0.5426999999284744,123
12,bias,0,0,0.8543000000715256,124
12,bias,1,0,0.3289000000953674,125
12,bias,0,1,0.10510000002384186,126
12,bias,1,1,0.26189999997615815,127
12,bias,1,1,0.2827000000476837,128
12,bias,1,0,0.12379999995231628,129
12,bias,1,1,0.13809999990463256,130
12,bias,0,0,0.3003999999761581,131
12,bias,1,0,0.2395,132
12,bias,1,1,0.33389999997615816,133
12,bias,0,0,0.4511999999284744,134
12,bias,0,1,0.2992000000476837,135
12,bias,0,1,0.41310000002384184,136
12,bias,0,1,0.08159999990463257,137
12,bias,0,1,0.46710000002384183,138
12,bias,1,1,0.1825,139
12,bias,1,0,0.6007000000476838,140
12,bias,0,1,0.38690000009536746,141
12,bias,0,0,4.987300000071525,142
12,bias,0,0,0.5971000000238419,143
12,bias,1,0,1.182899999976158,144
12,no_bias,1,1,0.39220000004768374,121
12,no_bias,0,1,0.35469999992847445,122
12,no_bias,0,1,0.26439999997615815,123
12,no_bias,1,1,0.20560000002384185,124
12,no_bias,0,1,0.4848000000715256,125
12,no_bias,1,1,0.16889999997615815,126
12,no_bias,0,1,0.5285,127
12,no_bias,1,1,0.31739999997615814,128
12,no_bias,0,1,0.4198999999761581,129
12,no_bias,0,0,0.19839999997615815,130
12,no_bias,1,1,0.3482999999523163,131
12,no_bias,0,0,0.3391000000238419,132
12,no_bias,1,0,0.3542000000476837,133
12,no_bias,1,1,0.4582999999523163,134
12,no_bias,0,1,0.5028000000715256,135
12,no_bias,1,1,0.2261999999284744,136
12,no_bias,0,0,0.5318000000715256,137
12,no_bias,0,1,0.335,138
12,no_bias,1,1,0.3517999999523163,139
12,no_bias,0,1,0.4047000000476837,140
12,no_bias,0,0,0.4110999999046326,141
12,no_bias,1,1,0.3248000000715256,142
12,no_bias,1,1,0.3585,143
12,no_bias,1,1,0.26439999997615815,144
13,bias,0,0,3.4446000000238417,1
13,bias,0,0,1.6092999999523163,2
13,bias,1,1,1.325,3
13,bias,1,1,1.1365,4
13,bias,0,1,2.092,5
13,bias,1,1,1.171899999976158,6
13,bias,0,0,1.2037999999523166,7
13,bias,1,1,0.8785,8
13,bias,0,1,1.3944000000953674,9
13,bias,1,1,1.178,10
13,bias,0,1,1.3289000000953677,11
13,bias,0,1,1.354399999976158,12
13,bias,1,1,0.8836000000238419,13
13,bias,1,1,0.8857000000476837,14
13,bias,0,1,1.4911999999284744,15
13,bias,1,1,0.866,16
13,bias,0,1,1.163600000023842,17
13,bias,1,1,0.8721000000238418,18
13,bias,0,1,0.982399999976158,19
13,bias,0,1,0.8995,20
13,bias,1,1,0.8438999999761582,21
13,bias,1,1,0.8183999999761581,22
13,bias,0,1,0.981399999976158,23
13,bias,1,1,0.8223999999761581,24
13,no_bias,0,0,3.0716999999284744,1
13,no_bias,0,1,2.328100000023842,2
13,no_bias,1,1,1.6338000000715256,3
13,no_bias,1,1,0.8487000000476838,4
13,no_bias,0,1,1.1177999999523165,5
13,no_bias,1,1,0.8856999999284745,6
13,no_bias,1,1,0.7977999999523163,7
13,no_bias,0,1,0.9132999999523164,8
13,no_bias,1,1,0.7798999999761581,9
13,no_bias,0,1,1.4737999999523166,10
13,no_bias,0,1,0.9031999999284744,11
13,no_bias,1,1,0.8356000000238418,12
13,no_bias,0,1,0.8892999999523162,13
13,no_bias,0,1,0.925600000023842,14
13,no_bias,1,1,0.7817000000476837,15
13,no_bias,0,0,0.8035,16
13,no_bias,0,1,0.92,17
13,no_bias,1,1,0.6846000000238418,18
13,no_bias,1,1,0.7723999999761582,19
13,no_bias,0,1,0.9516999999284744,20
13,no_bias,1,1,0.8025,21
13,no_bias,1,1,0.7072999999523163,22
13,no_bias,0,1,1.0972999999523163,23
13,no_bias,1,1,0.6624000000953675,24
13,no_bias,0,1,1.747899999976158,25
13,no_bias,0,1,1.852899999976158,26
13,no_bias,1,1,1.221100000023842,27
13,no_bias,1,1,1.1055999999046326,28
13,no_bias,1,1,0.9942000000476836,29
13,no_bias,1,1,1.1196999999284745,30
13,no_bias,1,1,0.7662000000476837,31
13,no_bias,0,1,0.911100000023842,32
13,no_bias,1,1,0.9062000000476836,33
13,no_bias,1,1,1.3125,34
13,no_bias,0,1,0.941899999976158,35
13,no_bias,0,1,0.9264000000953674,36
13,no_bias,0,1,0.8585,37
13,no_bias,1,1,0.6972999999523163,38
13,no_bias,0,1,1.1395,39
13,no_bias,0,1,0.898,40
13,no_bias,1,1,1.1102000000476837,41
13,no_bias,0,1,1.0057000000476837,42
13,no_bias,1,1,0.984899999976158,43
13,no_bias,1,1,0.8843999999761581,44
13,no_bias,0,1,0.950399999976158,45
13,no_bias,0,1,0.8036000000238419,46
13,no_bias,1,1,0.9834000000953674,47
13,no_bias,0,1,0.967399999976158,48
13,no_bias,0,1,2.965100000023842,49
13,no_bias,1,1,1.5333999999761578,50
13,no_bias,1,1,1.046100000023842,51
13,no_bias,1,0,1.3212999999523165,52
13,no_bias,0,1,0.8796000000238419,53
13,no_bias,1,0,0.899,54
13,no_bias,1,0,0.8291000000238419,55
13,no_bias,1,1,2.285099999904633,56
13,no_bias,0,1,0.9172000000476837,57
13,no_bias,0,1,0.9276999999284744,58
13,no_bias,0,1,0.9227999999523164,59
13,no_bias,1,1,0.960600000023842,60
13,no_bias,0,1,0.931600000023842,61
13,no_bias,0,1,1.5577999999523164,62
13,no_bias,1,1,0.837,63
13,no_bias,0,1,1.1578000000715256,64
13,no_bias,1,1,1.4127000000476837,65
13,no_bias,1,1,1.1495999999046325,66
13,no_bias,1,0,0.936899999976158,67
13,no_bias,0,1,0.9617999999523164,68
13,no_bias,0,1,0.8017999999523163,69
13,no_bias,0,1,0.8287999999523162,70
13,no_bias,1,1,1.0315999999046326,71
13,no_bias,0,1,0.940399999976158,72
13,bias,1,1,1.5601999999284744,25
13,bias,1,0,4.3032999999523165,26
13,bias,1,0,1.072899999976158,27
13,bias,0,1,0.8031000000238419,28
13,bias,1,0,0.8555,29
13,bias,0,1,0.8501000000238419,30
13,bias,0,1,0.8698999999761582,31
13,bias,1,1,0.8212000000476837,32
13,bias,0,1,1.012899999976158,33
13,bias,1,1,0.9387000000476836,34
13,bias,0,1,0.916,35
13,bias,1,0,0.7906999999284744,36
13,bias,0,1,0.887,37
13,bias,0,1,0.7791000000238418,38
13,bias,1,1,1.526,39
13,bias,0,1,0.93,40
13,bias,1,1,0.8661999999284744,41
13,bias,0,1,0.971899999976158,42
13,bias,1,1,0.8253999999761581,43
13,bias,0,0,0.971399999976158,44
13,bias,1,1,0.7761000000238418,45
13,bias,0,1,1.381600000023842,46
13,bias,1,0,2.200900000095367,47
13,bias,0,1,0.9635,48
13,bias,1,1,1.169899999976158,49
13,bias,0,1,1.5307999999523163,50
13,bias,1,1,1.048,51
13,bias,1,1,0.8610999999046326,52
13,bias,1,1,0.8065999999046326,53
13,bias,0,1,0.9563000000715256,54
13,bias,1,1,0.8058999999761581,55
13,bias,1,1,0.8323999999761581,56
13,bias,0,1,0.914600000023842,57
13,bias,0,1,0.8118000000715255,58
13,bias,1,1,0.804,59
13,bias,1,1,0.7252000000476837,60
13,bias,1,1,0.7145,61
13,bias,0,1,0.8863999999761581,62
13,bias,1,1,0.8632999999523163,63
13,bias,0,1,0.861,64
13,bias,0,1,0.7878999999761581,65
13,bias,0,0,0.7312000000476837,66
13,bias,1,1,1.1045,67
13,bias,0,1,0.8233000000715256,68
13,bias,0,1,1.5465999999046325,69
13,bias,0,1,0.8573000000715256,70
13,bias,1,1,0.858,71
13,bias,0,1,0.914100000023842,72
13,no_bias,0,0,2.4815,73
13,no_bias,1,1,0.8782000000476837,74
13,no_bias,0,1,1.4191999999284743,75
13,no_bias,1,1,0.929100000023842,76
13,no_bias,0,1,0.9556999999284744,77
13,no_bias,0,1,0.8551000000238419,78
13,no_bias,0,1,0.8276000000238418,79
13,no_bias,0,1,0.8371000000238419,80
13,no_bias,0,1,0.7807000000476837,81
13,no_bias,0,1,0.8545,82
13,no_bias,1,1,0.922100000023842,83
13,no_bias,1,1,0.7670999999046326,84
13,no_bias,0,1,0.9065999999046326,85
13,no_bias,1,1,0.9616999999284744,86
13,no_bias,1,1,0.7941000000238418,87
13,no_bias,0,1,0.9069000000953674,88
13,no_bias,0,1,0.8118999999761581,89
13,no_bias,1,1,0.8767999999523163,90
13,no_bias,1,1,0.76,91
13,no_bias,1,1,0.7291999999284744,92
13,no_bias,1,1,0.7849000000953674,93
13,no_bias,1,1,0.7241999999284744,94
13,no_bias,1,1,0.6622999999523163,95
13,no_bias,0,1,1.231100000023842,96
13,bias,1,1,1.6367000000476837,73
13,bias,1,1,0.9160999999046324,74
13,bias,0,1,1.464,75
13,bias,0,1,0.8889000000953674,76
13,bias,0,1,0.7753000000715256,77
13,bias,0,1,0.8083999999761582,78
13,bias,0,1,0.8069000000953674,79
13,bias,0,1,0.8032000000476838,80
13,bias,1,1,0.6997000000476837,81
13,bias,1,1,0.8723000000715255,82
13,bias,0,1,1.0461999999284743,83
13,bias,1,1,0.5861000000238419,84
13,bias,1,1,0.5828999999761582,85
13,bias,1,1,0.7743999999761582,86
13,bias,0,1,0.9592000000476836,87
13,bias,0,1,0.8419000000953675,88
13,bias,1,0,0.7822000000476838,89
13,bias,0,1,0.8017999999523163,90
13,bias,1,1,0.8496000000238418,91
13,bias,1,1,0.7153999999761581,92
13,bias,1,1,0.7585,93
13,bias,0,1,1.021,94
13,bias,0,1,0.8472999999523163,95
13,bias,1,0,0.8343999999761581,96
13,bias,0,1,1.159,97
13,bias,0,0,1.3637000000476835,98
13,bias,1,1,0.844,99
13,bias,0,1,0.9132000000476836,100
13,bias,1,1,0.8562000000476837,101
13,bias,1,0,1.1197000000476836,102
13,bias,0,1,0.8892999999523162,103
13,bias,1,1,0.8751000000238418,104
13,bias,0,1,0.979899999976158,105
13,bias,1,1,0.8921999999284744,106
13,bias,0,1,0.910600000023842,107
13,bias,1,1,0.8358999999761582,108
13,bias,1,1,0.7588000000715256,109
13,bias,1,1,0.7406999999284745,110
13,bias,0,1,0.8944000000953675,111
13,bias,0,1,0.7392999999523163,112
13,bias,1,1,0.8501000000238419,113
13,bias,1,1,0.7311000000238419,114
13,bias,0,0,1.151,115
13,bias,0,1,1.2088000000715255,116
13,bias,0,1,0.8527999999523163,117
13,bias,1,1,0.9006999999284744,118
13,bias,1,1,0.7527999999523163,119
13,bias,0,0,0.7671999999284744,120
13,no_bias,0,0,1.8863999999761576,97
13,no_bias,1,1,1.0886999999284743,98
13,no_bias,0,1,0.9957999999523164,99
13,no_bias,0,1,0.8415,100
13,no_bias,1,1,0.9810999999046326,101
13,no_bias,0,1,0.8286000000238418,102
13,no_bias,0,1,0.7781000000238418,103
13,no_bias,0,1,0.7713000000715255,104
13,no_bias,0,1,0.8155999999046326,105
13,no_bias,0,1,0.8461999999284744,106
13,no_bias,0,0,1.888,107
13,no_bias,1,1,0.9300999999046324,108
13,no_bias,0,1,0.887,109
13,no_bias,0,1,1.327,110
13,no_bias,1,1,0.8306000000238418,111
13,no_bias,1,1,0.7592000000476837,112
13,no_bias,1,1,0.7558999999761581,113
13,no_bias,0,1,0.9081999999284744,114
13,no_bias,1,1,0.841,115
13,no_bias,1,1,0.7362000000476837,116
13,no_bias,1,1,0.7715999999046326,117
13,no_bias,1,1,0.7699000000953674,118
13,no_bias,1,1,0.8512999999523163,119
13,no_bias,1,0,0.949100000023842,120
13,bias,1,1,1.136,121
13,bias,0,0,0.8766000000238419,122
13,bias,0,1,0.9161999999284745,123
13,bias,1,1,0.8416000000238418,124
13,bias,1,1,0.7407999999523163,125
13,bias,0,1,0.925,126
13,bias,1,1,0.8925,127
13,bias,1,1,1.2336999999284743,128
13,bias,1,1,0.7776000000238419,129
13,bias,0,1,0.8852000000476837,130
13,bias,1,1,0.8001999999284745,131
13,bias,1,1,0.7218999999761582,132
13,bias,0,1,0.9078000000715256,133
13,bias,1,1,0.8617000000476838,134
13,bias,0,0,1.0878000000715256,135
13,bias,0,1,0.8808999999761581,136
13,bias,0,1,0.8352999999523163,137
13,bias,1,1,1.172899999976158,138
13,bias,0,1,0.970399999976158,139
13,bias,0,1,0.8736999999284745,140
13,bias,0,1,0.8636999999284745,141
13,bias,1,1,0.8278000000715255,142
13,bias,1,1,0.7093999999761581,143
13,bias,0,1,1.5233000000715256,144
13,no_bias,0,1,1.3492000000476836,121
13,no_bias,1,1,1.1962999999523165,122
13,no_bias,0,1,1.135600000023842,123
13,no_bias,1,1,0.8383000000715256,124
13,no_bias,0,1,1.0157000000476837,125
13,no_bias,1,1,0.8967000000476837,126
13,no_bias,0,1,0.922600000023842,127
13,no_bias,0,0,0.8367999999523162,128
13,no_bias,1,1,0.7395,129
13,no_bias,1,1,0.7741000000238418,130
13,no_bias,1,1,0.7651000000238418,131
13,no_bias,0,0,0.7455,132
13,no_bias,0,1,1.0202000000476836,133
13,no_bias,0,1,0.8532000000476837,134
13,no_bias,1,1,0.8484000000953674,135
13,no_bias,1,1,0.7702000000476837,136
13,no_bias,0,1,1.2168999999761578,137
13,no_bias,0,1,0.8278999999761582,138
13,no_bias,0,0,1.179,139
13,no_bias,1,1,0.8727000000476837,140
13,no_bias,1,1,0.7371000000238419,141
13,no_bias,1,0,0.939100000023842,142
13,no_bias,1,1,0.837,143
13,no_bias,0,1,0.946,144
14,no_bias,1,1,1.0215,1
14,no_bias,1,1,0.41819999992847445,2
14,no_bias,0,1,0.6631000000238418,3
14,no_bias,1,1,0.3042000000476837,4
14,no_bias,1,1,0.27430000007152555,5
14,no_bias,1,1,0.28230000007152556,6
14,no_bias,1,1,0.2501999999284744,7
14,no_bias,1,1,0.3135,8
14,no_bias,1,1,0.30339999997615813,9
14,no_bias,0,0,0.6828000000715255,10
14,no_bias,0,1,0.38770000004768373,11
14,no_bias,1,1,0.23839999997615816,12
14,no_bias,1,1,0.3147000000476837,13
14,no_bias,1,1,0.3276000000238419,14
14,no_bias,0,1,0.5091000000238418,15
14,no_bias,1,1,0.3153000000715256,16
14,no_bias,0,1,0.37989999997615814,17
14,no_bias,0,1,0.46239999997615816,18
14,no_bias,0,1,0.44870000004768373,19
14,no_bias,0,0,0.5092000000476837,20
14,no_bias,0,0,0.40339999997615816,21
14,no_bias,0,1,0.2704000000953674,22
14,no_bias,0,1,0.6933000000715256,23
14,no_bias,0,0,0.33989999997615816,24
14,no_bias,1,1,1.490899999976158,25
14,no_bias,1,1,0.33780000007152555,26
14,no_bias,0,1,0.49360000002384186,27
14,no_bias,1,1,0.2975,28
14,no_bias,1,1,0.6431000000238418,29
14,no_bias,1,1,0.37189999997615814,30
14,no_bias,0,1,0.7435,31
14,no_bias,1,1,0.387,32
14,no_bias,1,1,0.33780000007152555,33
14,no_bias,1,1,0.3395,34
14,no_bias,0,0,0.5902999999523163,35
14,no_bias,0,1,0.364,36
14,no_bias,1,1,0.258,37
14,no_bias,1,1,0.3057000000476837,38
14,no_bias,0,1,0.4837000000476837,39
14,no_bias,0,0,0.6898999999761581,40
14,no_bias,0,1,0.21560000002384183,41
14,no_bias,0,0,0.5811000000238419,42
14,no_bias,1,1,0.3976000000238419,43
14,no_bias,0,1,0.3555,44
14,no_bias,0,0,0.5853999999761581,45
14,no_bias,0,1,0.4848000000715256,46
14,no_bias,0,1,0.6533999999761582,47
14,no_bias,1,1,0.38870000004768374,48
14,bias,0,1,1.6131999999284743,1
14,bias,0,0,0.3142000000476837,2
14,bias,1,1,0.2935,3
14,bias,1,1,0.36939999997615813,4
14,bias,0,0,0.3901000000238419,5
14,bias,1,1,0.14839999997615813,6
14,bias,1,1,0.01160000002384185,7
14,bias,1,1,0.08029999995231628,8
14,bias,1,1,0.21189999997615816,9
14,bias,1,1,0.3082999999523163,10
14,bias,0,0,0.5293000000715256,11
14,bias,0,1,0.586,12
14,bias,1,1,0.629,13
14,bias,1,1,0.22220000004768373,14
14,bias,0,0,0.3397999999523163,15
14,bias,1,1,0.266,16
14,bias,0,0,0.304,17
14,bias,0,0,0.4222000000476837,18
14,bias,1,1,0.2883999999761581,19
14,bias,0,0,0.28730000007152556,20
14,bias,0,1,0.4512999999523163,21
14,bias,0,0,0.3407000000476837,22
14,bias,1,1,0.23239999997615815,23
14,bias,0,1,0.5697999999523163,24
14,no_bias,0,0,0.8478999999761582,49
14,no_bias,1,1,0.30960000002384186,50
14,no_bias,0,1,0.43839999997615814,51
14,no_bias,0,1,0.5197999999523163,52
14,no_bias,1,1,0.24729999995231627,53
14,no_bias,0,1,0.6118999999761582,54
14,no_bias,0,1,1.0002000000476836,55
14,no_bias,1,1,0.139,56
14,no_bias,0,1,0.3911000000238419,57
14,no_bias,1,1,0.45739999997615816,58
14,no_bias,0,1,0.448,59
14,no_bias,1,1,0.23489999997615815,60
14,no_bias,1,1,0.35710000002384185,61
14,no_bias,0,0,0.5707999999523163,62
14,no_bias,1,1,0.1687000000476837,63
14,no_bias,1,1,0.2787000000476837,64
14,no_bias,0,1,0.5060999999046326,65
14,no_bias,1,1,0.2915,66
14,no_bias,0,1,0.25839999997615815,67
14,no_bias,1,1,0.29579999995231626,68
14,no_bias,1,1,0.23730000007152555,69
14,no_bias,1,1,0.31910000002384187,70
14,no_bias,0,1,0.3071999999284744,71
14,no_bias,0,0,0.2105,72
14,no_bias,0,1,0.9172000000476837,73
14,no_bias,0,1,0.3508999999761581,74
14,no_bias,1,1,0.24,75
14,no_bias,0,1,0.5338000000715256,76
14,no_bias,1,1,0.256,77
14,no_bias,0,1,1.1228000000715257,78
14,no_bias,1,1,0.3946000000238419,79
14,no_bias,0,1,0.3571999999284744,80
14,no_bias,0,1,0.7132999999523163,81
14,no_bias,1,1,0.6958999999761581,82
14,no_bias,1,1,0.25620000004768373,83
14,no_bias,1,1,0.2521000000238418,84
14,no_bias,1,1,0.2802000000476837,85
14,no_bias,1,1,0.26970000004768374,86
14,no_bias,0,1,0.38060000002384187,87
14,no_bias,1,1,0.13610000002384187,88
14,no_bias,1,1,0.30509999990463255,89
14,no_bias,0,1,0.808,90
14,no_bias,0,0,0.4003000000715255,91
14,no_bias,0,0,0.38110000002384187,92
14,no_bias,0,1,0.6021000000238419,93
14,no_bias,0,0,0.44010000002384186,94
14,no_bias,1,1,0.45370000004768374,95
14,bias,0,0,0.34760000002384184,25
14,bias,0,0,0.2265,26
14,bias,0,0,0.20039999997615815,27
