id,angle,rt,accuracy
33,150,2154,1
33,0,1254,1
33,0,1853,1
33,100,2559,1
33,50,1915,1
33,150,3262,0
33,50,4375,1
33,150,3061,0
33,100,2852,0
33,150,2710,0
33,100,2044,1
33,0,1310,1
33,0,1842,1
33,50,3324,1
33,50,1496,0
33,150,2416,1
33,0,1193,1
33,150,2204,0
33,0,2905,1
33,50,2856,1
33,50,1246,1
33,100,1978,1
33,100,3901,1
33,100,2444,1
33,100,2629,1
33,150,4068,0
33,0,3020,1
33,0,1152,1
33,50,2743,0
33,50,2058,1
33,150,3299,1
33,50,3362,1
33,0,3975,1
33,150,1906,1
33,50,2704,1
33,100,3216,1
33,0,1634,1
33,150,4060,0
33,100,1950,0
33,100,4228,1
33,50,1715,1
33,0,1154,1
33,150,3342,0
33,150,3347,1
33,50,2411,1
33,100,2749,1
33,0,1183,0
34,0,1985,1
34,150,6425,1
34,150,1810,1
34,100,2543,1
34,50,2553,1
34,50,1812,0
34,100,2824,1
34,0,1064,1
34,150,4954,1
34,150,2043,1
34,50,2637,1
34,0,1293,1
34,0,1030,1
34,100,2937,1
34,100,1402,1
34,50,3012,1
34,100,1971,1
34,150,1743,1
34,50,1332,1
34,50,1003,1
34,100,1971,1
34,0,1702,1
34,0,1347,1
34,150,2973,1
34,150,3518,0
34,50,1640,1
34,50,3254,1
34,100,2284,0
34,0,1205,1
34,0,2502,1
34,150,2094,1
34,100,2852,1
34,50,1751,1
34,100,2402,1
34,150,2576,1
34,0,2254,1
34,100,3047,1
34,150,2354,1
34,0,2610,1
34,50,1109,1
34,150,2322,1
34,0,1355,1
34,100,1680,1
34,150,1778,1
34,50,1512,1
34,100,1080,1
34,0,1093,1
34,50,1622,1
34,100,3156,1
34,150,1341,1
34,0,1451,1
34,0,1842,1
34,100,1399,1
34,50,901,1
34,150,4307,1
34,50,1958,1
34,150,2510,1
34,100,2717,1
34,150,1274,1
34,100,3171,1
34,0,982,1
34,0,1684,1
34,50,3823,1
34,50,1370,1
34,150,1565,1
34,0,1192,1
34,150,1668,1
34,0,1538,1
34,50,1710,1
34,50,2027,1
34,100,1197,1
34,100,6484,1
34,100,1167,1
34,100,1829,1
34,150,2120,0
34,0,2594,1
34,0,1064,1
34,50,2826,1
34,50,1097,1
34,150,1326,1
34,50,3614,1
34,0,892,1
34,150,1096,1
34,50,1967,1
34,100,1585,1
34,0,1588,1
34,150,2856,1
34,100,1270,1
34,100,1939,1
34,50,1276,1
34,0,669,1
34,150,1423,1
34,150,1330,1
34,50,2752,1
34,100,1331,1
34,0,1078,1
35,0,2165,1
35,150,4028,1
35,150,3911,1
35,100,6650,1
35,50,3081,1
35,50,4584,1
35,100,4118,1
35,0,2539,1
35,150,4424,1
35,150,NA,0
35,50,3083,1
35,0,1852,1
35,0,2004,1
35,100,2063,1
35,100,3558,1
35,50,2348,1
35,100,3890,1
35,150,3210,1
35,50,2124,1
35,50,2514,1
35,100,2015,1
35,0,2553,1
35,0,3188,1
35,150,3009,1
35,150,3257,1
35,50,2797,1
35,50,4320,1
35,100,4888,1
35,0,2037,1
35,0,3990,1
35,150,4549,0
35,100,4848,1
35,50,2966,1
35,100,6631,1
35,150,6713,1
35,0,2182,1
35,100,3812,1
35,150,5613,1
35,0,1680,1
35,50,3701,1
35,150,5292,1
35,0,2300,1
35,100,2413,1
35,150,4696,1
35,50,2264,1
35,100,3255,1
35,0,1095,1
35,50,3656,1
35,100,2982,1
35,150,2381,1
35,0,1351,1
35,0,4494,1
35,100,3108,1
35,50,1367,1
35,150,6816,0
35,50,2273,1
35,150,2385,1
35,100,2056,1
35,150,2741,1
35,100,3555,1
35,0,1213,1
35,0,1193,1
35,50,2308,1
35,50,2319,1
35,150,5089,1
35,0,1983,1
35,150,3050,1
35,0,1251,1
35,50,3149,1
35,50,1792,1
35,100,2465,1
35,100,NA,0
35,100,75,0
35,100,3259,1
35,150,3634,1
35,0,2987,1
35,0,2618,1
35,50,3796,0
35,50,3749,1
35,150,3219,1
35,50,3735,1
35,0,1034,1
35,150,5456,1
35,50,5269,1
35,100,2335,1
35,0,2038,1
35,150,3111,0
35,100,1800,1
35,100,2281,1
35,50,1685,1
35,0,989,1
35,150,6498,0
35,150,3983,1
35,50,4361,1
35,100,1650,1
35,0,1970,1
36,0,2058,1
36,150,4156,1
36,150,2457,1
36,100,5330,1
36,50,5080,1
36,50,3782,1
36,100,2830,1
36,0,1979,1
36,150,4033,1
36,150,7450,1
36,50,3684,1
36,0,1626,1
36,0,1940,1
36,100,4023,1
36,100,3366,1
36,50,3297,1
36,100,4260,1
36,150,5970,1
36,50,2055,1
36,50,1750,1
36,100,2133,1
36,0,1295,1
36,0,1679,1
36,150,4490,1
36,150,2591,1
36,50,1447,1
36,50,4915,1
36,100,3802,1
36,0,1323,1
36,0,1448,1
36,150,5703,1
36,100,3401,1
36,50,3545,1
36,100,4563,1
36,150,6882,1
36,0,2589,1
36,100,2733,1
36,150,3992,1
36,0,1132,1
36,50,1163,1
36,150,NA,0
36,0,1477,1
36,100,2487,0
36,150,2768,1
36,50,1100,1
36,100,1778,1
36,0,1259,1
36,50,2323,1
36,100,1816,1
36,150,2123,1
36,0,1065,1
36,0,1577,1
36,100,3189,1
36,50,985,1
36,150,1749,0
36,50,1192,1
36,150,1559,1
36,100,1876,1
36,150,2071,1
36,100,2639,1
36,0,1132,1
36,0,1045,1
36,50,1286,1
36,50,1460,1
36,150,1299,1
36,0,2436,1
36,150,3428,1
36,0,1122,1
36,50,1291,1
36,50,1602,1
36,100,1836,1
36,100,1955,0
36,100,1507,1
36,100,3206,1
36,150,2553,0
36,0,1564,1
36,0,1068,1
36,50,2207,1
36,50,973,1
36,150,1799,1
36,50,3949,1
36,0,895,1
36,150,3684,1
36,50,4544,1
36,100,2132,1
36,0,2715,1
36,150,3498,1
36,100,3005,1
36,100,2301,1
36,50,1695,1
36,0,1000,1
36,150,1795,0
36,150,2525,1
36,50,1302,1
36,100,1427,1
36,0,1172,1
37,0,2205,1
37,150,2270,1
37,150,1757,1
37,100,3663,1
37,50,2197,1
37,50,1583,1
37,100,1901,0
37,0,2395,1
37,150,7257,1
37,150,3722,1
37,50,1965,1
37,0,2003,1
37,0,1649,1
37,100,2686,1
37,100,2611,0
37,50,4375,0
37,100,2444,1
37,150,4074,0
37,50,3211,1
37,50,1575,1
37,100,1953,1
37,0,2588,1
37,0,4327,1
37,150,2922,1
37,150,4404,1
37,50,2038,1
37,50,2104,1
37,100,3422,1
37,0,1448,1
37,0,2359,1
37,150,4509,1
37,100,4421,1
37,50,1469,1
37,100,3887,1
37,150,6079,1
37,0,1421,1
37,100,4345,1
37,150,3924,1
37,0,2386,1
37,50,1192,1
37,150,3168,1
37,0,1885,1
37,100,3126,1
37,150,2528,1
37,50,1417,1
37,100,2253,1
37,0,1444,1
37,50,2868,1
37,100,1499,1
37,150,1766,1
37,0,1450,1
37,0,1538,1
37,100,3575,1
37,50,1074,1
37,150,3933,1
37,50,1537,1
37,150,1215,1
37,100,5474,1
37,150,2103,1
37,100,2622,1
37,0,1269,1
37,0,1910,1
37,50,2203,1
37,50,2095,1
37,150,1774,1
37,0,1585,1
37,150,3076,1
37,0,1570,1
37,50,1990,1
37,50,1570,1
37,100,2271,1
37,100,5183,1
37,100,2283,1
37,100,2056,1
37,150,4546,1
37,0,2784,1
37,0,4371,1
37,50,6574,0
37,50,1258,1
37,150,4483,1
37,50,3224,1
37,0,1155,1
37,150,1474,1
37,50,2201,1
37,100,1460,1
37,0,1754,1
37,150,1561,0
37,100,2044,1
37,100,1741,1
37,50,2361,1
37,0,1173,1
37,150,2900,1
37,150,4222,1
37,50,1560,1
37,100,1847,1
37,0,5854,1
38,0,2069,0
38,150,4122,0
38,150,2749,0
38,100,5067,0
38,50,4021,1
38,50,3326,1
38,100,3774,0
38,0,1582,1
38,150,NA,0
38,150,4107,1
38,50,2371,1
38,0,2150,1
38,0,2971,1
38,100,3444,0
38,100,3055,1
38,50,5310,1
38,100,2460,1
38,150,2976,1
38,50,2570,1
38,50,1727,1
38,100,2847,0
38,0,1042,0
38,0,3125,1
38,150,4046,1
38,150,5974,1
38,50,3800,1
38,50,2994,1
38,100,6240,1
38,0,1078,1
38,0,1381,1
38,150,3865,0
38,100,NA,0
38,50,3994,1
38,100,4645,0
38,150,4054,0
38,0,1307,1
38,100,3510,1
38,150,3696,1
38,0,1378,1
38,50,2064,1
38,150,3109,1
38,0,1355,1
38,100,5535,1
38,150,3430,1
38,50,1624,1
38,100,1723,1
38,0,1159,1
38,50,2180,1
38,100,3876,0
38,150,1811,1
38,0,1239,1
38,0,1504,1
38,100,3593,1
38,50,952,1
38,150,3840,0
38,50,1743,1
38,150,948,1
38,100,4129,1
38,150,3669,1
38,100,5877,0
38,0,972,1
38,0,4027,0
38,50,4920,0
38,50,4130,0
38,150,6886,1
38,0,2040,1
38,150,4565,1
38,0,2440,0
38,50,1525,1
38,50,2128,1
38,100,4916,1
38,100,3374,1
38,100,2504,1
38,100,2934,1
38,150,7139,0
38,0,2863,0
38,0,4746,1
38,50,3278,1
38,50,2389,1
38,150,6004,1
38,50,3578,1
38,0,1657,1
38,150,3288,1
38,50,3424,1
38,100,3155,1
38,0,2370,1
38,150,5336,0
38,100,2358,1
38,100,4430,1
38,50,4692,0
38,0,2453,1
38,150,5950,1
38,150,5898,0
38,50,4369,1
38,100,2745,1
38,0,3285,0
39,0,4159,1
39,150,NA,0
39,150,4932,1
39,100,6622,1
39,50,4998,0
39,50,6562,1
39,100,NA,0
39,0,3750,1
39,150,5316,1
39,150,5217,1
39,50,5579,1
39,0,5002,1
39,0,3856,1
39,100,5652,1
39,100,4642,1
39,50,6036,1
39,100,7041,1
39,150,5535,1
39,50,3314,1
39,50,4453,1
39,100,5443,1
39,0,3845,0
39,0,5173,1
39,150,NA,0
39,150,7186,1
39,50,6914,1
39,50,5334,1
39,100,6676,1
39,0,3017,1
39,0,1957,1
39,150,7466,0
39,100,3732,1
39,50,4601,1
39,100,5389,1
39,150,5496,1
39,0,1995,1
39,100,4315,1
39,150,5216,0
39,0,5397,1
39,50,4877,1
39,150,NA,0
39,0,3677,1
39,100,3613,1
39,150,2583,0
39,50,4205,1
39,100,6776,1
39,0,3050,1
39,50,3661,1
39,100,6597,1
39,150,3167,0
39,0,2331,1
39,0,1759,1
39,100,6476,1
39,50,1365,1
39,150,5136,1
39,50,2262,1
39,150,5479,1
39,100,4447,1
39,150,3624,1
39,100,3880,1
39,0,1449,1
39,0,1785,1
39,50,5555,1
39,50,6034,1
39,150,6723,1
39,0,2675,1
39,150,2537,1
39,0,4960,1
39,50,NA,0
39,50,5170,1
39,100,4791,1
39,100,5420,1
39,100,2689,1
39,100,3553,1
39,150,2568,1
39,0,3293,1
39,0,4637,1
39,50,5660,1
39,50,4167,1
39,150,6722,0
39,50,5290,1
39,0,1150,1
39,150,6646,1
39,50,1830,1
39,100,3247,1
39,0,2305,1
39,150,4758,1
39,100,4876,1
39,100,5161,1
39,50,1390,1
39,0,1953,1
39,150,3245,1
39,150,4951,1
39,50,3251,1
39,100,2688,1
39,0,4735,0
40,0,5198,1
40,150,3703,1
40,150,4895,1
40,100,5536,1
40,50,3168,1
40,50,3126,1
40,100,4942,1
40,0,1280,1
40,150,NA,0
40,150,4062,0
40,50,5499,1
40,0,2635,1
40,0,1202,1
40,100,NA,0
40,100,6238,1
40,50,4655,1
40,100,6725,1
40,150,NA,0
40,50,6283,0
40,50,3455,1
40,100,4449,1
40,0,1958,1
40,0,1410,1
40,150,5135,1
40,150,3766,1
40,50,2657,1
40,50,4546,1
40,100,5440,1
40,0,1061,1
40,0,2993,1
40,150,5763,1
40,100,NA,0
40,50,5121,1
40,100,3672,1
40,150,5297,1
40,0,1124,1
40,100,4935,1
40,150,3730,1
40,0,968,1
40,50,1836,1
40,150,5495,1
40,0,1893,1
40,100,6748,0
40,150,3666,1
40,50,1692,1
40,100,5498,1
40,0,1458,1
40,50,1849,1
40,100,4283,1
40,150,2760,0
40,0,1211,1
40,0,1379,1
40,100,3985,1
40,50,923,1
40,150,4644,1
40,50,1010,1
40,150,1213,1
40,100,2735,1
40,150,3014,1
40,100,3535,1
40,0,1330,1
40,0,1569,1
40,50,1750,1
40,50,2240,1
40,150,3541,1
40,0,944,1
40,150,2662,0
40,0,2166,1
40,50,2164,1
40,50,2325,1
40,100,2012,1
40,100,5041,1
40,100,3097,1
40,100,3519,1
40,150,3997,1
40,0,3071,1
40,0,2017,1
40,50,1773,1
40,50,965,1
40,150,3228,0
40,50,5051,1
40,0,1056,1
40,150,1546,1
40,50,1533,1
40,100,6539,1
40,0,2645,1
40,150,6448,1
40,100,2052,1
40,100,4461,1
40,50,1604,1
40,0,983,1
40,150,3138,1
40,150,4158,1
40,50,1243,1
40,100,1360,1
40,0,4008,1
41,0,2830,1
41,150,4630,1
41,150,2303,1
41,100,2312,0
41,50,2230,1
41,50,3936,1
41,100,5071,1
41,0,1750,1
41,150,6412,1
41,150,2948,1
41,50,5162,1
41,0,2241,0
41,0,1216,1
41,100,3978,1
41,100,3382,1
41,50,3426,1
41,100,5971,1
41,150,2969,1
41,50,4357,1
41,50,2210,1
41,100,3099,1
41,0,3497,1
41,0,2008,1
41,150,6340,1
41,150,3576,1
41,50,6765,1
41,50,4346,1
41,100,4281,1
41,0,2118,1
41,0,4673,1
41,150,3907,1
41,100,4444,1
41,50,4383,1
41,100,3200,1
41,150,7076,1
41,0,4134,1
41,100,6150,1
41,150,NA,0
41,0,1670,1
41,50,3822,0
41,150,5863,1
41,0,2721,1
41,100,4317,1
41,150,3152,0
41,50,3285,1
41,100,4955,1
41,0,1288,1
41,50,2721,1
41,100,3946,1
41,150,4766,1
41,0,1393,1
41,0,2212,1
41,100,2999,0
41,50,2416,1
41,150,NA,0
41,50,2083,1
41,150,2475,1
41,100,4100,1
41,150,2722,1
41,100,4495,1
41,0,1070,1
41,0,2399,1
41,50,4361,1
41,50,4877,1
41,150,2527,1
41,0,1292,1
41,150,3331,1
41,0,NA,0
41,50,5960,1
41,50,2989,1
41,100,1992,1
41,100,5582,1
41,100,2137,1
41,100,5661,0
41,150,3215,1
41,0,7465,1
41,0,2043,1
41,50,4930,1
41,50,4288,1
41,150,4176,1
41,50,3685,1
41,0,1196,1
41,150,4728,1
41,50,2241,1
41,100,2779,1
41,0,1345,0
41,150,7184,1
41,100,2835,1
41,100,4582,0
41,50,4970,1
41,0,866,1
41,150,2686,1
41,150,2426,1
41,50,2284,1
41,100,1872,1
41,0,3432,1
42,0,2438,1
42,150,3716,1
42,150,3202,1
42,100,6310,0
42,50,3276,0
42,50,2746,1
42,100,NA,0
42,0,1846,1
42,150,3596,1
42,150,2572,1
42,50,2871,1
42,0,2889,1
42,0,1418,1
42,100,5737,1
42,100,NA,0
42,50,2527,0
42,100,3539,1
42,150,2649,1
42,50,2274,1
42,50,1790,1
42,100,2765,1
42,0,1689,1
42,0,1119,1
42,150,5607,1
42,150,4432,1
42,50,2946,1
42,50,4551,1
42,100,4607,1
42,0,1030,1
42,0,1602,1
42,150,4533,0
42,100,5707,1
42,50,3190,1
42,100,4948,1
42,150,5841,1
42,0,1731,1
42,100,4850,1
42,150,4343,1
42,0,1245,1
42,50,1471,1
42,150,2903,1
42,0,1399,1
42,100,3186,1
42,150,4305,1
42,50,1971,1
42,100,2792,1
42,0,3201,1
42,50,4045,1
42,100,2885,1
42,150,3920,1
42,0,1343,1
42,0,1103,1
42,100,3532,1
42,50,1102,1
42,150,4265,0
42,50,1398,1
42,150,1313,1
42,100,2634,1
42,150,1888,1
42,100,3945,1
42,0,979,1
42,0,1033,1
42,50,1401,1
42,50,1180,1
42,150,3445,1
42,0,1756,1
42,150,5058,1
42,0,2403,1
42,50,1702,1
42,50,1628,1
42,100,1595,1
42,100,4522,1
42,100,1326,1
42,100,2258,1
42,150,2013,1
42,0,NA,0
42,0,1800,1
42,50,4738,1
42,50,1117,1
42,150,3979,1
42,50,3538,1
42,0,1126,1
42,150,NA,0
42,50,3760,1
42,100,4112,0
42,0,1527,1
42,150,3612,1
42,100,3016,1
42,100,5514,0
42,50,3485,1
42,0,942,1
42,150,6261,0
42,150,5515,0
42,50,1323,1
42,100,1939,1
42,0,3950,1
43,0,3954,1
43,150,6320,1
43,150,2662,1
43,100,6871,1
43,50,5353,1
43,50,2162,1
43,100,5114,1
43,0,1262,1
43,150,NA,0
43,150,4965,1
43,50,5828,1
43,0,1376,1
43,0,974,1
43,100,3230,1
43,100,3150,1
43,50,3275,1
43,100,2891,1
43,150,2698,1
43,50,1723,1
43,50,1711,1
43,100,1709,1
43,0,1434,1
43,0,1163,1
43,150,4547,1
43,150,NA,0
43,50,4052,0
43,50,2363,0
43,100,2865,1
43,0,843,1
43,0,2533,1
43,150,4089,0
43,100,4961,1
43,50,1756,1
43,100,4040,1
43,150,3146,1
43,0,4129,1
43,100,2047,1
43,150,3103,1
43,0,926,1
43,50,1292,1
43,150,3682,1
43,0,1250,1
43,100,4107,1
43,150,3996,1
43,50,2485,1
43,100,4126,1
43,0,1623,1
43,50,5465,1
43,100,2636,1
43,150,2891,1
43,0,1088,1
43,0,1625,1
43,100,1418,0
43,50,1274,1
43,150,2147,0
43,50,1191,1
43,150,1642,1
43,100,2298,1
43,150,1995,1
43,100,4051,1
43,0,988,1
43,0,905,1
43,50,1272,1
43,50,1607,1
43,150,3342,1
43,0,1053,1
43,150,1926,1
43,0,2348,1
43,50,1393,1
43,50,1619,1
43,100,1621,1
43,100,2196,1
43,100,1500,1
43,100,1607,1
43,150,2482,1
43,0,1634,1
43,0,1134,1
43,50,1845,0
43,50,1457,1
43,150,2228,0
43,50,3292,1
43,0,836,1
43,150,2613,1
43,50,2801,0
43,100,3553,1
43,0,1560,1
43,150,3332,1
43,100,3235,1
43,100,3065,1
43,50,2565,1
43,0,1039,1
43,150,2461,1
43,150,3205,1
43,50,1230,1
43,100,1957,1
43,0,1471,1
44,0,3107,1
44,150,2930,1
44,150,1874,1
44,100,3793,1
44,50,2184,1
44,50,1749,1
44,100,2592,0
44,0,2879,1
44,150,7281,1
44,150,2386,1
44,50,3805,1
44,0,1696,1
44,0,1440,1
44,100,2135,1
44,100,2661,1
44,50,1989,1
44,100,2144,1
44,150,3094,1
44,50,3388,1
44,50,1799,1
44,100,4289,1
44,0,2279,1
44,0,1528,1
44,150,3939,1
44,150,2659,1
44,50,3409,1
44,50,2613,1
44,100,2963,1
44,0,1258,1
44,0,2787,1
44,150,4431,1
44,100,4179,1
44,50,2364,1
44,100,2658,1
44,150,2443,1
44,0,2021,1
44,100,3099,1
44,150,3291,1
44,0,1696,1
44,50,3369,1
44,150,3324,1
44,0,2458,1
44,100,2611,1
44,150,4276,1
44,50,1798,1
44,100,3825,1
44,0,3090,1
44,50,2313,1
44,100,2706,1
44,150,1659,1
44,0,1085,1
44,0,1187,1
44,100,3695,1
44,50,1057,1
44,150,4240,1
44,50,1517,1
44,150,2749,1
44,100,2153,0
44,150,4295,1
44,100,2012,1
44,0,1246,1
44,0,3573,1
44,50,2427,1
44,50,2038,1
44,150,3910,1
44,0,1142,1
44,150,2492,1
44,0,2291,1
44,50,2106,1
44,50,2303,1
44,100,2477,1
44,100,2943,1
44,100,2034,1
44,100,2204,1
44,150,3446,1
44,0,2296,1
44,0,1871,1
44,50,2661,1
44,50,1320,1
44,150,4866,1
44,50,3019,1
44,0,1148,1
44,150,2097,1
44,50,1902,1
44,100,2158,1
44,0,2618,1
44,150,4693,1
44,100,2878,1
44,100,2070,0
44,50,4554,1
44,0,935,1
44,150,1840,1
44,150,2703,1
44,50,2141,1
44,100,1849,1
44,0,2442,1
45,0,1247,1
45,150,1902,1
45,150,1461,1
45,100,5196,1
45,50,1583,1
45,50,2641,1
45,100,3124,0
45,0,2649,1
45,150,3440,1
45,150,4657,1
45,50,6251,1
45,0,5385,1
45,0,1493,1
45,100,3361,1
45,100,6160,1
45,50,1658,1
45,100,3514,1
45,150,2205,1
45,50,6278,1
45,50,1573,1
45,100,2195,1
45,0,1782,1
45,0,1465,1
45,150,5533,1
45,150,2412,1
45,50,5006,1
45,50,2132,1
45,100,1808,1
45,0,2096,1
45,0,2876,1
45,150,5656,1
45,100,NA,0
45,50,1981,1
45,100,2002,1
45,150,2607,1
45,0,3609,1
45,100,2542,1
45,150,2383,1
45,0,1289,1
45,50,2555,0
45,150,1932,1
45,0,4086,1
45,100,2093,1
45,150,3534,1
45,50,2197,1
45,100,2531,0
45,0,1189,1
45,50,1314,1
45,100,1918,1
45,150,2733,1
45,0,1102,1
45,0,1312,1
45,100,2100,1
45,50,1400,1
45,150,1740,1
45,50,1303,1
45,150,1506,1
45,100,2197,1
45,150,1351,1
45,100,1384,1
45,0,1258,1
45,0,1793,1
45,50,2429,1
45,50,1408,1
45,150,3266,1
45,0,1375,1
45,150,1939,1
45,0,2988,0
45,50,3498,1
45,50,1231,1
45,100,1194,1
45,100,4025,1
45,100,2368,1
45,100,1784,1
45,150,2453,1
45,0,3399,1
45,0,1142,1
45,50,1325,1
45,50,3171,1
45,150,2092,0
45,50,4009,1
45,0,1246,1
45,150,2870,1
45,50,1838,1
45,100,1506,1
45,0,3106,1
45,150,2090,1
45,100,1977,1
45,100,2910,1
45,50,1069,1
45,0,775,1
45,150,1366,1
45,150,1891,1
45,50,2445,0
45,100,1530,1
45,0,3407,1
46,0,5262,1
46,150,3977,1
46,150,2189,1
46,100,4956,1
46,50,3184,1
46,50,3315,1
46,100,3907,1
46,0,2504,1
46,150,4441,1
46,150,3047,1
46,50,4799,1
46,0,3929,1
46,0,2422,1
46,100,3859,1
46,100,2988,1
46,50,3374,1
46,100,3675,1
46,150,2040,1
46,50,3547,1
46,50,2005,1
46,100,6484,1
46,0,3859,1
46,0,2628,1
46,150,4017,0
46,150,4000,1
46,50,4209,1
46,50,2510,1
46,100,5030,1
46,0,2085,1
46,0,3309,1
46,150,4732,1
46,100,3100,1
46,50,3249,1
46,100,4618,1
46,150,6254,0
46,0,3205,1
46,100,2963,1
46,150,4149,1
46,0,1931,1
46,50,4119,1
46,150,2317,1
46,0,3155,1
46,100,3895,1
46,150,2880,1
46,50,3417,1
46,100,2340,1
46,0,2647,1
46,50,3168,1
46,100,3438,1
46,150,2949,1
46,0,1684,1
46,0,2498,1
46,100,2506,1
46,50,1779,1
46,150,2317,1
46,50,2514,1
46,150,2720,1
46,100,2696,1
46,150,1663,1
46,100,2743,1
46,0,1585,1
46,0,1502,1
46,50,2173,1
46,50,1984,1
46,150,4165,1
46,0,2585,1
46,150,3860,1
46,0,1868,1
46,50,4869,1
46,50,2485,1
46,100,3029,1
46,100,4423,1
46,100,1812,1
46,100,3201,1
46,150,2341,1
46,0,2209,0
46,0,2724,1
46,50,2491,1
46,50,2359,1
46,150,2565,1
46,50,NA,0
46,0,145,0
46,150,4391,1
46,50,4296,1
46,100,3633,1
46,0,2423,1
46,150,3512,1
46,100,3214,1
46,100,3099,1
46,50,2195,1
46,0,1868,1
46,150,2940,0
46,150,2520,1
46,50,2006,1
46,100,2592,1
46,0,4244,0
47,0,4607,0
47,150,7330,1
47,150,4689,0
47,100,5549,1
47,50,2961,1
47,50,1658,1
47,100,2243,1
47,0,1746,1
47,150,6125,1
47,150,2658,0
47,50,2597,1
47,0,3148,0
47,0,1098,1
47,100,1957,1
47,100,2956,0
47,50,2866,1
47,100,2767,1
47,150,2440,0
47,50,2478,1
47,50,1674,1
47,100,3296,0
47,0,1583,0
47,0,2269,1
47,150,2778,1
47,150,2221,0
47,50,1885,1
47,50,2915,1
47,100,4877,0
47,0,1146,1
47,0,1346,1
47,150,981,1
47,100,2394,1
47,50,2033,1
47,100,4715,1
47,150,3940,0
47,0,1840,1
47,100,2756,0
47,150,2010,1
47,0,1979,1
47,50,2361,1
47,150,2442,1
47,0,1677,0
47,100,3928,0
47,150,3062,1
47,50,1776,1
47,100,1904,1
47,0,1074,1
47,50,1451,0
47,100,3455,1
47,150,2471,1
47,0,1020,1
47,0,1409,1
47,100,2855,1
47,50,2804,1
47,150,2190,1
47,50,1265,1
47,150,1119,1
47,100,1770,1
47,150,1627,1
47,100,2700,1
47,0,1329,1
47,0,1774,1
47,50,2788,1
47,50,1440,1
47,150,1777,1
47,0,1185,1
47,150,2541,1
47,0,1124,1
47,50,1743,1
47,50,1035,1
47,100,1634,1
47,100,2145,0
47,100,2047,1
47,100,1656,1
47,150,1692,1
47,0,1511,1
47,0,2376,1
47,50,2759,1
47,50,1265,1
47,150,1312,1
47,50,2787,1
47,0,970,1
47,150,1244,1
47,50,1492,1
47,100,2142,0
47,0,1516,0
47,150,2748,1
47,100,1953,1
47,100,1887,1
47,50,1186,1
47,0,794,1
47,150,1121,0
47,150,1112,1
47,50,1673,1
47,100,1165,1
47,0,1449,1
48,0,NA,0
48,150,6635,1
48,150,3767,1
48,100,5816,1
48,50,6391,1
48,50,3604,1
48,100,6303,1
48,0,4172,1
48,150,3560,1
48,150,4331,1
48,50,3495,1
48,0,5144,1
48,0,5236,1
48,100,3143,1
48,100,5175,1
48,50,3293,1
48,100,6935,1
48,150,3743,1
48,50,7107,0
48,50,3792,1
48,100,3426,1
48,0,3670,1
48,0,3766,1
48,150,4170,1
48,150,5103,1
48,50,5375,0
48,50,5951,0
48,100,4440,1
48,0,4119,0
48,0,3977,1
48,150,4287,1
48,100,3823,1
48,50,2705,1
48,100,3159,1
48,150,5473,1
48,0,4796,1
48,100,6587,0
48,150,3391,0
48,0,4377,1
48,50,3784,1
48,150,3720,1
48,0,3473,0
48,100,3680,1
48,150,2405,1
48,50,3296,1
48,100,3449,1
48,0,5863,0
48,50,3344,1
48,100,2636,1
48,150,2437,1
48,0,3679,0
48,0,2729,1
48,100,1856,1
48,50,1806,1
48,150,4912,1
48,50,1857,1
48,150,3074,1
48,100,2789,0
48,150,2243,1
48,100,2966,1
48,0,1596,0
48,0,3365,1
48,50,1966,1
48,50,2310,1
48,150,3059,1
48,0,1743,0
48,150,2604,1
48,0,2678,1
48,50,2124,1
48,50,2118,1
48,100,2189,1
48,100,2776,1
48,100,1960,1
48,100,2662,1
48,150,2503,1
48,0,2430,1
48,0,2973,0
48,50,2714,1
48,50,3909,1
48,150,2375,1
48,50,2240,1
48,0,1792,0
48,150,2336,1
48,50,2220,1
48,100,1894,1
48,0,1810,1
48,150,3963,1
48,100,4640,1
48,100,2657,1
48,50,2937,1
48,0,1991,0
48,150,3030,1
48,150,1757,1
48,50,3222,1
48,100,2071,1
48,0,1407,1
49,0,4154,1
49,150,6057,1
49,150,3990,1
49,100,6167,1
49,50,6694,1
49,50,7093,0
49,100,3670,1
49,0,2749,1
49,150,4390,1
49,150,NA,0
49,50,3627,0
49,0,2604,1
49,0,1430,0
49,100,4655,1
49,100,5774,1
49,50,3560,1
49,100,5047,0
49,150,3863,1
49,50,4340,1
49,50,4212,1
49,100,3959,1
49,0,3251,1
49,0,2428,1
49,150,6320,1
49,150,2609,1
49,50,5120,1
49,50,4838,1
49,100,3687,1
49,0,1701,1
49,0,7263,1
49,150,5701,1
49,100,4324,1
49,50,4838,1
49,100,7398,1
49,150,6279,1
49,0,NA,0
49,100,7027,0
49,150,NA,0
49,0,2783,1
49,50,2442,1
49,150,NA,0
49,0,5656,1
49,100,5367,1
49,150,3757,1
49,50,6255,0
49,100,3294,1
49,0,2413,1
49,50,3852,1
49,100,2635,0
49,150,3941,1
49,0,1277,1
49,0,2790,1
49,100,2711,1
49,50,3012,1
49,150,6542,0
49,50,2092,1
49,150,6007,1
49,100,1771,1
49,150,6171,1
49,100,6306,1
49,0,1513,1
49,0,2063,1
49,50,2290,1
49,50,6766,1
49,150,2776,1
49,0,1335,1
49,150,2395,1
49,0,5324,1
49,50,4259,1
49,50,3966,1
