id,angle,rt,accuracy
17,50,3076,1
17,100,3157,1
17,0,1617,1
17,0,2367,1
17,150,NA,0
17,100,330,0
17,50,2687,0
17,100,4855,1
17,150,2719,0
17,0,1253,1
17,100,2855,1
17,150,4301,1
17,0,1565,1
17,50,1128,1
17,150,4087,1
17,0,1191,1
17,100,2115,1
17,150,2101,0
17,50,1218,1
17,100,1599,0
17,0,1632,1
17,50,2747,1
17,100,2427,1
17,150,2595,1
17,0,2486,1
17,0,2602,1
17,100,3139,1
17,50,1513,1
17,150,4106,1
17,50,1815,1
17,150,2761,1
17,100,2637,1
17,150,1784,1
17,100,2227,1
17,0,1338,1
17,0,1145,1
17,50,1854,1
17,50,1862,1
17,150,2316,0
17,0,1268,1
17,150,2322,1
17,0,1377,1
17,50,1748,1
17,50,1542,1
17,100,1460,1
17,100,2511,1
17,100,1409,1
17,100,2863,1
17,150,2104,1
17,0,2637,1
17,0,1727,1
17,50,1292,0
17,50,1260,1
17,150,1411,0
17,50,2582,0
17,0,1033,1
17,150,3028,1
17,50,2307,0
17,100,2191,1
17,0,2083,1
17,150,2745,1
17,100,2784,1
17,100,1781,1
17,50,1850,1
17,0,1140,1
17,150,1949,1
17,150,2432,1
17,50,1777,1
17,100,1287,1
17,0,3197,1
18,0,1557,0
18,150,942,1
18,150,1925,1
18,100,1738,0
18,50,1803,1
18,50,1452,1
18,100,2638,0
18,0,1057,1
18,150,2889,0
18,150,1751,1
18,50,2089,1
18,0,1307,1
18,0,780,1
18,100,1334,1
18,100,2008,1
18,50,960,1
18,100,2617,1
18,150,1576,1
18,50,1096,1
18,50,753,1
18,100,1376,1
18,0,727,0
18,0,1101,1
18,150,2024,0
18,150,3342,1
18,50,2179,1
18,50,2593,0
18,100,1385,0
18,0,858,1
18,0,1377,1
18,150,2191,0
18,100,2176,1
18,50,1620,1
18,100,3741,1
18,150,1636,1
18,0,1498,1
18,100,2515,1
18,150,2625,0
18,0,1122,1
18,50,1121,1
18,150,2887,1
18,0,1141,1
18,100,1797,0
18,150,2008,1
18,50,1265,1
18,100,1765,1
18,0,791,1
18,50,1806,1
18,100,2403,1
18,150,2147,1
18,0,1312,1
18,0,1077,1
18,100,2701,1
18,50,1395,1
18,150,1694,0
18,50,1220,1
18,150,791,1
18,100,1663,1
18,150,1883,1
18,100,1367,0
18,0,884,1
18,0,1410,1
18,50,1050,1
18,50,867,1
18,150,1748,1
18,0,936,1
18,150,1879,1
18,0,921,1
18,50,1681,1
18,50,1305,1
18,100,1749,1
18,100,2947,1
18,100,1510,1
18,100,1885,1
18,150,2437,0
18,0,2471,1
18,0,1886,1
18,50,1454,1
18,50,955,1
18,150,2196,1
18,50,1520,1
18,0,641,1
18,150,3003,1
18,50,2171,1
18,100,2085,1
18,0,923,0
18,150,2995,0
18,100,3119,1
18,100,1817,1
18,50,1420,1
18,0,660,1
18,150,1601,0
18,150,2926,1
18,50,1216,1
18,100,2064,1
18,0,1730,1
19,0,2775,1
19,150,2129,1
19,150,1548,1
19,100,4776,1
19,50,2467,1
19,50,3523,1
19,100,4751,1
19,0,1177,1
19,150,2698,1
19,150,4729,1
19,50,3871,1
19,0,1516,1
19,0,1507,1
19,100,2007,1
19,100,2156,1
19,50,1658,1
19,100,3726,1
19,150,2106,1
19,50,2255,1
19,50,2031,1
19,100,2178,1
19,0,1375,0
19,0,1225,1
19,150,2612,0
19,150,1004,1
19,50,1845,1
19,50,1545,1
19,100,1919,1
19,0,1098,1
19,0,1270,1
19,150,5922,1
19,100,2646,1
19,50,1991,1
19,100,2531,1
19,150,5373,1
19,0,1135,1
19,100,NA,0
19,150,3467,1
19,0,1002,1
19,50,1190,1
19,150,2782,1
19,0,1142,1
19,100,3661,0
19,150,2262,1
19,50,1345,1
19,100,2639,1
19,0,1259,1
19,50,1359,1
19,100,2689,1
19,150,1417,1
19,0,1144,1
19,0,1087,1
19,100,2620,1
19,50,1046,1
19,150,3141,1
19,50,1153,1
19,150,2143,1
19,100,1324,1
19,150,1536,1
19,100,2958,1
19,0,1143,1
19,0,1637,1
19,50,1783,1
19,50,2652,1
19,150,3243,1
19,0,1135,1
19,150,4616,1
19,0,918,1
19,50,1878,1
19,50,1621,1
19,100,1296,1
19,100,2889,1
19,100,1843,1
19,100,1910,1
19,150,3006,1
19,0,2883,1
19,0,2266,1
19,50,1857,1
19,50,1112,1
19,150,3257,0
19,50,3586,1
19,0,910,1
19,150,2143,1
19,50,1883,1
19,100,2350,1
19,0,2164,1
19,150,2962,1
19,100,2992,1
19,100,2776,1
19,50,1129,1
19,0,923,1
19,150,5046,1
19,150,1785,1
19,50,1071,1
19,100,1154,1
19,0,3520,1
20,0,2823,0
20,150,4421,0
20,150,NA,0
20,100,3352,1
20,50,2924,1
20,50,2554,1
20,100,3720,0
20,0,1636,1
20,150,3279,1
20,150,2454,1
20,50,2192,1
20,0,2157,1
20,0,1655,1
20,100,2831,1
20,100,2906,1
20,50,2042,1
20,100,2314,0
20,150,2026,1
20,50,2635,1
20,50,2094,1
20,100,1900,0
20,0,1890,1
20,0,2232,1
20,150,2141,0
20,150,4082,1
20,50,4081,1
20,50,3277,1
20,100,3553,1
20,0,1597,1
20,0,1991,1
20,150,3211,0
20,100,2614,1
20,50,2808,1
20,100,2947,1
20,150,3672,1
20,0,2385,1
20,100,2620,0
20,150,2477,0
20,0,1335,1
20,50,2004,1
20,150,2670,0
20,0,1719,1
20,100,2510,1
20,150,3084,0
20,50,2660,1
20,100,2332,0
20,0,1339,1
20,50,3543,1
20,100,2486,1
20,150,3121,0
20,0,2576,1
20,0,2043,1
20,100,2597,1
20,50,2214,1
20,150,4538,0
20,50,1743,1
20,150,2492,1
20,100,2987,1
20,150,3888,1
20,100,1863,1
20,0,1958,1
20,0,1930,1
20,50,2752,1
20,50,2765,1
20,150,2730,1
20,0,2033,1
20,150,2257,1
20,0,1610,1
20,50,2237,1
20,50,1382,1
20,100,1880,1
20,100,2608,1
20,100,2237,1
20,100,2550,1
20,150,1836,1
20,0,4357,0
20,0,4009,1
20,50,3052,0
20,50,3036,1
20,150,3670,0
20,50,3559,1
20,0,1932,1
20,150,3145,1
20,50,3110,0
20,100,2460,1
20,0,1749,1
20,150,3555,1
20,100,2776,1
20,100,3262,0
20,50,2500,1
20,0,1745,1
20,150,4526,0
20,150,2773,0
20,50,2008,1
20,100,2477,1
20,0,2083,1
21,0,1894,1
21,150,3015,1
21,150,2359,1
21,100,1638,0
21,50,2807,1
21,50,3106,1
21,100,2361,1
21,0,1200,1
21,150,4306,1
21,150,3367,1
21,50,1996,0
21,0,1177,1
21,0,1342,1
21,100,4265,1
21,100,2960,1
21,50,2364,1
21,100,3866,1
21,150,2771,1
21,50,2055,1
21,50,1912,1
21,100,2077,1
21,0,1908,1
21,0,1010,1
21,150,6103,1
21,150,2188,1
21,50,4082,1
21,50,5328,0
21,100,2839,1
21,0,1367,1
21,0,2381,1
21,150,3160,1
21,100,6668,1
21,50,2813,1
21,100,6993,1
21,150,4764,1
21,0,2296,1
21,100,2840,1
21,150,3265,1
21,0,1578,1
21,50,1789,1
21,150,2976,1
21,0,2221,1
21,100,3607,1
21,150,2818,1
21,50,2246,1
21,100,2182,1
21,0,1088,1
21,50,1890,1
21,100,2124,1
21,150,1914,1
21,0,888,1
21,0,1152,1
21,100,2558,1
21,50,1080,1
21,150,4682,0
21,50,1176,1
21,150,1097,1
21,100,3443,1
21,150,1972,1
21,100,2720,1
21,0,885,1
21,0,2565,1
21,50,1177,1
21,50,1600,1
21,150,1992,0
21,0,1019,1
21,150,1767,1
21,0,843,1
21,50,1638,1
21,50,989,1
21,100,1304,1
21,100,1713,1
21,100,1262,1
21,100,1262,1
21,150,1510,1
21,0,2372,1
21,0,2399,1
21,50,3835,1
21,50,1236,1
21,150,2814,1
21,50,3954,1
21,0,784,1
21,150,3212,1
21,50,6181,1
21,100,3873,1
21,0,3169,1
21,150,3204,1
21,100,2840,1
21,100,1667,1
21,50,1338,1
21,0,733,1
21,150,2541,1
21,150,3392,0
21,50,1940,1
21,100,1740,1
21,0,4048,1
22,0,1184,0
22,150,3699,1
22,150,2080,1
22,100,2437,1
22,50,1744,1
22,50,5516,1
22,100,2919,1
22,0,1161,1
22,150,2892,0
22,150,3100,1
22,50,NA,0
22,0,2464,0
22,0,1591,1
22,100,2040,1
22,100,3884,0
22,50,3092,1
22,100,NA,0
22,150,2211,1
22,50,2573,1
22,50,1678,1
22,100,2202,1
22,0,NA,0
22,0,35,0
22,150,6246,1
22,150,7099,1
22,50,2288,1
22,50,2742,1
22,100,4906,1
22,0,1364,1
22,0,6054,1
22,150,5458,1
22,100,3912,1
22,50,5208,1
22,100,4483,1
22,150,2828,0
22,0,5711,1
22,100,4133,0
22,150,4201,1
22,0,1956,1
22,50,1458,1
22,150,NA,0
22,0,2707,1
22,100,NA,0
22,150,4129,1
22,50,1464,1
22,100,3237,0
22,0,1057,1
22,50,2522,1
22,100,2743,1
22,150,3251,1
22,0,2200,1
22,0,1877,1
22,100,5355,1
22,50,1396,1
22,150,4718,1
22,50,1163,1
22,150,1340,1
22,100,4645,1
22,150,1693,1
22,100,5268,1
22,0,943,1
22,0,2188,1
22,50,2449,1
22,50,2996,1
22,150,2230,1
22,0,1288,1
22,150,3581,1
22,0,1682,1
22,50,1735,1
22,50,2746,1
22,100,4088,1
22,100,3223,1
22,100,3245,1
22,100,2159,1
22,150,1822,1
22,0,3993,0
22,0,1651,1
22,50,4132,1
22,50,3978,1
22,150,2647,1
22,50,5009,0
22,0,1110,1
22,150,3957,1
22,50,2993,1
22,100,1983,1
22,0,2146,1
22,150,1681,1
22,100,3754,1
22,100,3568,1
22,50,1052,1
22,0,1229,1
22,150,1418,1
22,150,1925,1
22,50,1655,1
22,100,2080,1
22,0,1407,0
23,0,1394,1
23,150,2499,1
23,150,2026,1
23,100,3996,1
23,50,2062,1
23,50,1598,1
23,100,4838,0
23,0,1378,1
23,150,2814,1
23,150,2601,1
23,50,2099,1
23,0,1780,1
23,0,1102,1
23,100,2908,1
23,100,1730,1
23,50,2425,1
23,100,1987,1
23,150,2006,1
23,50,1513,1
23,50,1391,1
23,100,2161,1
23,0,1238,0
23,0,1085,1
23,150,4456,1
23,150,4213,1
23,50,2338,1
23,50,2246,1
23,100,6278,0
23,0,1172,1
23,0,2101,1
23,150,4120,1
23,100,4239,1
23,50,1374,1
23,100,3811,0
23,150,NA,0
23,0,61,0
23,100,3664,0
23,150,1987,1
23,0,1114,1
23,50,3161,1
23,150,2274,1
23,0,1415,1
23,100,3012,1
23,150,1653,1
23,50,1776,1
23,100,2653,0
23,0,1273,1
23,50,1668,1
23,100,1404,1
23,150,2425,1
23,0,1192,1
23,0,2017,1
23,100,3413,1
23,50,1507,1
23,150,2686,0
23,50,1133,1
23,150,1635,1
23,100,2908,1
23,150,1802,1
23,100,3373,1
23,0,894,1
23,0,2735,1
23,50,1724,1
23,50,1216,1
23,150,2052,1
23,0,1781,1
23,150,3215,0
23,0,3247,1
23,50,1997,1
23,50,1325,1
23,100,1394,1
23,100,2970,1
23,100,1604,1
23,100,2364,1
23,150,3273,1
23,0,2243,1
23,0,1283,1
23,50,2769,1
23,50,2052,1
23,150,2670,0
23,50,1598,1
23,0,985,1
23,150,2374,1
23,50,2597,1
23,100,2977,1
23,0,2644,1
23,150,1845,1
23,100,2583,1
23,100,1915,1
23,50,1175,1
23,0,918,1
23,150,2730,0
23,150,2196,1
23,50,1953,1
23,100,1336,1
23,0,3396,1
24,0,4032,1
24,150,7398,1
24,150,4936,1
24,100,6965,1
24,50,2697,1
24,50,5159,1
24,100,NA,0
24,0,1531,1
24,150,6920,1
24,150,2878,0
24,50,4503,1
24,0,1626,0
24,0,1612,1
24,100,3052,1
24,100,2775,1
24,50,2035,1
24,100,NA,0
24,150,2959,1
24,50,4585,1
24,50,1508,1
24,100,5709,1
24,0,1857,1
24,0,1202,1
24,150,NA,0
24,150,2932,1
24,50,1774,1
24,50,2656,0
24,100,5120,1
24,0,1585,1
24,0,1682,1
24,150,2661,0
24,100,6347,1
24,50,1776,1
24,100,3108,1
24,150,NA,0
24,0,1341,1
24,100,1787,1
24,150,4508,1
24,0,1210,1
24,50,1455,1
24,150,4860,1
24,0,1792,1
24,100,2276,1
24,150,4142,1
24,50,2645,1
24,100,4938,1
24,0,1018,1
24,50,1362,1
24,100,2057,1
24,150,2642,1
24,0,1304,1
24,0,1875,1
24,100,6751,1
24,50,1338,1
24,150,NA,0
24,50,1491,1
24,150,4117,1
24,100,3418,1
24,150,2459,1
24,100,2372,1
24,0,1293,1
24,0,1098,1
24,50,7027,1
24,50,1595,1
24,150,3319,1
24,0,971,1
24,150,3854,1
24,0,1257,1
24,50,1381,1
24,50,1118,1
24,100,2399,1
24,100,5052,1
24,100,2526,1
24,100,6902,1
24,150,6613,1
24,0,2570,1
24,0,2942,1
24,50,5172,1
24,50,1184,1
24,150,6067,1
24,50,4803,1
24,0,952,1
24,150,4471,1
24,50,2133,1
24,100,3389,1
24,0,6410,1
24,150,2950,1
24,100,5319,1
24,100,3553,1
24,50,2700,1
24,0,1319,1
24,150,3370,1
24,150,5478,1
24,50,1410,1
24,100,2024,1
24,0,4951,1
25,0,1550,1
25,150,2543,0
25,150,3691,1
25,100,5219,1
25,50,2847,1
25,50,3319,1
25,100,5294,1
25,0,1291,1
25,150,6158,1
25,150,4976,1
25,50,5118,1
25,0,3166,1
25,0,1256,1
25,100,4410,1
25,100,NA,0
25,50,2442,1
25,100,7294,1
25,150,7374,1
25,50,NA,0
25,50,4346,1
25,100,3773,1
25,0,2607,1
25,0,1211,1
25,150,4169,0
25,150,4291,1
25,50,2969,1
25,50,6448,0
25,100,2913,1
25,0,1429,1
25,0,3336,1
25,150,4685,1
25,100,5126,1
25,50,3500,1
25,100,2916,1
25,150,5787,0
25,0,1894,1
25,100,2494,1
25,150,5402,0
25,0,1504,1
25,50,1518,1
25,150,3580,1
25,0,1848,1
25,100,4499,1
25,150,4698,1
25,50,1610,1
25,100,NA,0
25,0,1442,1
25,50,2603,1
25,100,2779,1
25,150,3532,1
25,0,1248,1
25,0,2111,1
25,100,4562,1
25,50,1459,1
25,150,5263,1
25,50,3996,1
25,150,3937,1
25,100,3879,1
25,150,5681,1
25,100,4022,1
25,0,1368,1
25,0,3966,1
25,50,1617,1
25,50,2876,1
25,150,4212,1
25,0,1004,1
25,150,4978,0
25,0,3877,1
25,50,1590,1
25,50,2986,1
25,100,7299,0
25,100,3338,1
25,100,NA,0
25,100,2945,1
25,150,3743,1
25,0,2354,1
25,0,1687,1
25,50,6769,1
25,50,2139,1
25,150,2609,0
25,50,5357,0
25,0,1081,1
25,150,4818,1
25,50,2922,1
25,100,5705,1
25,0,3559,1
25,150,5294,0
25,100,6204,1
25,100,4347,0
25,50,4469,1
25,0,884,1
25,150,3982,1
25,150,4601,1
25,50,1596,1
25,100,5137,0
25,0,2070,1
26,0,6150,1
26,150,4895,1
26,150,2134,1
26,100,4117,1
26,50,3010,1
26,50,4412,1
26,100,NA,0
26,0,1782,1
26,150,3708,1
26,150,3272,1
26,50,3692,1
26,0,2915,1
26,0,1470,1
26,100,2417,1
26,100,4307,1
26,50,2744,1
26,100,3646,1
26,150,2289,1
26,50,2609,1
26,50,1947,1
26,100,3525,1
26,0,1747,1
26,0,2135,1
26,150,2745,1
26,150,4276,1
26,50,2154,1
26,50,1736,1
26,100,3319,1
26,0,1588,1
26,0,2327,1
26,150,2682,0
26,100,2687,1
26,50,1622,1
26,100,1951,1
26,150,3053,1
26,0,2423,1
26,100,3256,1
26,150,2985,1
26,0,1285,1
26,50,2589,0
26,150,3976,0
26,0,2180,1
26,100,2368,1
26,150,3292,1
26,50,3158,1
26,100,3417,1
26,0,1132,1
26,50,1289,1
26,100,4102,1
26,150,2171,1
26,0,1150,1
26,0,2124,1
26,100,3386,1
26,50,1451,1
26,150,2214,1
26,50,1255,1
26,150,1336,1
26,100,2982,1
26,150,2122,1
26,100,2192,1
26,0,946,1
26,0,2160,1
26,50,2250,1
26,50,1644,1
26,150,3303,1
26,0,1636,1
26,150,2631,1
26,0,4490,1
26,50,3394,1
26,50,1250,1
26,100,2107,1
26,100,4020,1
26,100,2055,1
26,100,3038,1
26,150,3376,1
26,0,6773,1
26,0,1113,1
26,50,1673,1
26,50,3582,1
26,150,3363,0
26,50,2400,1
26,0,899,1
26,150,2050,1
26,50,3074,0
26,100,1762,1
26,0,2014,1
26,150,2498,1
26,100,1880,1
26,100,3001,1
26,50,1612,1
26,0,947,1
26,150,2162,1
26,150,2853,1
26,50,2398,1
26,100,2268,1
26,0,2283,1
27,0,2933,1
27,150,2232,1
27,150,1396,1
27,100,2302,0
27,50,2837,1
27,50,2975,1
27,100,2451,1
27,0,1331,1
27,150,5970,1
27,150,2710,1
27,50,3157,1
27,0,1682,1
27,0,1112,1
27,100,3048,1
27,100,2295,1
27,50,1768,0
27,100,1236,1
27,150,3230,1
27,50,3376,1
27,50,1076,1
27,100,1524,1
27,0,966,0
27,0,2172,1
27,150,3618,1
27,150,4434,1
27,50,3124,1
27,50,2636,1
27,100,2453,1
27,0,2028,1
27,0,1607,1
27,150,1466,0
27,100,NA,0
27,50,2624,1
27,100,2460,0
27,150,2499,1
27,0,1394,1
27,100,2022,1
27,150,2520,1
27,0,1039,1
27,50,1600,1
27,150,1545,1
27,0,2432,1
27,100,2186,1
27,150,1460,1
27,50,1678,1
27,100,1606,1
27,0,1127,1
27,50,1150,1
27,100,1164,0
27,150,1165,1
27,0,1304,1
27,0,997,1
27,100,1897,1
27,50,926,1
27,150,2175,1
27,50,928,1
27,150,1527,0
27,100,1100,1
27,150,1549,1
27,100,1456,0
27,0,816,1
27,0,884,1
27,50,1122,1
27,50,1063,1
27,150,1706,1
27,0,1248,1
27,150,1552,1
27,0,803,1
27,50,2346,1
27,50,1192,1
27,100,1063,1
27,100,2202,1
27,100,1196,1
27,100,1535,1
27,150,2659,1
27,0,2403,0
27,0,1503,1
27,50,1423,0
27,50,1959,1
27,150,1923,0
27,50,1699,1
27,0,1073,1
27,150,5513,1
27,50,1718,1
27,100,1510,1
27,0,2651,1
27,150,3366,1
27,100,2793,1
27,100,1597,1
27,50,1328,1
27,0,828,1
27,150,2095,1
27,150,2125,1
27,50,1226,1
27,100,2783,1
27,0,1017,1
28,0,3855,1
28,150,6735,0
28,150,6563,1
28,100,NA,0
28,50,4259,1
28,50,4506,1
28,100,5170,1
28,0,1661,1
28,150,3550,1
28,150,3355,1
28,50,7113,1
28,0,1817,1
28,0,1960,1
28,100,2663,1
28,100,3598,1
28,50,2498,1
28,100,5498,1
28,150,3745,1
28,50,3911,1
28,50,2917,1
28,100,2970,1
28,0,2599,1
28,0,2896,1
28,150,6058,1
28,150,2106,1
28,50,2303,1
28,50,3463,1
28,100,5825,1
28,0,1489,1
28,0,1271,1
28,150,7249,1
28,100,6091,1
28,50,4416,1
28,100,4685,0
28,150,6293,1
28,0,2548,1
28,100,3225,1
28,150,1858,1
28,0,1995,1
28,50,1278,1
28,150,3580,1
28,0,1881,1
28,100,3753,1
28,150,5375,1
28,50,3020,1
28,100,4565,1
28,0,1442,1
28,50,2699,1
28,100,2492,1
28,150,3164,0
28,0,1832,1
28,0,1608,1
28,100,2564,1
28,50,1911,1
28,150,4023,0
28,50,1415,1
28,150,1843,1
28,100,3666,1
28,150,3124,1
28,100,3312,1
28,0,1686,1
28,0,1285,1
28,50,2053,1
28,50,2134,1
28,150,2909,1
28,0,1812,1
28,150,3700,1
28,0,1181,1
28,50,2373,1
28,50,1722,1
28,100,1513,1
28,100,4528,1
28,100,1575,1
28,100,3658,1
28,150,2139,1
28,0,5103,1
28,0,1887,1
28,50,2679,1
28,50,1884,1
28,150,4413,1
28,50,3975,1
28,0,987,1
28,150,2753,1
28,50,4100,1
28,100,1955,1
28,0,3154,0
28,150,4062,1
28,100,2792,1
28,100,6500,1
28,50,2849,1
28,0,1200,1
28,150,2612,1
28,150,4527,1
28,50,2858,1
28,100,1759,1
28,0,2899,1
29,0,5076,1
29,150,3696,1
29,150,3384,1
29,100,5059,1
29,50,3252,1
29,50,4557,1
29,100,NA,0
29,0,1712,1
29,150,6402,1
29,150,4571,1
29,50,5753,1
29,0,2062,1
29,0,1659,1
29,100,3863,1
29,100,2727,1
29,50,3684,1
29,100,3684,1
29,150,3749,1
29,50,3483,1
29,50,3458,1
29,100,3243,1
29,0,2985,1
29,0,2124,1
29,150,4359,1
29,150,3561,1
29,50,4413,1
29,50,5264,1
29,100,4626,1
29,0,1233,1
29,0,2636,1
29,150,3087,1
29,100,5358,1
29,50,2561,1
29,100,3800,1
29,150,4707,0
29,0,1320,1
29,100,4622,1
29,150,2560,1
29,0,1926,1
29,50,2307,1
29,150,3298,1
29,0,1617,1
29,100,5730,1
29,150,3011,1
29,50,2661,1
29,100,3813,1
29,0,1495,1
29,50,2093,1
29,100,2774,1
29,150,3036,1
29,0,1316,1
29,0,2371,1
29,100,2489,1
29,50,1350,1
29,150,4596,1
29,50,1200,1
29,150,3850,1
29,100,3820,1
29,150,1494,1
29,100,2260,1
29,0,957,1
29,0,1386,1
29,50,3780,1
29,50,1695,1
29,150,2400,1
29,0,2242,1
29,150,1651,0
29,0,1789,1
29,50,2945,1
29,50,1211,1
29,100,1350,1
29,100,3468,1
29,100,2693,1
29,100,1852,1
29,150,1452,1
29,0,3551,1
29,0,1828,1
29,50,3211,1
29,50,1734,1
29,150,4243,1
29,50,3023,1
29,0,970,1
29,150,2501,1
29,50,3010,1
29,100,2821,1
29,0,1961,1
29,150,5621,1
29,100,2176,1
29,100,1819,1
29,50,1598,1
29,0,1072,1
29,150,3952,1
29,150,2381,1
29,50,4743,1
29,100,1567,1
29,0,5018,1
30,0,2733,1
30,150,2313,1
30,150,2248,0
30,100,3640,1
30,50,2674,0
30,50,1859,1
30,100,2614,1
30,0,1587,1
30,150,4480,1
30,150,2446,1
30,50,2562,1
30,0,1446,1
30,0,1301,1
30,100,2700,1
30,100,2296,1
30,50,1941,0
30,100,1775,1
30,150,1687,1
30,50,2429,1
30,50,1644,1
30,100,2325,1
30,0,1761,1
30,0,1109,1
30,150,3535,1
30,150,3553,1
30,50,2180,1
30,50,1458,1
30,100,2001,1
30,0,1081,1
30,0,2343,1
30,150,4065,1
30,100,3188,1
30,50,2673,1
30,100,2572,1
30,150,4624,1
30,0,1719,1
30,100,4689,1
30,150,4391,0
30,0,1162,1
30,50,1470,1
30,150,4128,1
30,0,1204,1
30,100,4111,1
30,150,2728,0
30,50,1245,1
30,100,2071,1
30,0,1390,1
30,50,3024,1
30,100,1828,1
30,150,2453,1
30,0,1255,1
30,0,1125,1
30,100,2900,1
30,50,1705,1
30,150,6553,1
30,50,1206,1
30,150,2896,1
30,100,3775,1
30,150,2108,1
30,100,2369,1
30,0,973,1
30,0,1168,1
30,50,3365,1
30,50,1488,1
30,150,2887,1
30,0,974,1
30,150,3651,1
30,0,1205,1
30,50,1957,1
30,50,1725,1
30,100,2036,1
30,100,4041,1
30,100,1553,1
30,100,2091,1
30,150,3225,1
30,0,2023,1
30,0,1608,1
30,50,3799,1
30,50,1087,1
30,150,1701,1
30,50,2352,1
30,0,1046,1
30,150,2609,1
30,50,2242,1
30,100,3251,1
30,0,1766,1
30,150,3944,1
30,100,3521,1
30,100,3428,1
30,50,1599,1
30,0,1176,1
30,150,3449,1
30,150,1579,1
30,50,1417,1
30,100,1380,1
30,0,4526,1
31,0,1780,1
31,150,3019,1
31,150,2061,1
31,100,2472,1
31,50,2281,0
31,50,1967,1
31,100,2233,1
31,0,1242,1
31,150,3319,1
31,150,3403,1
31,50,2464,1
31,0,1922,1
31,0,1271,1
31,100,2640,1
31,100,1869,1
31,50,3312,1
31,100,3062,1
31,150,2782,1
31,50,1699,1
31,50,3068,1
31,100,3128,1
31,0,1918,1
31,0,1382,1
31,150,2212,1
31,150,3149,1
31,50,4162,1
31,50,2744,1
31,100,3885,0
31,0,1432,1
31,0,2136,1
31,150,2992,0
31,100,3350,1
31,50,2817,1
31,100,3580,0
31,150,2968,1
31,0,2155,1
31,100,3163,1
31,150,3146,1
31,0,1538,1
31,50,2240,1
31,150,2225,1
31,0,1627,1
31,100,2452,1
31,150,2688,0
31,50,1726,1
31,100,1820,0
31,0,2206,1
31,50,2759,0
31,100,2132,1
31,150,2410,1
31,0,1450,1
31,0,1533,1
31,100,2905,1
31,50,1745,1
31,150,2855,0
31,50,2087,1
31,150,1806,1
31,100,2815,1
31,150,2339,1
31,100,2705,1
31,0,1288,1
31,0,1657,1
31,50,3446,1
31,50,2511,1
31,150,2758,1
31,0,1387,1
31,150,3149,1
31,0,2066,1
31,50,3107,1
31,50,2078,1
31,100,2577,1
31,100,4334,0
31,100,2051,1
31,100,2334,1
31,150,3927,1
31,0,2656,1
31,0,2048,1
31,50,2617,1
31,50,2088,1
31,150,2649,1
31,50,3132,1
31,0,1288,1
31,150,2583,1
31,50,2781,1
31,100,1984,1
31,0,2163,1
31,150,4167,1
31,100,2507,0
31,100,2285,1
31,50,2289,1
31,0,1215,1
31,150,2339,1
31,150,3758,1
31,50,1873,1
31,100,2030,1
31,0,2102,1
32,0,5814,1
32,150,5351,1
32,150,4852,1
32,100,6869,0
32,50,3681,1
32,50,4445,1
32,100,5543,1
32,0,1777,1
32,150,5481,1
32,150,NA,0
32,50,5270,1
32,0,3679,1
32,0,1741,1
32,100,4772,1
32,100,4231,1
32,50,3961,1
32,100,5735,1
32,150,3276,1
32,50,4374,1
32,50,2258,1
32,100,4610,1
32,0,1988,1
32,0,1749,1
32,150,4943,1
32,150,4529,1
32,50,5816,1
32,50,3954,1
32,100,3608,1
32,0,1232,1
32,0,3805,1
32,150,4914,1
32,100,4181,1
32,50,4069,1
32,100,5593,1
32,150,6309,1
32,0,4177,1
32,100,4810,0
32,150,3902,1
32,0,1270,1
32,50,3336,1
32,150,4068,1
32,0,2885,1
32,100,6108,1
32,150,2916,1
32,50,3730,1
32,100,3618,1
32,0,1489,1
32,50,2137,1
32,100,3385,1
32,150,3220,1
32,0,1235,1
32,0,2685,1
32,100,2935,1
32,50,1827,1
32,150,3110,1
32,50,2859,1
32,150,2588,1
32,100,3632,1
32,150,2770,1
32,100,4151,1
32,0,1562,1
32,0,2400,1
32,50,1874,1
32,50,2241,1
32,150,3210,1
32,0,1549,1
32,150,3147,1
32,0,2207,1
32,50,4027,1
32,50,1619,1
32,100,2045,1
32,100,3593,1
32,100,1611,1
32,100,3588,1
32,150,3326,0
32,0,3118,1
32,0,2004,1
32,50,2622,1
32,50,1725,1
32,150,2743,0
32,50,2052,1
32,0,1220,1
32,150,2862,1
32,50,2839,1
32,100,2992,1
32,0,2417,1
32,150,3942,1
32,100,4498,1
32,100,4884,1
32,50,1985,1
32,0,1197,1
32,150,2430,1
32,150,2561,0
32,50,2523,1
32,100,2172,1
32,0,3999,1
33,0,1518,1
33,150,3277,1
33,150,2526,1
33,100,2413,1
33,50,3305,1
33,50,2493,1
33,100,3070,1
33,0,1446,1
33,150,3001,1
33,150,2866,1
33,50,2372,0
33,0,2625,1
33,0,1710,1
33,100,1673,1
33,100,3256,0
33,50,2640,0
33,100,2787,1
33,150,2558,0
33,50,3356,1
33,50,4112,0
33,100,3435,1
33,0,1998,1
33,0,1889,1
33,150,2058,0
33,150,2657,1
33,50,2481,1
33,50,2531,1
33,100,3736,1
33,0,2325,1
33,0,2670,1
33,150,3753,0
33,100,2375,1
33,50,2338,1
33,100,2345,0
33,150,5263,1
33,0,3854,1
33,100,2553,1
33,150,2420,1
33,0,2563,1
33,50,2825,1
33,150,3019,0
33,0,2686,1
33,100,2095,1
33,150,2741,1
33,50,2075,1
33,100,4100,1
33,0,1474,1
33,50,1929,1
33,100,2172,1
