Subject,Time,condition,amplitude
8,169.92,Object,-4.7544
8,171.88,Object,-4.6604
8,173.83,Object,-4.5375
8,175.78,Object,-4.4156
8,177.73,Object,-4.2916
8,179.69,Object,-4.1216
8,181.64,Object,-3.8783
8,183.59,Object,-3.5929
8,185.55,Object,-3.2887
8,187.5,Object,-2.9648
8,189.45,Object,-2.6366
8,191.41,Object,-2.2946
8,193.36,Object,-1.901
8,195.31,Object,-1.4544
8,197.27,Object,-0.97025
8,199.22,Object,-0.441
8,201.17,Object,0.10952
8,203.13,Object,0.6215
8,205.08,Object,1.0883
8,207.03,Object,1.5488
8,208.98,Object,2.0147
8,210.94,Object,2.473
8,212.89,Object,2.9196
8,214.84,Object,3.3686
8,216.8,Object,3.8351
8,218.75,Object,4.3179
8,220.7,Object,4.7939
8,222.66,Object,5.2231
8,224.61,Object,5.5824
8,226.56,Object,5.9077
8,228.52,Object,6.2555
8,230.47,Object,6.6058
8,232.42,Object,6.887
8,234.38,Object,7.0831
8,236.33,Object,7.2326
8,238.28,Object,7.3564
8,240.23,Object,7.4548
8,242.19,Object,7.538
8,244.14,Object,7.6132
8,246.09,Object,7.6862
8,248.05,Object,7.7572
8,250,Object,7.8251
8,251.95,Object,7.9186
8,253.91,Object,8.0408
8,255.86,Object,8.1309
8,257.81,Object,8.139
8,259.77,Object,8.0644
8,261.72,Object,7.9338
8,263.67,Object,7.7969
8,265.63,Object,7.7006
8,267.58,Object,7.6594
8,269.53,Object,7.6758
8,271.48,Object,7.7439
8,273.44,Object,7.8484
8,275.39,Object,7.9715
8,277.34,Object,8.0873
8,279.3,Object,8.1643
8,281.25,Object,8.187
8,283.2,Object,8.1799
8,285.16,Object,8.1653
8,287.11,Object,8.1149
8,289.06,Object,8.0037
8,291.02,Object,7.8794
8,292.97,Object,7.7931
8,294.92,Object,7.7111
8,296.88,Object,7.612
8,298.83,Object,7.5341
8,300.78,Object,7.4724
8,302.73,Object,7.3909
8,304.69,Object,7.2962
8,306.64,Object,7.2094
8,308.59,Object,7.1291
8,310.55,Object,7.0548
8,312.5,Object,6.9941
8,314.45,Object,6.9282
8,316.41,Object,6.8434
8,318.36,Object,6.7554
8,320.31,Object,6.6516
8,322.27,Object,6.5132
8,324.22,Object,6.371
8,326.17,Object,6.2617
8,328.13,Object,6.1742
8,330.08,Object,6.0732
8,332.03,Object,5.9448
8,333.98,Object,5.8006
8,335.94,Object,5.6583
8,337.89,Object,5.5243
8,339.84,Object,5.3795
8,341.8,Object,5.1809
8,343.75,Object,4.9232
8,345.7,Object,4.6558
8,347.66,Object,4.4005
8,349.61,Object,4.155
8,351.56,Object,3.9424
8,353.52,Object,3.77
8,355.47,Object,3.6313
8,357.42,Object,3.5455
8,359.38,Object,3.5037
8,361.33,Object,3.4432
8,363.28,Object,3.3238
8,365.23,Object,3.1707
8,367.19,Object,3.0275
8,369.14,Object,2.8856
8,371.09,Object,2.7077
8,373.05,Object,2.5014
8,375,Object,2.3007
8,376.95,Object,2.1108
8,378.91,Object,1.9249
8,380.86,Object,1.7535
8,382.81,Object,1.6076
8,384.77,Object,1.4904
8,386.72,Object,1.3943
8,388.67,Object,1.3057
8,390.63,Object,1.2264
8,392.58,Object,1.1554
8,394.53,Object,1.0581
8,396.48,Object,0.90754
8,398.44,Object,0.73685
9,-99.609,Object,0.20708
9,-97.656,Object,0.16828
9,-95.703,Object,0.12334
9,-93.75,Object,0.085044
9,-91.797,Object,0.060811
9,-89.844,Object,0.047386
9,-87.891,Object,0.04388
9,-85.938,Object,0.051514
9,-83.984,Object,0.064424
9,-82.031,Object,0.07305
9,-80.078,Object,0.058463
9,-78.125,Object,0.0049981
9,-76.172,Object,-0.068934
9,-74.219,Object,-0.12809
9,-72.266,Object,-0.15498
9,-70.313,Object,-0.1462
9,-68.359,Object,-0.10823
9,-66.406,Object,-0.063753
9,-64.453,Object,-0.036283
9,-62.5,Object,-0.034926
9,-60.547,Object,-0.056284
9,-58.594,Object,-0.089656
9,-56.641,Object,-0.13306
9,-54.688,Object,-0.19779
9,-52.734,Object,-0.28033
9,-50.781,Object,-0.35692
9,-48.828,Object,-0.41309
9,-46.875,Object,-0.45127
9,-44.922,Object,-0.48134
9,-42.969,Object,-0.51618
9,-41.016,Object,-0.56299
9,-39.063,Object,-0.61449
9,-37.109,Object,-0.65706
9,-35.156,Object,-0.69212
9,-33.203,Object,-0.73402
9,-31.25,Object,-0.78406
9,-29.297,Object,-0.82779
9,-27.344,Object,-0.85719
9,-25.391,Object,-0.88155
9,-23.438,Object,-0.91445
9,-21.484,Object,-0.95712
9,-19.531,Object,-1.0038
9,-17.578,Object,-1.0464
9,-15.625,Object,-1.072
9,-13.672,Object,-1.0749
9,-11.719,Object,-1.0582
9,-9.7656,Object,-1.0299
9,-7.8125,Object,-1.0093
9,-5.8594,Object,-1.0083
9,-3.9063,Object,-1.0134
9,-1.9531,Object,-1.0151
9,0,Object,-1.0235
9,1.9531,Object,-1.0416
9,3.9063,Object,-1.0639
9,5.8594,Object,-1.0885
9,7.8125,Object,-1.1137
9,9.7656,Object,-1.131
9,11.719,Object,-1.1286
9,13.672,Object,-1.1074
9,15.625,Object,-1.0846
9,17.578,Object,-1.0819
9,19.531,Object,-1.1076
9,21.484,Object,-1.1437
9,23.438,Object,-1.1598
9,25.391,Object,-1.1428
9,27.344,Object,-1.1133
9,29.297,Object,-1.1008
9,31.25,Object,-1.1028
9,33.203,Object,-1.1005
9,35.156,Object,-1.0909
9,37.109,Object,-1.0824
9,39.063,Object,-1.0837
9,41.016,Object,-1.0921
9,42.969,Object,-1.0963
9,44.922,Object,-1.0948
9,46.875,Object,-1.097
9,48.828,Object,-1.1097
9,50.781,Object,-1.1287
9,52.734,Object,-1.138
9,54.688,Object,-1.1235
9,56.641,Object,-1.0876
9,58.594,Object,-1.0443
9,60.547,Object,-1.0156
9,62.5,Object,-1.0209
9,64.453,Object,-1.0587
9,66.406,Object,-1.1126
9,68.359,Object,-1.1717
9,70.313,Object,-1.2228
9,72.266,Object,-1.2411
9,74.219,Object,-1.2107
9,76.172,Object,-1.1328
9,78.125,Object,-1.0131
9,80.078,Object,-0.86025
9,82.031,Object,-0.68376
9,83.984,Object,-0.49354
9,85.938,Object,-0.29553
9,87.891,Object,-0.084175
9,89.844,Object,0.1478
9,91.797,Object,0.39762
9,93.75,Object,0.65657
9,95.703,Object,0.92088
9,97.656,Object,1.1915
9,99.609,Object,1.4588
9,101.56,Object,1.7016
9,103.52,Object,1.908
9,105.47,Object,2.0918
9,107.42,Object,2.2768
9,109.38,Object,2.4645
9,111.33,Object,2.6306
9,113.28,Object,2.7583
9,115.23,Object,2.8543
9,117.19,Object,2.9303
9,119.14,Object,2.9906
9,121.09,Object,3.0374
9,123.05,Object,3.0763
9,125,Object,3.1144
9,126.95,Object,3.1486
9,128.91,Object,3.163
9,130.86,Object,3.1432
9,132.81,Object,3.0808
9,134.77,Object,2.9756
9,136.72,Object,2.8391
9,138.67,Object,2.6823
9,140.63,Object,2.5088
9,142.58,Object,2.3141
9,144.53,Object,2.0874
9,146.48,Object,1.8316
9,148.44,Object,1.5669
9,150.39,Object,1.3176
9,152.34,Object,1.1017
9,154.3,Object,0.91945
9,156.25,Object,0.75743
9,158.2,Object,0.61211
9,160.16,Object,0.49187
9,162.11,Object,0.39159
9,164.06,Object,0.29461
9,166.02,Object,0.1945
9,167.97,Object,0.095323
9,169.92,Object,0.004901
9,171.88,Object,-0.070168
9,173.83,Object,-0.13162
9,175.78,Object,-0.18427
9,177.73,Object,-0.22333
9,179.69,Object,-0.24131
9,181.64,Object,-0.24116
9,183.59,Object,-0.23143
9,185.55,Object,-0.21578
9,187.5,Object,-0.19483
9,189.45,Object,-0.18069
9,191.41,Object,-0.19291
9,193.36,Object,-0.23122
9,195.31,Object,-0.27081
9,197.27,Object,-0.28677
9,199.22,Object,-0.26777
9,201.17,Object,-0.21344
9,203.13,Object,-0.13308
9,205.08,Object,-0.041394
9,207.03,Object,0.055491
9,208.98,Object,0.16295
9,210.94,Object,0.28286
9,212.89,Object,0.41212
9,214.84,Object,0.54804
9,216.8,Object,0.68234
9,218.75,Object,0.80755999999999994
9,220.7,Object,0.92758
9,222.66,Object,1.049
9,224.61,Object,1.1724
9,226.56,Object,1.2967
9,228.52,Object,1.4225
9,230.47,Object,1.5477
9,232.42,Object,1.6622
9,234.38,Object,1.7532
9,236.33,Object,1.822
9,238.28,Object,1.8821
9,240.23,Object,1.9419
9,242.19,Object,2.0022
9,244.14,Object,2.0586
9,246.09,Object,2.1042
9,248.05,Object,2.1396
9,250,Object,2.1671
9,251.95,Object,2.1809
9,253.91,Object,2.1795
9,255.86,Object,2.1733
9,257.81,Object,2.1713
9,259.77,Object,2.1726
9,261.72,Object,2.1688
9,263.67,Object,2.1545
9,265.63,Object,2.132
9,267.58,Object,2.105
9,269.53,Object,2.0802
9,271.48,Object,2.062
9,273.44,Object,2.042
9,275.39,Object,2.0097
9,277.34,Object,1.9743
9,279.3,Object,1.9586
9,281.25,Object,1.9755
9,283.2,Object,2.0218
9,285.16,Object,2.0839
9,287.11,Object,2.147
9,289.06,Object,2.2027
9,291.02,Object,2.2462
9,292.97,Object,2.2762
9,294.92,Object,2.2998
9,296.88,Object,2.3251
9,298.83,Object,2.3514
9,300.78,Object,2.3779
9,302.73,Object,2.4134
9,304.69,Object,2.4684
9,306.64,Object,2.543
9,308.59,Object,2.6265
9,310.55,Object,2.7012
9,312.5,Object,2.7563
9,314.45,Object,2.7991
9,316.41,Object,2.8443
9,318.36,Object,2.9056
9,320.31,Object,2.9883
9,322.27,Object,3.0864
9,324.22,Object,3.1952
9,326.17,Object,3.3104
9,328.13,Object,3.4163
9,330.08,Object,3.4973
9,332.03,Object,3.5524
9,333.98,Object,3.5899
9,335.94,Object,3.6189
9,337.89,Object,3.6508
9,339.84,Object,3.6937
9,341.8,Object,3.7467
9,343.75,Object,3.8004
9,345.7,Object,3.8438
9,347.66,Object,3.8704
9,349.61,Object,3.8846
9,351.56,Object,3.8999
9,353.52,Object,3.9234
9,355.47,Object,3.9492
9,357.42,Object,3.9669
9,359.38,Object,3.9748
9,361.33,Object,3.9797
9,363.28,Object,3.9874
9,365.23,Object,4.0047
9,367.19,Object,4.0432
9,369.14,Object,4.1061
9,371.09,Object,4.1802
9,373.05,Object,4.2488
9,375,Object,4.3034
9,376.95,Object,4.3437
9,378.91,Object,4.3708
9,380.86,Object,4.3823
9,382.81,Object,4.3783
9,384.77,Object,4.3664
9,386.72,Object,4.3567
9,388.67,Object,4.3517
9,390.63,Object,4.3503
9,392.58,Object,4.3603
9,394.53,Object,4.392
9,396.48,Object,4.4449
9,398.44,Object,4.5032
10,-99.609,Object,0.032977
10,-97.656,Object,0.055339
10,-95.703,Object,0.082173
10,-93.75,Object,0.085788
10,-91.797,Object,0.066955
10,-89.844,Object,0.052421
10,-87.891,Object,0.054617
10,-85.938,Object,0.070623
10,-83.984,Object,0.098763
10,-82.031,Object,0.12965
10,-80.078,Object,0.1423
10,-78.125,Object,0.12506
10,-76.172,Object,0.073988
10,-74.219,Object,-0.003171
10,-72.266,Object,-0.06572
10,-70.313,Object,-0.085058
10,-68.359,Object,-0.080133
10,-66.406,Object,-0.07325
10,-64.453,Object,-0.06563
10,-62.5,Object,-0.062257
10,-60.547,Object,-0.085162
10,-58.594,Object,-0.13962
10,-56.641,Object,-0.19651
10,-54.688,Object,-0.24128
10,-52.734,Object,-0.2931
10,-50.781,Object,-0.36069
10,-48.828,Object,-0.42449
10,-46.875,Object,-0.45596
10,-44.922,Object,-0.44696
10,-42.969,Object,-0.43013
10,-41.016,Object,-0.44375
10,-39.063,Object,-0.47632
10,-37.109,Object,-0.48027
10,-35.156,Object,-0.43035
10,-33.203,Object,-0.34768
10,-31.25,Object,-0.27864
10,-29.297,Object,-0.24553
10,-27.344,Object,-0.22656
10,-25.391,Object,-0.19513
10,-23.438,Object,-0.15033
10,-21.484,Object,-0.1061
10,-19.531,Object,-0.0717
10,-17.578,Object,-0.039708
10,-15.625,Object,-0.0027231
10,-13.672,Object,0.0063364
10,-11.719,Object,-0.06316
10,-9.7656,Object,-0.20816
10,-7.8125,Object,-0.37186
10,-5.8594,Object,-0.50297
10,-3.9063,Object,-0.59164
10,-1.9531,Object,-0.64863
10,0,Object,-0.66869
10,1.9531,Object,-0.64713
10,3.9063,Object,-0.60261
10,5.8594,Object,-0.55597
10,7.8125,Object,-0.50655
10,9.7656,Object,-0.4409
10,11.719,Object,-0.36777
10,13.672,Object,-0.31258
10,15.625,Object,-0.27471
10,17.578,Object,-0.23518
10,19.531,Object,-0.1985
10,21.484,Object,-0.19805
10,23.438,Object,-0.25696
10,25.391,Object,-0.35902
10,27.344,Object,-0.4696
10,29.297,Object,-0.57022
10,31.25,Object,-0.65789
10,33.203,Object,-0.71988
10,35.156,Object,-0.74039
10,37.109,Object,-0.72831
10,39.063,Object,-0.70625
10,41.016,Object,-0.68515
10,42.969,Object,-0.66272
10,44.922,Object,-0.63105
10,46.875,Object,-0.5878
10,48.828,Object,-0.54171
10,50.781,Object,-0.49191
10,52.734,Object,-0.42008
10,54.688,Object,-0.32617
10,56.641,Object,-0.23932
10,58.594,Object,-0.17594
10,60.547,Object,-0.11565
10,62.5,Object,-0.028385
10,64.453,Object,0.10094
10,66.406,Object,0.28235
10,68.359,Object,0.53629
10,70.313,Object,0.89806
10,72.266,Object,1.3972
10,74.219,Object,2.0179
10,76.172,Object,2.7025
10,78.125,Object,3.4117
10,80.078,Object,4.1431
10,82.031,Object,4.8842
10,83.984,Object,5.585
10,85.938,Object,6.2058
10,87.891,Object,6.7646
10,89.844,Object,7.2952
10,91.797,Object,7.7985
10,93.75,Object,8.2552
10,95.703,Object,8.647
10,97.656,Object,8.964
10,99.609,Object,9.2103
10,101.56,Object,9.4047
10,103.52,Object,9.564
10,105.47,Object,9.6956
10,107.42,Object,9.8063
10,109.38,Object,9.8896
10,111.33,Object,9.9113
10,113.28,Object,9.8391
10,115.23,Object,9.6677
10,117.19,Object,9.4192
10,119.14,Object,9.1285
10,121.09,Object,8.8202
10,123.05,Object,8.5068
10,125,Object,8.1919
10,126.95,Object,7.8634
10,128.91,Object,7.5018
10,130.86,Object,7.0926
10,132.81,Object,6.6254
10,134.77,Object,6.0872
10,136.72,Object,5.4611
10,138.67,Object,4.7331
10,140.63,Object,3.9044
10,142.58,Object,2.9928
10,144.53,Object,2.0312
10,146.48,Object,1.0608
10,148.44,Object,0.10632
10,150.39,Object,-0.81795
10,152.34,Object,-1.6745
10,154.3,Object,-2.4166
10,156.25,Object,-3.0329
10,158.2,Object,-3.5387
10,160.16,Object,-3.9322
10,162.11,Object,-4.2094
10,164.06,Object,-4.4017
10,166.02,Object,-4.5485
10,167.97,Object,-4.6444
10,169.92,Object,-4.6547
10,171.88,Object,-4.5654
10,173.83,Object,-4.3935
10,175.78,Object,-4.1708
10,177.73,Object,-3.925
10,179.69,Object,-3.6729
10,181.64,Object,-3.4234
10,183.59,Object,-3.1745
10,185.55,Object,-2.9202
10,187.5,Object,-2.6601
10,189.45,Object,-2.4027
10,191.41,Object,-2.1688
10,193.36,Object,-1.9598
10,195.31,Object,-1.7466
10,197.27,Object,-1.5131
10,199.22,Object,-1.2575
10,201.17,Object,-0.98999
10,203.13,Object,-0.73616
10,205.08,Object,-0.50892
10,207.03,Object,-0.3158
10,208.98,Object,-0.18104
10,210.94,Object,-0.10849
10,212.89,Object,-0.060163
10,214.84,Object,-0.011434
10,216.8,Object,0.034333
10,218.75,Object,0.077793
10,220.7,Object,0.11668
10,222.66,Object,0.14684
10,224.61,Object,0.17797
10,226.56,Object,0.20574
10,228.52,Object,0.1986
10,230.47,Object,0.14612
10,232.42,Object,0.072477
10,234.38,Object,5.7689e-4
10,236.33,Object,-0.053048
10,238.28,Object,-0.069158
10,240.23,Object,-0.043006
10,242.19,Object,0.0062586
10,244.14,Object,0.057135
10,246.09,Object,0.1004
10,248.05,Object,0.13935
10,250,Object,0.18056
10,251.95,Object,0.22844
10,253.91,Object,0.29597
10,255.86,Object,0.38448
10,257.81,Object,0.46534
10,259.77,Object,0.52822
10,261.72,Object,0.60445
10,263.67,Object,0.71165
10,265.63,Object,0.83191
10,267.58,Object,0.94047
10,269.53,Object,1.0142
10,271.48,Object,1.0409
10,273.44,Object,1.0289
10,275.39,Object,0.99612
10,277.34,Object,0.97
10,279.3,Object,0.9746
10,281.25,Object,1.0042
10,283.2,Object,1.0348
10,285.16,Object,1.0526
10,287.11,Object,1.061
10,289.06,Object,1.0818
10,291.02,Object,1.1362
10,292.97,Object,1.221
10,294.92,Object,1.3322
10,296.88,Object,1.4826
10,298.83,Object,1.6695
10,300.78,Object,1.8744
10,302.73,Object,2.09
10,304.69,Object,2.301
10,306.64,Object,2.4861
10,308.59,Object,2.649
10,310.55,Object,2.7909
10,312.5,Object,2.8906
10,314.45,Object,2.9417
10,316.41,Object,2.9632
10,318.36,Object,2.9695
10,320.31,Object,2.9611
10,322.27,Object,2.9491
10,324.22,Object,2.95
10,326.17,Object,2.9589
10,328.13,Object,2.9609
10,330.08,Object,2.9544
10,332.03,Object,2.958
10,333.98,Object,2.9964
10,335.94,Object,3.0725
10,337.89,Object,3.1632
10,339.84,Object,3.248
10,341.8,Object,3.3322
10,343.75,Object,3.425
10,345.7,Object,3.509
10,347.66,Object,3.5491
10,349.61,Object,3.5381
10,351.56,Object,3.5046
10,353.52,Object,3.4571
10,355.47,Object,3.3828
10,357.42,Object,3.2955
10,359.38,Object,3.2251
10,361.33,Object,3.1783
10,363.28,Object,3.1406
10,365.23,Object,3.1016
10,367.19,Object,3.0639
10,369.14,Object,3.0445
10,371.09,Object,3.0474
10,373.05,Object,3.0305
10,375,Object,2.9511
10,376.95,Object,2.8268
10,378.91,Object,2.7044
10,380.86,Object,2.5991
10,382.81,Object,2.4906
10,384.77,Object,2.362
10,386.72,Object,2.2293
10,388.67,Object,2.1235
10,390.63,Object,2.0589
10,392.58,Object,2.0222
10,394.53,Object,1.982
10,396.48,Object,1.9194
10,398.44,Object,1.8472
11,-99.609,Object,0.6321
11,-97.656,Object,0.56546
11,-95.703,Object,0.46635
11,-93.75,Object,0.34809
11,-91.797,Object,0.24418
11,-89.844,Object,0.17622
11,-87.891,Object,0.14822
11,-85.938,Object,0.15316
11,-83.984,Object,0.17512
11,-82.031,Object,0.20795
11,-80.078,Object,0.24366
11,-78.125,Object,0.25382
11,-76.172,Object,0.22095
11,-74.219,Object,0.16719
11,-72.266,Object,0.13171
11,-70.313,Object,0.11935
11,-68.359,Object,0.1005
11,-66.406,Object,0.063806
11,-64.453,Object,0.022673
11,-62.5,Object,-0.015596
11,-60.547,Object,-0.055222
11,-58.594,Object,-0.098516
11,-56.641,Object,-0.14632
11,-54.688,Object,-0.2068
11,-52.734,Object,-0.27797
11,-50.781,Object,-0.34756
11,-48.828,Object,-0.41199
11,-46.875,Object,-0.45443
11,-44.922,Object,-0.4478
11,-42.969,Object,-0.40381
11,-41.016,Object,-0.35949
11,-39.063,Object,-0.33491
11,-37.109,Object,-0.33785
11,-35.156,Object,-0.35586
11,-33.203,Object,-0.34755
11,-31.25,Object,-0.28263
11,-29.297,Object,-0.17389
11,-27.344,Object,-0.051792
11,-25.391,Object,0.064891
11,-23.438,Object,0.15771
11,-21.484,Object,0.20813
11,-19.531,Object,0.22077
11,-17.578,Object,0.21952
11,-15.625,Object,0.22453
11,-13.672,Object,0.24136
11,-11.719,Object,0.26957
11,-9.7656,Object,0.30014
11,-7.8125,Object,0.30363
11,-5.8594,Object,0.26173
11,-3.9063,Object,0.20262
11,-1.9531,Object,0.17386
11,0,Object,0.1797
11,1.9531,Object,0.18427
11,3.9063,Object,0.17728
11,5.8594,Object,0.18415
11,7.8125,Object,0.21991
11,9.7656,Object,0.27184
11,11.719,Object,0.32415
11,13.672,Object,0.36837
11,15.625,Object,0.39037
11,17.578,Object,0.38617
11,19.531,Object,0.37468
11,21.484,Object,0.37211
11,23.438,Object,0.37724
11,25.391,Object,0.37962
11,27.344,Object,0.38149
11,29.297,Object,0.39763
11,31.25,Object,0.42941
11,33.203,Object,0.45965
11,35.156,Object,0.46908
11,37.109,Object,0.46022
11,39.063,Object,0.45034
11,41.016,Object,0.44042
11,42.969,Object,0.4163
11,44.922,Object,0.37494
11,46.875,Object,0.33822
11,48.828,Object,0.32757
11,50.781,Object,0.33682
11,52.734,Object,0.35179
11,54.688,Object,0.37401
11,56.641,Object,0.42338
11,58.594,Object,0.52656
11,60.547,Object,0.68425
11,62.5,Object,0.86874
11,64.453,Object,1.0571
11,66.406,Object,1.2351
11,68.359,Object,1.3982
11,70.313,Object,1.5804
11,72.266,Object,1.837
11,74.219,Object,2.1736
11,76.172,Object,2.5472
11,78.125,Object,2.9253
11,80.078,Object,3.2972
11,82.031,Object,3.6718
11,83.984,Object,4.0817
11,85.938,Object,4.5265
11,87.891,Object,4.9155
11,89.844,Object,5.1387
11,91.797,Object,5.1639
11,93.75,Object,5.0171
11,95.703,Object,4.7263
11,97.656,Object,4.305
11,99.609,Object,3.7807
11,101.56,Object,3.2299
11,103.52,Object,2.7566
11,105.47,Object,2.4232
11,107.42,Object,2.212
11,109.38,Object,2.0934
11,111.33,Object,2.097
11,113.28,Object,2.2747
11,115.23,Object,2.6418
11,117.19,Object,3.1496
11,119.14,Object,3.7003
11,121.09,Object,4.21
11,123.05,Object,4.6494
11,125,Object,5.0125
11,126.95,Object,5.2764
11,128.91,Object,5.4187
11,130.86,Object,5.4382
11,132.81,Object,5.3319
11,134.77,Object,5.0788
11,136.72,Object,4.6625
11,138.67,Object,4.0955
11,140.63,Object,3.4167
11,142.58,Object,2.6653
11,144.53,Object,1.8814
11,146.48,Object,1.1234
11,148.44,Object,0.43368
11,150.39,Object,-0.18556
11,152.34,Object,-0.71561
11,154.3,Object,-1.1062
11,156.25,Object,-1.3568
11,158.2,Object,-1.5401
11,160.16,Object,-1.7168
11,162.11,Object,-1.8931
11,164.06,Object,-2.0587
11,166.02,Object,-2.2092
11,167.97,Object,-2.3305
11,169.92,Object,-2.385
11,171.88,Object,-2.3283
11,173.83,Object,-2.1548
11,175.78,Object,-1.9011
11,177.73,Object,-1.595
11,179.69,Object,-1.2362
11,181.64,Object,-0.82128
11,183.59,Object,-0.36725
11,185.55,Object,0.095399
11,187.5,Object,0.54751
11,189.45,Object,0.97867
11,191.41,Object,1.392
11,193.36,Object,1.825
11,195.31,Object,2.321
11,197.27,Object,2.8811
11,199.22,Object,3.458
11,201.17,Object,4.003
11,203.13,Object,4.5093
11,205.08,Object,4.9895
11,207.03,Object,5.442
11,208.98,Object,5.8631
11,210.94,Object,6.2532
11,212.89,Object,6.6028
11,214.84,Object,6.9026
11,216.8,Object,7.141
11,218.75,Object,7.3055
11,220.7,Object,7.403
11,222.66,Object,7.4365
11,224.61,Object,7.3925
11,226.56,Object,7.2799
11,228.52,Object,7.1387
11,230.47,Object,7.0161
11,232.42,Object,6.9278
11,234.38,Object,6.8399
11,236.33,Object,6.7261
11,238.28,Object,6.602
11,240.23,Object,6.4812
11,242.19,Object,6.3622
11,244.14,Object,6.2523
11,246.09,Object,6.1597
11,248.05,Object,6.0796
11,250,Object,5.9972
11,251.95,Object,5.9033
11,253.91,Object,5.8153
11,255.86,Object,5.7638
11,257.81,Object,5.7538
11,259.77,Object,5.7683
11,261.72,Object,5.8129
11,263.67,Object,5.9027
11,265.63,Object,6.0086
11,267.58,Object,6.0942
11,269.53,Object,6.1706
11,271.48,Object,6.2615
11,273.44,Object,6.3632
11,275.39,Object,6.4536
11,277.34,Object,6.5221
11,279.3,Object,6.582
11,281.25,Object,6.6328
11,283.2,Object,6.6378
11,285.16,Object,6.5711
11,287.11,Object,6.458
11,289.06,Object,6.3497
11,291.02,Object,6.2707
11,292.97,Object,6.2079
11,294.92,Object,6.1484
11,296.88,Object,6.0989
11,298.83,Object,6.0675
11,300.78,Object,6.044
11,302.73,Object,5.9972
11,304.69,Object,5.8937
11,306.64,Object,5.7417
11,308.59,Object,5.5891
11,310.55,Object,5.4708
11,312.5,Object,5.3853
11,314.45,Object,5.3029
11,316.41,Object,5.1872
11,318.36,Object,5.0188
11,320.31,Object,4.8174
11,322.27,Object,4.6355
11,324.22,Object,4.5102
11,326.17,Object,4.4377
11,328.13,Object,4.3862
11,330.08,Object,4.3195
11,332.03,Object,4.2212
11,333.98,Object,4.1011
11,335.94,Object,3.9871
11,337.89,Object,3.9033
11,339.84,Object,3.8425
11,341.8,Object,3.7818
11,343.75,Object,3.7267
11,345.7,Object,3.7078
11,347.66,Object,3.7306
11,349.61,Object,3.7616
11,351.56,Object,3.7669
11,353.52,Object,3.7434
11,355.47,Object,3.7114
11,357.42,Object,3.6879
11,359.38,Object,3.6842
11,361.33,Object,3.7014
11,363.28,Object,3.7079
11,365.23,Object,3.6664
11,367.19,Object,3.5871
11,369.14,Object,3.5108
11,371.09,Object,3.4581
11,373.05,Object,3.4296
11,375,Object,3.4226
11,376.95,Object,3.4154
11,378.91,Object,3.3838
11,380.86,Object,3.3359
11,382.81,Object,3.2971
11,384.77,Object,3.2777
11,386.72,Object,3.2621000000000002
11,388.67,Object,3.2313
11,390.63,Object,3.1899
11,392.58,Object,3.1501
11,394.53,Object,3.1063
11,396.48,Object,3.0413
11,398.44,Object,2.9449
12,-99.609,Object,0.34717
12,-97.656,Object,0.36007
12,-95.703,Object,0.37666
12,-93.75,Object,0.4069
12,-91.797,Object,0.44153
12,-89.844,Object,0.4685
12,-87.891,Object,0.47897
12,-85.938,Object,0.4677
12,-83.984,Object,0.43842
12,-82.031,Object,0.40382
12,-80.078,Object,0.37891
12,-78.125,Object,0.36932
12,-76.172,Object,0.35453
12,-74.219,Object,0.3109
12,-72.266,Object,0.24553
12,-70.313,Object,0.17446
12,-68.359,Object,0.1143
12,-66.406,Object,0.10238
12,-64.453,Object,0.15273
12,-62.5,Object,0.22369
12,-60.547,Object,0.26996
12,-58.594,Object,0.27877999999999997
12,-56.641,Object,0.26469
12,-54.688,Object,0.24606
12,-52.734,Object,0.22341
12,-50.781,Object,0.19743
12,-48.828,Object,0.17078
12,-46.875,Object,0.12865
12,-44.922,Object,0.0687
12,-42.969,Object,0.011939
12,-41.016,Object,-0.03498
12,-39.063,Object,-0.074796
12,-37.109,Object,-0.099056
12,-35.156,Object,-0.10348
12,-33.203,Object,-0.093428
12,-31.25,Object,-0.071958
12,-29.297,Object,-0.041616
12,-27.344,Object,-0.0078156
12,-25.391,Object,0.023618
12,-23.438,Object,0.045172
12,-21.484,Object,0.055998
12,-19.531,Object,0.062503
12,-17.578,Object,0.062603
12,-15.625,Object,0.058574
12,-13.672,Object,0.065876
12,-11.719,Object,0.08573
12,-9.7656,Object,0.10644
12,-7.8125,Object,0.1279
12,-5.8594,Object,0.16047
12,-3.9063,Object,0.20891
12,-1.9531,Object,0.25759
12,0,Object,0.28297
12,1.9531,Object,0.28423
12,3.9063,Object,0.28053
12,5.8594,Object,0.29015
12,7.8125,Object,0.31737
12,9.7656,Object,0.34926
12,11.719,Object,0.37658
12,13.672,Object,0.40833
12,15.625,Object,0.44651
12,17.578,Object,0.47247
12,19.531,Object,0.47656
12,21.484,Object,0.46849
12,23.438,Object,0.45916
12,25.391,Object,0.45341
12,27.344,Object,0.44707
12,29.297,Object,0.4366
12,31.25,Object,0.43125
12,33.203,Object,0.43507
12,35.156,Object,0.43946
12,37.109,Object,0.44082
12,39.063,Object,0.43637
12,41.016,Object,0.4188
12,42.969,Object,0.38908
12,44.922,Object,0.35374
12,46.875,Object,0.31274
12,48.828,Object,0.26308
12,50.781,Object,0.21256
12,52.734,Object,0.17803
12,54.688,Object,0.17396
12,56.641,Object,0.21709
