Subject,Time,condition,amplitude
1,-99.609,Object,0.07594
1,-97.656,Object,0.11576
1,-95.703,Object,0.14416
1,-93.75,Object,0.15562
1,-91.797,Object,0.16782
1,-89.844,Object,0.2028
1,-87.891,Object,0.26007
1,-85.938,Object,0.31901
1,-83.984,Object,0.36099
1,-82.031,Object,0.36508
1,-80.078,Object,0.3129
1,-78.125,Object,0.23205
1,-76.172,Object,0.1765
1,-74.219,Object,0.16186
1,-72.266,Object,0.17335
1,-70.313,Object,0.20305
1,-68.359,Object,0.24176
1,-66.406,Object,0.2684
1,-64.453,Object,0.26793
1,-62.5,Object,0.23813
1,-60.547,Object,0.18693
1,-58.594,Object,0.13327
1,-56.641,Object,0.088657
1,-54.688,Object,0.044374
1,-52.734,Object,-0.0029902
1,-50.781,Object,-0.041912
1,-48.828,Object,-0.069405
1,-46.875,Object,-0.086181
1,-44.922,Object,-0.083624
1,-42.969,Object,-0.06403
1,-41.016,Object,-0.051653
1,-39.063,Object,-0.062719
1,-37.109,Object,-0.082305
1,-35.156,Object,-0.088262
1,-33.203,Object,-0.078706
1,-31.25,Object,-0.067799
1,-29.297,Object,-0.06189
1,-27.344,Object,-0.052634
1,-25.391,Object,-0.039481
1,-23.438,Object,-0.025119
1,-21.484,Object,-0.001396
1,-19.531,Object,0.026085
1,-17.578,Object,0.03798
1,-15.625,Object,0.02776
1,-13.672,Object,-0.0023234
1,-11.719,Object,-0.04325
1,-9.7656,Object,-0.07354
1,-7.8125,Object,-0.078876
1,-5.8594,Object,-0.065582
1,-3.9063,Object,-0.042308
1,-1.9531,Object,-0.0094305
1,0,Object,0.026113
1,1.9531,Object,0.055706
1,3.9063,Object,0.083442
1,5.8594,Object,0.10589
1,7.8125,Object,0.10559
1,9.7656,Object,0.077869
1,11.719,Object,0.034517
1,13.672,Object,-0.0078536
1,15.625,Object,-0.033687
1,17.578,Object,-0.040095
1,19.531,Object,-0.036646
1,21.484,Object,-0.025665
1,23.438,Object,-0.0016437
1,25.391,Object,0.020676
1,27.344,Object,0.0092527
1,29.297,Object,-0.045174
1,31.25,Object,-0.10907
1,33.203,Object,-0.136
1,35.156,Object,-0.11904000000000001
1,37.109,Object,-0.092437
1,39.063,Object,-0.084337
1,41.016,Object,-0.092423
1,42.969,Object,-0.10627
1,44.922,Object,-0.12479
1,46.875,Object,-0.14313
1,48.828,Object,-0.15717
1,50.781,Object,-0.17791
1,52.734,Object,-0.21515
1,54.688,Object,-0.25859
1,56.641,Object,-0.28123
1,58.594,Object,-0.25453
1,60.547,Object,-0.16833
1,62.5,Object,-0.035918
1,64.453,Object,0.117
1,66.406,Object,0.2715
1,68.359,Object,0.42803
1,70.313,Object,0.58902
1,72.266,Object,0.75275
1,74.219,Object,0.93127
1,76.172,Object,1.1392
1,78.125,Object,1.3689
1,80.078,Object,1.6013
1,82.031,Object,1.8227
1,83.984,Object,2.0194
1,85.938,Object,2.1767
1,87.891,Object,2.278
1,89.844,Object,2.3109
1,91.797,Object,2.292
1,93.75,Object,2.2595
1,95.703,Object,2.2493
1,97.656,Object,2.2904
1,99.609,Object,2.403
1,101.56,Object,2.6034
1,103.52,Object,2.9006
1,105.47,Object,3.2901
1,107.42,Object,3.761
1,109.38,Object,4.2962
1,111.33,Object,4.8682
1,113.28,Object,5.4413
1,115.23,Object,5.9769
1,117.19,Object,6.441
1,119.14,Object,6.8225
1,121.09,Object,7.1362
1,123.05,Object,7.4014
1,125,Object,7.6209
1,126.95,Object,7.7764
1,128.91,Object,7.8363
1,130.86,Object,7.7664
1,132.81,Object,7.5421
1,134.77,Object,7.1591
1,136.72,Object,6.6196
1,138.67,Object,5.9271
1,140.63,Object,5.1122
1,142.58,Object,4.236
1,144.53,Object,3.3554
1,146.48,Object,2.5047
1,148.44,Object,1.7106
1,150.39,Object,1.004
1,152.34,Object,0.38567
1,154.3,Object,-0.17886
1,156.25,Object,-0.69996
1,158.2,Object,-1.1542
1,160.16,Object,-1.524
1,162.11,Object,-1.805
1,164.06,Object,-2.0018
1,166.02,Object,-2.1254
1,167.97,Object,-2.1816
1,169.92,Object,-2.176
1,171.88,Object,-2.1205
1,173.83,Object,-2.0181
1,175.78,Object,-1.8647
1,177.73,Object,-1.6662
1,179.69,Object,-1.4402
1,181.64,Object,-1.1961
1,183.59,Object,-0.91787
1,185.55,Object,-0.5817
1,187.5,Object,-0.17797
1,189.45,Object,0.29468
1,191.41,Object,0.83054
1,193.36,Object,1.411
1,195.31,Object,2.0168
1,197.27,Object,2.6459
1,199.22,Object,3.3046
1,201.17,Object,3.9849
1,203.13,Object,4.6714
1,205.08,Object,5.3484
1,207.03,Object,5.9921
1,208.98,Object,6.5933
1,210.94,Object,7.168
1,212.89,Object,7.7305
1,214.84,Object,8.2783
1,216.8,Object,8.8041
1,218.75,Object,9.3134
1,220.7,Object,9.8193
1,222.66,Object,10.324
1,224.61,Object,10.822
1,226.56,Object,11.312
1,228.52,Object,11.786
1,230.47,Object,12.232
1,232.42,Object,12.654
1,234.38,Object,13.062
1,236.33,Object,13.456
1,238.28,Object,13.828
1,240.23,Object,14.171
1,242.19,Object,14.488
1,244.14,Object,14.788
1,246.09,Object,15.073
1,248.05,Object,15.332
1,250,Object,15.558
1,251.95,Object,15.754
1,253.91,Object,15.92
1,255.86,Object,16.045
1,257.81,Object,16.117
1,259.77,Object,16.143
1,261.72,Object,16.14
1,263.67,Object,16.122
1,265.63,Object,16.098
1,267.58,Object,16.068
1,269.53,Object,16.031
1,271.48,Object,15.984
1,273.44,Object,15.93
1,275.39,Object,15.878
1,277.34,Object,15.816
1,279.3,Object,15.731
1,281.25,Object,15.635
1,283.2,Object,15.539
1,285.16,Object,15.432
1,287.11,Object,15.301
1,289.06,Object,15.152
1,291.02,Object,14.998
1,292.97,Object,14.852
1,294.92,Object,14.727
1,296.88,Object,14.629
1,298.83,Object,14.548
1,300.78,Object,14.465
1,302.73,Object,14.364
1,304.69,Object,14.235
1,306.64,Object,14.072
1,308.59,Object,13.89
1,310.55,Object,13.711
1,312.5,Object,13.553
1,314.45,Object,13.411
1,316.41,Object,13.271
1,318.36,Object,13.123
1,320.31,Object,12.981
1,322.27,Object,12.866
1,324.22,Object,12.78
1,326.17,Object,12.709
1,328.13,Object,12.64
1,330.08,Object,12.576
1,332.03,Object,12.529
1,333.98,Object,12.505
1,335.94,Object,12.506
1,337.89,Object,12.525
1,339.84,Object,12.548
1,341.8,Object,12.574
1,343.75,Object,12.606
1,345.7,Object,12.643
1,347.66,Object,12.684
1,349.61,Object,12.739
1,351.56,Object,12.815
1,353.52,Object,12.916
1,355.47,Object,13.04
1,357.42,Object,13.178
1,359.38,Object,13.308
1,361.33,Object,13.42
1,363.28,Object,13.516
1,365.23,Object,13.614
1,367.19,Object,13.728
1,369.14,Object,13.853
1,371.09,Object,13.97
1,373.05,Object,14.059
1,375,Object,14.115
1,376.95,Object,14.153
1,378.91,Object,14.187
1,380.86,Object,14.207
1,382.81,Object,14.201
1,384.77,Object,14.178
1,386.72,Object,14.157
1,388.67,Object,14.152
1,390.63,Object,14.166
1,392.58,Object,14.186
1,394.53,Object,14.193
1,396.48,Object,14.18
1,398.44,Object,14.158
2,-99.609,Object,0.1445
2,-97.656,Object,0.079737
2,-95.703,Object,0.022168
2,-93.75,Object,-0.021486
2,-91.797,Object,-0.071905
2,-89.844,Object,-0.13737
2,-87.891,Object,-0.20233
2,-85.938,Object,-0.25572
2,-83.984,Object,-0.3024
2,-82.031,Object,-0.34676
2,-80.078,Object,-0.39241
2,-78.125,Object,-0.44866
2,-76.172,Object,-0.5085
2,-74.219,Object,-0.55048
2,-72.266,Object,-0.57913
2,-70.313,Object,-0.62017
2,-68.359,Object,-0.6776
2,-66.406,Object,-0.73527
2,-64.453,Object,-0.78206
2,-62.5,Object,-0.81052
2,-60.547,Object,-0.814
2,-58.594,Object,-0.79985
2,-56.641,Object,-0.78307
2,-54.688,Object,-0.76373
2,-52.734,Object,-0.74123000000000006
2,-50.781,Object,-0.72854
2,-48.828,Object,-0.72781
2,-46.875,Object,-0.7236
2,-44.922,Object,-0.70333
2,-42.969,Object,-0.67368
2,-41.016,Object,-0.66212
2,-39.063,Object,-0.68622
2,-37.109,Object,-0.73868
2,-35.156,Object,-0.80688
2,-33.203,Object,-0.87133
2,-31.25,Object,-0.91473
2,-29.297,Object,-0.93286
2,-27.344,Object,-0.91621
2,-25.391,Object,-0.86106
2,-23.438,Object,-0.78658
2,-21.484,Object,-0.72068
2,-19.531,Object,-0.6848
2,-17.578,Object,-0.67754
2,-15.625,Object,-0.67497
2,-13.672,Object,-0.66572
2,-11.719,Object,-0.66863
2,-9.7656,Object,-0.69193
2,-7.8125,Object,-0.70881
2,-5.8594,Object,-0.70696
2,-3.9063,Object,-0.71612
2,-1.9531,Object,-0.7587
2,0,Object,-0.81524
2,1.9531,Object,-0.86146
2,3.9063,Object,-0.89584
2,5.8594,Object,-0.92046
2,7.8125,Object,-0.93715
2,9.7656,Object,-0.94833
2,11.719,Object,-0.94247
2,13.672,Object,-0.91246
2,15.625,Object,-0.8737
2,17.578,Object,-0.83577
2,19.531,Object,-0.78843
2,21.484,Object,-0.7211
2,23.438,Object,-0.6344
2,25.391,Object,-0.54076
2,27.344,Object,-0.46226
2,29.297,Object,-0.41512
2,31.25,Object,-0.39924
2,33.203,Object,-0.40991
2,35.156,Object,-0.44741
2,37.109,Object,-0.49962
2,39.063,Object,-0.531
2,41.016,Object,-0.52929
2,42.969,Object,-0.52416
2,44.922,Object,-0.53276
2,46.875,Object,-0.53738
2,48.828,Object,-0.51777
2,50.781,Object,-0.47782
2,52.734,Object,-0.43296
2,54.688,Object,-0.39128
2,56.641,Object,-0.35899
2,58.594,Object,-0.34573
2,60.547,Object,-0.34856
2,62.5,Object,-0.34104
2,64.453,Object,-0.30094
2,66.406,Object,-0.23576
2,68.359,Object,-0.17777
2,70.313,Object,-0.15581
2,72.266,Object,-0.15552
2,74.219,Object,-0.12173
2,76.172,Object,-0.012241
2,78.125,Object,0.16882
2,80.078,Object,0.40152
2,82.031,Object,0.6866
2,83.984,Object,1.0315
2,85.938,Object,1.4014
2,87.891,Object,1.7122
2,89.844,Object,1.9093
2,91.797,Object,2.0044
2,93.75,Object,2.0248
2,95.703,Object,1.9886
2,97.656,Object,1.9177
2,99.609,Object,1.8482
2,101.56,Object,1.8178
2,103.52,Object,1.8235
2,105.47,Object,1.8345
2,107.42,Object,1.841
2,109.38,Object,1.8247
2,111.33,Object,1.7364
2,113.28,Object,1.5537
2,115.23,Object,1.304
2,117.19,Object,1.0367
2,119.14,Object,0.80824
2,121.09,Object,0.65572
2,123.05,Object,0.57673
2,125,Object,0.56273
2,126.95,Object,0.61085
2,128.91,Object,0.69873
2,130.86,Object,0.79853
2,132.81,Object,0.89136
2,134.77,Object,0.95893
2,136.72,Object,0.99765
2,138.67,Object,1.0314
2,140.63,Object,1.0849
2,142.58,Object,1.1542
2,144.53,Object,1.2248000000000001
2,146.48,Object,1.2908
2,148.44,Object,1.348
2,150.39,Object,1.381
2,152.34,Object,1.3631
2,154.3,Object,1.2803
2,156.25,Object,1.1351
2,158.2,Object,0.92556
2,160.16,Object,0.65859
2,162.11,Object,0.37184
2,164.06,Object,0.10812
2,166.02,Object,-0.11738
2,167.97,Object,-0.30962
2,169.92,Object,-0.47334
2,171.88,Object,-0.60858
2,173.83,Object,-0.71715
2,175.78,Object,-0.80936
2,177.73,Object,-0.9005
2,179.69,Object,-0.99739
2,181.64,Object,-1.1031
2,183.59,Object,-1.2182
2,185.55,Object,-1.3236
2,187.5,Object,-1.3813
2,189.45,Object,-1.3642
2,191.41,Object,-1.28
2,193.36,Object,-1.148
2,195.31,Object,-0.97084
2,197.27,Object,-0.73651
2,199.22,Object,-0.43725
2,201.17,Object,-0.090895
2,203.13,Object,0.28038
2,205.08,Object,0.68559
2,207.03,Object,1.1362
2,208.98,Object,1.6156
2,210.94,Object,2.1139
2,212.89,Object,2.648
2,214.84,Object,3.232
2,216.8,Object,3.8527
2,218.75,Object,4.485
2,220.7,Object,5.1225
2,222.66,Object,5.7583
2,224.61,Object,6.3714
2,226.56,Object,6.955
2,228.52,Object,7.5177
2,230.47,Object,8.0654
2,232.42,Object,8.581
2,234.38,Object,9.0296
2,236.33,Object,9.4057
2,238.28,Object,9.7404
2,240.23,Object,10.049
2,242.19,Object,10.319
2,244.14,Object,10.551
2,246.09,Object,10.769
2,248.05,Object,10.967
2,250,Object,11.117
2,251.95,Object,11.208
2,253.91,Object,11.262
2,255.86,Object,11.305
2,257.81,Object,11.333
2,259.77,Object,11.311
2,261.72,Object,11.219
2,263.67,Object,11.084
2,265.63,Object,10.943
2,267.58,Object,10.805
2,269.53,Object,10.656
2,271.48,Object,10.493
2,273.44,Object,10.324
2,275.39,Object,10.165
2,277.34,Object,10.028
2,279.3,Object,9.9252
2,281.25,Object,9.8528
2,283.2,Object,9.7879
2,285.16,Object,9.7153
2,287.11,Object,9.6425
2,289.06,Object,9.5772
2,291.02,Object,9.5132
2,292.97,Object,9.447
2,294.92,Object,9.3915
2,296.88,Object,9.3617
2,298.83,Object,9.3602
2,300.78,Object,9.3691
2,302.73,Object,9.3627
2,304.69,Object,9.335
2,306.64,Object,9.3058
2,308.59,Object,9.2892
2,310.55,Object,9.2714
2,312.5,Object,9.2378
2,314.45,Object,9.1972
2,316.41,Object,9.1673
2,318.36,Object,9.1516
2,320.31,Object,9.1401
2,322.27,Object,9.118
2,324.22,Object,9.072
2,326.17,Object,9.0052
2,328.13,Object,8.9337
2,330.08,Object,8.8603
2,332.03,Object,8.7808
2,333.98,Object,8.699
2,335.94,Object,8.6157
2,337.89,Object,8.5222
2,339.84,Object,8.4009
2,341.8,Object,8.2462
2,343.75,Object,8.0827
2,345.7,Object,7.9296
2,347.66,Object,7.7817
2,349.61,Object,7.6394
2,351.56,Object,7.5229
2,353.52,Object,7.4604
2,355.47,Object,7.4685
2,357.42,Object,7.538
2,359.38,Object,7.6471
2,361.33,Object,7.7779
2,363.28,Object,7.9154
2,365.23,Object,8.0495
2,367.19,Object,8.1746
2,369.14,Object,8.2877
2,371.09,Object,8.4101
2,373.05,Object,8.5731
2,375,Object,8.7612
2,376.95,Object,8.9241
2,378.91,Object,9.0356
2,380.86,Object,9.0934
2,382.81,Object,9.1148
2,384.77,Object,9.1391
2,386.72,Object,9.1844
2,388.67,Object,9.2392
2,390.63,Object,9.2996
2,392.58,Object,9.3656
2,394.53,Object,9.4126
2,396.48,Object,9.4094
2,398.44,Object,9.3728
3,-99.609,Object,0.2416
3,-97.656,Object,0.22146
3,-95.703,Object,0.19906
3,-93.75,Object,0.17784
3,-91.797,Object,0.15116
3,-89.844,Object,0.11831
3,-87.891,Object,0.082924
3,-85.938,Object,0.045951
3,-83.984,Object,0.010386
3,-82.031,Object,-0.021461
3,-80.078,Object,-0.044842
3,-78.125,Object,-0.046522
3,-76.172,Object,-0.018947
3,-74.219,Object,0.026108
3,-72.266,Object,0.060603
3,-70.313,Object,0.065713
3,-68.359,Object,0.056237
3,-66.406,Object,0.059912
3,-64.453,Object,0.078947
3,-62.5,Object,0.091835
3,-60.547,Object,0.087841
3,-58.594,Object,0.074907
3,-56.641,Object,0.06267
3,-54.688,Object,0.053249
3,-52.734,Object,0.040751
3,-50.781,Object,0.017146
3,-48.828,Object,-0.027333
3,-46.875,Object,-0.097214
3,-44.922,Object,-0.17911
3,-42.969,Object,-0.25509
3,-41.016,Object,-0.32463
3,-39.063,Object,-0.39163
3,-37.109,Object,-0.4421
3,-35.156,Object,-0.455
3,-33.203,Object,-0.42224
3,-31.25,Object,-0.35469
3,-29.297,Object,-0.27311
3,-27.344,Object,-0.1907
3,-25.391,Object,-0.11355
3,-23.438,Object,-0.0505
3,-21.484,Object,-0.0031617
3,-19.531,Object,0.041669
3,-17.578,Object,0.090482
3,-15.625,Object,0.12713
3,-13.672,Object,0.13365
3,-11.719,Object,0.11185
3,-9.7656,Object,0.080941
3,-7.8125,Object,0.061264
3,-5.8594,Object,0.056753
3,-3.9063,Object,0.056869
3,-1.9531,Object,0.048984
3,0,Object,0.024044
3,1.9531,Object,-0.014135
3,3.9063,Object,-0.045782
3,5.8594,Object,-0.057495
3,7.8125,Object,-0.058247
3,9.7656,Object,-0.05905
3,11.719,Object,-0.055775
3,13.672,Object,-0.043386
3,15.625,Object,-0.024137
3,17.578,Object,7.8723e-4
3,19.531,Object,0.032597
3,21.484,Object,0.069401
3,23.438,Object,0.10005
3,25.391,Object,0.11105
3,27.344,Object,0.10963
3,29.297,Object,0.11387
3,31.25,Object,0.12309
3,33.203,Object,0.13354
3,35.156,Object,0.1534
3,37.109,Object,0.18459
3,39.063,Object,0.21921
3,41.016,Object,0.24744
3,42.969,Object,0.25889
3,44.922,Object,0.25159
3,46.875,Object,0.23434
3,48.828,Object,0.22197
3,50.781,Object,0.23487
3,52.734,Object,0.27511
3,54.688,Object,0.30778
3,56.641,Object,0.29554
3,58.594,Object,0.23643
3,60.547,Object,0.16623
3,62.5,Object,0.14418
3,64.453,Object,0.2051
3,66.406,Object,0.31969
3,68.359,Object,0.42865
3,70.313,Object,0.48797
3,72.266,Object,0.48641
3,74.219,Object,0.46255
3,76.172,Object,0.47469
3,78.125,Object,0.55206
3,80.078,Object,0.70673
3,82.031,Object,0.9435
3,83.984,Object,1.2474
3,85.938,Object,1.5945
3,87.891,Object,1.9609
3,89.844,Object,2.3214
3,91.797,Object,2.6603
3,93.75,Object,2.98
3,95.703,Object,3.2918
3,97.656,Object,3.6066
3,99.609,Object,3.9296
3,101.56,Object,4.2555
3,103.52,Object,4.5708
3,105.47,Object,4.8554
3,107.42,Object,5.0929
3,109.38,Object,5.2973
3,111.33,Object,5.4824
3,113.28,Object,5.6069
3,115.23,Object,5.6052
3,117.19,Object,5.4525
3,119.14,Object,5.1734
3,121.09,Object,4.8232
3,123.05,Object,4.4687
3,125,Object,4.155
3,126.95,Object,3.8805
3,128.91,Object,3.613
3,130.86,Object,3.3293
3,132.81,Object,3.0313
3,134.77,Object,2.7318
3,136.72,Object,2.4408
3,138.67,Object,2.1696
3,140.63,Object,1.9256
3,142.58,Object,1.7077
3,144.53,Object,1.518
3,146.48,Object,1.3578
3,148.44,Object,1.2163
3,150.39,Object,1.0762
3,152.34,Object,0.92864
3,154.3,Object,0.77707
3,156.25,Object,0.6336
3,158.2,Object,0.52114
3,160.16,Object,0.45838
3,162.11,Object,0.44493
3,164.06,Object,0.47382
3,166.02,Object,0.54398
3,167.97,Object,0.65763
3,169.92,Object,0.80195
3,171.88,Object,0.94657
3,173.83,Object,1.0768
3,175.78,Object,1.1977
3,177.73,Object,1.3093
3,179.69,Object,1.4155
3,181.64,Object,1.5273
3,183.59,Object,1.6376
3,185.55,Object,1.7343
3,187.5,Object,1.8236
3,189.45,Object,1.9114
3,191.41,Object,1.9974
3,193.36,Object,2.0851
3,195.31,Object,2.1782
3,197.27,Object,2.274
3,199.22,Object,2.3727
3,201.17,Object,2.4828
3,203.13,Object,2.6136
3,205.08,Object,2.7719
3,207.03,Object,2.9567
3,208.98,Object,3.1593
3,210.94,Object,3.3735
3,212.89,Object,3.5944
3,214.84,Object,3.8172
3,216.8,Object,4.0438
3,218.75,Object,4.2725
3,220.7,Object,4.494
3,222.66,Object,4.7099
3,224.61,Object,4.9278
3,226.56,Object,5.1472
3,228.52,Object,5.3656
3,230.47,Object,5.5756
3,232.42,Object,5.7663
3,234.38,Object,5.9435
3,236.33,Object,6.1251
3,238.28,Object,6.3181
3,240.23,Object,6.5175
3,242.19,Object,6.7119
3,244.14,Object,6.8861
3,246.09,Object,7.031
3,248.05,Object,7.1525
3,250,Object,7.2711
3,251.95,Object,7.4017
3,253.91,Object,7.5315
3,255.86,Object,7.6411
3,257.81,Object,7.7341
3,259.77,Object,7.8268
3,261.72,Object,7.9327
3,263.67,Object,8.0608
3,265.63,Object,8.2023
3,267.58,Object,8.3351
3,269.53,Object,8.4526
3,271.48,Object,8.5616
3,273.44,Object,8.6654
3,275.39,Object,8.761
3,277.34,Object,8.8323
3,279.3,Object,8.8611
3,281.25,Object,8.8549
3,283.2,Object,8.8408
3,285.16,Object,8.8395
3,287.11,Object,8.8539
3,289.06,Object,8.8713
3,291.02,Object,8.8794
3,292.97,Object,8.8786
3,294.92,Object,8.8723
3,296.88,Object,8.8586
3,298.83,Object,8.8288
3,300.78,Object,8.7748
3,302.73,Object,8.6986
3,304.69,Object,8.6098
3,306.64,Object,8.5148
3,308.59,Object,8.4123
3,310.55,Object,8.3012
3,312.5,Object,8.1779
3,314.45,Object,8.0391
3,316.41,Object,7.891
3,318.36,Object,7.747
3,320.31,Object,7.628
3,322.27,Object,7.5464
3,324.22,Object,7.481
3,326.17,Object,7.3991
3,328.13,Object,7.2975
3,330.08,Object,7.2033
3,332.03,Object,7.147
3,333.98,Object,7.1377
3,335.94,Object,7.1548
3,337.89,Object,7.1682
3,339.84,Object,7.165
3,341.8,Object,7.152
3,343.75,Object,7.1412
3,345.7,Object,7.1397
3,347.66,Object,7.1425
3,349.61,Object,7.1335
3,351.56,Object,7.101
3,353.52,Object,7.0482
3,355.47,Object,6.9905
3,357.42,Object,6.9408
3,359.38,Object,6.8867
3,361.33,Object,6.8046
3,363.28,Object,6.6979
3,365.23,Object,6.5952
3,367.19,Object,6.525
3,369.14,Object,6.4985
3,371.09,Object,6.5006
3,373.05,Object,6.5058
3,375,Object,6.5087
3,376.95,Object,6.5233
3,378.91,Object,6.558
3,380.86,Object,6.6078
3,382.81,Object,6.6546
3,384.77,Object,6.679
3,386.72,Object,6.691
3,388.67,Object,6.7188
3,390.63,Object,6.7686
3,392.58,Object,6.8289
3,394.53,Object,6.8932
3,396.48,Object,6.954
3,398.44,Object,6.9951
4,-99.609,Object,-0.19306
4,-97.656,Object,-0.14847
4,-95.703,Object,-0.1065
4,-93.75,Object,-0.10598
4,-91.797,Object,-0.1469
4,-89.844,Object,-0.19002
4,-87.891,Object,-0.20817
4,-85.938,Object,-0.20366
4,-83.984,Object,-0.19098
4,-82.031,Object,-0.18297
4,-80.078,Object,-0.18386
4,-78.125,Object,-0.18884
4,-76.172,Object,-0.18343
4,-74.219,Object,-0.16183
4,-72.266,Object,-0.14375
4,-70.313,Object,-0.14979
4,-68.359,Object,-0.1732
4,-66.406,Object,-0.19713
4,-64.453,Object,-0.2144
4,-62.5,Object,-0.21911
4,-60.547,Object,-0.21542
4,-58.594,Object,-0.22154
4,-56.641,Object,-0.2399
4,-54.688,Object,-0.24846
4,-52.734,Object,-0.22767
4,-50.781,Object,-0.18427
4,-48.828,Object,-0.14155
4,-46.875,Object,-0.10858
4,-44.922,Object,-0.077054
4,-42.969,Object,-0.043038
4,-41.016,Object,-0.021051
4,-39.063,Object,-0.032399
4,-37.109,Object,-0.072874
4,-35.156,Object,-0.1201
4,-33.203,Object,-0.16863
4,-31.25,Object,-0.21249
4,-29.297,Object,-0.22048
4,-27.344,Object,-0.18146
4,-25.391,Object,-0.13
4,-23.438,Object,-0.095335
4,-21.484,Object,-0.07115
4,-19.531,Object,-0.033725
4,-17.578,Object,0.027316
4,-15.625,Object,0.098714
4,-13.672,Object,0.16795
4,-11.719,Object,0.23751
4,-9.7656,Object,0.30732
4,-7.8125,Object,0.35421
4,-5.8594,Object,0.35257
4,-3.9063,Object,0.31783
4,-1.9531,Object,0.29616
4,0,Object,0.308
4,1.9531,Object,0.33408
4,3.9063,Object,0.35367
4,5.8594,Object,0.36519
4,7.8125,Object,0.36888
4,9.7656,Object,0.35293
4,11.719,Object,0.31964
4,13.672,Object,0.29147
4,15.625,Object,0.27197
4,17.578,Object,0.24157
4,19.531,Object,0.1979
4,21.484,Object,0.16518
4,23.438,Object,0.1567
4,25.391,Object,0.15304
4,27.344,Object,0.11903
4,29.297,Object,0.054236
4,31.25,Object,3.6418e-4
4,33.203,Object,-0.031922
4,35.156,Object,-0.079258
4,37.109,Object,-0.16059
4,39.063,Object,-0.25586
4,41.016,Object,-0.33904
4,42.969,Object,-0.39574
4,44.922,Object,-0.42829
4,46.875,Object,-0.46113
4,48.828,Object,-0.51681
4,50.781,Object,-0.5916
4,52.734,Object,-0.66842
4,54.688,Object,-0.72785
4,56.641,Object,-0.74669
4,58.594,Object,-0.70862
4,60.547,Object,-0.60443
4,62.5,Object,-0.42195
4,64.453,Object,-0.15433
4,66.406,Object,0.18834
4,68.359,Object,0.58339
4,70.313,Object,0.99747
4,72.266,Object,1.3879
4,74.219,Object,1.7328
4,76.172,Object,2.0455
4,78.125,Object,2.335
4,80.078,Object,2.587
4,82.031,Object,2.7915
4,83.984,Object,2.9571
4,85.938,Object,3.0919
4,87.891,Object,3.1804
4,89.844,Object,3.2043
4,91.797,Object,3.2037
4,93.75,Object,3.2635
4,95.703,Object,3.4153
4,97.656,Object,3.6155
4,99.609,Object,3.8106
4,101.56,Object,3.9804
4,103.52,Object,4.138
4,105.47,Object,4.3047
4,107.42,Object,4.4881
4,109.38,Object,4.685
4,111.33,Object,4.8873
4,113.28,Object,5.0968
4,115.23,Object,5.3176
4,117.19,Object,5.5115
4,119.14,Object,5.6334
4,121.09,Object,5.7025
4,123.05,Object,5.7724
4,125,Object,5.8636
4,126.95,Object,5.9704
4,128.91,Object,6.1014
4,130.86,Object,6.2612
4,132.81,Object,6.4104
4,134.77,Object,6.4949
4,136.72,Object,6.4854
4,138.67,Object,6.3701
4,140.63,Object,6.1601
4,142.58,Object,5.8838
4,144.53,Object,5.5571
4,146.48,Object,5.1962
4,148.44,Object,4.8287
4,150.39,Object,4.4698
4,152.34,Object,4.1217
4,154.3,Object,3.7818
4,156.25,Object,3.4499
4,158.2,Object,3.138
4,160.16,Object,2.8589
4,162.11,Object,2.6221
4,164.06,Object,2.4383
4,166.02,Object,2.3046
4,167.97,Object,2.1953
4,169.92,Object,2.0917
4,171.88,Object,2.0099
4,173.83,Object,1.9805
4,175.78,Object,2.0034
4,177.73,Object,2.0531
4,179.69,Object,2.1264
4,181.64,Object,2.2389
4,183.59,Object,2.3775
4,185.55,Object,2.5147
4,187.5,Object,2.6597
4,189.45,Object,2.8307
4,191.41,Object,3.0032
4,193.36,Object,3.1322
4,195.31,Object,3.2
4,197.27,Object,3.2377
4,199.22,Object,3.2872
4,201.17,Object,3.3536
4,203.13,Object,3.434
4,205.08,Object,3.544
4,207.03,Object,3.6835
4,208.98,Object,3.8398
4,210.94,Object,4.0156
4,212.89,Object,4.2115
4,214.84,Object,4.415
4,216.8,Object,4.6194
4,218.75,Object,4.8274
4,220.7,Object,5.0252
4,222.66,Object,5.1783
4,224.61,Object,5.2866
4,226.56,Object,5.3904
4,228.52,Object,5.5005
4,230.47,Object,5.5896
4,232.42,Object,5.6547
4,234.38,Object,5.733
4,236.33,Object,5.8495
4,238.28,Object,5.9777
4,240.23,Object,6.0667
4,242.19,Object,6.093
4,244.14,Object,6.0744
4,246.09,Object,6.0416
4,248.05,Object,6.0154
4,250,Object,6.007
4,251.95,Object,6.0198
4,253.91,Object,6.0445
4,255.86,Object,6.0749
4,257.81,Object,6.1151
4,259.77,Object,6.1608
4,261.72,Object,6.2032
4,263.67,Object,6.2418
4,265.63,Object,6.2705
4,267.58,Object,6.2716
4,269.53,Object,6.2442
4,271.48,Object,6.2121
4,273.44,Object,6.2015
4,275.39,Object,6.2293
4,277.34,Object,6.2836
4,279.3,Object,6.3325
4,281.25,Object,6.3587
4,283.2,Object,6.3584
4,285.16,Object,6.3415
4,287.11,Object,6.3282
4,289.06,Object,6.3344
4,291.02,Object,6.3713
4,292.97,Object,6.4253
4,294.92,Object,6.4601
4,296.88,Object,6.4666
4,298.83,Object,6.4715
4,300.78,Object,6.5073
4,302.73,Object,6.5875
4,304.69,Object,6.7014
